quant_rank,code,stock_name,industry,latest_trade_date,latest_close,price_percentile_5y,price_percentile_1y,distance_from_52w_low_pct,ma20,ma60,ma120,ma250,ma20_slope_pct,ma60_slope_pct,trend_confirmation_level,atr14,relative_strength_20d,relative_strength_60d,avg_turnover_20d,quant_score,quant_status,hard_blockers,soft_blockers,rejection_reasons
226,002241,歌尔股份,C 制造业,2026-07-07,21.08,0.3384,0.004,0.0,22.81,24.45,25.32,27.26,-3.7408,-0.3214,NONE,0.97,-11.4699,-18.8719,2071800693.85,50.4658,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
227,000596,古井贡酒,C 制造业,2026-07-07,77.0,0.0008,0.004,0.0,82.01,94.12,107.86,130.95,-3.0442,-2.4335,NONE,3.27,-13.6565,-36.459,280683004.85,50.4312,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
228,001289,龙源电力,D 水电煤气,2026-07-07,15.68,0.0883,0.2,4.5333,16.72,16.96,16.75,16.73,-4.3045,-0.0118,NONE,0.8,-18.0143,-7.4558,171725565.65,50.4218,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
229,000980,众泰汽车,C 制造业,2026-07-07,1.8,0.0656,0.004,0.0,2.13,2.36,2.66,2.88,-6.7017,-0.8415,NONE,0.11,-28.6512,-27.7042,279716711.0,50.4136,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
230,002340,格林美,C 制造业,2026-07-07,6.66,0.3128,0.132,5.8824,7.09,7.93,8.36,7.88,-2.3289,-1.1627,NONE,0.34,-5.499,-25.4827,1156658891.15,50.4018,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
231,002191,劲嘉股份,C 制造业,2026-07-07,3.72,0.0904,0.124,6.2857,3.91,3.81,3.91,4.11,0.3208,0.4532,NONE,0.18,-6.1019,-7.3347,131625078.1,50.3411,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
232,002544,普天科技,I 信息技术,2026-07-07,17.1,0.1376,0.004,0.0,18.8,22.94,26.75,26.44,-3.4279,-2.6598,NONE,0.88,-15.1677,-43.5752,273147535.5,50.2923,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
233,002575,群兴玩具,F 批发零售,2026-07-07,4.64,0.1888,0.004,0.0,5.82,6.33,6.96,7.3,-2.2489,-3.3302,NONE,0.36,-20.0158,-50.9959,272962070.45,50.2888,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
234,002092,中泰化学,C 制造业,2026-07-07,3.9,0.0648,0.02,3.4483,4.12,5.2,6.03,5.37,-2.9671,-4.0327,NONE,0.2,-13.2757,-49.5093,266690184.9,50.1704,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
235,000537,绿发电力,D 水电煤气,2026-07-07,7.14,0.0696,0.004,0.0,7.98,9.67,9.58,9.14,-8.7496,-2.1502,NONE,0.29,-26.0336,-37.5883,262743891.15,50.0946,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
236,002329,皇氏集团,C 制造业,2026-07-07,3.47,0.1632,0.088,30.9434,2.99,3.84,3.87,3.85,-5.8174,-1.7515,NONE,0.18,0.5485,-21.0161,142786998.35,50.0267,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
237,002605,姚记科技,I 信息技术,2026-07-07,20.35,0.3648,0.188,12.2449,18.7,19.54,21.95,24.18,0.2923,-0.6618,WEAK,0.76,5.5194,-12.2496,160591975.0,49.8684,SECONDARY_RESEARCH,,,
238,002557,洽洽食品,C 制造业,2026-07-07,19.89,0.0112,0.056,11.7416,19.43,21.3,21.97,22.06,-2.5114,-0.8179,NONE,0.76,-7.9659,-18.3401,155581329.8,49.8568,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
239,003013,地铁设计,M 科研服务,2026-07-07,14.15,0.1024,0.184,9.9456,15.33,14.47,14.44,14.78,-1.5353,0.7626,NONE,0.95,-12.7126,-1.7901,121040771.4,49.8385,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
240,002960,青鸟智控,C 制造业,2026-07-07,8.33,0.0072,0.036,3.607,8.69,9.95,10.66,10.83,0.7189,-2.6196,NONE,0.31,-3.4404,-40.0308,216572727.15,49.7719,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
241,002416,爱施德,F 批发零售,2026-07-07,8.73,0.1976,0.004,0.0,9.91,11.69,12.46,12.34,-3.3558,-2.7242,NONE,0.42,-16.1181,-42.6342,245640663.35,49.7531,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
242,001206,依依股份,C 制造业,2026-07-07,19.54,0.3977,0.188,24.7765,18.0,18.42,21.39,24.53,3.6876,-0.9936,WEAK,1.15,20.0906,-16.6846,126542699.9,49.7388,SECONDARY_RESEARCH,,,
243,001308,康冠科技,C 制造业,2026-07-07,19.95,0.0595,0.052,7.0853,20.61,20.78,20.9,21.86,-0.8395,0.2283,NONE,1.01,-5.218,-11.3886,123130876.9,49.7086,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
244,002154,报 喜 鸟,C 制造业,2026-07-07,3.82,0.1488,0.24,8.8319,3.83,4.0,3.94,3.96,-1.3029,0.3976,NONE,0.15,-3.7616,-4.0501,101597429.95,49.6959,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
245,002449,国星光电,C 制造业,2026-07-07,6.99,0.0752,0.004,0.0,7.69,8.06,8.29,8.73,-2.8795,-0.3216,NONE,0.38,-16.2154,-24.5081,195578392.2,49.5381,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
246,002152,广电运通,C 制造业,2026-07-07,9.16,0.0784,0.004,0.0,9.7,10.89,11.91,12.59,-1.9166,-1.5982,NONE,0.29,-9.4463,-31.0568,193395458.0,49.5045,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
247,000709,河钢股份,C 制造业,2026-07-07,1.97,0.0544,0.012,1.5464,2.04,2.2,2.33,2.38,-2.6033,-1.2398,NONE,0.06,-13.9865,-25.2993,188608580.05,49.502,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
248,002410,广联达,I 信息技术,2026-07-07,8.04,0.0016,0.008,0.2494,8.61,9.98,11.55,12.58,-3.5734,-2.3138,NONE,0.26,-14.9524,-38.8715,230637319.3,49.435,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
249,000623,吉林敖东,C 制造业,2026-07-07,18.06,0.8096,0.228,9.322,17.85,17.91,18.46,19.0,2.1025,0.3454,MEDIUM,0.68,6.5967,-8.477,285582874.55,49.4316,HARD_REJECT,price_too_high,,price_too_high
250,000723,美锦能源,C 制造业,2026-07-07,3.37,0.0024,0.012,0.597,3.65,4.1,4.55,4.7,-6.1183,-2.338,NONE,0.16,-22.8675,-35.0012,229884911.9,49.4185,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
251,000555,神州信息,I 信息技术,2026-07-07,9.73,0.0768,0.004,0.0,10.87,13.07,15.16,15.17,-4.8858,-2.7036,NONE,0.46,-18.4099,-44.4506,228066228.45,49.3786,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
252,002007,华兰生物,C 制造业,2026-07-07,12.68,0.0056,0.028,4.6205,12.84,13.81,14.54,15.41,-1.333,-1.2105,NONE,0.45,-6.5919,-23.6056,152628662.45,49.3749,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
253,002921,联诚精密,C 制造业,2026-07-07,27.38,0.976,0.88,94.4602,25.56,27.23,25.26,20.37,3.2831,1.4531,MEDIUM,2.17,10.0889,-3.437,236317289.15,49.3228,HARD_REJECT,price_too_high,,price_too_high
254,000690,宝新能源,D 水电煤气,2026-07-07,4.52,0.2208,0.272,7.8759,4.98,5.25,4.95,4.79,-4.4363,-0.0539,NONE,0.17,-15.6347,-12.8614,400573092.95,49.3178,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
255,002421,达实智能,I 信息技术,2026-07-07,3.13,0.3032,0.5,27.7551,3.96,3.68,3.27,3.27,-10.2761,1.6712,NONE,0.25,-48.1005,6.2304,1776677359.3,49.313,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
256,002301,齐心集团,C 制造业,2026-07-07,8.33,0.9264,0.968,35.2273,7.67,7.54,7.56,7.29,1.4957,1.2603,MEDIUM,0.44,11.8552,8.9023,175514779.85,49.2516,HARD_REJECT,price_too_high,,price_too_high
257,000572,海马汽车,C 制造业,2026-07-07,3.58,0.088,0.004,0.0,3.97,4.81,5.77,6.13,-3.6044,-3.1002,NONE,0.22,-19.2754,-46.9096,218276767.65,49.1583,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
258,002995,天地在线,L 商务服务,2026-07-07,16.28,0.1424,0.02,0.9299,19.64,21.65,23.25,20.7,-7.0907,-2.1159,NONE,1.1,-26.6505,-42.6704,217151376.2,49.1323,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
259,002984,森麒麟,C 制造业,2026-07-07,13.67,0.0056,0.028,4.5907,14.11,15.64,17.72,18.86,-1.7927,-2.1277,NONE,0.54,-7.6627,-33.1877,178863819.1,49.0838,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
260,002985,北摩高科,C 制造业,2026-07-07,26.09,0.1848,0.008,0.3848,28.45,32.42,35.49,32.18,-1.7409,-2.1761,NONE,1.36,-10.2076,-36.667,201634974.6,49.0746,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
261,002675,东诚药业,C 制造业,2026-07-07,12.62,0.1504,0.1,3.1046,12.63,12.98,13.34,14.39,0.5013,-1.176,NONE,0.48,-1.3598,-19.8602,116510764.95,48.9881,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
262,001223,欧克科技,C 制造业,2026-07-07,39.1,0.1541,0.004,0.0,47.05,54.03,54.05,51.88,-1.4473,-1.4051,NONE,4.15,-16.1442,-36.8099,210671205.3,48.9807,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
263,002936,郑州银行,J 金融业,2026-07-07,1.69,0.0176,0.032,2.4242,1.72,1.77,1.84,1.95,-1.1792,-0.6347,NONE,0.04,-6.7026,-16.5738,120584842.65,48.9434,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
264,002362,汉王科技,C 制造业,2026-07-07,14.76,0.104,0.004,0.0,16.89,17.75,19.45,21.47,-1.9671,-1.4918,NONE,0.81,-20.2211,-31.0632,208630281.6,48.9321,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
265,002693,双成药业,C 制造业,2026-07-07,9.54,0.8776,0.92,46.319,9.19,9.37,8.52,8.08,2.2879,1.9564,MEDIUM,0.67,5.3155,8.848,187938489.0,48.9293,HARD_REJECT,price_too_high,,price_too_high
266,002034,旺能环境,D 水电煤气,2026-07-07,14.81,0.144,0.004,0.0,16.41,18.56,17.89,17.44,-5.6188,-0.7565,NONE,0.72,-20.7662,-23.0614,181025639.0,48.8452,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
267,002368,太极股份,I 信息技术,2026-07-07,13.72,0.0016,0.008,2.1593,15.44,16.98,19.7,22.8,-2.9397,-2.7332,NONE,0.76,-12.7581,-40.129,204040595.45,48.8211,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
268,002408,齐翔腾达,C 制造业,2026-07-07,4.93,0.188,0.332,10.0446,4.95,5.64,5.72,5.3,-0.7725,-2.0854,NONE,0.23,-3.7293,-33.4976,156989652.55,48.8085,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
269,002939,长城证券,J 金融业,2026-07-07,8.18,0.2592,0.028,4.3367,8.36,8.73,9.18,9.84,0.9114,-0.4239,NONE,0.3,1.346,-18.3335,289451593.05,48.7897,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
270,002212,天融信,I 信息技术,2026-07-07,5.43,0.068,0.004,0.0,5.99,6.88,7.72,8.48,-3.3857,-1.9794,NONE,0.25,-15.8453,-36.4057,200239514.45,48.7275,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
271,002981,朝阳科技,C 制造业,2026-07-07,21.12,0.1096,0.04,15.6627,22.02,24.33,26.12,28.24,-7.2074,-0.9015,NONE,1.05,-27.5919,-20.7868,193270994.55,48.7137,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
272,002319,乐通股份,C 制造业,2026-07-07,10.78,0.1712,0.06,12.7615,10.85,11.36,12.33,12.33,-2.1501,-0.1157,NONE,0.58,-6.2168,-15.4104,110525303.7,48.7021,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
273,000829,天音控股,F 批发零售,2026-07-07,7.37,0.0184,0.012,3.9492,8.08,9.59,10.1,10.18,-3.9798,-2.3013,NONE,0.36,-18.6888,-38.8277,198365197.25,48.6807,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
274,000720,新能泰山,C 制造业,2026-07-07,3.32,0.1976,0.056,2.1538,3.95,4.74,4.41,3.97,-9.5936,-4.0001,NONE,0.18,-32.9774,-58.8694,195305941.65,48.6035,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
275,002153,石基信息,I 信息技术,2026-07-07,7.3,0.1368,0.016,3.8407,7.6,8.76,10.34,10.37,-2.1816,-1.9752,NONE,0.27,-9.7317,-34.7587,174210129.45,48.5902,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
276,000589,贵州轮胎,C 制造业,2026-07-07,4.33,0.0496,0.052,6.6502,4.31,4.59,4.77,4.77,-1.9557,-0.6523,NONE,0.13,-6.0735,-16.0976,108921089.0,48.58,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
277,000802,北京文化,R 文化传播,2026-07-07,3.64,0.02,0.024,4.5977,3.96,4.42,4.4,4.64,-7.3953,-0.4954,NONE,0.2,-23.2493,-16.9644,159263268.35,48.5796,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
278,000563,陕国投Ａ,J 金融业,2026-07-07,2.84,0.048,0.024,2.8986,2.88,3.08,3.31,3.46,-0.826,-1.412,NONE,0.09,-5.1308,-25.8635,131328853.1,48.5746,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
279,001330,博纳影业,R 文化传播,2026-07-07,5.22,0.2236,0.184,13.7255,6.3,7.77,8.18,7.22,-8.9287,-1.5167,NONE,0.4,-28.0472,-36.0222,572322790.25,48.5,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
280,002183,怡 亚 通,L 商务服务,2026-07-07,4.66,0.2984,0.16,4.0179,5.41,6.07,5.69,5.27,-6.2321,-0.7554,NONE,0.32,-29.9128,-28.6271,594325482.3,48.5,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
281,002624,完美世界,I 信息技术,2026-07-07,11.77,0.2304,0.024,2.9746,12.47,15.19,17.14,16.53,-3.4758,-4.008,NONE,0.83,-20.4176,-50.212,1222711963.3,48.5,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
282,002735,王子新材,C 制造业,2026-07-07,13.35,0.3424,0.012,1.9862,17.59,15.86,16.75,16.3,-2.7963,0.2138,NONE,1.55,-30.9125,-19.3623,930916932.1,48.5,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
283,002687,乔治白,C 制造业,2026-07-07,5.32,0.7152,0.984,27.8846,4.73,4.74,4.87,4.83,6.4919,1.2669,MEDIUM,0.36,21.8649,0.1498,144944315.45,48.4469,SECONDARY_RESEARCH,,,
284,002239,奥特佳,C 制造业,2026-07-07,2.42,0.076,0.012,0.4149,2.47,2.72,2.93,3.01,-1.1191,-1.543,NONE,0.1,-6.6935,-29.3367,140519708.2,48.3937,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
285,000923,河钢资源,B 采矿业,2026-07-07,12.81,0.1016,0.028,3.2232,13.39,15.92,19.02,17.75,-4.1256,-2.7148,NONE,0.55,-11.1599,-39.8089,184358786.35,48.318,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
286,002930,宏川智慧,G 运输仓储,2026-07-07,9.26,0.0088,0.028,8.0513,9.46,12.0,12.32,11.77,-0.5466,-2.5835,NONE,0.59,-5.3541,-42.1842,174318396.05,48.2885,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
287,002434,万里扬,C 制造业,2026-07-07,6.28,0.1544,0.028,5.5462,6.58,7.24,8.19,8.47,-3.4463,-1.8103,NONE,0.32,-14.6467,-30.6989,166648008.2,48.2874,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
288,002918,蒙娜丽莎,C 制造业,2026-07-07,9.57,0.1912,0.14,16.8498,10.86,12.24,13.43,13.22,-4.963,-0.7274,NONE,0.64,-20.7201,-25.1318,168034815.55,48.2772,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
289,000025,特  力Ａ,F 批发零售,2026-07-07,13.55,0.0488,0.016,1.7267,14.69,15.33,16.46,17.24,-2.2193,-1.2213,NONE,0.76,-8.8887,-25.0883,130490229.1,48.2459,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
290,002163,海南发展,E 建筑业,2026-07-07,7.95,0.1296,0.004,0.0,8.85,10.75,13.16,12.65,-3.6561,-3.2205,NONE,0.35,-18.5092,-47.5488,181354820.2,48.2369,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
291,002673,西部证券,J 金融业,2026-07-07,6.54,0.2896,0.048,5.1447,6.56,6.86,7.31,7.86,0.845,-0.6254,NONE,0.22,2.4194,-18.9552,256661672.35,48.222,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
292,002127,南极电商,L 商务服务,2026-07-07,2.77,0.0824,0.096,5.7252,2.72,2.91,3.01,3.34,-1.2888,0.126,NONE,0.11,-4.1488,-10.1947,84295456.35,48.2028,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
293,002608,江苏国信,D 水电煤气,2026-07-07,6.72,0.3424,0.004,0.0,7.88,8.21,8.1,7.96,-9.1554,-1.0919,NONE,0.33,-32.4324,-26.6698,484666749.25,48.1649,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
294,000546,金圆股份,C 制造业,2026-07-07,4.82,0.136,0.016,0.4167,5.12,6.06,6.15,5.82,-1.6127,-1.829,NONE,0.29,-6.7094,-33.1091,144192823.7,48.1386,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
295,002987,京北方,I 信息技术,2026-07-07,9.47,0.0112,0.004,0.0,10.74,13.27,15.98,18.73,-4.5089,-3.9721,NONE,0.46,-26.8439,-51.9181,176969236.55,48.1164,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
296,002507,涪陵榨菜,C 制造业,2026-07-07,11.11,0.0056,0.028,2.8704,11.31,11.84,12.42,12.79,-0.8849,-0.8553,NONE,0.3,-5.7794,-19.2563,104356785.2,48.0963,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
297,002840,华统股份,C 制造业,2026-07-07,7.91,0.0088,0.044,9.8611,7.83,10.06,10.1,10.36,-0.5964,-3.2478,NONE,0.45,-1.0543,-47.8086,171605629.15,48.0791,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
298,002254,泰和新材,C 制造业,2026-07-07,14.78,0.4968,0.896,60.6522,17.7,14.37,13.24,11.68,2.0026,3.4544,NONE,1.62,-16.1913,29.9679,1692835896.6,48.0777,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
299,000552,甘肃能化,B 采矿业,2026-07-07,2.39,0.0472,0.152,6.6964,2.45,2.66,2.58,2.56,-4.7508,-1.1402,NONE,0.09,-17.3681,-26.8109,154937018.5,48.0494,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
300,001205,盛航股份,G 运输仓储,2026-07-07,13.49,0.0056,0.004,0.0,13.97,14.43,15.11,15.94,-0.6332,-0.4244,NONE,0.5,-6.1612,-16.5905,96079220.55,47.9478,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
301,002332,仙琚制药,C 制造业,2026-07-07,8.29,0.0112,0.052,3.3666,8.31,8.59,8.88,9.41,-0.0662,-0.7476,NONE,0.19,-2.2404,-17.4227,89440275.5,47.9343,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
302,001227,兰州银行,J 金融业,2026-07-07,2.04,0.0056,0.024,2.0,2.08,2.15,2.23,2.34,-0.8571,-0.7762,NONE,0.04,-5.5824,-17.755,96575213.75,47.9125,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
303,002978,安宁股份,B 采矿业,2026-07-07,25.9,0.0432,0.032,3.5586,26.6,29.32,33.09,32.37,-0.354,-1.7415,NONE,1.19,-1.276,-32.133,119426577.95,47.8849,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
304,003026,中晶科技,C 制造业,2026-07-07,36.73,0.4376,0.756,23.8786,37.71,41.44,37.69,35.94,-0.4804,0.651,NONE,3.79,20.2821,-8.5033,906308541.45,47.8779,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
305,000009,中国宝安,J 金融业,2026-07-07,6.26,0.0032,0.016,1.9544,6.64,7.7,8.58,9.38,-3.0648,-2.4646,NONE,0.21,-12.6533,-37.6872,168512055.5,47.8763,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
306,002867,周大生,F 批发零售,2026-07-07,11.9,0.092,0.096,6.7265,11.84,12.3,12.32,12.77,-0.6587,0.0176,NONE,0.31,-3.227,-8.3375,73136727.55,47.8615,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
307,000541,佛山照明,C 制造业,2026-07-07,5.04,0.116,0.072,7.0064,5.08,5.3,5.71,6.1,1.1352,-0.5875,NONE,0.2,1.6225,-20.0006,84981960.1,47.8353,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
308,002030,达安基因,C 制造业,2026-07-07,4.99,0.0152,0.008,2.2541,5.28,5.95,6.11,6.33,-4.5311,-1.2239,NONE,0.25,-16.9865,-26.6184,146397115.4,47.833,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
309,000785,居然智家,L 商务服务,2026-07-07,1.98,0.0008,0.004,0.0,2.15,2.38,2.64,2.84,-4.7356,-1.2836,NONE,0.08,-29.9312,-27.6053,164775142.75,47.7667,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
310,002373,千方科技,I 信息技术,2026-07-07,6.92,0.0008,0.004,0.0,7.4,8.41,9.94,10.46,-1.8183,-2.3262,NONE,0.26,-10.0881,-37.8094,157510149.25,47.7575,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
311,000403,派林生物,C 制造业,2026-07-07,9.12,0.0032,0.016,3.7543,10.22,11.54,12.67,14.71,-7.6085,-2.5911,NONE,0.62,-28.3977,-38.5366,163927043.85,47.7416,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
312,000400,许继电气,C 制造业,2026-07-07,20.55,0.272,0.004,0.0,22.0,24.76,27.41,25.99,-3.6722,-2.1113,NONE,0.72,-9.6125,-35.5751,407715302.3,47.7408,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
313,000402,金 融 街,K 房地产,2026-07-07,2.38,0.0464,0.004,0.0,2.62,2.84,2.8,2.89,-4.5397,-0.2105,NONE,0.1,-19.7985,-15.4529,120318429.7,47.7355,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
314,002389,航天彩虹,C 制造业,2026-07-07,17.7,0.2104,0.016,4.0564,18.21,20.24,22.22,22.86,-1.3436,-1.3716,NONE,0.65,-7.0496,-26.8548,326796885.85,47.7215,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
315,001258,立新能源,D 水电煤气,2026-07-07,6.72,0.2,0.004,0.0,7.4,8.88,8.65,7.99,-10.065,-1.5755,NONE,0.26,-27.5575,-30.4634,162081300.65,47.6864,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
316,002738,中矿资源,C 制造业,2026-07-07,61.05,0.584,0.444,93.9943,60.33,70.69,75.93,62.24,2.3999,-1.2488,WEAK,4.72,9.7678,-29.9108,2598070460.9,47.6857,SECONDARY_RESEARCH,,,
317,000520,凤凰航运,G 运输仓储,2026-07-07,4.59,0.8136,0.524,27.1468,4.25,4.08,4.27,4.55,1.5642,0.7237,MEDIUM,0.27,-6.2967,0.6045,218105872.35,47.6851,HARD_REJECT,price_too_high,,price_too_high
318,002839,张家港行,J 金融业,2026-07-07,4.11,0.1656,0.036,5.3846,4.13,4.33,4.44,4.5,-1.0652,-0.8393,NONE,0.11,-5.3319,-17.893,91342450.85,47.6725,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
319,002063,远光软件,I 信息技术,2026-07-07,5.06,0.0336,0.012,2.4291,5.21,5.94,6.32,6.3,-2.8957,-1.736,NONE,0.14,-10.8923,-30.8143,134580305.85,47.6197,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
320,002032,苏 泊 尔,C 制造业,2026-07-07,43.41,0.0336,0.108,9.6212,41.55,45.21,44.76,47.4,-1.7477,-0.6177,NONE,1.22,-3.2523,-13.8053,77826694.85,47.581,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
321,002892,科力尔,C 制造业,2026-07-07,9.25,0.0536,0.016,5.3531,9.81,10.58,11.42,12.75,-2.5048,-1.0355,NONE,0.45,-17.785,-24.4071,134663425.6,47.5741,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
322,002982,湘佳股份,A 农林牧渔,2026-07-07,12.0,0.0088,0.044,13.7441,11.96,13.2,13.73,14.46,-1.7377,-1.0714,NONE,0.55,-13.7045,-22.3384,117859049.6,47.5596,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
323,002736,国信证券,J 金融业,2026-07-07,10.36,0.5336,0.12,5.3917,10.26,10.6,11.47,12.49,0.9051,-0.7039,WEAK,0.35,2.6664,-18.8023,465868320.3,47.5436,SECONDARY_RESEARCH,,,
