quant_rank,code,stock_name,industry,latest_trade_date,latest_close,price_percentile_5y,price_percentile_1y,distance_from_52w_low_pct,ma20,ma60,ma120,ma250,ma20_slope_pct,ma60_slope_pct,trend_confirmation_level,atr14,relative_strength_20d,relative_strength_60d,avg_turnover_20d,quant_score,quant_status,hard_blockers,soft_blockers,rejection_reasons
1149,000777,中核科技,C 制造业,2026-07-07,17.3,0.6952,0.04,8.125,18.15,19.41,22.33,21.8,1.6523,-1.5524,NONE,1.24,1.3662,-31.873,434483011.65,29.1411,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1150,000558,天府文旅,N 公共环保,2026-07-07,3.2,0.568,0.016,2.8939,3.47,3.86,4.43,5.05,-2.4154,-2.6312,NONE,0.14,-12.0737,-39.4561,165849206.65,29.0984,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1151,002725,跃岭股份,C 制造业,2026-07-07,11.15,0.648,0.004,0.0,12.8,15.05,15.45,15.22,-4.0,-1.7661,NONE,0.84,-17.8053,-38.9512,163375972.05,29.0251,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1152,002545,东方铁塔,C 制造业,2026-07-07,18.03,0.904,0.52,106.7661,18.45,21.53,23.2,18.13,-4.2224,-1.7047,NONE,1.1,-12.3946,-28.6076,583231974.55,28.9998,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1153,002150,正泰电源,C 制造业,2026-07-07,25.82,0.9168,0.66,120.4953,25.74,29.05,28.28,22.23,-1.9768,-1.0397,NONE,1.51,-1.4307,-21.7774,367119250.8,28.9931,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1154,002173,创新医疗,Q 卫生,2026-07-07,17.45,0.8344,0.172,34.749,17.52,21.15,24.97,22.76,0.8608,-2.6196,NONE,1.34,-1.5072,-39.9634,649239019.65,28.9529,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1155,000425,徐工机械,C 制造业,2026-07-07,8.78,0.808,0.184,12.9987,8.77,9.56,10.4,10.13,-3.1747,-1.6599,NONE,0.45,-14.3064,-27.5745,1415124206.05,28.9119,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1156,002465,海格通信,C 制造业,2026-07-07,12.4,0.7872,0.172,9.5406,13.15,15.09,16.27,14.58,-4.8946,-1.0839,NONE,0.69,-16.9715,-26.248,1159997858.8,28.778,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1157,002902,铭普光磁,C 制造业,2026-07-07,25.49,0.868,0.72,30.051,31.3,32.49,27.54,24.85,-4.1109,-0.1117,NONE,2.39,-23.5884,-21.6324,882627175.35,28.5779,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1158,000559,万向钱潮,C 制造业,2026-07-07,12.6,0.888,0.44,67.3307,13.4,15.51,16.6,13.33,-2.9436,-1.0768,NONE,0.71,-17.1856,-28.1157,823097764.65,28.5699,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1159,002130,沃尔核材,C 制造业,2026-07-07,17.64,0.6784,0.012,0.5701,19.13,21.8,24.43,25.26,-3.3513,-2.0185,NONE,0.96,-10.1269,-36.2153,825039548.4,28.4658,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1160,003816,中国广核,D 水电煤气,2026-07-07,3.82,0.704,0.352,6.1111,4.07,4.41,4.25,4.02,-3.6133,-1.2312,NONE,0.11,-13.2639,-24.2807,431310026.95,28.3989,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1161,000767,晋控电力,D 水电煤气,2026-07-07,3.46,0.7416,0.636,24.0143,4.27,4.46,3.97,3.46,-10.1411,0.0412,NONE,0.26,-32.5427,-14.6547,910674776.1,28.3803,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1162,002976,瑞玛精密,C 制造业,2026-07-07,25.63,0.6528,0.296,8.3263,28.92,30.88,29.31,27.57,-4.6464,-0.0863,NONE,2.93,-12.574,-15.4246,355183415.75,28.3426,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1163,002582,好想你,C 制造业,2026-07-07,8.81,0.6136,0.02,4.2604,9.05,10.83,11.48,10.73,-2.2618,-1.7929,NONE,0.32,-8.7018,-32.0785,116513358.6,28.3322,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1164,002625,光启技术,C 制造业,2026-07-07,30.16,0.6672,0.012,3.9642,33.32,37.63,41.76,43.88,-4.7377,-1.5816,NONE,1.9,-16.7504,-31.4239,1297613315.95,28.2826,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1165,000036,华联控股,K 房地产,2026-07-07,4.16,0.6416,0.244,15.2355,4.75,5.15,5.38,4.86,-3.8924,-0.7542,NONE,0.2,-19.0231,-23.0007,117488220.55,28.2468,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1166,002098,浔兴股份,C 制造业,2026-07-07,6.55,0.476,0.016,2.3438,6.79,7.81,8.84,9.18,-2.1321,-2.4335,NONE,0.27,-9.9491,-36.7586,22973682.3,28.2146,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1167,000958,电投产融,D 水电煤气,2026-07-07,5.61,0.6648,0.016,0.1786,5.83,6.0,6.3,6.53,-2.1487,-0.6924,NONE,0.16,-6.1676,-17.4978,314134908.45,28.1419,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1168,000506,招金黄金,B 采矿业,2026-07-07,12.2,0.8768,0.384,38.322,13.31,14.92,16.76,13.95,-2.527,-2.5491,NONE,0.98,-11.0649,-43.2159,667258663.55,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1169,000547,航天发展,C 制造业,2026-07-07,16.66,0.8,0.436,122.7273,19.08,22.82,26.44,18.57,-2.2971,-3.0129,NONE,1.15,-19.7158,-48.0593,2116285429.6,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1170,000592,平潭发展,C 制造业,2026-07-07,6.14,0.8704,0.352,106.0403,7.16,9.3,10.49,8.21,-4.0941,-4.4947,NONE,0.44,-24.0073,-58.6244,872073056.45,28.1,HARD_REJECT,price_too_high,falling_knife;trend_unconfirmed,falling_knife;price_too_high;trend_unconfirmed
1171,000603,盛达资源,B 采矿业,2026-07-07,22.35,0.8544,0.272,52.0408,25.48,32.69,38.98,30.03,-5.4592,-3.7924,NONE,1.94,-21.7177,-55.3085,1003934079.4,28.1,HARD_REJECT,price_too_high,falling_knife;trend_unconfirmed,falling_knife;price_too_high;trend_unconfirmed
1172,000766,通化金马,C 制造业,2026-07-07,17.11,0.6824,0.004,0.0,22.63,23.18,23.14,24.48,-6.7393,-0.8589,NONE,1.61,-34.038,-28.8773,579242225.65,28.1,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1173,000807,云铝股份,C 制造业,2026-07-07,22.39,0.8664,0.336,44.1726,24.37,29.34,30.83,25.85,-6.263,-2.9194,NONE,1.3,-19.1805,-44.0085,2141197185.3,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1174,000815,美利云,C 制造业,2026-07-07,13.0,0.7528,0.416,20.1479,15.47,18.19,16.82,14.67,-2.9903,-2.6589,NONE,0.99,-16.4612,-44.4138,838628927.95,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1175,000893,亚钾国际,C 制造业,2026-07-07,42.55,0.8848,0.424,41.9753,43.78,48.92,53.49,45.52,-1.8606,-3.0088,NONE,2.52,-12.4814,-40.3743,758597007.05,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1176,000933,神火股份,C 制造业,2026-07-07,21.78,0.8248,0.312,33.5377,23.66,28.97,30.59,25.93,-7.1072,-2.8438,NONE,1.11,-21.3352,-44.6255,1491086570.55,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1177,000975,山金国际,B 采矿业,2026-07-07,19.59,0.8048,0.216,16.7461,19.66,24.2,27.42,24.05,-3.8515,-3.7885,NONE,1.2,-6.2228,-46.9725,1207690414.35,28.1,HARD_REJECT,price_too_high,falling_knife;trend_unconfirmed,falling_knife;price_too_high;trend_unconfirmed
1178,000981,山子高科,C 制造业,2026-07-07,2.68,0.7616,0.228,33.3333,3.07,3.64,4.14,3.56,-5.3712,-2.9448,NONE,0.14,-23.6692,-45.6582,744138481.1,28.1,HARD_REJECT,price_too_high,falling_knife;trend_unconfirmed,falling_knife;price_too_high;trend_unconfirmed
1179,001203,大中矿业,B 采矿业,2026-07-07,30.09,0.9056,0.528,218.4127,34.14,40.05,37.19,26.89,-4.2688,-1.6617,NONE,2.47,-21.3129,-29.9601,1257035329.6,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1180,001337,四川黄金,B 采矿业,2026-07-07,36.76,0.8519,0.572,58.7905,39.91,48.0,48.24,36.87,-5.8627,-1.7743,NONE,2.17,-18.5485,-36.7927,535418862.8,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1181,002015,协鑫能科,D 水电煤气,2026-07-07,15.08,0.7856,0.676,54.0347,17.39,19.5,16.93,14.12,-9.3753,-0.5853,NONE,1.02,-27.6631,-24.2229,1688475656.9,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1182,002131,利欧股份,L 商务服务,2026-07-07,4.23,0.8128,0.164,27.027,5.01,6.27,7.24,5.98,-5.6392,-3.8526,NONE,0.24,-25.3944,-55.2141,1400426799.75,28.1,HARD_REJECT,price_too_high,falling_knife;trend_unconfirmed,falling_knife;price_too_high;trend_unconfirmed
1183,002149,西部材料,C 制造业,2026-07-07,42.89,0.9064,0.532,165.4084,53.47,59.81,53.75,36.7,-6.5434,-0.0966,NONE,3.7,-35.0541,-19.4198,2869212832.9,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1184,002165,红 宝 丽,C 制造业,2026-07-07,5.86,0.6816,0.004,0.0,6.94,8.0,9.39,9.11,-1.5334,-3.3572,NONE,0.48,-16.1669,-49.1699,583453003.25,28.1,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1185,002181,粤 传 媒,L 商务服务,2026-07-07,8.8,0.868,0.356,31.934,11.23,13.98,12.55,10.32,-12.1613,-1.4566,NONE,0.52,-46.4233,-40.6772,902711259.7,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1186,002195,岩山科技,I 信息技术,2026-07-07,6.15,0.8208,0.156,13.6784,6.82,7.98,9.0,7.91,-3.6247,-2.5294,NONE,0.28,-16.7113,-42.2214,993525558.8,28.1,HARD_REJECT,price_too_high,falling_knife;trend_unconfirmed,falling_knife;price_too_high;trend_unconfirmed
1187,002342,巨力索具,C 制造业,2026-07-07,10.1,0.9136,0.568,65.8456,10.28,14.47,14.2,10.81,-1.1111,-1.5787,NONE,0.86,-16.1044,-37.1443,1280666313.75,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1188,002361,神剑股份,C 制造业,2026-07-07,11.96,0.9104,0.552,95.7447,15.07,17.52,15.57,11.12,-3.937,-1.2615,NONE,1.06,-38.0417,-37.1463,2728028753.55,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1189,002379,宏桥控股,C 制造业,2026-07-07,14.49,0.8168,0.084,12.675,16.06,21.26,25.28,21.61,-6.8853,-4.9148,NONE,0.91,-19.8306,-58.4561,570380906.9,28.1,HARD_REJECT,price_too_high,falling_knife;trend_unconfirmed,falling_knife;price_too_high;trend_unconfirmed
1190,002413,雷科防务,C 制造业,2026-07-07,8.96,0.8912,0.456,70.3422,9.88,11.63,13.06,9.65,-2.1153,-2.5101,NONE,0.56,-15.4809,-42.1495,625291828.45,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1191,002432,九安医疗,C 制造业,2026-07-07,59.75,0.856,0.704,66.1106,67.27,74.53,63.03,50.98,-2.9844,-1.9192,NONE,4.65,-14.8189,-40.2061,1485358783.05,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1192,002487,大金重工,C 制造业,2026-07-07,49.7,0.8624,0.38,60.116,57.56,71.89,68.52,55.11,-5.2787,-2.11,NONE,2.98,-18.7016,-39.0179,1241175726.4,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1193,002532,天山铝业,C 制造业,2026-07-07,11.36,0.8384,0.276,36.7028,12.08,15.11,16.56,13.93,-6.3026,-3.6208,NONE,0.64,-16.4031,-47.8027,1328253925.1,28.1,HARD_REJECT,price_too_high,falling_knife;trend_unconfirmed,falling_knife;price_too_high;trend_unconfirmed
1194,002565,顺灏股份,C 制造业,2026-07-07,10.86,0.8888,0.444,84.3803,12.91,16.16,16.28,12.27,-5.4677,-2.1419,NONE,0.79,-35.3556,-45.2454,961009054.3,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1195,002639,雪人集团,C 制造业,2026-07-07,12.46,0.8488,0.356,23.8569,14.02,16.36,18.61,15.56,-3.3779,-3.186,NONE,0.78,-17.79,-48.8329,611241766.15,28.1,HARD_REJECT,price_too_high,falling_knife;trend_unconfirmed,falling_knife;price_too_high;trend_unconfirmed
1196,002716,湖南白银,C 制造业,2026-07-07,7.78,0.9048,0.524,101.0336,8.65,10.27,11.86,8.74,-2.679,-2.7757,NONE,0.5,-11.1959,-46.1318,1080504550.6,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1197,002792,通宇通讯,C 制造业,2026-07-07,31.68,0.8928,0.464,113.7652,35.9,43.23,45.39,32.39,-3.9668,-2.0097,NONE,2.12,-25.4004,-43.8608,926275102.55,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1198,002969,嘉美包装,C 制造业,2026-07-07,12.89,0.9136,0.568,283.631,14.7,19.16,20.08,11.53,-6.6923,-4.3001,NONE,0.72,-17.4175,-55.6385,707841952.2,28.1,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1199,000158,常山北明,I 信息技术,2026-07-07,12.54,0.6592,0.004,0.0,13.99,15.91,17.92,20.57,-3.1376,-2.2421,NONE,0.61,-12.7683,-38.0513,516403816.3,28.0986,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1200,000685,中山公用,D 水电煤气,2026-07-07,11.01,0.868,0.34,25.3986,11.08,11.37,11.58,11.28,0.9341,0.3515,NONE,0.4,3.5488,-8.2397,213290407.65,28.0734,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1201,002952,亚世光电,C 制造业,2026-07-07,20.28,0.6104,0.204,9.6809,22.58,25.82,24.7,22.6,-3.0427,-1.0608,NONE,1.26,-14.205,-31.6326,122789742.7,28.0724,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1202,002009,天奇股份,C 制造业,2026-07-07,19.79,0.8464,0.516,31.3205,20.56,23.23,24.84,20.74,-1.3105,-1.2589,NONE,1.14,-19.3639,-30.3238,509739075.15,28.0614,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1203,002471,中超控股,C 制造业,2026-07-07,5.64,0.8912,0.484,38.9163,6.53,7.72,8.19,6.48,-5.2299,-2.9793,NONE,0.35,-33.0957,-45.8245,510432122.5,28.0374,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1204,000600,建投能源,D 水电煤气,2026-07-07,8.27,0.8736,0.368,19.6816,9.56,9.97,9.53,8.73,-7.1692,-0.0418,NONE,0.46,-25.7951,-16.7365,441625387.35,28.0239,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1205,002927,泰永长征,C 制造业,2026-07-07,17.28,0.8824,0.428,23.871,20.08,19.88,19.88,18.18,-3.7767,0.5327,NONE,1.35,-14.8311,-10.0722,314415640.95,28.0227,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1206,002948,青岛银行,J 金融业,2026-07-07,5.43,0.9608,0.804,28.673,5.54,5.56,5.3,5.11,-0.5837,0.1441,NONE,0.21,-3.4565,-4.7957,225400518.8,27.9942,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1207,000951,中国重汽,C 制造业,2026-07-07,22.31,0.892,0.824,36.5361,21.47,22.34,21.27,19.41,-1.005,-0.8522,NONE,1.15,-6.8096,-17.3604,306852510.1,27.9709,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1208,002498,汉缆股份,C 制造业,2026-07-07,6.18,0.9272,0.636,84.4776,7.1,8.25,7.63,5.56,-5.0258,-1.4422,NONE,0.31,-22.2565,-30.5879,501800211.0,27.9476,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1209,002895,川恒股份,C 制造业,2026-07-07,30.52,0.7808,0.356,37.1069,30.81,33.86,36.8,33.12,-1.3321,-1.9621,NONE,1.66,-0.8221,-31.4675,351502223.85,27.8596,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1210,003033,征和工业,C 制造业,2026-07-07,67.44,0.9568,0.784,66.4774,54.81,57.13,61.0,59.07,-0.262,-0.0125,NONE,3.64,19.2277,-2.5005,131305939.6,27.8459,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1211,002204,大连重工,C 制造业,2026-07-07,5.19,0.5904,0.004,0.0,5.48,6.14,6.68,6.64,-2.0571,-1.8133,NONE,0.17,-10.704,-33.9597,113621129.05,27.8267,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1212,002365,永安药业,C 制造业,2026-07-07,10.49,0.5536,0.012,3.6561,10.8,12.24,13.47,16.37,-1.7418,-2.167,NONE,0.51,-8.5601,-34.1824,108991670.1,27.8258,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1213,001229,魅视科技,C 制造业,2026-07-07,38.82,0.9197,0.796,48.1114,30.65,34.84,36.73,36.2,-0.793,0.298,NONE,2.57,0.3549,-1.1841,186706046.35,27.7976,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1214,002796,世嘉科技,C 制造业,2026-07-07,33.71,0.908,0.54,197.2663,39.45,47.85,47.8,31.95,-5.3542,-2.0965,NONE,3.07,-21.2214,-42.5046,478323133.3,27.6957,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1215,000935,四川双马,C 制造业,2026-07-07,25.72,0.9192,0.612,43.4467,25.93,28.06,27.55,24.14,-0.3976,0.231,NONE,1.29,-0.7427,-7.7957,213449452.3,27.6924,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1216,000880,潍柴重机,C 制造业,2026-07-07,22.92,0.7336,0.016,4.2766,24.21,28.28,29.98,33.31,-4.2235,-1.0195,NONE,1.13,-13.8536,-25.5883,390575482.95,27.6916,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1217,000543,皖能电力,D 水电煤气,2026-07-07,7.61,0.708,0.288,8.7143,8.1,8.42,8.4,8.01,-4.5479,-0.3867,NONE,0.26,-15.254,-15.3899,329202229.3,27.6854,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1218,000430,张家界,N 公共环保,2026-07-07,6.85,0.5128,0.004,0.0,7.52,7.71,7.54,7.68,-3.2505,-0.108,NONE,0.4,-19.2905,-20.0375,97903701.65,27.6755,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1219,002128,电投能源,B 采矿业,2026-07-07,24.11,0.8648,0.324,26.6282,25.22,29.34,29.81,26.47,-5.4328,-1.912,NONE,1.11,-18.4541,-33.125,473901000.75,27.6469,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1220,002380,科远智慧,I 信息技术,2026-07-07,33.1,0.9424,0.712,39.4271,36.08,37.45,34.99,30.75,-2.6008,0.8039,NONE,2.01,-15.3902,-8.6928,285759206.15,27.6145,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1221,002248,华东数控,C 制造业,2026-07-07,8.89,0.5328,0.052,3.8551,9.37,11.25,12.07,11.42,-1.9456,-2.0192,NONE,0.48,-12.3798,-37.1877,119111669.8,27.5567,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1222,002703,浙江世宝,C 制造业,2026-07-07,13.53,0.7536,0.368,14.0809,15.07,17.81,20.1,16.7,-4.5994,-2.1726,NONE,0.78,-20.2756,-38.8587,465189936.05,27.5495,HARD_REJECT,price_too_high,falling_knife;trend_unconfirmed,falling_knife;price_too_high;trend_unconfirmed
1223,002346,柘中股份,C 制造业,2026-07-07,18.76,0.816,0.56,43.2061,19.39,19.46,19.91,18.2,2.1462,0.4172,NONE,1.39,8.61,-9.8405,173355799.65,27.3921,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1224,002270,华明装备,C 制造业,2026-07-07,18.89,0.7744,0.176,16.2462,19.84,23.16,26.95,24.11,-1.646,-2.7965,NONE,1.09,-6.2493,-41.931,433591003.5,27.363,HARD_REJECT,price_too_high,falling_knife;trend_unconfirmed,falling_knife;price_too_high;trend_unconfirmed
1225,002072,凯瑞德,F 批发零售,2026-07-07,8.06,0.9624,0.884,42.9078,8.7,7.98,7.75,7.44,0.3925,1.1619,NONE,0.89,-9.1132,-5.6155,225750043.7,27.3544,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1226,002782,可立克,C 制造业,2026-07-07,18.79,0.8208,0.464,49.0087,22.46,23.58,23.03,19.74,-5.8541,-0.2896,NONE,1.39,-24.6289,-20.5358,407428883.65,27.3394,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1227,002983,芯瑞达,C 制造业,2026-07-07,24.63,0.7848,0.768,29.4272,25.59,24.79,24.52,22.84,2.2498,1.2137,NONE,1.64,-0.0575,-1.9366,174147443.3,27.3381,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1228,002875,安奈儿,C 制造业,2026-07-07,13.64,0.5776,0.004,0.0,15.87,20.1,19.15,17.99,-7.1898,-1.709,NONE,0.88,-25.093,-36.4428,113002355.45,27.2676,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1229,002527,新时达,C 制造业,2026-07-07,12.84,0.7248,0.028,3.632,13.72,13.77,14.68,15.84,-3.381,-0.0726,NONE,0.86,-23.9039,-15.5128,358652925.15,27.2512,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1230,002350,北京科锐,C 制造业,2026-07-07,13.7,0.9448,0.724,103.5661,14.23,14.91,13.24,10.35,-1.7738,-0.1618,NONE,0.73,-5.4242,-13.5463,238808388.6,27.2135,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1231,002676,顺威股份,C 制造业,2026-07-07,5.0,0.6424,0.024,5.7082,5.27,6.08,6.88,7.98,-1.2837,-2.1705,NONE,0.26,-8.2073,-36.7884,96376608.35,27.0374,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
1232,002946,新乳业,C 制造业,2026-07-07,14.55,0.508,0.028,5.2061,15.19,17.13,17.88,17.7,-4.2903,-1.7755,NONE,0.75,-14.969,-30.9868,98334217.4,27.0326,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1233,000680,山推股份,C 制造业,2026-07-07,10.71,0.8856,0.436,19.398,10.3,11.14,11.74,11.01,-1.2699,-0.7544,NONE,0.44,-6.4123,-17.8125,252902567.05,26.9782,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1234,002115,三维通信,L 商务服务,2026-07-07,9.92,0.836,0.188,19.6622,11.03,12.51,13.32,11.89,-3.7234,-1.113,NONE,0.47,-18.9415,-28.9981,393049303.5,26.8747,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1235,000901,航天科技,C 制造业,2026-07-07,16.32,0.8376,0.188,35.2113,17.79,20.5,23.17,20.41,-1.7509,-1.7882,NONE,0.87,-13.4474,-35.7591,402387215.5,26.8703,HARD_REJECT,price_too_high,falling_knife;trend_unconfirmed,falling_knife;price_too_high;trend_unconfirmed
1236,002235,安妮股份,C 制造业,2026-07-07,8.75,0.8416,0.364,22.3776,8.74,9.92,10.14,9.4,-4.2552,-1.1937,NONE,0.62,-17.6913,-25.5618,354329061.45,26.8047,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1237,002164,宁波东力,C 制造业,2026-07-07,12.03,0.8448,0.224,35.3206,12.68,13.09,13.29,12.99,-1.7163,-0.0216,NONE,0.67,-20.6653,-13.3228,295529824.7,26.7961,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1238,002277,友阿股份,F 批发零售,2026-07-07,6.0,0.8048,0.168,7.5269,6.23,6.26,6.67,6.68,-1.1273,0.7488,NONE,0.33,-8.5338,-5.3289,197720174.8,26.7783,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1239,002256,兆新股份,D 水电煤气,2026-07-07,3.51,0.772,0.42,56.0,3.9,4.31,4.09,3.53,-4.4864,-0.4769,NONE,0.19,-12.4939,-17.489,264513963.0,26.6304,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1240,002970,锐明技术,I 信息技术,2026-07-07,53.76,0.8952,0.556,25.5488,60.52,65.3,65.88,56.38,-3.3242,-1.1893,NONE,3.32,-14.2315,-27.078,329335530.3,26.6209,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
1241,001212,中旗新材,C 制造业,2026-07-07,41.0,0.733,0.048,13.3536,47.18,51.21,51.6,49.89,-4.1736,-1.0118,NONE,2.92,-18.7949,-29.8776,375075366.55,26.5579,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1242,001216,华瓷股份,C 制造业,2026-07-07,13.95,0.5437,0.08,5.2036,15.63,17.0,17.88,16.76,-2.8551,-2.2732,NONE,0.97,-13.7585,-36.7361,96667139.4,26.5506,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1243,002591,恒大高新,C 制造业,2026-07-07,6.16,0.5536,0.192,10.1968,6.73,7.47,7.43,6.93,-4.6299,-0.5147,NONE,0.31,-18.226,-20.9216,75515382.05,26.5412,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
1244,002870,香山股份,C 制造业,2026-07-07,38.26,0.892,0.624,23.6987,39.59,39.42,38.81,37.07,0.0051,0.8249,NONE,2.01,-2.6468,-4.1426,163209446.95,26.5412,HARD_REJECT,price_too_high,trend_unconfirmed,price_too_high;trend_unconfirmed
