label,start,end,final_multiple,final_capital_rmb,total_return,cagr,max_drawdown,sharpe,worst_calendar_year,best_calendar_year,trades,avg_cash_weight,total_turnover
V31_rare_earth,2018-01-02,2026-08-24,4.25370344826084,4253703.44826084,3.25370344826084,0.1824109648552079,-0.5131003441528008,0.8298918109699117,-0.19183148663713978,1.7077210212065075,65.0,0.5245502751314817,4.675696060277491
BUYHOLD_rare_earth,2018-01-02,2026-08-24,3.2295423471199465,3229542.347119947,2.2295423471199465,0.14531216423113702,-0.6978308455519137,0.5341740763108828,-0.29789305139411437,2.0098476623831623,,,
V31_aerospace,2018-01-02,2026-08-24,1.8148987075894119,1814898.7075894119,0.8148987075894119,0.07141442501554685,-0.23114947580411283,0.5598350718996342,-0.07578675607656427,0.43683620580470417,22.0,0.63393018602142,1.5686901696973654
BUYHOLD_aerospace,2018-01-02,2026-08-24,2.343202341993854,2343202.3419938534,1.343202341993854,0.10356725196281813,-0.5361927797744598,0.45729846491515147,-0.3462620911134102,1.9419820932079341,,,
V31_combined,2018-01-02,2026-08-24,3.3597872174533956,3359787.2174533955,2.3597872174533956,0.1505647971288595,-0.3461440566702708,0.8918087551329172,-0.07676140445530177,0.9324956580772339,91.0,0.5673855188008065,3.8659885308007755
BUYHOLD_combined,2018-01-02,2026-08-24,3.5431794718138243,3543179.471813824,2.5431794718138243,0.15766348431153254,-0.5407709400095957,0.5969727968505514,-0.24178381284690798,1.416871778122474,,,
CSI300,2018-01-02,2026-08-24,1.1163893917894017,1116389.3917894016,0.11638939178940166,0.012823580025045578,-0.45602577259234256,0.16534442582020265,-0.2163279268556808,0.3606961951737997,,,
