strategy,date,code,name,action,price_to_neutral,neutral_value,close_qfq,weight_before,weight_after,weight_change,cost_fraction
V31_combined,2019-01-31,600111,北方稀土,BUY_STAGED,0.7728167001602052,10.688174826304476,8.26,0.0,0.1,0.1,0.0001
V31_combined,2019-01-31,000831,中国稀土,BUY_STAGED,0.8295888079556235,10.004956576564599,8.3,0.0,0.1,0.1,0.0001
V31_combined,2019-01-31,600879,航天电子,BUY_STAGED,0.79399957675122,6.91436136838163,5.49,0.0,0.1,0.1,0.0001
V31_combined,2019-05-31,000831,中国稀土,REDUCE_50,1.4607306135053506,11.117724137394832,16.24,0.16873927645856046,0.1,-0.06873927645856046,6.873927645856045e-05
V31_combined,2020-02-28,600111,北方稀土,BUY_A_LEVEL,0.7091023915248091,12.438260123526064,8.82,0.09822311027567056,0.15000000000000002,0.051776889724329464,5.177688972432946e-05
V31_combined,2020-02-28,600392,盛和资源,BUY_STAGED,0.8282523993875783,7.606376998917613,6.3,0.0,0.1,0.1,0.0001
V31_combined,2020-03-31,000831,中国稀土,BUY_STAGED,0.8474125702590236,11.670820503614884,9.89,0.06631364471602443,0.1,0.03368635528397558,3.368635528397558e-05
V31_combined,2020-03-31,600392,盛和资源,BUY_STAGED,0.8172221761734746,7.513256711595453,6.14,0.09949552749747496,0.1,0.0005044725025250413,5.044725025250413e-07
V31_combined,2020-05-29,600392,盛和资源,REDUCE_50,1.5196879366650102,4.665431519815289,7.09,0.10855745387323659,0.1,-0.008557453873236587,8.557453873236586e-06
V31_combined,2020-07-31,600392,盛和资源,REDUCE_50,1.640922218777147,4.72295390440595,7.75,0.1011583972412389,0.1,-0.0011583972412388954,1.1583972412388955e-06
V31_combined,2020-08-31,600392,盛和资源,BUY_STAGED,0.7970727281745775,8.656675553060373,6.9,0.09003265725941645,0.1,0.009967342740583557,9.967342740583557e-06
V31_combined,2020-09-30,000831,中国稀土,BUY_A_LEVEL,0.6735710808939048,18.364802692514075,12.37,0.11726059409863471,0.15000000000000002,0.032739405901365315,3.2739405901365314e-05
V31_combined,2020-09-30,600392,盛和资源,BUY_A_LEVEL,0.6967263803419588,8.798288930858837,6.13,0.09466929191178061,0.15000000000000002,0.05533070808821941,5.5330708088219414e-05
V31_combined,2020-10-30,000831,中国稀土,BUY_A_LEVEL,0.7114748470335672,16.51499002247319,11.75,0.1472929801187297,0.15000000000000002,0.0027070198812703117,2.7070198812703116e-06
V31_combined,2020-10-30,600392,盛和资源,BUY_A_LEVEL,0.6696081980921086,8.676715751919154,5.81,0.14697028625509792,0.15000000000000002,0.0030297137449021017,3.029713744902102e-06
V31_combined,2021-01-29,600111,北方稀土,REDUCE_25,1.3961826005501423,12.355117441803763,17.25,0.1987440476643988,0.15000000000000002,-0.04874404766439877,4.8744047664398774e-05
V31_combined,2021-01-29,600392,盛和资源,REDUCE_25,1.2134616635859579,12.641520091098752,15.34,0.2711725973998835,0.15000000000000002,-0.12117259739988345,0.00012117259739988345
V31_combined,2021-02-26,600111,北方稀土,REDUCE_50,1.6197929855033417,12.378124969944585,20.05,0.16124676531128984,0.1,-0.061246765311289836,6.124676531128983e-05
V31_combined,2021-02-26,600392,盛和资源,REDUCE_50,1.646986819266067,12.890206376673097,21.23,0.1919951986896751,0.1,-0.0919951986896751,9.19951986896751e-05
V31_combined,2021-04-30,000831,中国稀土,BUY_FULL_MARGIN,0.6437655743966217,26.29839288294948,16.93,0.14234739139076638,0.2,0.05765260860923363,5.765260860923363e-05
V31_combined,2021-07-30,600111,北方稀土,CORE_ONLY,2.380910656904486,19.484141442045303,46.39,0.16916209353003786,0.05,-0.11916209353003786,0.00011916209353003786
V31_combined,2021-07-30,000831,中国稀土,REDUCE_50,1.4069789059462043,26.610207048428563,37.44,0.3109156339055039,0.1,-0.2109156339055039,0.00021091563390550393
V31_combined,2021-08-31,600111,北方稀土,CORE_ONLY,2.2026779060453694,25.62335593647049,56.44,0.05627585799211721,0.05,-0.006275857992117211,6.27585799211721e-06
V31_combined,2021-08-31,000831,中国稀土,CORE_ONLY,2.409329974835263,23.620674874096977,56.91,0.14061842642420472,0.05,-0.09061842642420471,9.061842642420472e-05
V31_combined,2021-12-31,600392,盛和资源,BUY_STAGED,0.7843768630488248,24.09556029806496,18.9,0.0634280126101327,0.1,0.036571987389867305,3.65719873898673e-05
V31_combined,2022-01-28,600392,盛和资源,BUY_A_LEVEL,0.6502433862685579,24.006395650678545,15.61,0.08614342263653298,0.15000000000000002,0.06385657736346705,6.385657736346705e-05
V31_combined,2022-03-31,600392,盛和资源,BUY_FULL_MARGIN,0.6222179290461615,26.116251624106503,16.25,0.15589927825352665,0.2,0.044100721746473365,4.4100721746473365e-05
