strategy,date,code,name,action,price_to_neutral,neutral_value,close_qfq,weight_before,weight_after,weight_change,cost_fraction
V31_rare_earth,2019-01-31,600111,北方稀土,BUY_STAGED,0.7728167001602052,9.808276656584496,7.58,0.0,0.16666666666666666,0.16666666666666666,0.00016666666666666666
V31_rare_earth,2019-01-31,000831,中国稀土,BUY_STAGED,0.8295888079556235,9.812089943763352,8.14,0.0,0.16666666666666666,0.16666666666666666,0.00016666666666666666
V31_rare_earth,2019-05-31,000831,中国稀土,REDUCE_50,1.4607306135053506,11.06295702341752,16.16,0.2615802511318016,0.16666666666666666,-0.09491358446513495,9.491358446513496e-05
V31_rare_earth,2020-02-28,600111,北方稀土,BUY_A_LEVEL,0.7091023915248091,11.535710636104671,8.18,0.16385209108115634,0.25,0.08614790891884366,8.614790891884366e-05
V31_rare_earth,2020-02-28,600392,盛和资源,BUY_STAGED,0.8282523993875783,8.161763255981437,6.76,0.0,0.16666666666666666,0.16666666666666666,0.00016666666666666666
V31_rare_earth,2020-03-31,600111,北方稀土,BUY_A_LEVEL,0.707013701719736,11.414205948725717,8.07,0.24934907332283066,0.25,0.0006509266771693445,6.509266771693445e-07
V31_rare_earth,2020-03-31,000831,中国稀土,BUY_STAGED,0.8474125702590236,11.505611719943893,9.75,0.11714922423911171,0.16666666666666666,0.049517442427554945,4.951744242755495e-05
V31_rare_earth,2020-03-31,600392,盛和资源,BUY_STAGED,0.8172221761734746,8.07613913624267,6.6,0.16451045671079456,0.16666666666666666,0.002156209955872096,2.156209955872096e-06
V31_rare_earth,2020-05-29,600392,盛和资源,REDUCE_50,1.5196879366650102,4.9418040499030775,7.51,0.1716415621029323,0.16666666666666666,-0.004974895436265642,4.974895436265642e-06
V31_rare_earth,2020-08-31,600392,盛和资源,BUY_STAGED,0.7970727281745775,9.196149536801816,7.33,0.1502823662199141,0.16666666666666666,0.01638430044675257,1.638430044675257e-05
V31_rare_earth,2020-09-30,000831,中国稀土,BUY_A_LEVEL,0.6735710808939048,18.1866477755293,12.25,0.19116621745346454,0.25,0.05883378254653546,5.8833782546535456e-05
V31_rare_earth,2020-09-30,600392,盛和资源,BUY_A_LEVEL,0.6967263803419588,9.458519421592127,6.59,0.16360183458368344,0.25,0.08639816541631656,8.639816541631657e-05
V31_rare_earth,2020-10-30,000831,中国稀土,BUY_A_LEVEL,0.7114748470335672,16.346326294584102,11.63,0.2480068501526505,0.25,0.0019931498473494957,1.9931498473494956e-06
V31_rare_earth,2020-10-30,600392,盛和资源,BUY_A_LEVEL,0.6696081980921086,9.39355285362676,6.29,0.2493361684486005,0.25,0.000663831551399513,6.63831551399513e-07
V31_rare_earth,2021-01-29,600111,北方稀土,REDUCE_25,1.3961826005501423,12.090109125660726,16.88,0.28683826181227373,0.25,-0.03683826181227373,3.683826181227373e-05
V31_rare_earth,2021-01-29,600392,盛和资源,REDUCE_25,1.2134616635859579,12.690965410881406,15.4,0.3519632211460928,0.25,-0.1019632211460928,0.0001019632211460928
V31_rare_earth,2021-02-26,600111,北方稀土,REDUCE_50,1.6197929855033417,12.205263374354335,19.77,0.25940170573639676,0.16666666666666666,-0.0927350390697301,9.27350390697301e-05
V31_rare_earth,2021-02-26,600392,盛和资源,REDUCE_50,1.646986819266067,12.768772496534869,21.03,0.3024524816993569,0.16666666666666666,-0.13578581503269024,0.00013578581503269024
V31_rare_earth,2021-04-30,000831,中国稀土,BUY_FULL_MARGIN,0.6437655743966217,26.15859043998046,16.84,0.19577302229066929,0.3333333333333333,0.13756031104266403,0.00013756031104266404
