variant,date,code,name,action,underlying_v31_action,valuation_confidence,tradable_today,execution_blocked_not_tradable,sell_confirmation_count,price_to_neutral,neutral_value,normalized_earnings,realistic_growth,market_implied_growth,expectation_gap
v32_candidate,2018-09-28,002444,巨星科技,HOLD,HOLD,MEDIUM,True,False,0,0.9168517793711084,8.474652255492853,0.53,0.0540649231976897,0.0328120833260765,0.0212528398716132
v32_candidate,2018-09-28,002415,海康威视,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,1.772804516685093,13.11481315688116,1.0242070122558795,0.0,0.1415859488916104,-0.1415859488916104
v32_candidate,2018-09-28,600536,中国软件,HOLD_REVIEW,CORE_ONLY,LOW,True,False,0,15.80037630098248,1.087948772392915,0.084963830466418,0.0,0.7666429629380618,-0.7666429629380618
v32_candidate,2018-09-28,000895,双汇发展,BUY_STAGED,BUY_STAGED,HIGH,True,False,0,0.7602238358341137,18.63924719546941,1.2462676260996104,0.0376862461066469,0.0,0.0376862461066469
v32_candidate,2018-09-28,600188,兖矿能源,HOLD_REVIEW,HOLD_REVIEW,INVALID,True,False,0,,51.019975337035376,1.2268940698529476,0.3,0.0,0.3
v32_candidate,2018-09-28,600580,卧龙电驱,HOLD_REVIEW,CORE_ONLY,LOW,True,False,0,2.5990609560041955,2.046893124114713,0.1598530048410685,0.0,0.2405711831035998,-0.2405711831035998
v32_candidate,2018-09-28,600809,山西汾酒,BUY_FULL_MARGIN,BUY_FULL_MARGIN,MEDIUM,True,False,0,0.2010941421361186,51.46843110424463,1.2376782326783065,0.3,0.0,0.3
v32_candidate,2018-10-31,601766,中国中车,REDUCE_50,REDUCE_50,MEDIUM,True,False,2,1.5448989188326026,4.356272062825639,0.3078619325762551,0.0241849544661578,0.1320297407863547,-0.1078447863201968
v32_candidate,2018-10-31,002444,巨星科技,BUY_A_LEVEL,BUY_A_LEVEL,MEDIUM,True,False,0,0.7385863807705773,9.274473749236076,0.55,0.0671572308602248,0.0,0.0671572308602248
v32_candidate,2018-10-31,002415,海康威视,REDUCE_50,REDUCE_50,MEDIUM,True,False,2,1.4314351752154206,13.678579609484132,1.0682345974851533,0.0,0.0878299702806103,-0.0878299702806103
v32_candidate,2018-10-31,600536,中国软件,HOLD_REVIEW,CORE_ONLY,MEDIUM,True,False,1,18.7595123484886,0.794263716625899,0.0620283688694288,0.0,0.8225618022156425,-0.8225618022156425
v32_candidate,2018-10-31,000895,双汇发展,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,True,False,0,0.5146419329681942,20.519120816866334,1.2933513978957838,0.0521394037631171,0.0,0.0521394037631171
v32_candidate,2018-10-31,600188,兖矿能源,HOLD_REVIEW,HOLD_REVIEW,INVALID,True,False,0,,57.46285147672906,1.3818280241790524,0.3,0.0,0.3
v32_candidate,2018-10-31,600580,卧龙电驱,HOLD_REVIEW,REDUCE_50,MEDIUM,True,False,1,1.5529172614459892,2.775421528888648,0.2167477460677518,0.0,0.1081754744156751,-0.1081754744156751
