date,TRUE_BUYHOLD_single_603228
2018-01-02,0.999
2018-01-03,0.99025875
2018-01-04,0.9698625
2018-01-05,0.9519637500000001
2018-01-08,0.96694875
2018-01-09,0.9478012499999999
2018-01-10,0.97693875
2018-01-11,0.94946625
2018-01-12,0.9652837500000001
2018-01-15,0.9811012499999999
2018-01-16,0.9852637500000001
2018-01-17,0.9615375
2018-01-18,0.9332325
2018-01-19,0.8978512500000001
2018-01-22,0.8633025
2018-01-23,0.8449875
2018-01-24,0.8587237499999999
2018-01-25,0.85914
2018-01-26,0.84040875
2018-01-29,0.84790125
2018-01-30,0.85622625
2018-01-31,0.85039875
2018-02-01,0.8329162500000001
2018-02-02,0.8495662500000001
2018-02-05,0.8454037499999999
2018-02-06,0.84124125
2018-02-07,0.84207375
2018-02-08,0.84249
2018-02-09,0.79961625
2018-02-12,0.7846312500000001
2018-02-13,0.79254
2018-02-14,0.8066925
2018-02-22,0.8433225000000001
2018-02-23,0.8803687499999999
2018-02-26,0.9099225
2018-02-27,0.9032625
2018-02-28,0.90451125
2018-03-01,0.93573
2018-03-02,0.9299025
2018-03-05,0.9756900000000001
2018-03-06,0.98942625
2018-03-07,0.97943625
2018-03-08,0.9632025000000001
2018-03-09,0.98942625
2018-03-12,1.010655
2018-03-13,1.01440125
2018-03-14,1.00607625
2018-03-15,0.9811012499999999
2018-03-16,0.9890100000000001
2018-03-19,0.9781875
2018-03-20,0.97610625
2018-03-21,0.9890100000000001
2018-03-22,0.9823500000000001
2018-03-23,0.9149175
2018-03-26,0.9411412499999999
2018-03-27,0.97860375
2018-03-28,0.9348975
2018-03-29,0.95362875
2018-03-30,0.98776125
2018-04-02,0.97860375
2018-04-03,0.9619537499999999
2018-04-04,0.94530375
2018-04-09,0.9423900000000001
2018-04-10,0.94030875
2018-04-11,0.950715
2018-04-12,0.9382274999999999
2018-04-13,0.93031875
2018-04-16,0.93947625
2018-04-17,0.92032875
2018-04-18,0.9369787500000001
2018-04-19,0.9165825
2018-04-20,0.89577
2018-04-23,0.8787037499999999
2018-04-24,0.8828662500000001
2018-04-25,0.894105
2018-04-26,0.8633025
2018-04-27,0.8782875000000001
2018-05-02,0.89577
2018-05-03,0.8928562499999999
2018-05-04,0.89035875
2018-05-07,0.90451125
2018-05-08,0.9199125
2018-05-09,0.9149175
2018-05-10,0.91949625
2018-05-11,0.92865375
2018-05-14,0.9228262500000001
2018-05-15,0.92449125
2018-05-16,0.91949625
2018-05-17,0.9182474999999999
2018-05-18,0.9065925000000001
2018-05-21,0.96278625
2018-05-22,0.97444125
2018-05-23,0.9598725
2018-05-24,0.95695875
2018-05-25,0.9382274999999999
2018-05-28,0.950715
2018-05-29,0.9436387500000001
2018-05-30,0.9290700000000001
2018-05-31,0.9432225000000001
2018-06-01,0.9482175
2018-06-04,0.937395
2018-06-05,0.9657
2018-06-06,0.9673649999999999
2018-06-07,0.9573750000000001
2018-06-08,0.9519637500000001
2018-06-11,0.9436387500000001
2018-06-12,0.9515475
2018-06-13,0.9565425
2018-06-14,0.9665324999999999
2018-06-15,0.9511312500000001
2018-06-19,0.914085
2018-06-20,0.9190799999999999
2018-06-21,0.9065925000000001
2018-06-22,0.9082575
2018-06-25,0.9082575
2018-06-26,0.90867375
2018-06-27,0.89951625
2018-06-28,0.8895262500000001
2018-06-29,0.93364875
2018-07-02,0.93864375
2018-07-03,0.93864375
2018-07-04,0.9523799999999999
2018-07-05,0.9269887499999999
2018-07-06,0.95029875
2018-07-09,1.00774125
2018-07-10,1.0064925
2018-07-11,0.9981675
2018-07-12,1.05352875
2018-07-13,1.0735087499999998
2018-07-16,1.05602625
2018-07-17,1.07767125
2018-07-18,1.0564425
2018-07-19,1.06018875
2018-07-20,1.0651837499999999
2018-07-23,1.09015875
2018-07-24,1.07184375
2018-07-25,1.04520375
2018-07-26,1.03896
2018-07-27,1.03896
2018-07-30,1.0331325
2018-07-31,1.03563
2018-08-01,0.9852637500000001
2018-08-02,0.99275625
2018-08-03,0.9806849999999999
2018-08-06,0.95862375
2018-08-07,1.0031625
2018-08-08,0.9806849999999999
2018-08-09,1.0260562500000001
2018-08-10,1.0368787499999998
2018-08-13,1.05685875
2018-08-14,1.0364624999999998
2018-08-15,1.010655
2018-08-16,1.0081574999999998
2018-08-17,1.01023875
2018-08-20,1.05019875
2018-08-21,1.05186375
2018-08-22,1.0497824999999998
2018-08-23,1.05894
2018-08-24,1.04437125
2018-08-27,1.1118037500000002
2018-08-28,1.09515375
2018-08-29,1.0922399999999999
2018-08-30,1.07267625
2018-08-31,1.07559
2018-09-03,1.0876612499999998
2018-09-04,1.07767125
2018-09-05,1.06851375
2018-09-06,1.04437125
2018-09-07,1.03438125
2018-09-10,1.0260562500000001
2018-09-11,1.02897
2018-09-12,1.01606625
2018-09-13,1.0193962499999998
2018-09-14,1.01232
2018-09-17,0.9765225000000001
2018-09-18,1.00357875
2018-09-19,1.01273625
2018-09-20,1.01856375
2018-09-21,1.0198125
2018-09-25,1.00274625
2018-09-26,1.0110712499999999
2018-09-27,1.010655
2018-09-28,1.0268887500000001
2018-10-08,0.9906750000000001
2018-10-09,0.9781875
2018-10-10,0.9819337499999999
2018-10-11,0.8882774999999999
2018-10-12,0.914085
2018-10-15,0.91575
2018-10-16,0.8753737500000001
2018-10-17,0.91533375
2018-10-18,0.90867375
2018-10-19,0.9465524999999999
2018-10-22,0.98568
2018-10-23,0.97902
2018-10-24,0.9548775
2018-10-25,0.95362875
2018-10-26,0.9407250000000001
2018-10-29,0.9065925000000001
2018-10-30,0.9115875
2018-10-31,0.9249075
2018-11-01,0.91949625
2018-11-02,0.9515475
2018-11-05,0.9532124999999999
2018-11-06,0.95446125
2018-11-07,0.96028875
2018-11-08,0.9436387500000001
2018-11-09,0.9365625
2018-11-12,0.95612625
2018-11-13,1.0010812500000001
2018-11-14,1.0081574999999998
2018-11-15,1.03105125
2018-11-16,1.03438125
2018-11-19,1.0385437499999999
2018-11-20,1.0252237499999999
2018-11-21,1.00566
2018-11-22,1.0064925
2018-11-23,1.0048275
2018-11-26,0.9811012499999999
2018-11-27,0.9648675
2018-11-28,0.9881774999999999
2018-11-29,0.9865124999999999
2018-11-30,0.9819337499999999
2018-12-03,1.01689875
2018-12-04,1.0164825000000002
2018-12-05,1.013985
2018-12-06,0.98568
2018-12-07,0.99109125
2018-12-10,0.99025875
2018-12-11,1.0131525
2018-12-12,0.99234
2018-12-13,1.0010812500000001
2018-12-14,0.97360875
2018-12-17,0.947385
2018-12-18,0.9365625
2018-12-19,0.9028462500000001
2018-12-20,0.9078412499999999
2018-12-21,0.9082575
2018-12-24,0.9278212499999999
2018-12-25,0.9369787500000001
2018-12-26,0.9423900000000001
2018-12-27,0.9419737499999999
2018-12-28,0.944055
2019-01-02,0.9432225000000001
2019-01-03,0.93448125
2019-01-04,0.93115125
2019-01-07,0.94030875
2019-01-08,0.9323999999999999
2019-01-09,0.9315675
2019-01-10,0.9169987500000001
2019-01-11,0.9211612499999999
2019-01-14,0.8886937500000001
2019-01-15,0.9011812499999999
2019-01-16,0.8932725
2019-01-17,0.8932725
2019-01-18,0.8966025
2019-01-21,0.9190799999999999
2019-01-22,0.9065925000000001
2019-01-23,0.9161662500000001
2019-01-24,0.924075
2019-01-25,0.9332325
2019-01-28,0.94280625
2019-01-29,0.92241
2019-01-30,0.9407250000000001
2019-01-31,0.9290700000000001
2019-02-01,0.964035
2019-02-11,0.96944625
2019-02-12,0.984015
2019-02-13,1.0006650000000001
2019-02-14,0.9906750000000001
2019-02-15,0.9915075000000001
2019-02-18,1.0323
2019-02-19,1.03771125
2019-02-20,1.06851375
2019-02-21,1.07683875
2019-02-22,1.1842312499999998
2019-02-25,1.2745575
2019-02-26,1.22752125
2019-02-27,1.197135
2019-02-28,1.2229425
2019-03-01,1.200465
2019-03-04,1.23751125
2019-03-05,1.23334875
2019-03-06,1.2179475
2019-03-07,1.1954699999999998
2019-03-08,1.19671875
2019-03-11,1.2520799999999999
2019-03-12,1.2978675
2019-03-13,1.23667875
2019-03-14,1.23667875
2019-03-15,1.22169375
2019-03-18,1.25832375
2019-03-19,1.2321
2019-03-20,1.23501375
2019-03-21,1.2266887499999999
2019-03-22,1.21586625
2019-03-25,1.19505375
2019-03-26,1.170495
2019-03-27,1.15551
2019-03-28,1.1858962499999999
2019-03-29,1.2291862500000001
2019-04-01,1.23667875
2019-04-02,1.2266887499999999
2019-04-03,1.2125362499999999
2019-04-04,1.2362625
2019-04-08,1.19089125
2019-04-09,1.207125
2019-04-10,1.18215
2019-04-11,1.10847375
2019-04-12,1.13886
2019-04-15,1.1272049999999998
2019-04-16,1.1738250000000001
2019-04-17,1.1563425
2019-04-18,1.15426125
2019-04-19,1.157175
2019-04-22,1.15342875
2019-04-23,1.1396925
2019-04-24,1.15342875
2019-04-25,1.110555
2019-04-26,1.1088900000000002
2019-04-29,1.10847375
2019-04-30,1.14926625
2019-05-06,1.03438125
2019-05-07,1.01773125
2019-05-08,1.0193962499999998
2019-05-09,1.0114874999999999
2019-05-10,1.057275
2019-05-13,1.03521375
2019-05-14,1.03896
2019-05-15,1.0531125000000001
2019-05-16,1.0368787499999998
2019-05-17,1.00233
2019-05-20,0.9815174999999999
2019-05-21,0.9890100000000001
2019-05-22,0.9865124999999999
2019-05-23,0.9748575000000002
2019-05-24,0.9565425
2019-05-27,0.9848475
2019-05-28,0.974025
2019-05-29,0.9719437500000001
2019-05-30,0.9415575
2019-05-31,0.9652837500000001
2019-06-03,0.9632025000000001
2019-06-04,0.95945625
2019-06-05,1.00191375
2019-06-06,0.99275625
2019-06-10,1.007325
2019-06-11,1.017315
2019-06-12,1.01565
2019-06-13,1.0181475000000002
2019-06-14,0.9865124999999999
2019-06-17,0.9994162500000001
2019-06-18,0.9915075000000001
2019-06-19,1.0048275
2019-06-20,1.00441125
2019-06-21,1.01898
2019-06-24,1.00940625
2019-06-25,0.9890100000000001
2019-06-26,0.98859375
2019-06-27,1.087245
2019-06-28,1.0722600000000002
2019-07-01,1.09598625
2019-07-02,1.077255
2019-07-03,1.0368787499999998
2019-07-04,1.0281375
2019-07-05,1.0385437499999999
2019-07-08,1.0385437499999999
2019-07-09,1.0214775
2019-07-10,1.0131525
2019-07-11,1.02106125
2019-07-12,1.023975
2019-07-15,1.03563
2019-07-16,1.05436125
2019-07-17,1.0564425
2019-07-18,1.0385437499999999
2019-07-19,1.03896
2019-07-22,1.0252237499999999
2019-07-23,1.05935625
2019-07-24,1.08516375
2019-07-25,1.10930625
2019-07-26,1.1047274999999999
2019-07-29,1.11763125
2019-07-30,1.1130524999999998
2019-07-31,1.1159662499999998
2019-08-01,1.1147175
2019-08-02,1.1130524999999998
2019-08-05,1.07184375
2019-08-06,1.06601625
2019-08-07,1.12554
2019-08-08,1.187145
2019-08-09,1.23251625
2019-08-12,1.30577625
2019-08-13,1.28080125
2019-08-14,1.25499375
2019-08-15,1.24333875
2019-08-16,1.20920625
2019-08-19,1.31868
2019-08-20,1.2545775000000001
2019-08-21,1.2728925
2019-08-22,1.2666487499999999
2019-08-23,1.247085
2019-08-26,1.2266887499999999
2019-08-27,1.2196125000000002
2019-08-28,1.1842312499999998
2019-08-29,1.1858962499999999
2019-08-30,1.23001875
2019-09-02,1.24916625
2019-09-03,1.31576625
2019-09-04,1.3623862499999997
2019-09-05,1.3898587500000001
2019-09-06,1.3652999999999997
2019-09-09,1.3861124999999999
2019-09-10,1.34074125
2019-09-11,1.3290862499999998
2019-09-12,1.33533
