date,close,pe_ttm,pb,pe_anchor,pb_anchor,ratio_universal,neutral_universal,report_date,fund_available_date,normalized_owner_eps,historical_owner_eps_growth,assumed_growth,neutral_value_fundamental,quality_factor,ratio_fundamental,ret,code
2022-07-28,197.99,117.2582055,8.01645483,199.785091715,12.094249895,0.6237230430128614,317.4325563532489,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,11.535953608291917,0.019936121986400268,002371
2022-07-29,186.46,110.42982898,7.54962718,199.785091715,12.094249895,0.5874013563012892,317.4320215637384,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,10.864154299722768,-0.05823526440729332,002371
2022-08-01,188.58,111.68402059,7.63537103,199.785091715,12.094249895,0.5940726863662307,317.4359035987479,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,10.987676809190818,0.011369730773356235,002371
2022-08-02,198.54,117.5848179,8.03878395,199.785091715,12.094249895,0.6254603682589397,317.4301843499135,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,11.567999542352023,0.05281578110085894,002371
2022-08-03,209.9,124.30867846,8.49846628,199.785091715,12.094249895,0.6612261108507994,317.4405797888437,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,12.229893744029868,0.05721768913065395,002371
2022-08-04,212.21,125.68045053,8.59224862,199.785091715,12.094249895,0.6685228782582288,317.43117087165734,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,12.364486667082316,0.01100524059075747,002371
2022-08-05,233.44,138.24849558,9.45147348,199.785091715,12.094249895,0.7353751659982675,317.44340955967226,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,13.60145972180244,0.1000424108194713,002371
2022-08-08,238.89,141.4797809,9.67238299,199.785091715,12.094249895,0.7525631069234472,317.4351729472975,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,13.91900579567077,0.02334647018505831,002371
2022-08-09,239.63,141.91526409,9.70215516,199.785091715,12.094249895,0.7548795409473158,317.4413757449073,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,13.962122143315279,0.0030976600108836294,002371
2022-08-10,243.76,144.36267966,9.86947476,199.785091715,12.094249895,0.7678979004526446,317.43803421823833,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,14.202757975439354,0.01723490381004056,002371
2022-08-11,245.29,145.26848471,9.93140088,199.785091715,12.094249895,0.7727160835106304,317.4387142112922,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,14.291903937461106,0.006276665572694462,002371
2022-08-12,239.79,142.0110704,9.70870504,199.785091715,12.094249895,0.7553891565555225,317.43902850473995,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,13.971444596860037,-0.02242243874597416,002371
2022-08-15,240.74,142.57719855,9.74740886,199.785091715,12.094249895,0.7584005207556278,317.43121663489916,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,14.02679666478204,0.003961799908253072,002371
2022-08-16,230.8,136.68946573,9.34488911,199.785091715,12.094249895,0.7270823320590981,317.4331018969669,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,13.44763923831393,-0.0412893578134087,002371
2022-08-17,231.69,137.43968798,9.39617868,199.785091715,12.094249895,0.7310729347543626,316.91776426909695,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,13.499495386156646,0.003856152512998312,002371
2022-08-18,232.09,137.6796011,9.41258054,199.785091715,12.094249895,0.7323490871556582,316.9117079143298,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,13.522801520018541,0.0017264448185074777,002371
2022-08-19,225.46,133.74938786,9.14388824,199.785091715,12.094249895,0.7114433897502938,316.905045781834,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,13.136502351257619,-0.028566504373303436,002371
2022-08-22,226.84,134.5650925,9.19965456,199.785091715,12.094249895,0.7157823078441954,316.9119961671033,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,13.216908513081158,0.006120819657588816,002371
2022-08-23,220.43,130.76574096,8.93990873,199.785091715,12.094249895,0.6955726935973408,316.9043322560395,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,12.843427717944277,-0.028257802856639036,002371
2022-08-24,211.65,125.553083,8.58354103,199.785091715,12.094249895,0.6678453813124197,316.91467205189764,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,12.331858079675662,-0.03983123894206775,002371
2022-08-25,211.83,125.66213442,8.59099642,199.785091715,12.094249895,0.6684254505552054,316.9089384972557,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,12.342345839913516,0.0008504606661943193,002371
2022-08-26,207.76,123.24555491,8.42578495,199.785091715,12.094249895,0.6555711149475281,316.9145120382998,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,12.105205927868724,-0.019213520275692897,002371
2022-08-29,209.04,124.00455281,8.47767448,199.785091715,12.094249895,0.65960839752888,316.9153103313053,2022-03-31,2022-04-28,0.8842687717590574,0.49859821131527826,0.15,17.16286374952886,,12.179785556226792,0.00616095494801705,002371
2022-08-30,211.41,99.80420467,8.57399813,199.785091715,12.094249895,0.5951070616105781,355.2470028297882,2022-06-30,2022-08-30,,,0.0,,,,0.011337543053961063,002371
2022-08-31,207.36,97.89150192,8.40968131,199.785091715,12.094249895,0.5837021021926975,355.2497056650043,2022-06-30,2022-08-30,,,0.0,,,,-0.019157088122605304,002371
2022-09-01,206.52,97.49229898,8.37538651,199.785091715,12.094249895,0.5813217567091955,355.25936818379057,2022-06-30,2022-08-30,,,0.0,,,,-0.00405092592592593,002371
2022-09-02,209.97,99.12382401,8.51554786,199.785091715,12.094249895,0.5910501248938062,355.2490578319821,2022-06-30,2022-08-30,,,0.0,,,,0.01670540383497965,002371
2022-09-05,213.25,100.67203713,8.64855204,199.785091715,12.094249895,0.600281725545084,355.24986173177103,2022-06-30,2022-08-30,,,0.0,,,,0.01562127923036627,002371
2022-09-06,213.24,100.6685658,8.64825383,199.785091715,12.094249895,0.6002610270846004,355.2454521921612,2022-06-30,2022-08-30,,,0.0,,,,-4.6893317702134674e-05,002371
2022-09-07,231.63,109.34689044,9.39379295,199.785091715,12.094249895,0.6520076672429964,355.2565585301222,2022-06-30,2022-08-30,,,0.0,,,,0.08624085537422621,002371
2022-09-08,230.18,108.66303846,9.33504447,199.785091715,12.094249895,0.6479300320955547,355.2544080346839,2022-06-30,2022-08-30,,,0.0,,,,-0.006259983594525731,002371
2022-09-09,229.79,108.47905797,9.31923904,199.785091715,12.094249895,0.6468330032786769,355.2539818395737,2022-06-30,2022-08-30,,,0.0,,,,-0.001694326179511707,002371
2022-09-13,230.91,109.01017144,9.36486603,199.785091715,12.094249895,0.6499998975186149,355.2462098555748,2022-06-30,2022-08-30,,,0.0,,,,0.004874015405370136,002371
2022-09-14,240.02,113.3076778,9.73405701,199.785091715,12.094249895,0.6756248339897605,355.2563315096225,2022-06-30,2022-08-30,,,0.0,,,,0.039452600580312636,002371
2022-09-15,228.68,107.98233859,9.27656678,199.785091715,12.094249895,0.6438711921063283,355.16420489618054,2022-06-30,2022-08-30,,,0.0,,,,-0.047246062828097624,002371
2022-09-16,232.19,109.63505863,9.41854896,199.785091715,12.094249895,0.6537259409178627,355.179419182898,2022-06-30,2022-08-30,,,0.0,,,,0.015348959244358973,002371
2022-09-19,232.36,109.71838905,9.42570772,199.785091715,12.094249895,0.6542228188160423,355.1695130727872,2022-06-30,2022-08-30,,,0.0,,,,0.0007321590077091766,002371
2022-09-20,228.21,107.75665203,9.25717845,199.785091715,12.094249895,0.6425254803627765,355.1765758319037,2022-06-30,2022-08-30,,,0.0,,,,-0.017860216904802884,002371
2022-09-21,218.55,103.19778352,8.86553433,199.785091715,12.094249895,0.6153421082158052,355.16828294700883,2022-06-30,2022-08-30,,,0.0,,,,-0.04232943341659001,002371
2022-09-22,217.57,102.732522,8.82556456,199.785091715,12.094249895,0.6125678723340127,355.17696866963075,2022-06-30,2022-08-30,,,0.0,,,,-0.004484099748341408,002371
2022-09-23,209.57,98.9548762,8.50103386,199.785091715,12.094249895,0.5900427321112441,355.1776652686378,2022-06-30,2022-08-30,,,0.0,,,,-0.03676977524474878,002371
2022-09-26,214.02,101.05549726,8.68149441,199.785091715,12.094249895,0.6025682008774075,355.17971192034804,2022-06-30,2022-08-30,,,0.0,,,,0.021233955241685365,002371
2022-09-27,216.91,102.42003292,8.79871919,199.785091715,12.094249895,0.6107045795068485,355.1799139530892,2022-06-30,2022-08-30,,,0.0,,,,0.013503410896177792,002371
2022-09-28,209.73,99.03126242,8.50759606,199.785091715,12.094249895,0.5904982036385583,355.1746621880918,2022-06-30,2022-08-30,,,0.0,,,,-0.03310128624775255,002371
2022-09-29,214.55,101.30896062,8.70326898,199.785091715,12.094249895,0.6040795381044208,355.168461214975,2022-06-30,2022-08-30,,,0.0,,,,0.022981929146998592,002371
2022-09-30,204.71,96.68065838,7.86645345,199.785091715,12.094249895,0.5610328363048255,364.8806036885426,2022-06-30,2022-08-30,,,0.0,,,,-0.04586343509671409,002371
2022-10-10,184.24,87.01259255,7.07980811,199.785091715,12.094249895,0.5049295528758538,364.8825840172179,2022-06-30,2022-08-30,,,0.0,,,,-0.0999951150407894,002371
2022-10-11,165.82,78.3099442,6.37171427,199.785091715,12.094249895,0.4544285365699297,364.8978588616492,2022-06-30,2022-08-30,,,0.0,,,,-0.09997828918801577,002371
2022-10-12,170.59,80.56721532,6.55537788,199.785091715,12.094249895,0.46752736377532533,364.87703868811116,2022-06-30,2022-08-30,,,0.0,,,,0.02876613195030764,002371
2022-10-13,163.09,77.02503603,6.2671673,199.785091715,12.094249895,0.44697228138646894,364.87721228284914,2022-06-30,2022-08-30,,,0.0,,,,-0.04396506243038867,002371
2022-10-14,165.36,78.09463526,6.35419559,199.785091715,12.094249895,0.4531791100678375,364.88884047467866,2022-06-30,2022-08-30,,,0.0,,,,0.013918695198970044,002371
2022-10-17,178.68,84.3872126,6.86619321,199.785091715,12.094249895,0.4896946094586272,364.88047151986495,2022-06-30,2022-08-30,,,0.0,,,,0.08055152394775034,002371
2022-10-18,175.67,82.96339543,6.75034386,199.785091715,12.094249895,0.4814322724351372,364.89036996095393,2022-06-30,2022-08-30,,,0.0,,,,-0.01684575777927033,002371
2022-10-19,177.21,83.69266764,6.80968133,199.785091715,12.094249895,0.4856642010877363,364.88174257667106,2022-06-30,2022-08-30,,,0.0,,,,0.008766437069505528,002371
2022-10-20,194.93,92.0619344,7.49064946,199.785091715,12.094249895,0.5342306210779245,364.8798708068943,2022-06-30,2022-08-30,,,0.0,,,,0.09999435697759718,002371
2022-10-21,193.11,91.20069865,7.42057473,199.785091715,12.094249895,0.5292329147419721,364.8866021384005,2022-06-30,2022-08-30,,,0.0,,,,-0.009336684963833108,002371
2022-10-24,195.52,92.33975239,7.51325422,199.785091715,12.094249895,0.5358427847289684,364.88314403429894,2022-06-30,2022-08-30,,,0.0,,,,0.012479933716534664,002371
2022-10-25,192.43,90.87773525,7.39429671,199.785091715,12.094249895,0.5273587750178486,364.89389978101184,2022-06-30,2022-08-30,,,0.0,,,,-0.015804009819967324,002371
2022-10-26,192.51,90.91593522,7.39740486,199.785091715,12.094249895,0.52758044734888,364.8922187457345,2022-06-30,2022-08-30,,,0.0,,,,0.0004157355921632355,002371
2022-10-27,193.35,91.31529857,7.42989919,199.785091715,12.094249895,0.5298979321206795,364.88158998130655,2022-06-30,2022-08-30,,,0.0,,,,0.004363409693002973,002371
2022-10-28,195.52,92.33975239,7.51325422,199.785091715,12.094249895,0.5358427847289684,364.88314403429894,2022-06-30,2022-08-30,,,0.0,,,,0.011223170416343464,002371
2022-10-31,195.37,66.69461264,7.50760303,199.785091715,12.094249895,0.4552238632616919,429.173458966251,2022-09-30,2022-10-31,,,0.0,,,,-0.0007671849427168809,002371
2022-11-01,194.8,66.49882115,7.48556339,199.785091715,12.094249895,0.45388748886560465,429.1812503729971,2022-09-30,2022-10-31,,,0.0,,,,-0.0029175410759072484,002371
2022-11-02,192.4,65.678003,7.39316647,199.785091715,12.094249895,0.44828499725151666,429.1912537328374,2022-09-30,2022-10-31,,,0.0,,,,-0.012320328542094527,002371
2022-11-03,196.7,67.14643914,7.55846372,199.785091715,12.094249895,0.45830780358684853,429.1875426527091,2022-09-30,2022-10-31,,,0.0,,,,0.022349272349272198,002371
2022-11-04,200.45,68.42661424,7.70256901,199.785091715,12.094249895,0.4670456346155341,429.1871824581078,2022-09-30,2022-10-31,,,0.0,,,,0.019064565327910454,002371
2022-11-07,193.87,66.18003245,7.44967835,199.785091715,12.094249895,0.4517115976991339,429.18977725501895,2022-09-30,2022-10-31,,,0.0,,,,-0.03282614118233962,002371
2022-11-08,190.05,64.87726602,7.30303003,199.785091715,12.094249895,0.4428195697735556,429.18157410519547,2022-09-30,2022-10-31,,,0.0,,,,-0.01970392531077525,002371
2022-11-09,183.54,62.65327555,7.05268241,199.785091715,12.094249895,0.4276397300230958,429.19304993034075,2022-09-30,2022-10-31,,,0.0,,,,-0.034254143646408886,002371
2022-11-10,172.8,58.98846056,6.6401457,199.785091715,12.094249895,0.402625547162872,429.18290013549023,2022-09-30,2022-10-31,,,0.0,,,,-0.05851585485452748,002371
2022-11-11,175.17,59.79672797,6.73112982,199.785091715,12.094249895,0.40814237366201916,429.1884678091706,2022-09-30,2022-10-31,,,0.0,,,,0.01371527777777759,002371
2022-11-14,174.62,59.61097708,6.71022043,199.785091715,12.094249895,0.40687453168836174,429.1740730868529,2022-09-30,2022-10-31,,,0.0,,,,-0.0031398070445851634,002371
2022-11-15,183.84,62.75619159,7.06426734,199.785091715,12.094249895,0.42834218296052773,429.1895762620724,2022-09-30,2022-10-31,,,0.0,,,,0.0528003665101362,002371
2022-11-16,178.04,60.77819555,6.84161054,199.785091715,12.094249895,0.414841377391313,429.1760892309877,2022-09-30,2022-10-31,,,0.0,,,,-0.0315491731940819,002371
2022-11-17,178.28,60.85852026,6.85065244,199.785091715,12.094249895,0.41538963343185226,429.18740780094157,2022-09-30,2022-10-31,,,0.0,,,,0.001348011682767991,002371
2022-11-18,169.51,57.86642473,6.51384165,199.785091715,12.094249895,0.39496709518545126,429.17499221146244,2022-09-30,2022-10-31,,,0.0,,,,-0.049192281803904,002371
2022-11-21,169.64,57.90909723,6.51864516,199.785091715,12.094249895,0.3952583562184708,429.18763722792755,2022-09-30,2022-10-31,,,0.0,,,,0.0007669164061117062,002371
2022-11-22,168.91,57.66059266,6.49067178,199.785091715,12.094249895,0.3935621890415396,429.18248933251033,2022-09-30,2022-10-31,,,0.0,,,,-0.004303230370195643,002371
2022-11-23,166.01,56.66908449,6.37906082,199.785091715,12.094249895,0.3867946532271186,429.19414375286624,2022-09-30,2022-10-31,,,0.0,,,,-0.017168906518264193,002371
2022-11-24,168.84,57.63800133,6.48812874,199.785091715,12.094249895,0.3934079918414716,429.17277610373526,2022-09-30,2022-10-31,,,0.0,,,,0.017047165833383504,002371
2022-11-25,165.45,56.48082345,6.35786886,199.785091715,12.094249895,0.3855096779204723,429.17210507522213,2022-09-30,2022-10-31,,,0.0,,,,-0.02007818052594179,002371
2022-11-28,164.71,56.22729857,6.32933037,199.785091715,12.094249895,0.38377924495296156,429.1790193609556,2022-09-30,2022-10-31,,,0.0,,,,-0.004472650347536855,002371
2022-11-29,165.45,56.48082345,6.35786886,199.785091715,12.094249895,0.3855096779204723,429.17210507522213,2022-09-30,2022-10-31,,,0.0,,,,0.00449274482423645,002371
2022-11-30,163.9,55.94867223,6.29796627,199.785091715,12.094249895,0.38187748152064893,429.1952469869255,2022-09-30,2022-10-31,,,0.0,,,,-0.00936838924146255,002371
2022-12-01,169.85,57.99382965,6.52818322,199.785091715,12.094249895,0.39583669700667995,429.091090554279,2022-09-30,2022-10-31,,,0.0,,,,0.0363026235509456,002371
2022-12-02,166.87,56.97450003,6.41344049,199.785091715,12.094249895,0.38887926607296647,429.10490365071234,2022-09-30,2022-10-31,,,0.0,,,,-0.01754489255225189,002371
2022-12-05,164.97,56.3267487,6.34052515,199.785091715,12.094249895,0.38445804122982435,429.09754071545854,2022-09-30,2022-10-31,,,0.0,,,,-0.011386108947084583,002371
2022-12-06,175.23,59.8291251,6.73477666,199.785091715,12.094249895,0.4083635000726981,429.10299272291724,2022-09-30,2022-10-31,,,0.0,,,,0.06219312602291316,002371
2022-12-07,175.98,60.08521283,6.76360365,199.785091715,12.094249895,0.4101114260079524,429.1028945791615,2022-09-30,2022-10-31,,,0.0,,,,0.004280089025851641,002371
2022-12-08,175.01,59.75380517,6.72629814,199.785091715,12.094249895,0.40784940437344036,429.1044638617519,2022-09-30,2022-10-31,,,0.0,,,,-0.005511989998863487,002371
2022-12-09,180.01,61.46356741,6.9187607,199.785091715,12.094249895,0.4195193808925469,429.08625488772503,2022-09-30,2022-10-31,,,0.0,,,,0.028569796011656434,002371
2022-12-12,179.39,61.25016097,6.89473821,199.785091715,12.094249895,0.41806277600271885,429.0982366696846,2022-09-30,2022-10-31,,,0.0,,,,-0.0034442530970502094,002371
2022-12-13,173.02,59.07592587,6.64999139,199.785091715,12.094249895,0.40322254119678563,429.09307472361934,2022-09-30,2022-10-31,,,0.0,,,,-0.035509225709348224,002371
2022-12-14,178.17,60.83339073,6.84782369,199.785091715,12.094249895,0.4152181119741793,429.09977879548677,2022-09-30,2022-10-31,,,0.0,,,,0.02976534504681516,002371
2022-12-15,181.71,62.04353082,6.98404536,199.785091715,12.094249895,0.4234779193005634,429.0896684769799,2022-09-30,2022-10-31,,,0.0,,,,0.019868664758377008,002371
2022-12-16,177.37,60.56223901,6.81730099,199.785091715,12.094249895,0.41336736670351737,429.0856373459602,2022-09-30,2022-10-31,,,0.0,,,,-0.0238842111056079,002371
2022-12-19,172.36,58.8499661,6.62455581,199.785091715,12.094249895,0.40168025356091663,429.09751841674944,2022-09-30,2022-10-31,,,0.0,,,,-0.028246039352765373,002371
2022-12-20,170.47,58.20472543,6.5519231,199.785091715,12.094249895,0.39727616561031653,429.09697272705756,2022-09-30,2022-10-31,,,0.0,,,,-0.01096542121141808,002371
2022-12-21,167.65,57.24314109,6.44368057,199.785091715,12.094249895,0.3907128747542616,429.0874727520645,2022-09-30,2022-10-31,,,0.0,,,,-0.01654250014665337,002371
2022-12-22,163.94,55.97525573,6.30095869,199.785091715,12.094249895,0.3820589270811711,429.0961115670248,2022-09-30,2022-10-31,,,0.0,,,,-0.022129436325678542,002371
2022-12-23,160.17,54.68728505,6.15597588,199.785091715,12.094249895,0.37326788746616246,429.10200790985465,2022-09-30,2022-10-31,,,0.0,,,,-0.022996218128583656,002371
2022-12-26,164.54,56.17861952,6.32385072,199.785091715,12.094249895,0.3834469861857552,429.10755835303667,2022-09-30,2022-10-31,,,0.0,,,,0.027283511269276417,002371
2022-12-27,167.3,57.12262921,6.43011492,199.785091715,12.094249895,0.38989032111703564,429.09503247140265,2022-09-30,2022-10-31,,,0.0,,,,0.016774036708399276,002371
2022-12-28,165.3,56.43972858,6.35324294,199.785091715,12.094249895,0.3852291850306951,429.09521506484225,2022-09-30,2022-10-31,,,0.0,,,,-0.011954572624028659,002371
2022-12-29,167.39,57.15275718,6.43350633,199.785091715,12.094249895,0.3900959594505483,429.09954831567455,2022-09-30,2022-10-31,,,0.0,,,,0.01264367816091938,002371
2022-12-30,165.67,56.56526179,6.36737382,199.785091715,12.094249895,0.38608601157760686,429.1012754464915,2022-09-30,2022-10-31,,,0.0,,,,-0.010275404743413596,002371
2023-01-03,169.34,57.83440919,6.16599178,199.785091715,12.094249895,0.38417014788690723,440.7942702769572,2022-09-30,2022-10-31,,,0.0,,,,0.022152471781252014,002371
2023-01-04,166.4,56.82990361,6.05889683,199.785091715,12.094249895,0.37749763124885966,440.79746791921804,2022-09-30,2022-10-31,,,0.0,,,,-0.017361521199952712,002371
2023-01-05,167.88,57.33466766,6.11271204,199.785091715,12.094249895,0.3808505707723726,440.8028053090113,2022-09-30,2022-10-31,,,0.0,,,,0.008894230769230793,002371
2023-01-06,167.89,57.33717893,6.11297978,199.785091715,12.094249895,0.38086725216583645,440.8097546987255,2022-09-30,2022-10-31,,,0.0,,,,5.956635692161427e-05,002371
2023-01-09,168.68,57.60839544,6.14189541,199.785091715,12.094249895,0.38266883146691155,440.79890006559197,2022-09-30,2022-10-31,,,0.0,,,,0.0047054619095838746,002371
2023-01-10,169.49,57.88463447,6.17134652,199.785091715,12.094249895,0.38450377348848835,440.80191583626777,2022-09-30,2022-10-31,,,0.0,,,,0.004801991937396277,002371
2023-01-11,168.32,57.48283224,6.12850854,199.785091715,12.094249895,0.3818347668399119,440.8189474023717,2022-09-30,2022-10-31,,,0.0,,,,-0.006903062127559201,002371
2023-01-12,165.9,56.65662639,6.04042295,199.785091715,12.094249895,0.3763466220690064,440.8170294925108,2022-09-30,2022-10-31,,,0.0,,,,-0.01437737642585546,002371
2023-01-13,167.0,57.03331599,6.08058355,199.785091715,12.094249895,0.37884881563848183,440.80908559408164,2022-09-30,2022-10-31,,,0.0,,,,0.006630500301386233,002371
2023-01-16,173.54,59.26582965,6.31860208,199.785091715,12.094249895,0.39367848400753475,440.81657253252007,2022-09-30,2022-10-31,,,0.0,,,,0.039161676646706445,002371
2023-01-17,178.36,60.91321882,6.4942378,199.785091715,12.094249895,0.4046214114186778,440.8071223285904,2022-09-30,2022-10-31,,,0.0,,,,0.027774576466520706,002371
2023-01-18,175.89,60.06943412,6.40427804,199.785091715,12.094249895,0.3990164973379006,440.8088416731562,2022-09-30,2022-10-31,,,0.0,,,,-0.01384839650145786,002371
2023-01-19,180.64,61.69171065,6.57723639,199.785091715,12.094249895,0.4097926119482531,440.80833751783314,2022-09-30,2022-10-31,,,0.0,,,,0.027005514810392928,002371
2023-01-20,180.66,61.69924444,6.5780396,199.785091715,12.094249895,0.40984265575069534,440.80331186877316,2022-09-30,2022-10-31,,,0.0,,,,0.00011071744906998582,002371
2023-01-30,179.51,61.30748726,6.53627257,199.785091715,12.094249895,0.4072403742648121,440.79617676432014,2022-09-30,2022-10-31,,,0.0,,,,-0.006365548544226773,002371
2023-01-31,172.28,58.83640352,6.27281899,199.785091715,12.094249895,0.39082598319791684,440.80999576928406,2022-09-30,2022-10-31,,,0.0,,,,-0.04027630772658897,002371
2023-02-01,175.12,59.80826267,6.37643335,199.785091715,12.094249895,0.3972816429212082,440.7955995961562,2022-09-30,2022-10-31,,,0.0,,,,0.016484792198746323,002371
2023-02-02,187.94,64.18539577,6.8430996,199.785091715,12.085947130000001,0.4265035580375328,440.65283034159603,2022-09-30,2022-10-31,,,0.0,,,,0.07320694380995874,002371
2023-02-03,185.9,63.48726439,6.76866861,199.785091715,12.085947130000001,0.4218645663563141,440.66275014665644,2022-09-30,2022-10-31,,,0.0,,,,-0.010854528040864064,002371
2023-02-06,186.77,63.7861048,6.80052936,199.785091715,12.085947130000001,0.4238503218626815,440.65083914342176,2022-09-30,2022-10-31,,,0.0,,,,0.004679935449166228,002371
2023-02-07,183.57,62.69119371,6.68379586,199.785091715,12.085947130000001,0.4165747807841018,440.6651781811506,2022-09-30,2022-10-31,,,0.0,,,,-0.01713337259731229,002371
2023-02-08,180.12,61.51592217,6.55849477,199.785091715,12.085947130000001,0.40876525522641627,440.6441048915251,2022-09-30,2022-10-31,,,0.0,,,,-0.018793920575257306,002371
2023-02-09,186.18,63.58520368,6.77911037,199.785091715,12.085947130000001,0.42251536021408337,440.6467019463266,2022-09-30,2022-10-31,,,0.0,,,,0.033644237175216585,002371
2023-02-10,182.72,62.40239835,6.65300606,199.785091715,12.085947130000001,0.4146557733558112,440.65466283333313,2022-09-30,2022-10-31,,,0.0,,,,-0.01858416586099476,002371
2023-02-13,185.51,63.35667866,6.75474627,199.785091715,12.06713842,0.42132481161826657,440.30162687897393,2022-09-30,2022-10-31,,,0.0,,,,0.015269264448336317,002371
2023-02-14,182.55,62.34463928,6.64684811,199.785091715,12.04472226,0.4149803206051077,439.90037824881165,2022-09-30,2022-10-31,,,0.0,,,,-0.015956013152929605,002371
2023-02-15,188.19,64.27077874,6.85220267,199.785091715,12.04472226,0.42780114955628407,439.9006412095688,2022-09-30,2022-10-31,,,0.0,,,,0.03089564502875919,002371
2023-02-16,184.64,63.05783825,6.72288552,199.785091715,12.04472226,0.4197275375337566,439.9044224853851,2022-09-30,2022-10-31,,,0.0,,,,-0.01886391412933741,002371
2023-02-17,175.04,59.7781275,6.37322051,199.785091715,12.04472226,0.3978970253129748,439.9128137796918,2022-09-30,2022-10-31,,,0.0,,,,-0.051993067590987874,002371
2023-02-20,175.79,60.03678769,6.40079746,199.785091715,12.04472226,0.39961872729047665,439.89429922842675,2022-09-30,2022-10-31,,,0.0,,,,0.0042847349177330685,002371
2023-02-21,175.78,60.03176517,6.40026198,199.785091715,12.04472226,0.3995852960469547,439.9060769727231,2022-09-30,2022-10-31,,,0.0,,,,-5.6886057227312214e-05,002371
2023-02-22,177.15,60.50788813,6.45102364,199.785091715,12.04472226,0.4027544806455512,439.84613086378783,2022-09-30,2022-10-31,,,0.0,,,,0.007793833200591571,002371
2023-02-23,176.55,60.30444539,6.42933367,199.785091715,12.04472226,0.40140031859086767,439.83522638892276,2022-09-30,2022-10-31,,,0.0,,,,-0.003386960203217604,002371
2023-02-24,174.51,59.60872147,6.35515935,199.785091715,12.04472226,0.39676941946697364,439.8272433254546,2022-09-30,2022-10-31,,,0.0,,,,-0.011554800339847238,002371
2023-02-27,169.69,57.96108648,6.17949742,199.785091715,12.04472226,0.3858023803002708,439.83658127751806,2022-09-30,2022-10-31,,,0.0,,,,-0.027620193685175543,002371
2023-02-28,171.51,58.58397288,6.2459062,199.785091715,12.04472226,0.3899484561367587,439.8273600033174,2022-09-30,2022-10-31,,,0.0,,,,0.010725440509163686,002371
2023-03-01,171.81,58.68443843,6.25661729,199.785091715,12.04472226,0.39061717794046996,439.8424076121502,2022-09-30,2022-10-31,,,0.0,,,,0.0017491691446562818,002371
2023-03-02,172.58,58.94816049,6.28473391,199.785091715,12.04472226,0.3923725729192339,439.83706281000417,2022-09-30,2022-10-31,,,0.0,,,,0.004481694895524191,002371
2023-03-03,183.05,62.52473401,6.66604883,199.785091715,12.04472226,0.4161790725527616,439.83470595291317,2022-09-30,2022-10-31,,,0.0,,,,0.06066751651408042,002371
2023-03-06,187.42,64.01664741,6.82510856,199.785091715,12.04472226,0.426109592637542,439.839898557326,2022-09-30,2022-10-31,,,0.0,,,,0.02387325867249368,002371
2023-03-07,182.11,62.20324426,6.63177333,199.785091715,12.04472226,0.41403916243957084,439.8376204970201,2022-09-30,2022-10-31,,,0.0,,,,-0.02833208835769918,002371
2023-03-08,183.08,62.53478057,6.66711994,199.595535225,12.04472226,0.4164435528980114,439.62740862706306,2022-09-30,2022-10-31,,,0.0,,,,0.005326451046071101,002371
2023-03-09,189.93,64.87311621,6.91642063,199.49569509999998,12.04472226,0.43212353427940964,439.52709105908565,2022-09-30,2022-10-31,,,0.0,,,,0.037415337557352046,002371
2023-03-10,192.04,65.59646815,6.9935405,199.47517583,12.04472226,0.43696429560472816,439.4867084831954,2022-09-30,2022-10-31,,,0.0,,,,0.011109356078555122,002371
