code,name,report_date,profit_notice_date,cash_notice_date,available_date,p_PARENT_NETPROFIT,p_DEDUCT_PARENT_NETPROFIT,p_BASIC_EPS,p_TOTAL_OPERATE_INCOME,p_RESEARCH_EXPENSE,c_NETCASH_OPERATE,ttm_parent_netprofit,ttm_deduct_netprofit,ttm_basic_eps_approx,ttm_revenue,ttm_research_expense,ttm_operating_cashflow,cash_conversion,deduct_quality,rd_intensity,normalized_eps_4q_median,normalized_deduct_np_4q_median,normalized_cfo_4q_median,quality_factor,quality_adjusted_eps,normalized_owner_eps,historical_owner_eps_growth,assumed_growth,neutral_value_fundamental
002371,北方华创,2004-12-31,2007-06-21,2007-06-21,2007-06-21,32577698.77,,0.43,397555322.92,,71753651.82,32577698.77,,0.43,397555322.92,,71753651.82,2.2025389922899086,,,,,,,,,,0.0,
002371,北方华创,2005-12-31,2007-06-21,2007-06-21,2007-06-21,32175290.36,,0.56,414225992.48,,67648665.99,32175290.36,,0.56,414225992.48,,67648665.99,2.102503667662317,,,0.495,,69701158.905,,,,,0.0,
002371,北方华创,2006-12-31,2009-12-04,2009-12-04,2009-12-04,35715600.0,,0.74,464032201.4,,53730866.13,35715600.0,,0.74,464032201.4,,53730866.13,1.5044088893928704,,,0.56,,67648665.99,,,,,0.0,
002371,北方华创,2007-12-31,2009-04-28,2009-04-28,2009-04-28,35103513.96,33411803.97,0.72,530899963.43,,68476903.84,35103513.96,33411803.97,0.72,530899963.43,,68476903.84,1.9507136498650406,0.951807958829202,,0.64,,68062784.91499999,0.951807958829202,0.6853017303570255,,,0.0,
002371,北方华创,2008-03-31,2008-10-09,2008-10-09,2008-10-09,12824530.04,,0.26,115458922.48,,-5462499.68,,,,,,,,,,0.72,,67648665.99,,,,,0.0,
002371,北方华创,2008-06-30,2008-10-09,2008-10-09,2008-10-09,23005738.94,,0.47,263344348.34,,-26058978.25,,,,,,,,,,0.73,,61103884.985,,,,,0.0,
002371,北方华创,2008-09-30,2008-10-29,2008-10-29,2008-10-29,33772046.55,,,405083028.11,,10149232.41,,,,,,,,,,,,,,,,,0.0,
002371,北方华创,2008-12-31,2010-02-23,2010-02-23,2010-02-23,39168370.17,35885221.18,0.81,579510172.91,,40850730.11,39168370.17,35885221.18,0.81,579510172.91,,40850730.11,1.0429520026669008,0.9161785651087764,,,,,0.9161785651087764,0.7421046377381089,,,0.0,
002371,北方华创,2009-03-31,2010-04-22,2010-04-22,2010-04-22,12855535.38,,0.27,142759392.12,,-33903383.83,39199375.510000005,,0.8200000000000001,606810642.55,,12409845.96,0.3165827464989633,,,0.8150000000000001,,26630288.035,,,,,0.0,
002371,北方华创,2009-06-30,2010-08-11,2010-08-11,2010-08-11,34244774.05,,0.71,291259073.93,,26513973.82,50407405.28,,1.05,607424898.4999999,,93423682.18,1.8533721714310785,,,0.8200000000000001,,40850730.11,,,,,0.0,
002371,北方华创,2009-09-30,2010-10-29,2010-10-29,2010-10-29,45735002.9,,0.94,404042562.77,,66204514.57,51131326.519999996,,,578469707.5699999,,96906012.27000001,1.8952375943560797,,,0.8200000000000001,,67137206.14500001,,,,,0.0,
002371,北方华创,2009-12-31,2010-02-23,2010-02-23,2010-02-23,49606563.76,44798959.81,1.02,587377409.99,,77332193.42,49606563.76,44798959.81,1.02,587377409.99,,77332193.42,1.5589105061608082,0.9030853261020151,,1.02,,85377937.80000001,0.9030853261020151,0.9211470326240554,,,0.0,
002371,北方华创,2010-03-31,2010-04-22,2010-04-22,2010-04-22,14268584.65,14001375.89,0.28,165681092.76,,-46207925.09,51019613.029999994,,1.03,610299110.63,,65027652.16,1.2745618458878383,,,1.03,,85377937.80000001,,,,,0.0,
002371,北方华创,2010-06-30,2010-08-11,2010-08-11,2010-08-11,44383842.85,43701937.53,0.76,355244669.82,,-22850035.76,59745632.56,,1.07,651363005.8799999,,27968183.839999996,0.46812097623893656,,,1.03,,71179922.78999999,,,,,0.0,
002371,北方华创,2010-09-30,2010-10-29,2010-10-29,2010-10-29,64118612.07,63195718.87,1.06,555464505.91,,129438556.17,67990172.93,,1.1400000000000001,738799353.1300001,,140566235.02,2.067449293954899,,,1.05,,71179922.78999999,,,,,0.0,
002371,北方华创,2010-12-31,2011-02-25,2011-02-25,2011-02-25,75388616.27,78359822.5,0.93,810250646.02,,258874205.37,75388616.27,78359822.5,0.93,810250646.02,,258874205.37,3.4338633361150563,1.0394118684889877,,1.05,,102796943.59,1.0,0.93,,,0.0,
002371,北方华创,2011-03-31,2011-04-15,2011-04-15,2011-04-15,19570267.08,19267960.08,0.13,248590974.61,,-68868024.02,80690298.69999999,83626406.69,0.78,893160527.87,,236214106.44000003,2.927416433519784,1.0363873729221926,,1.0,80993114.595,188390170.73000002,1.0,0.78,0.855,,0.0,11.204438656077885
002371,北方华创,2011-06-30,2011-08-12,2011-08-12,2011-08-12,60006498.63,66676955.25,0.39,557189736.75,,-133560086.03,91011272.05000001,101334840.22,0.56,1012195712.95,,148164155.1,1.6279758733467782,1.1134317534242175,,0.855,83626406.69,192189130.77,1.0,0.56,0.78,,0.0,10.221593159930702
002371,北方华创,2011-09-30,2011-10-28,2011-10-28,2011-10-28,98089327.98,97184930.61,0.64,836520276.14,,-23984790.36,109359332.18,112349034.24000001,0.51,1091306416.25,,105450858.83999999,0.964260266937559,1.0273383350135963,,0.67,92480623.455,192189130.77,0.964260266937559,0.4917727361381551,0.67,,0.0,8.780086432248169
002371,北方华创,2011-12-31,2012-02-10,2012-02-10,2012-02-10,132928453.53,138607716.14,0.87,1155992985.74,,-27638605.65,132928453.53,138607716.14,0.87,1155992985.74,,-27638605.65,-0.20792091471794916,1.0427242058354216,,0.67,106841937.23,126807506.97,,,0.56,,0.0,7.338579704565633
002371,北方华创,2012-03-31,2012-04-25,2012-04-25,2012-04-25,26629290.25,26237900.68,0.18,271740969.06,,-106559624.15,139987476.7,145577656.74,0.92,1179142980.19,,-65330205.780000016,-0.4666860730692778,1.0399334295594174,,0.7150000000000001,125478375.19,38906126.595,,,0.5258863680690775,,0.0,6.891533977891901
002371,北方华创,2012-06-30,2012-08-25,2012-08-25,2012-08-25,75398662.16,74623034.85,0.25,562966966.27,,-90541899.64,148320617.06,146553795.73999998,0.7300000000000001,1161770215.26,,15379580.74000001,0.10369145601503614,0.9880878238304167,,0.8,142092686.44,-6129512.4549999945,0.10369145601503614,0.07569476289097639,0.28373374951456576,,0.0,3.7182191708712518
002371,北方华创,2012-09-30,2012-10-27,2012-10-27,2012-10-27,105294666.86,100801186.11,0.34,729311663.99,,-174519453.27,140133792.40999997,142223971.64,0.57,1048784373.59,,-178173268.56,-1.2714511289233155,1.0149155974019788,,0.8,143900814.19,-46484405.715,,,,,0.0,
002371,北方华创,2012-12-31,2013-03-30,2013-03-30,2013-03-30,141160725.15,135055322.43,0.44,1012243464.64,,-21844412.23,141160725.15,135055322.43,0.44,1012243464.64,,-21844412.23,-0.1547485124264396,0.9567485735602995,,0.65,143900814.19,-43587309.00500001,,,,,0.0,
002371,北方华创,2013-03-31,2013-04-16,2013-04-16,2013-04-16,14149860.75,10508249.84,0.04,183763570.52,,-34222473.4,128681295.65,119325671.59,0.3,924266066.1000001,,50492738.52000001,0.3923859972418611,0.9272961620976653,,0.505,138639647.035,-3232415.7449999955,0.3923859972418611,0.11771579917255831,0.09670528103176734,,0.0,1.267284665542935
002371,北方华创,2013-06-30,2013-08-23,2013-08-23,2013-08-23,54789664.56,42731034.51,0.16,421120054.48,,-75841056.15,120551727.55000001,103163322.09,0.35,870396552.8499999,,-7143568.74000001,-0.05925729050242888,0.8557597986077139,,0.395,127190497.01,-14493990.485000005,,,,,0.0,
