code,name,report_date,profit_notice_date,cash_notice_date,available_date,p_PARENT_NETPROFIT,p_DEDUCT_PARENT_NETPROFIT,p_BASIC_EPS,p_TOTAL_OPERATE_INCOME,p_RESEARCH_EXPENSE,c_NETCASH_OPERATE,ttm_parent_netprofit,ttm_deduct_netprofit,ttm_basic_eps_approx,ttm_revenue,ttm_research_expense,ttm_operating_cashflow,cash_conversion,deduct_quality,rd_intensity,normalized_eps_4q_median,normalized_deduct_np_4q_median,normalized_cfo_4q_median,quality_factor,quality_adjusted_eps,normalized_owner_eps,historical_owner_eps_growth,assumed_growth,neutral_value_fundamental
002384,东山精密,2006-12-31,2009-12-21,2009-12-21,2009-12-21,35947901.01,,0.3,282802974.6,,40953589.3,35947901.01,,0.3,282802974.6,,40953589.3,1.1392484164404346,,,,,,,,,,0.0,
002384,东山精密,2007-12-31,2010-03-19,2010-03-19,2010-03-19,55346440.27,52560966.25,0.4612,379269585.78,,15882391.51,55346440.27,52560966.25,0.4612,379269585.78,,15882391.51,0.2869631982205167,0.949672029376931,,0.3806,,28417990.404999997,0.2869631982205167,0.1323474270193023,,,0.0,
002384,东山精密,2008-12-31,2010-03-19,2010-03-19,2010-03-19,64886848.22,64500622.94,0.5407,508658637.91,,66060088.97,64886848.22,64500622.94,0.5407,508658637.91,,66060088.97,1.0180813336166692,0.9940477108906492,,0.4612,58530794.595,40953589.3,0.9940477108906492,0.537481597278574,0.3349145121489382,,0.0,4.388922931465531
002384,东山精密,2009-03-31,2010-04-26,2010-04-26,2010-04-26,13582328.49,,0.11,102729980.38,,25161430.69,,,,,,,,,,0.4612,58530794.595,40953589.3,,,0.3349145121489382,,0.0,4.388922931465531
002384,东山精密,2009-06-30,2010-08-19,2010-08-19,2010-08-19,28029481.2,,0.23,220378717.16,,42656672.01,,,,,,,,,,0.50095,58530794.595,40971240.24,,,0.3349145121489382,,0.0,4.388922931465531
002384,东山精密,2009-09-30,2010-10-22,2010-10-22,2010-10-22,39550339.51,,0.33,347047623.23,,49680005.71,,,,,,,,,,,,,,,,,0.0,
002384,东山精密,2009-12-31,2011-03-19,2011-03-19,2011-03-19,72310185.11,71316733.37,0.6026,588966308.13,,84249251.83,72310185.11,71316733.37,0.6026,588966308.13,,84249251.83,1.1651090603880767,0.9862612474509818,,,,,0.9862612474509818,0.5943210277139617,,,0.0,
002384,东山精密,2010-03-31,2010-04-26,2010-04-26,2010-04-26,18150092.29,18000092.29,0.15,169273262.71,,-18672444.05,76877948.91000001,,0.6426000000000001,655509590.46,,40415377.09,0.5257083164031047,,,0.6226,,62332314.46,,,,,0.0,
002384,东山精密,2010-06-30,2010-08-19,2010-08-19,2010-08-19,40844152.8,40581652.8,0.29,386621260.0,,-21304229.48,85124856.71,,0.6626000000000001,755208850.97,,20288350.339999996,0.2383363816883422,,,0.6426000000000001,,40415377.09,,,,,0.0,
002384,东山精密,2010-09-30,2010-10-22,2010-10-22,2010-10-22,67161842.45,64732383.92,0.38,625045319.92,,23504064.96,99921688.05000001,,0.6526000000000001,866964004.8199999,,58073311.07999999,0.5811882506522565,,,0.6476000000000001,,49244344.08499999,,,,,0.0,
