code,name,report_date,profit_notice_date,cash_notice_date,available_date,p_PARENT_NETPROFIT,p_DEDUCT_PARENT_NETPROFIT,p_BASIC_EPS,p_TOTAL_OPERATE_INCOME,p_RESEARCH_EXPENSE,c_NETCASH_OPERATE,ttm_parent_netprofit,ttm_deduct_netprofit,ttm_basic_eps_approx,ttm_revenue,ttm_research_expense,ttm_operating_cashflow,cash_conversion,deduct_quality,rd_intensity,normalized_eps_4q_median,normalized_deduct_np_4q_median,normalized_cfo_4q_median,quality_factor,quality_adjusted_eps,normalized_owner_eps,historical_owner_eps_growth,assumed_growth,neutral_value_fundamental
600703,三安光电,1993-12-31,1996-05-10,,1996-05-10,24034134.0,,,317973460.0,,,24034134.0,,,317973460.0,,,,,,,,,,,,,0.0,
600703,三安光电,1994-12-31,1996-05-10,,1996-05-10,29315865.0,,,308175311.0,,,29315865.0,,,308175311.0,,,,,,,,,,,,,0.0,
600703,三安光电,1995-12-31,1996-05-24,,1996-05-24,28151394.39,,,274317981.2,,,28151394.39,,,274317981.2,,,,,,,,,,,,,0.0,
600703,三安光电,1996-06-30,1996-08-30,,1996-08-30,6905058.64,,,106833200.19,,,,,,,,,,,,,,,,,,,0.0,
600703,三安光电,1996-12-31,1997-03-18,,1997-03-18,30778694.63,,,194158379.48,,,30778694.63,,,194158379.48,,,,,,,,,,,,,0.0,
600703,三安光电,1997-06-30,1997-08-19,,1997-08-19,15317661.7,,,162662083.66,,,39191297.69,,,249987262.95,,,,,,,,,,,,,0.0,
600703,三安光电,1997-12-31,1998-03-17,,1998-03-17,31521229.45,,0.32,312125822.45,,,31521229.45,,0.32,312125822.45,,,,,,,,,,,,,0.0,
600703,三安光电,1998-06-30,1998-08-14,,1998-08-14,18039197.66,,,93336246.84,,,34242765.41,,,242799985.62999997,,,,,,,,,,,,,0.0,
600703,三安光电,1998-12-31,2000-04-28,1999-02-09,2000-04-28,-40289269.9,,0.391,190639480.76,,2914281.84,-40289269.9,,0.391,190639480.76,,2914281.84,-0.07233394517283125,,,0.35550000000000004,,,,,,,0.0,
600703,三安光电,1999-06-30,2000-08-17,1999-08-31,2000-08-17,-45318909.04,,,62321999.93,,-29726914.32,-103647376.6,,,159625233.85,,,,,,0.35550000000000004,,,,,,,0.0,
600703,三安光电,1999-12-31,2001-01-20,2000-04-28,2001-01-20,-117546580.08,,,113765780.74,,-23298141.85,-117546580.08,,,113765780.74,,-23298141.85,0.19820348524086132,,,,,-10191930.005,,,,,0.0,
600703,三安光电,2000-06-30,2001-07-28,2000-08-17,2001-07-28,-16922152.14,-16920000.0,,50269078.88,,-14680694.26,-89149823.18,,,101712859.69,,-8251921.789999999,0.09256240220845717,,,,,-8251921.789999999,,,,,0.0,
600703,三安光电,2000-09-30,2001-10-27,,2001-10-27,-25519537.99,,,71919750.49,,,,,,,,,,,,,,-15775031.82,,,,,0.0,
600703,三安光电,2000-12-31,2002-03-23,2001-01-20,2002-03-23,-24468864.44,-23727800.0,,71746564.41,,97041982.24,-24468864.44,-23727800.0,,71746564.41,,97041982.24,-3.9659373028101172,0.9697139831798421,,,,-8251921.789999999,,,,,0.0,
600703,三安光电,2001-06-30,2002-08-27,2001-07-28,2002-08-27,15377257.85,15942828.26,0.13,171247723.54,,-73994062.65,7830545.549999999,9135028.26,,192725209.07,,37728613.84999999,4.818133501566821,1.166588994556069,,,-7296385.87,37728613.84999999,,,,,0.0,
600703,三安光电,2001-09-30,2002-10-31,,2002-10-31,9569265.93,,,305499964.53,,,10619939.479999997,,,305326778.4499999,,,,,,,-7296385.87,67385298.04499999,,,,,0.0,
600703,三安光电,2001-12-31,2003-03-18,2002-03-23,2003-03-18,13124406.38,13822705.41,0.11,421729398.58,,-34720699.04,13124406.38,13822705.41,0.11,421729398.58,,-34720699.04,-2.6455062449841633,1.0532061420365741,,,9135028.26,37728613.84999999,,,,,0.0,
600703,三安光电,2002-03-31,2002-04-29,,2002-04-29,1218400.0,,,93991700.0,,,,,,,,,,,,,11478866.835,1503957.4049999937,,,,,0.0,
600703,三安光电,2002-06-30,2003-08-08,2002-08-27,2003-08-08,1402369.91,1282399.91,0.0117,186403678.39,,-42345411.56,-850481.5599999987,-837722.9399999995,-0.008300000000000002,436885353.43000007,,-3072047.949999988,3.6121276397809177,0.9849983578715108,,0.05085,6492491.235,-18896373.494999994,,,,,0.0,
600703,三安光电,2002-09-30,2003-10-29,,2003-10-29,9490795.55,8724142.99,,362409226.77,,,13045936.0,,,478638660.81999993,,,,,,0.05085,6492491.235,-18896373.494999994,,,,,0.0,
600703,三安光电,2002-12-31,2004-03-16,2003-03-18,2004-03-16,16081352.33,17193275.62,0.14,498731231.33,,-47382894.48,16081352.33,17193275.62,0.14,498731231.33,,-47382894.48,-2.9464496211308364,1.0691436433443282,,0.06585,8177776.340000001,-25227471.214999992,,,,,0.0,
600703,三安光电,2003-03-31,2004-04-24,2003-04-29,2004-04-24,1885096.88,1892540.83,,90520853.12,,14195613.69,16748049.21,,,495260384.45000005,,,,,,0.06585,8177776.340000001,-25227471.214999992,,,,,0.0,
600703,三安光电,2003-06-30,2004-08-23,2003-08-08,2004-08-23,4712277.01,4733895.52,0.039,251724506.71,,-22947065.19,19391259.43,20644771.23,0.16730000000000003,564052059.65,,-27984548.11,-1.4431526849001577,1.0646431349405139,,0.15365,18919023.425,-37683721.295,,,,,0.0,
600703,三安光电,2003-09-30,2004-10-26,2003-10-29,2004-10-26,11138661.86,11083339.76,,410970522.59,,-21928982.36,17729218.639999997,19552472.39,,547292527.15,,,,1.1028389229678992,,0.15365,19552472.39,-37683721.295,,,,,0.0,
