code,name,report_date,profit_notice_date,cash_notice_date,available_date,p_PARENT_NETPROFIT,p_DEDUCT_PARENT_NETPROFIT,p_BASIC_EPS,p_TOTAL_OPERATE_INCOME,p_RESEARCH_EXPENSE,c_NETCASH_OPERATE,ttm_parent_netprofit,ttm_deduct_netprofit,ttm_basic_eps_approx,ttm_revenue,ttm_research_expense,ttm_operating_cashflow,cash_conversion,deduct_quality,rd_intensity,normalized_eps_4q_median,normalized_deduct_np_4q_median,normalized_cfo_4q_median,quality_factor,quality_adjusted_eps,normalized_owner_eps,historical_owner_eps_growth,assumed_growth,neutral_value_fundamental
603228,景旺电子,2011-12-31,2014-11-21,2014-11-21,2014-11-21,103420050.27,98985360.32,,1164916696.69,,94253927.59,103420050.27,98985360.32,,1164916696.69,,94253927.59,0.9113699649529285,0.9571196306864839,,,,,,,,,0.0,
603228,景旺电子,2012-12-31,2014-11-21,2014-11-21,2014-11-21,175482383.31,175886401.66,,1400871886.34,,250913491.02,175482383.31,175886401.66,,1400871886.34,,250913491.02,1.4298500298844614,1.002302329968281,,,137435880.99,172583709.305,,,,,0.0,
603228,景旺电子,2013-12-31,2014-11-21,2014-11-21,2014-11-21,264395401.51,262202328.28,0.73,1760528085.29,,231488687.11,264395401.51,262202328.28,0.73,1760528085.29,,231488687.11,0.8755397627490303,0.9917053276362787,,,175886401.66,231488687.11,0.8755397627490303,0.6391440268067922,,,0.0,
603228,景旺电子,2014-06-30,2014-11-21,2014-11-21,2014-11-21,158319992.88,154184301.72,1.01,1043726544.92,,146917861.36,,,,,,,,,,,175886401.66,231488687.11,,,,,0.0,
603228,景旺电子,2014-12-31,2016-10-14,2016-10-14,2016-10-14,325561012.63,318876930.39,0.9,2237393243.35,,359602499.16,325561012.63,318876930.39,0.9,2237393243.35,,359602499.16,1.1045625403822177,0.9794690335123252,,0.815,262202328.28,250913491.02,0.9794690335123252,0.8815221301610927,0.7603330784839424,,0.0,9.96386589012887
603228,景旺电子,2015-09-30,2017-01-05,2017-01-05,2017-01-05,323415929.68,313607029.68,0.9,1954682337.68,,407624745.76,,,,,,,,,,0.815,290539629.335,295545593.135,,,0.7603330784839424,,0.0,9.96386589012887
603228,景旺电子,2015-12-31,2016-12-16,2016-12-16,2016-12-16,422453388.76,411292589.41,1.17,2677309711.2,,565345288.27,422453388.76,411292589.41,1.17,2677309711.2,,565345288.27,1.3382429951134285,0.9735809922539395,,1.035,365084759.9,462473893.71500003,0.9735809922539395,1.1390897609371091,1.010305945549101,,0.0,13.239661977515398
603228,景旺电子,2016-03-31,2017-04-28,2017-04-28,2017-04-28,103230329.67,101584272.2,0.29,680118028.21,,88768397.01,,,,,,,,,,1.035,365084759.9,462473893.71500003,,,1.010305945549101,,0.0,13.239661977515398
603228,景旺电子,2016-06-30,2016-10-14,2016-10-14,2016-10-14,244536190.22,237659932.12,0.68,1497885984.44,,199231188.94,,,,,,,,,,,,,,,,,0.0,
603228,景旺电子,2016-09-30,2017-01-05,2017-01-05,2017-01-05,409656174.63,399583902.54,1.14,2399905466.7,,328250550.85,508693633.71,497269462.27000004,1.4099999999999997,3122532840.2199993,,485971093.36,0.955331581045589,0.9775421379727494,,1.2899999999999998,454281025.84000003,525658190.815,0.955331581045589,1.3470175292742803,1.2430536451056948,,0.0,16.28972902081961
603228,景旺电子,2016-12-31,2017-04-26,2017-04-26,2017-04-26,537459011.72,521056915.97,1.49,3283195794.98,,541051721.78,537459011.72,521056915.97,1.49,3283195794.98,,541051721.78,1.0066846214904879,0.9694821458151585,,1.4499999999999997,509163189.12,513511407.57,0.9694821458151585,1.4445283972645862,1.3957729632694331,,0.0,18.291055607911595
603228,景旺电子,2017-03-31,2017-04-28,2017-04-28,2017-04-28,151141600.89,148409626.63,0.37,904634323.36,,200099866.56,585370282.94,567882270.4,1.5699999999999998,3507712090.13,,652383191.3299999,1.114479518935314,0.9701248712999793,,1.49,521056915.97,541051721.78,0.9701248712999793,1.5230960479409672,1.4445283972645862,,0.0,18.929976390776094
