SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,ACCEPT_DEPOSIT_INTERBANK,ACCOUNTS_PAYABLE,ACCOUNTS_RECE,ACCRUED_EXPENSE,ADVANCE_RECEIVABLES,AGENT_TRADE_SECURITY,AGENT_UNDERWRITE_SECURITY,AMORTIZE_COST_FINASSET,AMORTIZE_COST_FINLIAB,AMORTIZE_COST_NCFINASSET,AMORTIZE_COST_NCFINLIAB,APPOINT_FVTPL_FINASSET,APPOINT_FVTPL_FINLIAB,ASSET_BALANCE,ASSET_OTHER,ASSIGN_CASH_DIVIDEND,AVAILABLE_SALE_FINASSET,BOND_PAYABLE,BORROW_FUND,BUY_RESALE_FINASSET,CAPITAL_RESERVE,CIP,CONSUMPTIVE_BIOLOGICAL_ASSET,CONTRACT_ASSET,CONTRACT_LIAB,CONVERT_DIFF,CREDITOR_INVEST,CURRENT_ASSET_BALANCE,CURRENT_ASSET_OTHER,CURRENT_LIAB_BALANCE,CURRENT_LIAB_OTHER,DEFER_INCOME,DEFER_INCOME_1YEAR,DEFER_TAX_ASSET,DEFER_TAX_LIAB,DERIVE_FINASSET,DERIVE_FINLIAB,DEVELOP_EXPENSE,DIV_HOLDSALE_ASSET,DIV_HOLDSALE_LIAB,DIVIDEND_PAYABLE,DIVIDEND_RECE,EQUITY_BALANCE,EQUITY_OTHER,EXPORT_REFUND_RECE,FEE_COMMISSION_PAYABLE,FIN_FUND,FINANCE_RECE,FIXED_ASSET,FIXED_ASSET_DISPOSAL,FVTOCI_FINASSET,FVTOCI_NCFINASSET,FVTPL_FINASSET,FVTPL_FINLIAB,GENERAL_RISK_RESERVE,GOODWILL,HOLD_MATURITY_INVEST,HOLDSALE_ASSET,HOLDSALE_LIAB,INSURANCE_CONTRACT_RESERVE,INTANGIBLE_ASSET,INTEREST_PAYABLE,INTEREST_RECE,INTERNAL_PAYABLE,INTERNAL_RECE,INVENTORY,INVEST_REALESTATE,LEASE_LIAB,LEND_FUND,LIAB_BALANCE,LIAB_EQUITY_BALANCE,LIAB_EQUITY_OTHER,LIAB_OTHER,LOAN_ADVANCE,LOAN_PBC,LONG_EQUITY_INVEST,LONG_LOAN,LONG_PAYABLE,LONG_PREPAID_EXPENSE,LONG_RECE,LONG_STAFFSALARY_PAYABLE,MINORITY_EQUITY,MONETARYFUNDS,NONCURRENT_ASSET_1YEAR,NONCURRENT_ASSET_BALANCE,NONCURRENT_ASSET_OTHER,NONCURRENT_LIAB_1YEAR,NONCURRENT_LIAB_BALANCE,NONCURRENT_LIAB_OTHER,NOTE_ACCOUNTS_PAYABLE,NOTE_ACCOUNTS_RECE,NOTE_PAYABLE,NOTE_RECE,OIL_GAS_ASSET,OTHER_COMPRE_INCOME,OTHER_CREDITOR_INVEST,OTHER_CURRENT_ASSET,OTHER_CURRENT_LIAB,OTHER_EQUITY_INVEST,OTHER_EQUITY_OTHER,OTHER_EQUITY_TOOL,OTHER_NONCURRENT_ASSET,OTHER_NONCURRENT_FINASSET,OTHER_NONCURRENT_LIAB,OTHER_PAYABLE,OTHER_RECE,PARENT_EQUITY_BALANCE,PARENT_EQUITY_OTHER,PERPETUAL_BOND,PERPETUAL_BOND_PAYBALE,PREDICT_CURRENT_LIAB,PREDICT_LIAB,PREFERRED_SHARES,PREFERRED_SHARES_PAYBALE,PREMIUM_RECE,PREPAYMENT,PRODUCTIVE_BIOLOGY_ASSET,PROJECT_MATERIAL,RC_RESERVE_RECE,REINSURE_PAYABLE,REINSURE_RECE,SELL_REPO_FINASSET,SETTLE_EXCESS_RESERVE,SHARE_CAPITAL,SHORT_BOND_PAYABLE,SHORT_FIN_PAYABLE,SHORT_LOAN,SPECIAL_PAYABLE,SPECIAL_RESERVE,STAFF_SALARY_PAYABLE,SUBSIDY_RECE,SURPLUS_RESERVE,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIAB_EQUITY,TOTAL_LIABILITIES,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_OTHER_PAYABLE,TOTAL_OTHER_RECE,TOTAL_PARENT_EQUITY,TRADE_FINASSET,TRADE_FINASSET_NOTFVTPL,TRADE_FINLIAB,TRADE_FINLIAB_NOTFVTPL,TREASURY_SHARES,UNASSIGN_RPOFIT,UNCONFIRM_INVEST_LOSS,USERIGHT_ASSET,ACCEPT_DEPOSIT_INTERBANK_YOY,ACCOUNTS_PAYABLE_YOY,ACCOUNTS_RECE_YOY,ACCRUED_EXPENSE_YOY,ADVANCE_RECEIVABLES_YOY,AGENT_TRADE_SECURITY_YOY,AGENT_UNDERWRITE_SECURITY_YOY,AMORTIZE_COST_FINASSET_YOY,AMORTIZE_COST_FINLIAB_YOY,AMORTIZE_COST_NCFINASSET_YOY,AMORTIZE_COST_NCFINLIAB_YOY,APPOINT_FVTPL_FINASSET_YOY,APPOINT_FVTPL_FINLIAB_YOY,ASSET_BALANCE_YOY,ASSET_OTHER_YOY,ASSIGN_CASH_DIVIDEND_YOY,AVAILABLE_SALE_FINASSET_YOY,BOND_PAYABLE_YOY,BORROW_FUND_YOY,BUY_RESALE_FINASSET_YOY,CAPITAL_RESERVE_YOY,CIP_YOY,CONSUMPTIVE_BIOLOGICAL_ASSET_YOY,CONTRACT_ASSET_YOY,CONTRACT_LIAB_YOY,CONVERT_DIFF_YOY,CREDITOR_INVEST_YOY,CURRENT_ASSET_BALANCE_YOY,CURRENT_ASSET_OTHER_YOY,CURRENT_LIAB_BALANCE_YOY,CURRENT_LIAB_OTHER_YOY,DEFER_INCOME_1YEAR_YOY,DEFER_INCOME_YOY,DEFER_TAX_ASSET_YOY,DEFER_TAX_LIAB_YOY,DERIVE_FINASSET_YOY,DERIVE_FINLIAB_YOY,DEVELOP_EXPENSE_YOY,DIV_HOLDSALE_ASSET_YOY,DIV_HOLDSALE_LIAB_YOY,DIVIDEND_PAYABLE_YOY,DIVIDEND_RECE_YOY,EQUITY_BALANCE_YOY,EQUITY_OTHER_YOY,EXPORT_REFUND_RECE_YOY,FEE_COMMISSION_PAYABLE_YOY,FIN_FUND_YOY,FINANCE_RECE_YOY,FIXED_ASSET_DISPOSAL_YOY,FIXED_ASSET_YOY,FVTOCI_FINASSET_YOY,FVTOCI_NCFINASSET_YOY,FVTPL_FINASSET_YOY,FVTPL_FINLIAB_YOY,GENERAL_RISK_RESERVE_YOY,GOODWILL_YOY,HOLD_MATURITY_INVEST_YOY,HOLDSALE_ASSET_YOY,HOLDSALE_LIAB_YOY,INSURANCE_CONTRACT_RESERVE_YOY,INTANGIBLE_ASSET_YOY,INTEREST_PAYABLE_YOY,INTEREST_RECE_YOY,INTERNAL_PAYABLE_YOY,INTERNAL_RECE_YOY,INVENTORY_YOY,INVEST_REALESTATE_YOY,LEASE_LIAB_YOY,LEND_FUND_YOY,LIAB_BALANCE_YOY,LIAB_EQUITY_BALANCE_YOY,LIAB_EQUITY_OTHER_YOY,LIAB_OTHER_YOY,LOAN_ADVANCE_YOY,LOAN_PBC_YOY,LONG_EQUITY_INVEST_YOY,LONG_LOAN_YOY,LONG_PAYABLE_YOY,LONG_PREPAID_EXPENSE_YOY,LONG_RECE_YOY,LONG_STAFFSALARY_PAYABLE_YOY,MINORITY_EQUITY_YOY,MONETARYFUNDS_YOY,NONCURRENT_ASSET_1YEAR_YOY,NONCURRENT_ASSET_BALANCE_YOY,NONCURRENT_ASSET_OTHER_YOY,NONCURRENT_LIAB_1YEAR_YOY,NONCURRENT_LIAB_BALANCE_YOY,NONCURRENT_LIAB_OTHER_YOY,NOTE_ACCOUNTS_PAYABLE_YOY,NOTE_ACCOUNTS_RECE_YOY,NOTE_PAYABLE_YOY,NOTE_RECE_YOY,OIL_GAS_ASSET_YOY,OTHER_COMPRE_INCOME_YOY,OTHER_CREDITOR_INVEST_YOY,OTHER_CURRENT_ASSET_YOY,OTHER_CURRENT_LIAB_YOY,OTHER_EQUITY_INVEST_YOY,OTHER_EQUITY_OTHER_YOY,OTHER_EQUITY_TOOL_YOY,OTHER_NONCURRENT_ASSET_YOY,OTHER_NONCURRENT_FINASSET_YOY,OTHER_NONCURRENT_LIAB_YOY,OTHER_PAYABLE_YOY,OTHER_RECE_YOY,PARENT_EQUITY_BALANCE_YOY,PARENT_EQUITY_OTHER_YOY,PERPETUAL_BOND_PAYBALE_YOY,PERPETUAL_BOND_YOY,PREDICT_CURRENT_LIAB_YOY,PREDICT_LIAB_YOY,PREFERRED_SHARES_PAYBALE_YOY,PREFERRED_SHARES_YOY,PREMIUM_RECE_YOY,PREPAYMENT_YOY,PRODUCTIVE_BIOLOGY_ASSET_YOY,PROJECT_MATERIAL_YOY,RC_RESERVE_RECE_YOY,REINSURE_PAYABLE_YOY,REINSURE_RECE_YOY,SELL_REPO_FINASSET_YOY,SETTLE_EXCESS_RESERVE_YOY,SHARE_CAPITAL_YOY,SHORT_BOND_PAYABLE_YOY,SHORT_FIN_PAYABLE_YOY,SHORT_LOAN_YOY,SPECIAL_PAYABLE_YOY,SPECIAL_RESERVE_YOY,STAFF_SALARY_PAYABLE_YOY,SUBSIDY_RECE_YOY,SURPLUS_RESERVE_YOY,TAX_PAYABLE_YOY,TOTAL_ASSETS_YOY,TOTAL_CURRENT_ASSETS_YOY,TOTAL_CURRENT_LIAB_YOY,TOTAL_EQUITY_YOY,TOTAL_LIAB_EQUITY_YOY,TOTAL_LIABILITIES_YOY,TOTAL_NONCURRENT_ASSETS_YOY,TOTAL_NONCURRENT_LIAB_YOY,TOTAL_OTHER_PAYABLE_YOY,TOTAL_OTHER_RECE_YOY,TOTAL_PARENT_EQUITY_YOY,TRADE_FINASSET_NOTFVTPL_YOY,TRADE_FINASSET_YOY,TRADE_FINLIAB_NOTFVTPL_YOY,TRADE_FINLIAB_YOY,TREASURY_SHARES_YOY,UNASSIGN_RPOFIT_YOY,UNCONFIRM_INVEST_LOSS_YOY,USERIGHT_ASSET_YOY,OPINION_TYPE,OSOPINION_TYPE,LISTING_STATE
603160.SH,603160,汇顶科技,10362298,通用,2026-06-30 00:00:00,中报,2026中报,058001001,2026-08-21 00:00:00,2026-08-21 00:00:00,CNY,,285336727.22,605491451.1,,4840320.87,,,,,,,,,0.0,,,,,,,2243176780.14,2887257.24,,,8626350.38,,,0.0,,0.0,,9800989.88,,523776545.37,26199088.88,,,,,,,,0.0,,,,,10076741.77,502720076.5,,,,,,,380557336.3,,,,,1246722917.17,,,,,691906254.86,202612967.03,21613314.66,,0,,,,,,,,,11484979.8,44249342.8,,1659.52,3262674376.33,233361870.07,0,,247760824.65,0.0,,287625176.61,605491451.1,2288449.39,,,-100302472.07,,285047478.9,1060666.38,820978.0,,,113070136.58,165184681.67,,,,0,,,,,,,,,24080609.19,,,,,,,,465982755,,,5000000.0,,,170098618.91,,232667996.5,24882923.9,10553230651.0,7326354706.05,1189919914.01,9305697343.57,10553230651.0,1247533307.43,3226875944.95,57613393.42,440025032.31,21504906.59,9305695684.05,,2192211017.24,,,571716654.38,7035887278.86,,32788726.49,,-18.6695353707,1.838610695,,-62.0715865654,,,,,,,,,,,,,,,,10.6756650444,,,,-20.2329033231,,,,,,,,-7.785042397,5.3476018874,-0.7258043723,,,,,,,,,,,,,160.1445819284,,-25.6425402738,,,,,,-4.8361983052,,,,,-13.8806270822,,,,,9.8247284584,8.4295787448,73.6591538299,,,,,,,,,,,6.7903685079,,,18.639681439,-6.4536060134,344.2348815441,,,1182.7292713927,,,-27.5782924337,1.838610695,-95.059163805,,,-802.4056602058,,-9.5248141052,-21.9462743453,-73.9040686586,,,6.2998643623,-10.2984306088,,,,,,,,,,,,,11.5085987032,,,,,,,,0.844773085,,,-94.1830873264,,,3.5438484769,,0.7514609412,-11.0079513807,0.8206810387,5.7149897448,2.2564100802,3.1719830821,0.8206810387,-13.8283190561,-8.7689746513,-79.7183878237,-0.9098776302,-87.2067285245,3.1719806833,32.3153400272,,,,67.2610662298,6.1650077426,,31.5881271823,,,0
603160.SH,603160,汇顶科技,10362298,通用,2026-03-31 00:00:00,一季报,2026一季报,058001001,2026-04-24 00:00:00,2026-04-24 00:00:00,CNY,,300492846.24,508282155.68,,3491617.67,,,,,,,,,0.0,,,,,,,2221657482.73,1463810.78,,,8084010.08,,252635833.33,0.0,,0.0,,10070496.91,,517254491.62,24716510.64,,,,,,,,0.0,,,,,,530550246.17,,,,,,,386592338.92,,,,,1296442136.41,,,,,807005753.84,181212595.17,24415140.92,,0,,,,,,,,,12677863.15,43648887.34,,1419.85,3868237069.06,30761578.2,0,,249934999.4,0.0,,304324411.84,511412155.68,3831565.6,3130000.0,,-64407322.56,,162564260.92,1034020.94,820978.0,,,117635581.93,165184681.67,,,,0,,,,,,,,,23252747.1,,,,,,,,465775431,,,53956250.0,,,332900087.62,,232667996.5,20814421.44,10806257357.81,7264877897.18,1369383948.47,9377671260.87,10806257357.81,1428586096.94,3541379460.63,59202148.47,394844129.48,32429063.18,9377669841.02,,1829215269.2,,,559969315.14,7081945568.49,,35260016.14,,6.3985611464,-5.2239937689,,-8.5499988434,,,,,,,,,,,,,,,,11.1063179796,,,,-23.5820229807,,,,,,,,-8.2158397212,-3.039719239,-4.2174654935,,,,,,,,,,,,,,,-22.2513651205,,,,,,-3.5898915209,,,,,-9.9125802338,,,,,43.1383207277,-3.9904067836,64.7642962157,,,,,,,,,,,11.2602123945,,,-11.6849431801,15.8329329175,-46.1565303059,,,1129.3082179698,,,5.6838723912,-4.6403634049,-30.7804329478,,,-234.5594386813,,-57.1291512711,-19.0432974923,-73.9040686586,,,4.8270549307,-10.2984306088,,,,,,,,,,,,,36.7183754263,,,,,,,,0.8292677076,,,-36.5559837497,,,3.7854166957,,0.7514609412,11.2312127257,3.6766692782,7.1290353608,17.8210310665,4.5205221936,3.6766692782,-1.5413724418,-2.7523484657,-79.4930432457,-4.5018898398,-85.1150271479,4.5205250975,9.7330706005,,,,63.8242720214,7.7335504465,,25.187256902,,,0
603160.SH,603160,汇顶科技,10362298,通用,2025-12-31 00:00:00,年报,2025年报,058001001,2026-03-27 00:00:00,2026-08-21 00:00:00,CNY,,409553053.83,592638069.19,,4379711.04,,,,,,,,,0.0,,,,,,,2183431755.32,,,,7591083.58,,201102500.0,0.0,,0.0,,10485980.67,,524626301.18,24177957.19,,,,,,,,0.0,,,,,,536631397.98,,,,,,,392677401.48,,,,,1348210556.99,,,,,745653899.61,183095511.1,26231213.96,,0,,,,,,,,,13813293.83,48567099.38,,1577.84,3493273256.21,31909862.11,0,,251570651.9,0.0,,414959108.63,592638069.19,5406054.8,,,-26424720.44,,153820306.15,915786.64,1795978.0,,,119089008.34,165184681.67,,,,0,,,,,,,,,23805280.21,,,,,,,,465335993,,,104956250.0,,,294232356.87,,232667996.5,27985177.6,11059407398.13,7485526466.51,1624447598.97,9374064647.34,11059407398.13,1685342750.79,3573880931.62,60895151.82,517857472.71,31606879.51,9374063069.5,,2412818913.52,,,445703897.89,6964755943.01,,39087201.67,,28.5063456303,14.9123177262,,41.2184843229,,,,,,,,,,,,,,,,10.8394884868,,,,-43.4856122814,,,,,,,,-5.7670248555,-3.7399504349,-14.5318942213,,,,,,,,,,,,,,,-22.6028902465,,,,,,-2.2107310102,,,,,13.3714945024,,,,,30.8878405898,-3.9509916241,44.7469846464,,,,,,,,,,,101.4071237644,,,0.3670320024,0.3906026108,-47.3406407568,,,1132.57334354,,,29.525936942,14.9123177262,224.69038239,,,-218.0869342461,,-38.9780764443,-40.2727579064,-42.9123331214,,,-6.1974759193,-10.2984306088,,,,,,,,,,,,,-4.1121276339,,,,,,,,0.7514609412,,,-43.3065943023,,,8.6297138605,,0.7514609412,20.3381965966,7.3276885089,13.8201574692,26.1016982985,7.4822951656,7.3276885089,6.4758017203,-4.1266702585,-79.332124113,28.3614000633,-59.9204335618,7.4822964482,84.9303425833,,,,30.394853137,9.1958080825,,24.9400102615,标准无保留意见,,0
603160.SH,603160,汇顶科技,10362298,通用,2025-09-30 00:00:00,三季报,2025三季报,058001001,2025-10-24 00:00:00,2025-10-24 00:00:00,CNY,,400129190.8,652744574.31,,2491463.14,,,,,,,,,0.0,,,,,,,2172600953.06,,,,8678289.28,,100000000.0,0.0,,0.0,,11173069.57,,494848437.91,28315067.02,,,,,,69504069.6,,0.0,,,,,3873515.91,648047004.61,,,,,,,396943619.92,,,,,1419826658.45,,,,,690159468.26,184978427.08,26448985.24,,0,,,,,,,234602253.95,,10295942.9,,,1111.37,3620408514.01,36349384.61,0,,18016359.05,0.0,,447101299.8,652744574.31,46972109.0,,,-3424905.02,,179394233.69,1115584.44,1795978.0,,,113280250.69,184149154.57,,,,0,,,,,,,,,8276286.62,,,,,,,,464581189,,,86000000.0,,,189261372.52,,230932628.0,37983014.97,10956943816.84,7364728169.93,1327861902.11,9328542538.95,10956943816.84,1628401277.89,3592215646.91,300539375.78,537214518.91,85501921.07,9328541427.58,,2088020271.45,,,341810958.92,6805662521.46,,38050172.78,,32.6810229189,23.1219674117,,-21.5962381095,,,,,,,,,,,,,,,,35.3924433672,,,,-57.7763721652,,,,,,,,-12.1748302672,-9.7126210443,-50.4907375331,,,,,,,,,,,,,-57.997975154,,108.4400825454,,,,,,-21.704649473,,,,,9.4723748004,,,,,11.4289822259,279.2888608307,23.5347705688,,,,,,,,,-2.0833333423,,21.1178855576,,,29.4533552317,8.4882213141,-47.2530179517,,,-27.9999434513,,,46.9698763328,23.1219674117,1678.8418597692,,,84.6398909217,,47.4510516905,-53.6154424977,-42.9123331214,,,-59.9016286453,-10.4690318725,,,,,,,,,,,,,-84.8726228184,,,,,,,,1.3781105366,,,-53.5463658601,,,-14.8577341351,,0.7203356353,-15.7085112656,10.771838652,27.6681834926,17.5117840888,10.6516055809,10.771838652,11.4656793165,-12.869609148,-9.1799263987,66.7696728592,2750.3613568598,10.6516036662,103.8162081763,,,,436.9349245282,9.3403238907,,-2.1319315019,,,0
603160.SH,603160,汇顶科技,10362298,通用,2025-06-30 00:00:00,中报,2025中报,058001001,2025-08-22 00:00:00,2025-08-22 00:00:00,CNY,,350836219.27,594559810.83,,12761727.77,,,,,,,,,0.0,,,,,,,2026802169.42,,,,10814421.91,,,0.0,,0.0,,10628416.62,,497188864.28,26390633.25,,,,,,896799.16,,0.0,,,,,3873515.91,676085598.34,,,,,,,399897155.77,,,,,1447668364.19,,,,,630009529.34,186861342.98,12445825.16,,0,,,,,,,234602253.95,,10754696.29,,,1398.79,3487760711.33,52531190.09,0,,19315129.87,0.0,,397153265.61,594559810.83,46317046.34,,,14279849.63,,315055974.83,1358892.7,3146000.0,,,106369031.85,184149154.57,,,,0,,,,,,,,,21595293.52,,,,,,,,462079234,,,85956250.0,,,164276894.68,,230932628.0,27960839.52,10467327280.75,6930289378.77,1163662906.88,9019597244.89,10467327280.75,1447730035.86,3537037901.98,284067128.98,444065484.82,168095444.79,9019595846.1,,1656807908.13,,,341810958.92,6627312923.97,,24917693.71,,39.1322561947,31.2020767848,,270.6275638869,,,,,,,,,,,,,,,,24.2532994563,,,,-27.0160248463,,,,,,,,-19.6950114633,-11.0312668818,-55.796842967,,,,,,,,,,,,,-64.6300196361,,111.7448816562,,,,,,-21.7711451296,,,,,30.8049492926,,,,,2.5971727474,279.6647436127,-53.3445132911,,,,,,,,,-2.0833333423,,10.6764637598,,,20.8823402325,-1.4756741663,-23.7714263837,,,-23.7649430625,,,29.2342100706,30.7979903544,-16.0201417285,,,107.4730566774,,838.2228786208,90.2490809117,0.0,,,-60.3487562933,-10.4690318725,,,,,,,,,,,,,-60.1885989044,,,,,,,,0.8902408211,,,-77.6880929615,,,-1.3900114839,,0.7203356353,-32.5747683489,4.9431744839,19.0099322224,-9.0868209067,7.9531725223,4.9431744839,-10.5886664925,-14.7905927014,-16.2557503901,32.5421439218,539.5516310275,7.9531707317,62.3222267196,,,,436.9349245282,8.7619975074,,-43.3186842693,,,0
603160.SH,603160,汇顶科技,10362298,通用,2025-03-31 00:00:00,一季报,2025一季报,058001001,2025-04-23 00:00:00,2025-04-23 00:00:00,CNY,,282421907.78,536298347.96,,3818061.92,,,,,,,,,0.0,,,,,,,1999577992.62,,,,10578675.85,,,0.0,,0.0,,10971933.37,,533470496.95,25804820.02,,,57847502.69,,,,,0.0,,,,,3670921.55,682391719.15,,,,,,,400987349.79,,,,,1439093427.0,,,,,563794342.24,188744258.88,14818223.05,,0,,,,,,,237098022.62,,11394786.04,,,1607.71,3339496783.54,57131493.15,0,,20331353.5,0.0,,287957287.1,536298347.96,5535379.32,,,47865332.37,,379195340.75,1277251.8,3146000.0,,,112218722.55,184149154.57,,,,0,,,,,,,,,17007770.19,,,,,,,,461944673,,,85045451.39,,,320758058.52,,230932628.0,18712752.41,10423036767.14,6781427530.56,1162257651.35,8972086116.73,10423036767.14,1450950650.41,3641609236.58,288692999.06,413457532.11,217864442.9,8972084509.02,,1666968088.28,,321226.75,341810958.92,6573574841.95,,28165818.96,,-5.4878422788,-12.8314603559,,-49.5891284848,,,,,,,,,100.0,,,,,,,24.6660772835,,,,-3.3542192188,,,-100.0,,100.0,,,-31.551135056,-5.6419719472,-58.8233633947,,,-88.6481592256,,,,,-100.0,,,,,,,110.7624768963,,,,,,-21.3192475101,,,,,26.7449178325,,,,,-5.5814877416,298.7076487168,-49.2681023611,,,,,,,,,-2.0618556789,,6.6720009847,,,40.5414619648,-6.5144976846,-23.7987792927,,,-28.3888965939,,,-30.8315563262,-16.8507118182,-95.2887331595,,,19576.4769669866,,533.9029861679,9.4610077301,,,,-59.2345464078,-10.4690318725,,,,,,,,,,,,,-1.7351069065,,,,,,,,0.8608608129,,,-71.6825058834,,,127.608455064,,0.7203356353,-68.7336154387,5.2446365223,17.5706260214,-10.9402399829,8.7710187441,5.2446365223,-12.3307292832,-11.9462608825,-17.5154447724,21.7709482184,435.4390871186,8.7710143382,119.0909423953,,,,436.9349245282,9.1813576641,,-43.1158007205,,,0
603160.SH,603160,汇顶科技,10362298,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-03-21 00:00:00,2026-03-27 00:00:00,CNY,,318702591.55,515730672.67,,3101372.36,,,,,,,,,0.0,,,,,,,1969904214.76,,,,13432125.67,,,0.0,,0.0,,11127718.99,,545009381.93,28288865.15,,,355579322.52,,,,,0.0,,,,,4822795.5,693348110.4,,,,,,,401554695.66,,285627354.52,46072918.64,,1189197128.35,,,,,569689205.85,190627174.81,18122114.27,,0,,,,,,,237098022.62,,6858393.87,,,1572.07,3479681529.31,60596753.49,0,,20410197.35,0.0,,320367579.21,515730672.67,1664987.66,,,22377344.8,,252073840.33,1533281.31,3146000.0,,,126957146.95,184149154.57,,,,0,,,,,,,,,24826163.75,,,,,,,,461865256,,,185129555.56,,,270858079.63,,230932628.0,23255440.41,10304337633.45,6576626348.93,1288204378.6,8721496533.82,10304337633.45,1582841099.63,3727711284.52,294636721.03,403437071.0,78860332.88,8721494961.75,,1304717700.63,,606757.46,341810958.92,6378226477.11,,31284775.46,,-3.4409436732,-15.8183350642,,-30.0495244714,,,,,,,,,,,,,,,,26.3239651531,,,,80.9464184275,,,,,,,,-12.4765813,-6.9055372718,-57.6952352426,,,-33.283808642,,,,,,,,,,-49.498095176,,108.1010995956,,,,,,-21.5177447035,,,,,5.9606201831,,,,,-20.4209930989,299.0891965178,-47.9238608761,,,,,,,,,-2.0618556789,,-30.7419753004,,,87.157874686,13.4170882644,-19.1768614429,,,-29.0907546586,,,-20.3238341078,-16.6438256756,-97.6883946147,,,479.0175106848,,352.9343130083,751.4364924365,,,,-56.9706235227,-10.4690318725,,,,,,,,,,,,,300.3002459392,,,,,,,,0.843520929,,,-12.3404292699,,,-6.5795457367,,0.7203356353,-39.46464735,5.9350757153,18.4379014386,-2.7974480511,8.4051256132,5.9350757153,-5.8813297844,-10.696934427,-17.3464695771,17.6789903992,56.2976126951,8.405117391,36.8568578446,,,,436.9349245282,8.8734570217,,-43.7505897915,标准无保留意见,,0
603160.SH,603160,汇顶科技,10362298,通用,2024-09-30 00:00:00,三季报,2024三季报,058001001,2024-10-25 00:00:00,2024-10-25 00:00:00,CNY,,301572283.66,530160935.56,,3177734.18,,,,,,,,,0.0,,,,,,,1604669285.1,532514544.61,,,20553158.8,,,0.0,,0.0,,12721944.75,,548081518.85,57191453.9,,,339866673.14,,,,,0.0,,,,,9222212.32,310903256.56,,,,,,,506982365.17,,,,,1296972556.81,,,,,619371598.37,48769802.17,21410154.5,,0,,,,,,,239593791.29,,8500761.76,,,858.51,3337144318.67,68912728.65,0,,25022701.25,0.0,,304212884.27,530160935.56,2640600.61,,,-22297400.38,,121663583.7,2405077.25,3146000.0,,,282505864.61,205682076.74,,,,0,,,,,,,,,54710651.56,,,,,,,,458265780,,,185130833.34,,,222288390.61,,229281035.0,45061506.85,9891452511.92,5768648044.06,1129981909.82,8430553257.66,9891452511.92,1460899254.26,4122804467.86,330917344.44,322129623.27,2999687.07,8430552399.15,,1024462328.16,,,63659662.15,6224293361.58,,38879047.44,,36.3918193823,4.0969592725,,-5.8404060793,,,,,,,,,,,,,,,,3.3892939932,39.8615667631,,,217.7646415185,,,,,100.0,,,-17.1577085267,-9.2215497544,-22.1835330447,,,-38.156682761,,,,,,,,,,,,-8.7657657129,,,,,,-1.1736992491,,,,,17.8266052955,,,,,-9.7853425128,1.1987459025,-57.1367196785,,,,,,,,,-3.2277911556,,-20.9323462159,,,-85.5669184511,-9.2567739013,4.1553633282,,,-3.1346830448,,,32.2564448249,0.7100426234,-70.3640491106,,,-238.6034567466,,109.6586084097,336.7605715318,,,,-11.4882798333,-10.630797176,,,,,,,,,,,,,426.0002637334,,,,,,,,0.0595290574,,,-31.5390949294,,,-10.2033151412,,0.0,26.9981396945,6.0791319607,11.8752931612,8.5834701592,6.7489268539,6.0791319607,2.3723520183,-1.0909420592,-14.3560585609,45.7815978024,-92.692588417,6.7489963836,1036.6349355167,,,,0.0,9.0875050777,,-45.5668237791,,,0
