date,close,pe_ttm,pb,pe_anchor,pb_anchor,pe_rel,pb_rel,ratio_universal,ratio_typed,neutral_universal,neutral_typed,ret,code,valuation_type
2018-01-04,40.44,66.11361139,8.48101853,,,,,,,,,0.0,002916,GROWTH_TECH_CONSENSUS
2018-01-05,39.11,63.94312805,8.2025901,,,,,,,,,-0.03288822947576653,002916,GROWTH_TECH_CONSENSUS
2018-01-08,41.72,68.21519049,8.75060797,,,,,,,,,0.06673485042188698,002916,GROWTH_TECH_CONSENSUS
2018-01-09,38.87,63.55726435,8.15309171,,,,,,,,,-0.06831255992329821,002916,GROWTH_TECH_CONSENSUS
2018-01-10,40.04,65.45902118,8.39704805,,,,,,,,,0.030100334448160515,002916,GROWTH_TECH_CONSENSUS
2018-01-11,40.5,66.21696774,8.49427703,,,,,,,,,0.011488511488511488,002916,GROWTH_TECH_CONSENSUS
2018-01-12,39.63,64.79754054,8.31219367,,,,,,,,,-0.021481481481481435,002916,GROWTH_TECH_CONSENSUS
2018-01-15,35.7,58.36877562,7.48751516,,,,,,,,,-0.09916729750189246,002916,GROWTH_TECH_CONSENSUS
2018-01-16,34.62,56.60482726,7.26123682,,,,,,,,,-0.03025210084033625,002916,GROWTH_TECH_CONSENSUS
2018-01-17,35.32,57.7417471,7.40708028,,,,,,,,,0.02021952628538415,002916,GROWTH_TECH_CONSENSUS
2018-01-18,33.68,55.06137244,7.06324326,,,,,,,,,-0.04643261608154026,002916,GROWTH_TECH_CONSENSUS
2018-01-19,34.3,56.07426467,7.19317653,,,,,,,,,0.018408551068883616,002916,GROWTH_TECH_CONSENSUS
2018-01-22,30.93,50.57570689,6.4878245,,,,,,,,,-0.0982507288629737,002916,GROWTH_TECH_CONSENSUS
2018-01-23,33.53,54.81331721,7.03142287,,,,,,,,,0.08406078241189796,002916,GROWTH_TECH_CONSENSUS
2018-01-24,33.54,54.8408789,7.03495847,,,,,,,,,0.00029824038174752765,002916,GROWTH_TECH_CONSENSUS
2018-01-25,33.61,54.95112567,7.04910087,,,,,,,,,0.0020870602265952165,002916,GROWTH_TECH_CONSENSUS
2018-01-26,33.76,55.19229049,7.08003736,,,,,,,,,0.00446295745313896,002916,GROWTH_TECH_CONSENSUS
2018-01-29,34.28,56.03981255,7.18875703,,,,,,,,,0.01540284360189581,002916,GROWTH_TECH_CONSENSUS
2018-01-30,32.36,52.91156038,6.78746653,,,,,,,,,-0.05600933488914828,002916,GROWTH_TECH_CONSENSUS
2018-01-31,29.21,47.75063334,6.12542558,,,,,,,,,-0.09734239802224964,002916,GROWTH_TECH_CONSENSUS
2018-02-01,29.4,48.06070239,6.16520107,,,,,,,,,0.006504621704895408,002916,GROWTH_TECH_CONSENSUS
2018-02-02,28.58,46.7308507,5.99460841,,,,,,,,,-0.027891156462585,002916,GROWTH_TECH_CONSENSUS
2018-02-05,27.52,44.99446403,5.77186566,,,,,,,,,-0.037088873337998596,002916,GROWTH_TECH_CONSENSUS
2018-02-06,25.74,42.07981498,5.39797605,,,,,,,,,-0.0646802325581396,002916,GROWTH_TECH_CONSENSUS
2018-02-07,27.05,44.22962705,5.67375278,,,,,,,,,0.050893550893551076,002916,GROWTH_TECH_CONSENSUS
2018-02-08,27.63,45.18050546,5.79573096,,,,,,,,,0.021441774491681942,002916,GROWTH_TECH_CONSENSUS
2018-02-09,26.67,43.60259853,5.5933179,,,,,,,,,-0.03474484256243204,002916,GROWTH_TECH_CONSENSUS
2018-02-12,27.2,44.46390144,5.70380538,,,,,,,,,0.019872515935507984,002916,GROWTH_TECH_CONSENSUS
