date,TRUE_BUYHOLD_growth_tech
2018-09-20,0.9644371958192759
2018-09-21,0.9749087181031522
2018-09-25,0.970901267444061
2018-09-26,0.9850558668567859
2018-09-27,0.9511568083290401
2018-09-28,0.9352784534405443
2018-10-08,0.8719848939761647
2018-10-09,0.8364197058419556
2018-10-10,0.8427653067151553
2018-10-11,0.7738594719272303
2018-10-12,0.832701106069921
2018-10-15,0.8392380791056089
2018-10-16,0.8244146571192794
2018-10-17,0.8735545032818935
2018-10-18,0.8513899463894785
2018-10-19,0.9078038782256042
2018-10-22,1.0090445457675439
2018-10-23,1.0004681746627822
2018-10-24,0.9807504508983012
2018-10-25,1.0235500573979484
2018-10-26,0.9995310876544958
2018-10-29,0.9874141274840157
2018-10-30,0.9704354586477127
2018-10-31,0.9932722287508899
2018-11-01,0.9994460097687865
2018-11-02,1.0435298558386619
2018-11-05,1.0382153764184907
2018-11-06,1.0733531847845805
2018-11-07,1.0673720513135463
2018-11-08,1.0257719183269642
2018-11-09,1.0367051795814093
2018-11-12,1.0659374867056641
2018-11-13,1.055018383324917
2018-11-14,1.0297462687259415
2018-11-15,1.0605950235490176
2018-11-16,1.0881445638344334
2018-11-19,1.0647772195699994
2018-11-20,0.9920950296838191
2018-11-21,1.0024755873224065
2018-11-22,0.9725334172943213
2018-11-23,0.9605318432186926
2018-11-26,0.9533052370686846
2018-11-27,0.9958622644461991
2018-11-28,0.9975603955305407
2018-11-29,0.9490976727885827
2018-11-30,0.9598326698020447
2018-12-03,1.0426069654638948
2018-12-04,1.0394242620992509
2018-12-05,1.0290141670000836
2018-12-06,0.9195947088052401
2018-12-07,0.9469717101800845
2018-12-10,0.9578302231413108
2018-12-11,0.9726353427574874
2018-12-12,0.9747791724355005
2018-12-13,0.9950782589668102
2018-12-14,0.9568215076516957
2018-12-17,0.9319263531193738
2018-12-18,0.9142096595283298
2018-12-19,0.9268529518259166
2018-12-20,0.9367026470688984
2018-12-21,0.9356699482221525
2018-12-24,0.9999286451749678
2018-12-25,1.0103266103860666
2018-12-26,1.0042116721380605
2018-12-27,0.998530790363532
2018-12-28,1.0033509674553225
2019-01-02,0.9843950336777381
2019-01-03,0.9332327291430899
2019-01-04,0.9903306234985089
2019-01-07,1.0482999637926864
2019-01-08,1.0647539098036405
2019-01-09,1.0560955715443388
2019-01-10,1.0556235714169893
2019-01-11,1.0599404302450488
2019-01-14,1.0666757029597804
2019-01-15,1.0736660442108055
2019-01-16,1.1189528091304197
2019-01-17,1.0899601406959518
2019-01-18,1.1107843674998952
2019-01-21,1.1310996838825589
2019-01-22,1.0991759025611274
2019-01-23,1.0954218614967186
2019-01-24,1.1160457881327883
2019-01-25,1.1100717787158914
2019-01-28,1.1451665496744905
2019-01-29,1.1270046827379723
2019-01-30,1.0849972539430788
2019-01-31,1.111381711654403
2019-02-01,1.1750600920225438
2019-02-11,1.2326523563894383
2019-02-12,1.227510132483529
2019-02-13,1.2577050793899403
2019-02-14,1.2699066252127977
2019-02-15,1.2389763166796528
2019-02-18,1.3598450190080642
2019-02-19,1.3657400348903048
2019-02-20,1.4133991685463703
2019-02-21,1.4041050360406087
2019-02-22,1.475602285394888
2019-02-25,1.6242343000783617
2019-02-26,1.530180780519612
2019-02-27,1.488551475367908
2019-02-28,1.4939805952120844
2019-03-01,1.5047529656752345
2019-03-04,1.5288111940519795
2019-03-05,1.5819346937764005
2019-03-06,1.560782560354287
2019-03-07,1.4900601415551373
2019-03-08,1.5153902919847648
2019-03-11,1.670126350269166
2019-03-12,1.6522450339137948
2019-03-13,1.5417706681344945
2019-03-14,1.5610690135091874
2019-03-15,1.5498222976252458
2019-03-18,1.5777008792219211
2019-03-19,1.5930229840615198
2019-03-20,1.5681395529572928
2019-03-21,1.5918571805471533
2019-03-22,1.5782025897859968
2019-03-25,1.5608906123938526
2019-03-26,1.5140262822474793
2019-03-27,1.620165862602827
2019-03-28,1.6071426479072917
2019-03-29,1.6715054987991917
2019-04-01,1.8125975932045575
2019-04-02,1.765379115576413
2019-04-03,1.7766666925365577
2019-04-04,1.7689693924120278
2019-04-08,1.7014982695637062
2019-04-09,1.7189668936095774
2019-04-10,1.702254935802473
2019-04-11,1.6521646894214135
2019-04-12,1.6682154238231452
2019-04-15,1.7152316424001621
2019-04-16,1.8677413367081364
2019-04-17,1.8370478833176667
2019-04-18,1.8483795703359296
2019-04-19,1.860358206272623
2019-04-22,1.882245254331012
2019-04-23,1.814405291869608
2019-04-24,1.8340093004106637
2019-04-25,1.7676543342313338
2019-04-26,1.7659115995586998
2019-04-29,1.719273017580835
2019-04-30,1.6983702709125112
2019-05-06,1.5052328722090245
2019-05-07,1.5150834788703973
2019-05-08,1.5102709470066944
2019-05-09,1.5078613165241979
2019-05-10,1.6451831381758155
2019-05-13,1.6056917492196892
2019-05-14,1.6023500949540654
2019-05-15,1.6437048777639456
2019-05-16,1.5856609247326272
2019-05-17,1.5261119706280653
2019-05-20,1.3902311150502236
2019-05-21,1.4291934083860303
2019-05-22,1.4638106520123149
2019-05-23,1.4079820348006395
2019-05-24,1.401875274414648
2019-05-27,1.4794376022460274
2019-05-28,1.4555999117178218
2019-05-29,1.4603244946202274
2019-05-30,1.433018526290513
2019-05-31,1.445064926594973
2019-06-03,1.5346798498388947
2019-06-04,1.5771132575062623
2019-06-05,1.5950961718394634
2019-06-06,1.483635819661245
2019-06-10,1.5819045226793156
2019-06-11,1.619723032089698
2019-06-12,1.5928509441255716
2019-06-13,1.5878097876956339
2019-06-14,1.5436037134078042
2019-06-17,1.5425203780710297
2019-06-18,1.5345790138259445
2019-06-19,1.604235872969411
2019-06-20,1.641055526026876
2019-06-21,1.7178930359064746
2019-06-24,1.6830034520430017
2019-06-25,1.670195802072707
2019-06-26,1.733851599255397
2019-06-27,1.9187037322730318
2019-06-28,2.01955206102133
2019-07-01,2.1998283214931433
2019-07-02,2.053432416621031
2019-07-03,2.0819222180321004
2019-07-04,2.018847222761548
2019-07-05,2.045523086801367
2019-07-08,2.068741383777517
2019-07-09,2.0459111363003903
2019-07-10,2.0153058279288105
2019-07-11,2.086284139250141
2019-07-12,2.041971685389079
2019-07-15,2.1065592960525987
2019-07-16,2.2088516808707612
2019-07-17,2.1774551047722124
2019-07-18,2.098019506344218
2019-07-19,2.094425089878838
2019-07-22,2.080166157448633
2019-07-23,2.155790822174405
2019-07-24,2.2389059682732957
2019-07-25,2.3692712954360915
2019-07-26,2.404481060371144
2019-07-29,2.5202431185523486
2019-07-30,2.459880538315039
2019-07-31,2.4987952238242763
2019-08-01,2.4956355945774624
2019-08-02,2.4559119498526183
2019-08-05,2.455751682492554
2019-08-06,2.5709540373785313
2019-08-07,2.5361547612976025
2019-08-08,2.6998963827161218
2019-08-09,2.7027770061690672
2019-08-12,2.972703312443918
2019-08-13,2.9072313215874606
2019-08-14,2.79516314232129
2019-08-15,2.8063659171234003
2019-08-16,2.7615987027592825
2019-08-19,2.9552210244381536
2019-08-20,2.97839399286455
2019-08-21,3.1262610420754844
2019-08-22,3.042860533805534
2019-08-23,3.078682604619198
2019-08-26,3.1216675730035384
2019-08-27,3.1488427151929157
2019-08-28,3.118544353159291
2019-08-29,3.3634919040406386
2019-08-30,3.266844669842741
2019-09-02,3.4968924079624393
2019-09-03,3.7792684765716547
2019-09-04,3.7978193332693335
2019-09-05,3.8618714309427897
2019-09-06,3.788373769105588
2019-09-09,3.9538838669364296
2019-09-10,3.7565046781203137
2019-09-11,3.8584608395907316
2019-09-12,3.7518521474355757
2019-09-16,3.8031924542808575
2019-09-17,3.8627705409197772
2019-09-18,3.856184181335204
2019-09-19,3.9601334851719057
2019-09-20,4.144461854189387
2019-09-23,4.290887561413531
2019-09-24,4.2066935292681364
2019-09-25,3.99002688373252
2019-09-26,3.783526956846412
2019-09-27,3.8640698075104964
2019-09-30,3.6205984297497342
2019-10-08,3.518648795431209
2019-10-09,3.5954612653468105
2019-10-10,3.7242985900254446
2019-10-11,3.855714025148316
2019-10-14,3.9685723016519843
2019-10-15,3.753295202687699
2019-10-16,3.7077211938893524
2019-10-17,3.726333679075801
2019-10-18,3.596604635021059
2019-10-21,3.521749642409648
2019-10-22,3.6102665292230913
2019-10-23,3.6278035772155963
2019-10-24,3.560152672018983
2019-10-25,3.62338926757539
2019-10-28,3.785240490960744
2019-10-29,3.5555555086443458
2019-10-30,3.372032161404154
2019-10-31,3.2319333894379536
2019-11-01,3.275032568173885
2019-11-04,3.3587552507114053
2019-11-05,3.37972352053917
2019-11-06,3.322160560126544
2019-11-07,3.3488256970906805
2019-11-08,3.3285962686288637
2019-11-11,3.241944937487111
2019-11-12,3.3736604796084073
2019-11-13,3.3991055004811135
2019-11-14,3.5056179863399586
2019-11-15,3.495221217448662
2019-11-18,3.414371520833156
2019-11-19,3.4747374941768134
2019-11-20,3.4319260231636215
2019-11-21,3.4158368690584857
2019-11-22,3.313187970328926
2019-11-25,3.1077397643564684
2019-11-26,3.1745039105423
2019-11-27,3.182786627652625
2019-11-28,3.2329106979185904
2019-11-29,3.3381206006939945
2019-12-02,3.365054516956254
2019-12-03,3.4294717639366192
2019-12-04,3.3653724088349444
2019-12-05,3.4169214585434955
2019-12-06,3.430823088557388
2019-12-09,3.4633470975654816
2019-12-10,3.5144181254221465
2019-12-11,3.5774633332418864
2019-12-12,3.5514870641943346
2019-12-13,3.5295156689626914
2019-12-16,3.623622004163073
2019-12-17,3.647308685659597
2019-12-18,3.5579022410654626
2019-12-19,3.4469566583743494
2019-12-20,3.408725130617062
2019-12-23,3.192523870004627
2019-12-24,3.238087563630815
2019-12-25,3.2869838897566273
2019-12-26,3.28971916942945
2019-12-27,3.220658623628239
2019-12-30,3.250579625549939
2019-12-31,3.268285774544982
2020-01-02,3.5115579532739245
2020-01-03,3.4723918240559994
2020-01-06,3.5007157375714364
2020-01-07,3.5036287517715627
2020-01-08,3.3726661956880517
2020-01-09,3.4717365569569814
2020-01-10,3.5635490855177046
2020-01-13,3.8284151376316573
2020-01-14,3.784034087231575
2020-01-15,3.8238036346845203
2020-01-16,3.801540326804628
2020-01-17,3.7488420738922508
2020-01-20,3.885271344326308
2020-01-21,3.8552292132159485
2020-01-22,4.081549987581277
2020-01-23,3.9782831431503873
2020-02-03,3.5462323009860737
2020-02-04,3.561122850860737
2020-02-05,3.5181050034813515
2020-02-06,3.568337867486649
2020-02-07,3.7475347606917606
2020-02-10,3.669784347347321
2020-02-11,3.721758745598313
2020-02-12,3.7601153758963854
2020-02-13,3.823724638971288
2020-02-14,3.9362505448459353
2020-02-17,4.245200556976993
2020-02-18,4.27538696560277
2020-02-19,4.24870976565535
2020-02-20,4.33365506311976
2020-02-21,4.514691597514427
2020-02-24,4.9288532954514075
2020-02-25,5.213788280737325
2020-02-26,4.771330997707795
2020-02-27,4.645920465940376
2020-02-28,4.399333520047535
2020-03-02,4.781083907288109
2020-03-03,4.775930012471321
2020-03-04,4.6325857874864225
2020-03-05,4.637864398974827
2020-03-06,4.595109287427204
2020-03-09,4.433029165056344
2020-03-10,4.880157800425854
2020-03-11,4.764344283363899
2020-03-12,4.70728298784272
2020-03-13,4.780106947904999
2020-03-16,4.309173080599056
2020-03-17,4.218509648651882
2020-03-18,4.088915919421729
2020-03-19,4.300566527401805
2020-03-20,4.231210607051965
2020-03-23,4.019633085513375
2020-03-24,4.077276415643074
2020-03-25,4.243013139719234
2020-03-26,4.126146040085872
2020-03-27,4.075910271254722
2020-03-30,3.903681644072757
2020-03-31,3.8883810255540143
2020-04-01,3.8698707552403846
2020-04-02,4.069924656133784
2020-04-03,3.9527353883533447
2020-04-07,4.202083176763382
2020-04-08,4.213588372114668
2020-04-09,4.246084343468165
2020-04-10,4.152674379123182
2020-04-13,4.0354237138982905
2020-04-14,4.186633000135813
2020-04-15,4.13881562034642
2020-04-16,4.135625588907328
2020-04-17,4.272302840565638
2020-04-20,4.357522824628832
2020-04-21,4.43511389378617
2020-04-22,4.385809996819686
2020-04-23,4.353829482752927
2020-04-24,4.227930909641923
2020-04-27,4.210007268813837
2020-04-28,4.3143769360112625
2020-04-29,4.211531977170211
2020-04-30,4.413829259246569
2020-05-06,4.5636975221308544
2020-05-07,4.519505225072818
2020-05-08,4.543930608229419
2020-05-11,4.475113312266579
2020-05-12,4.525971141992078
2020-05-13,4.490529291289837
2020-05-14,4.490314715388285
2020-05-15,4.482408398320907
2020-05-18,4.1567069355661985
2020-05-19,4.218150842004598
2020-05-20,4.137082815686862
2020-05-21,4.012040674653078
2020-05-22,3.980373310966224
2020-05-25,3.87118429303894
2020-05-26,3.9473069038779225
2020-05-27,3.8503154318997073
2020-05-28,3.848021069504976
2020-05-29,3.843200406755923
2020-06-01,4.029341890112448
2020-06-02,4.040646482393989
2020-06-03,4.018121504828453
2020-06-04,3.980755037602309
2020-06-05,4.013043879425632
2020-06-08,4.021885825558482
2020-06-09,4.012246493260478
2020-06-10,3.9335116672519557
2020-06-11,3.9010889864216653
2020-06-12,3.8479131093092835
2020-06-15,3.81557414901964
2020-06-16,3.9617746197059915
2020-06-17,3.9950744061259242
2020-06-18,4.05938949605458
2020-06-19,4.052679767975374
2020-06-22,4.090080475931154
2020-06-23,4.013789054603157
2020-06-24,4.175688001904269
2020-06-29,4.089562726079662
2020-06-30,4.151476974352219
2020-07-01,4.146960352645561
2020-07-02,4.188492120553187
2020-07-03,4.288003861066403
2020-07-06,4.460563762368032
2020-07-07,4.50780811799047
2020-07-08,4.560677017735122
2020-07-09,4.821519365160636
2020-07-10,4.658114344938118
2020-07-13,4.7996392511122625
2020-07-14,4.606834590544978
2020-07-15,4.320117703366226
2020-07-16,4.032890970083859
2020-07-17,4.0228769079403435
2020-07-20,4.121286643551905
2020-07-21,4.122131957983182
2020-07-22,4.113259246817397
2020-07-23,3.994982768796522
2020-07-24,3.837722117559851
2020-07-27,3.817050434174696
2020-07-28,3.825763679812972
2020-07-29,3.9873605348356214
2020-07-30,3.9297603862948893
2020-07-31,3.9565815255535988
2020-08-03,4.054140478012709
2020-08-04,3.9962615561835877
2020-08-05,4.013965852472858
2020-08-06,3.9357457109847878
2020-08-07,3.8437427641341304
2020-08-10,3.8736000769391485
2020-08-11,3.8324397282826648
2020-08-12,3.8338406282711603
2020-08-13,3.823176354122508
2020-08-14,3.827497804326091
2020-08-17,3.888821118796756
2020-08-18,3.8507929595302155
2020-08-19,3.769289701436929
2020-08-20,3.69361022899488
2020-08-21,3.5301005059939645
2020-08-24,3.506532155020258
2020-08-25,3.545012351948536
2020-08-26,3.401496066113129
2020-08-27,3.392993150934801
2020-08-28,3.418590477545782
2020-08-31,3.419561936227475
2020-09-01,3.4490793591625324
2020-09-02,3.4497725941191124
2020-09-03,3.388587007850805
2020-09-04,3.40567516882641
2020-09-07,3.3125194201799943
2020-09-08,3.164925939205401
2020-09-09,2.9714330574354033
2020-09-10,2.9403526118053094
2020-09-11,2.9845290427808924
2020-09-14,2.9936006015081404
2020-09-15,2.9953710032364027
2020-09-16,2.947098443787417
2020-09-17,3.1891038448526423
2020-09-18,3.220915513350647
2020-09-21,3.2476976822104127
2020-09-22,3.2359288052174824
2020-09-23,3.2079276805783636
2020-09-24,3.1280492393665775
2020-09-25,3.0994602458226113
2020-09-28,3.0589259936123216
2020-09-29,3.0634674079159794
2020-09-30,3.0183397178137086
2020-10-09,3.139321356152822
2020-10-12,3.2606963371739077
2020-10-13,3.2541680231278
2020-10-14,3.172154316384681
2020-10-15,3.1539356329545214
2020-10-16,3.1140257694656417
2020-10-19,3.1030228011542538
2020-10-20,3.144850097274066
2020-10-21,3.0841146674151445
2020-10-22,3.1230532834343707
2020-10-23,3.041311429328998
2020-10-26,3.0039122188425993
2020-10-27,3.011104802226709
2020-10-28,2.9742491143328715
2020-10-29,2.973000705848249
2020-10-30,3.002077774209196
2020-11-02,2.946628439967244
2020-11-03,3.046856659882215
2020-11-04,3.0234097455500604
2020-11-05,3.249253622662065
2020-11-06,3.2740163506003404
2020-11-09,3.471380381793042
2020-11-10,3.384149982230029
2020-11-11,3.2472015742549365
2020-11-12,3.311787043939536
2020-11-13,3.3411770299133337
2020-11-16,3.2600443867909035
2020-11-17,3.2508086606506525
2020-11-18,3.197177132276104
2020-11-19,3.225015054096652
2020-11-20,3.1745238843344006
2020-11-23,3.1665454991527002
2020-11-24,3.1732032348204626
2020-11-25,3.1894855280961716
2020-11-26,3.253835273148633
2020-11-27,3.251894275253064
2020-11-30,3.2426624989597777
2020-12-01,3.2916221780702086
2020-12-02,3.318407630493269
2020-12-03,3.334591829200102
2020-12-04,3.3366633769641068
2020-12-07,3.342030607815663
2020-12-08,3.2959832945965792
2020-12-09,3.215323522009674
2020-12-10,3.19186682620744
2020-12-11,3.1159439211713704
2020-12-14,3.158641656764373
2020-12-15,3.1392067987043424
2020-12-16,3.0823580501136725
2020-12-17,3.116835053976799
2020-12-18,3.101782687554473
2020-12-21,3.127518778856411
2020-12-22,2.9865435585862583
2020-12-23,2.984149803922679
2020-12-24,2.9399538646748495
2020-12-25,3.022564407583299
2020-12-28,3.01112875428375
2020-12-29,3.094375730447024
2020-12-30,3.108738942664578
2020-12-31,3.1310888078092978
2021-01-04,3.1566269160303007
2021-01-05,3.3171488334413244
2021-01-06,3.2175360254593333
2021-01-07,3.2277708538113155
2021-01-08,3.3133725518782695
2021-01-11,3.3466798986954354
2021-01-12,3.317447808148271
2021-01-13,3.424393972811177
2021-01-14,3.4344881467301223
2021-01-15,3.3163139538629562
2021-01-18,3.368188080618554
2021-01-19,3.240110391573107
2021-01-20,3.2047249339437065
2021-01-21,3.170961065313332
2021-01-22,3.141453666631568
2021-01-25,3.048218575116187
2021-01-26,3.059435980871022
2021-01-27,3.0552571415114564
2021-01-28,2.953339362661368
2021-01-29,2.8580279562110245
2021-02-01,2.6941263998119602
2021-02-02,2.7531485113016267
2021-02-03,2.7762435580659406
2021-02-04,2.7300149266676406
2021-02-05,2.695290259217871
2021-02-08,2.66299472385697
2021-02-09,2.7310749493032667
2021-02-10,2.781340692533324
2021-02-18,2.8274670637515653
2021-02-19,2.917287425006005
2021-02-22,2.8975773413486676
2021-02-23,2.8636393679567194
2021-02-24,2.9066084463306283
2021-02-25,2.837650816084463
2021-02-26,2.847162003227601
2021-03-01,3.026396114233625
2021-03-02,2.995094035398582
2021-03-03,3.027074843240242
2021-03-04,2.931610090007886
2021-03-05,3.0408404746724282
2021-03-08,2.974590507077478
2021-03-09,2.8675098185067873
2021-03-10,2.7993643819663774
2021-03-11,2.865175705270998
2021-03-12,2.7712202805681394
2021-03-15,2.6395093271522403
2021-03-16,2.593375695922423
2021-03-17,2.6144443597323868
2021-03-18,2.5853986040498818
2021-03-19,2.5393973925195477
2021-03-22,2.5947380115597287
2021-03-23,2.5601118197240997
2021-03-24,2.535764410097474
2021-03-25,2.5609424823104456
2021-03-26,2.5930291705402695
2021-03-29,2.581311796549878
2021-03-30,2.5651585681002427
2021-03-31,2.5761704339385343
2021-04-01,2.618493591862854
2021-04-02,2.674190896915525
2021-04-06,2.6420742377452533
2021-04-07,2.629132006655686
2021-04-08,2.6317893564892825
2021-04-09,2.610271385978872
2021-04-12,2.5450580144101003
2021-04-13,2.500404655419549
2021-04-14,2.4978170588497273
2021-04-15,2.4900812664149656
2021-04-16,2.500625302122893
2021-04-19,2.562736538596445
2021-04-20,2.5540638675063203
2021-04-21,2.53764934842402
2021-04-22,2.5499615691527393
2021-04-23,2.4765718150265204
2021-04-26,2.42863558417452
2021-04-27,2.336892153089919
2021-04-28,2.406100710604667
2021-04-29,2.417114375040462
2021-04-30,2.360584199283656
2021-05-06,2.366177090466645
2021-05-07,2.3776169308179225
2021-05-10,2.3609008371725237
2021-05-11,2.369145573660247
2021-05-12,2.3737282147511882
2021-05-13,2.3544120556626322
2021-05-14,2.397775216114568
2021-05-17,2.406087852680437
2021-05-18,2.383266602328543
2021-05-19,2.3707523536891126
2021-05-20,2.373115650034424
2021-05-21,2.3350519335647735
2021-05-24,2.381429599027913
2021-05-25,2.4258230536784193
2021-05-26,2.4192242963795367
2021-05-27,2.5177552248671042
2021-05-28,2.4843064595444915
2021-05-31,2.5037918972159448
2021-06-01,2.518903781862485
2021-06-02,2.4550065085827066
2021-06-03,2.4467337306589365
2021-06-04,2.4826763366005293
2021-06-07,2.5801615910770397
2021-06-08,2.5562809345117135
2021-06-09,2.5132540192279733
2021-06-10,2.5330974462730778
2021-06-11,2.4785278586088033
2021-06-15,2.4123390554901825
2021-06-16,2.393767389133008
2021-06-17,2.4869959843509006
2021-06-18,2.4509125719536144
2021-06-21,2.424802107454642
2021-06-22,2.4362887608915806
2021-06-23,2.561190402894044
2021-06-24,2.6601387476626144
2021-06-25,2.6564932391271934
2021-06-28,2.6819523168958157
2021-06-29,2.6035956116600607
2021-06-30,2.6519150831873994
2021-07-01,2.5512206747715953
2021-07-02,2.493865766273391
2021-07-05,2.5343249212003425
2021-07-06,2.5769542146604763
2021-07-07,2.564426742210237
2021-07-08,2.6387462366500656
2021-07-09,2.665418513930767
2021-07-12,2.6307901556115754
2021-07-13,2.660566362373926
2021-07-14,2.594929218996704
2021-07-15,2.5533721347347225
2021-07-16,2.5332753241008943
2021-07-19,2.52208871259224
2021-07-20,2.489273694957253
2021-07-21,2.5102386023257135
2021-07-22,2.556725005674822
2021-07-23,2.49410535776078
2021-07-26,2.4297419414772983
2021-07-27,2.6471406969670506
2021-07-28,2.6196154421778703
2021-07-29,2.6988975612534416
2021-07-30,2.7381918208872795
2021-08-02,2.8536100985378594
2021-08-03,2.77585545248705
2021-08-04,2.8008511449574436
2021-08-05,2.752672954634376
2021-08-06,2.7260576647087382
2021-08-09,2.7361666288807434
2021-08-10,2.718746488136344
2021-08-11,2.656789629528655
2021-08-12,2.635665850119509
2021-08-13,2.5447138705098804
2021-08-16,2.5225798187368986
2021-08-17,2.4608300492799895
2021-08-18,2.4240245549702477
2021-08-19,2.4394891425264267
2021-08-20,2.4311902067419466
2021-08-23,2.453834281901864
2021-08-24,2.4514361063300183
2021-08-25,2.43796279225068
2021-08-26,2.385239063582631
2021-08-27,2.326766148139797
2021-08-30,2.256949499276594
2021-08-31,2.2389173328283443
2021-09-01,2.27508674686386
