strategy,date,code,name,valuation_type,action,price_to_neutral,neutral_value,close_qfq,weight_before,weight_after,weight_change,cost_fraction
UNIVERSAL_stable_cashflow,2019-01-31,600025,华能水电,STABLE_CASHFLOW,BUY_STAGED,0.7699153904186326,2.1171157510096092,1.63,0.0,0.125,0.125,0.000125
UNIVERSAL_stable_cashflow,2019-04-30,600025,华能水电,STABLE_CASHFLOW,BUY_A_LEVEL,0.6630150427970724,3.8008187406560716,2.52,0.18090452261306555,0.1875,0.006595477386934445,6.595477386934446e-06
UNIVERSAL_stable_cashflow,2019-05-31,600025,华能水电,STABLE_CASHFLOW,BUY_A_LEVEL,0.6512239192539233,3.7928582273663465,2.47,0.18446601941747573,0.1875,0.0030339805825242705,3.0339805825242704e-06
UNIVERSAL_stable_cashflow,2019-09-30,600025,华能水电,STABLE_CASHFLOW,BUY_FULL_MARGIN,0.6324881864361388,4.458581299185625,2.82,0.2085284693122996,0.25,0.0414715306877004,4.1471530687700405e-05
UNIVERSAL_stable_cashflow,2019-11-29,600025,华能水电,STABLE_CASHFLOW,BUY_FULL_MARGIN,0.6269499126335839,4.4022655468700265,2.76,0.24598930481283451,0.25,0.004010695187165486,4.0106951871654865e-06
UNIVERSAL_stable_cashflow,2020-01-23,600025,华能水电,STABLE_CASHFLOW,BUY_FULL_MARGIN,0.6097126519021433,4.1658968238167065,2.54,0.234750462107209,0.25,0.015249537892790987,1.5249537892790988e-05
UNIVERSAL_stable_cashflow,2020-02-28,600886,国投电力,STABLE_CASHFLOW,BUY_STAGED,0.8050871592400526,7.763134622466931,6.25,0.0,0.125,0.125,0.000125
UNIVERSAL_stable_cashflow,2020-02-28,600025,华能水电,STABLE_CASHFLOW,BUY_FULL_MARGIN,0.5788511895488544,3.9215605685620076,2.27,0.22952477249747216,0.25,0.020475227502527837,2.0475227502527836e-05
UNIVERSAL_stable_cashflow,2020-03-31,600025,华能水电,STABLE_CASHFLOW,BUY_FULL_MARGIN,0.5848284784108438,3.795984774941899,2.22,0.2442751585807922,0.25,0.005724841419207788,5.7248414192077884e-06
UNIVERSAL_stable_cashflow,2020-03-31,000333,美的集团,STABLE_CASHFLOW,BUY_STAGED,0.8373319997517094,44.06854152348388,36.9,0.0,0.125,0.125,0.000125
UNIVERSAL_stable_cashflow,2020-05-29,600886,国投电力,STABLE_CASHFLOW,BUY_STAGED,0.7929051806843816,7.869793453252579,6.24,0.12282818291565985,0.125,0.0021718170843401524,2.1718170843401526e-06
