date,close,pe_ttm,pb,pe_anchor,pb_anchor,pe_rel,pb_rel,ratio_universal,ratio_typed,neutral_universal,neutral_typed,ret,code,valuation_type
2018-01-02,11.42,15.40978432,2.5468268,,,,,,,,,0.0,600900,STABLE_CASHFLOW
2018-01-03,11.68,15.75463243,2.60382101,,,,,,,,,0.022767075306479923,600900,STABLE_CASHFLOW
2018-01-04,11.57,15.61669319,2.58102332,,,,,,,,,-0.009417808219178037,600900,STABLE_CASHFLOW
2018-01-05,11.69,15.77433804,2.60707782,,,,,,,,,0.010371650821088929,600900,STABLE_CASHFLOW
2018-01-08,11.67,15.74477963,2.6021926,,,,,,,,,-0.0017108639863130382,600900,STABLE_CASHFLOW
2018-01-09,11.78,15.89257168,2.62661869,,,,,,,,,0.009425878320479919,600900,STABLE_CASHFLOW
2018-01-10,11.81,15.93198289,2.63313231,,,,,,,,,0.002546689303905003,600900,STABLE_CASHFLOW
2018-01-11,11.92,16.07977494,2.6575584,,,,,,,,,0.009314140558848383,600900,STABLE_CASHFLOW
2018-01-12,11.89,16.04036373,2.65104478,,,,,,,,,-0.00251677852348986,600900,STABLE_CASHFLOW
2018-01-15,11.95,16.12903896,2.66570043,,,,,,,,,0.005046257359125228,600900,STABLE_CASHFLOW
2018-01-16,11.73,15.82360205,2.61521985,,,,,,,,,-0.018410041841004143,600900,STABLE_CASHFLOW
2018-01-17,11.77,15.88271887,2.62499028,,,,,,,,,0.0034100596760442414,600900,STABLE_CASHFLOW
2018-01-18,11.74,15.83345486,2.61684825,,,,,,,,,-0.002548853016142716,600900,STABLE_CASHFLOW
2018-01-19,11.76,15.86301327,2.62173347,,,,,,,,,0.0017035775127767216,600900,STABLE_CASHFLOW
2018-01-22,11.75,15.93499595,2.62010506,,,,,,,,,-0.0008503401360544505,600900,STABLE_CASHFLOW
2018-01-23,11.79,15.97461061,2.62661869,,,,,,,,,0.0034042553191488967,600900,STABLE_CASHFLOW
2018-01-24,11.69,15.85576663,2.60707782,,,,,,,,,-0.008481764206955011,600900,STABLE_CASHFLOW
2018-01-25,11.74,15.91518862,2.61684825,,,,,,,,,0.004277159965782706,600900,STABLE_CASHFLOW
2018-01-26,11.73,15.90528496,2.61521985,,,,,,,,,-0.0008517887563883608,600900,STABLE_CASHFLOW
2018-01-29,11.58,15.70721167,2.58265173,,,,,,,,,-0.012787723785166238,600900,STABLE_CASHFLOW
2018-01-30,11.53,15.63788602,2.57125289,,,,,,,,,-0.0043177892918826455,600900,STABLE_CASHFLOW
2018-01-31,11.61,15.74682633,2.58916535,,,,,,,,,0.006938421509106618,600900,STABLE_CASHFLOW
2018-02-01,11.8,16.0043216,2.6315039,,,,,,,,,0.01636520241171424,600900,STABLE_CASHFLOW
2018-02-02,11.82,16.02412893,2.63476072,,,,,,,,,0.0016949152542371504,600900,STABLE_CASHFLOW
2018-02-05,11.9,16.13306924,2.65267318,,,,,,,,,0.006768189509306355,600900,STABLE_CASHFLOW
2018-02-06,11.9,16.13306924,2.65267318,,,,,,,,,0.0,600900,STABLE_CASHFLOW
2018-02-07,11.88,16.11326191,2.64941637,,,,,,,,,-0.001680672268907557,600900,STABLE_CASHFLOW
2018-02-08,11.85,16.06374359,2.64127434,,,,,,,,,-0.002525252525252597,600900,STABLE_CASHFLOW
