strategy,date,code,name,valuation_type,action,price_to_neutral,neutral_value,close_qfq,weight_before,weight_after,weight_change,cost_fraction
TYPED_resource_asset,2019-01-31,000807,云铝股份,RESOURCE_ASSET,BUY_STAGED,0.7966978238618536,2.409947589279377,1.92,0.0,0.125,0.125,0.000125
TYPED_resource_asset,2019-01-31,600988,赤峰黄金,RESOURCE_ASSET,BUY_STAGED,0.8340154971031538,4.448358589122397,3.71,0.0,0.125,0.125,0.000125
TYPED_resource_asset,2020-02-28,600988,赤峰黄金,RESOURCE_ASSET,CORE_ONLY,1.8897851104066339,4.651322497777863,8.79,0.2440446281700315,0.0625,-0.1815446281700315,0.00018154462817003152
TYPED_resource_asset,2020-03-31,000807,云铝股份,RESOURCE_ASSET,BUY_STAGED,0.7697104094124879,2.9361692038503606,2.26,0.12366732270668246,0.125,0.0013326772933175413,1.3326772933175413e-06
TYPED_resource_asset,2020-05-29,600988,赤峰黄金,RESOURCE_ASSET,CORE_ONLY,1.716130235890789,5.7163493742116485,9.81,0.0700238637603818,0.0625,-0.007523863760381805,7.523863760381805e-06
TYPED_resource_asset,2020-06-30,600988,赤峰黄金,RESOURCE_ASSET,CORE_ONLY,1.8804281893165704,6.216669196098712,11.69,0.07231766742117196,0.0625,-0.00981766742117196,9.817667421171962e-06
TYPED_resource_asset,2020-07-31,000807,云铝股份,RESOURCE_ASSET,REDUCE_25,1.3539540088771063,3.818445801041432,5.17,0.23439749760996656,0.1875,-0.04689749760996656,4.689749760996656e-05
TYPED_resource_asset,2020-07-31,600988,赤峰黄金,RESOURCE_ASSET,CORE_ONLY,2.8515473848824886,6.305348490900477,17.98,0.08279765562855274,0.0625,-0.020297655628552735,2.0297655628552736e-05
TYPED_resource_asset,2020-08-31,600988,赤峰黄金,RESOURCE_ASSET,CORE_ONLY,3.200413144679147,6.367927851403437,20.38,0.07199131331812574,0.0625,-0.009491313318125735,9.491313318125735e-06
TYPED_resource_asset,2020-11-30,000807,云铝股份,RESOURCE_ASSET,CORE_ONLY,1.7880158954345495,4.384748491340794,7.84,0.2596418296120319,0.0625,-0.19714182961203192,0.00019714182961203192
TYPED_resource_asset,2021-02-26,000807,云铝股份,RESOURCE_ASSET,CORE_ONLY,1.7256810887638314,4.601081886855302,7.94,0.06334095648079606,0.0625,-0.0008409564807960596,8.409564807960595e-07
TYPED_resource_asset,2021-04-30,000807,云铝股份,RESOURCE_ASSET,CORE_ONLY,2.1043725232097565,5.1036591105164675,10.74,0.08307583553550134,0.0625,-0.02057583553550134,2.057583553550134e-05
TYPED_resource_asset,2021-04-30,600547,山东黄金,RESOURCE_ASSET,BUY_STAGED,0.8030106591492114,23.26245584310354,18.68,0.0,0.125,0.125,0.000125
TYPED_resource_asset,2021-05-31,000807,云铝股份,RESOURCE_ASSET,CORE_ONLY,2.365076166142898,5.187993594308052,12.27,0.06928462157677619,0.0625,-0.006784621576776187,6.784621576776187e-06
TYPED_resource_asset,2021-06-30,600547,山东黄金,RESOURCE_ASSET,BUY_STAGED,0.8392602749730009,22.090882355412845,18.54,0.12442249028204366,0.125,0.0005775097179563371,5.775097179563371e-07
