date,close,pe_ttm,pb,pe_anchor,pb_anchor,pe_rel,pb_rel,ratio_universal,ratio_typed,neutral_universal,neutral_typed,ret,code,valuation_type
2018-01-02,7.98,25.50020107,4.69965861,,,,,,,,,0.0,600183,GROWTH_TECH_CONSENSUS
2018-01-03,7.83,25.18282844,4.64116718,,,,,,,,,-0.018796992481203034,600183,GROWTH_TECH_CONSENSUS
2018-01-04,7.81,25.14143201,4.63353787,,,,,,,,,-0.0025542784163474774,600183,GROWTH_TECH_CONSENSUS
2018-01-05,7.8,25.1276332,4.63099476,,,,,,,,,-0.001280409731113874,600183,GROWTH_TECH_CONSENSUS
2018-01-08,7.88,25.29321892,4.66151203,,,,,,,,,0.01025641025641022,600183,GROWTH_TECH_CONSENSUS
2018-01-09,7.59,24.71366889,4.5547016,,,,,,,,,-0.03680203045685282,600183,GROWTH_TECH_CONSENSUS
2018-01-10,7.33,24.18931411,4.4580636,,,,,,,,,-0.03425559947299073,600183,GROWTH_TECH_CONSENSUS
2018-01-11,7.61,24.75506532,4.56233092,,,,,,,,,0.03819918144611201,600183,GROWTH_TECH_CONSENSUS
2018-01-12,7.23,23.98233196,4.41991702,,,,,,,,,-0.04993429697766094,600183,GROWTH_TECH_CONSENSUS
2018-01-15,6.46,22.45066404,4.13763233,,,,,,,,,-0.10650069156293229,600183,GROWTH_TECH_CONSENSUS
2018-01-16,6.48,22.49206047,4.14526165,,,,,,,,,0.003095975232198178,600183,GROWTH_TECH_CONSENSUS
2018-01-17,6.74,23.01641525,4.24189965,,,,,,,,,0.04012345679012341,600183,GROWTH_TECH_CONSENSUS
2018-01-18,7.03,23.58216646,4.34616697,,,,,,,,,0.04302670623145399,600183,GROWTH_TECH_CONSENSUS
2018-01-19,6.98,23.4993736,4.33090834,,,,,,,,,-0.007112375533428139,600183,GROWTH_TECH_CONSENSUS
2018-01-22,6.81,23.14060454,4.2647876,,,,,,,,,-0.024355300859598916,600183,GROWTH_TECH_CONSENSUS
2018-01-23,7.36,24.25830816,4.47077913,,,,,,,,,0.08076358296622632,600183,GROWTH_TECH_CONSENSUS
2018-01-24,7.5,24.53428436,4.52164123,,,,,,,,,0.01902173913043481,600183,GROWTH_TECH_CONSENSUS
2018-01-25,7.35,24.23071054,4.46569292,,,,,,,,,-0.020000000000000018,600183,GROWTH_TECH_CONSENSUS
2018-01-26,6.99,23.51317241,4.33345144,,,,,,,,,-0.048979591836734615,600183,GROWTH_TECH_CONSENSUS
2018-01-29,6.47,22.47826166,4.14271854,,,,,,,,,-0.07439198855507878,600183,GROWTH_TECH_CONSENSUS
2018-01-30,6.32,22.17468783,4.08677023,,,,,,,,,-0.023183925811437356,600183,GROWTH_TECH_CONSENSUS
2018-01-31,5.99,21.11510573,3.96470117,,,,,,,,,-0.05221518987341778,600183,GROWTH_TECH_CONSENSUS
2018-02-01,5.66,20.46499343,3.84263212,,,,,,,,,-0.05509181969949917,600183,GROWTH_TECH_CONSENSUS
2018-02-02,5.98,21.08801771,3.95961496,,,,,,,,,0.05653710247349819,600183,GROWTH_TECH_CONSENSUS
2018-02-05,6.11,21.34535383,4.00793396,,,,,,,,,0.021739130434782483,600183,GROWTH_TECH_CONSENSUS
2018-02-06,5.36,19.88260116,3.73327859,,,,,,,,,-0.12274959083469716,600183,GROWTH_TECH_CONSENSUS
2018-02-07,5.78,20.70878554,3.88840801,,,,,,,,,0.07835820895522394,600183,GROWTH_TECH_CONSENSUS
2018-02-08,6.23,21.58914594,4.05370986,,,,,,,,,0.07785467128027679,600183,GROWTH_TECH_CONSENSUS
2018-02-09,5.91,20.95257765,3.93418391,,,,,,,,,-0.051364365971107606,600183,GROWTH_TECH_CONSENSUS
2018-02-12,6.13,21.38598585,4.01556328,,,,,,,,,0.0372250423011844,600183,GROWTH_TECH_CONSENSUS
2018-02-13,6.62,22.34761029,4.19612376,,,,,,,,,0.07993474714518767,600183,GROWTH_TECH_CONSENSUS
2018-02-14,6.49,22.10381818,4.15034786,,,,,,,,,-0.01963746223564955,600183,GROWTH_TECH_CONSENSUS
2018-02-22,6.62,22.34761029,4.19612376,,,,,,,,,0.02003081664098616,600183,GROWTH_TECH_CONSENSUS
2018-02-23,6.43,21.96837812,4.12491681,,,,,,,,,-0.028700906344410915,600183,GROWTH_TECH_CONSENSUS
2018-02-26,7.21,23.51239483,4.41483081,,,,,,,,,0.12130637636080865,600183,GROWTH_TECH_CONSENSUS
2018-02-27,7.24,23.56657086,4.42500323,,,,,,,,,0.004160887656033285,600183,GROWTH_TECH_CONSENSUS
2018-02-28,7.2,23.48530682,4.4097446,,,,,,,,,-0.0055248618784530246,600183,GROWTH_TECH_CONSENSUS
2018-03-01,7.45,23.97289104,4.50129639,,,,,,,,,0.03472222222222232,600183,GROWTH_TECH_CONSENSUS
2018-03-02,7.0,23.09253064,4.33599455,,,,,,,,,-0.06040268456375841,600183,GROWTH_TECH_CONSENSUS
2018-03-05,7.41,23.89162701,4.48603776,,,,,,,,,0.0585714285714285,600183,GROWTH_TECH_CONSENSUS
2018-03-06,7.45,23.98643505,4.5038395,,,,,,,,,0.005398110661268607,600183,GROWTH_TECH_CONSENSUS
2018-03-07,6.97,23.03835461,4.32582213,,,,,,,,,-0.06442953020134234,600183,GROWTH_TECH_CONSENSUS
2018-03-08,7.03,23.14670666,4.34616697,,,,,,,,,0.008608321377331585,600183,GROWTH_TECH_CONSENSUS
2018-03-09,7.39,23.86453899,4.48095155,,,,,,,,,0.05120910384068278,600183,GROWTH_TECH_CONSENSUS
2018-03-12,7.6,24.27085918,4.55724471,,,,,,,,,0.02841677943166432,600183,GROWTH_TECH_CONSENSUS
2018-03-13,7.42,23.91871502,4.49112397,,,,,,,,,-0.023684210526315752,600183,GROWTH_TECH_CONSENSUS
2018-03-14,7.29,23.6613789,4.44280497,,,,,,,,,-0.01752021563342321,600183,GROWTH_TECH_CONSENSUS
2018-03-15,7.37,23.82390697,4.47332223,,,,,,,,,0.010973936899862924,600183,GROWTH_TECH_CONSENSUS
2018-03-16,6.89,22.88937054,4.29784797,,,,,,,,,-0.06512890094979651,600183,GROWTH_TECH_CONSENSUS
2018-03-19,6.88,22.86228253,4.29276176,,,,,,,,,-0.0014513788098693414,600183,GROWTH_TECH_CONSENSUS
2018-03-20,6.78,22.67266644,4.25715828,,,,,,,,,-0.014534883720930147,600183,GROWTH_TECH_CONSENSUS
2018-03-21,6.81,22.72684247,4.2673307,,,,,,,,,0.004424778761061843,600183,GROWTH_TECH_CONSENSUS
2018-03-22,6.74,22.5778584,4.23935655,,,,,,,,,-0.010279001468428639,600183,GROWTH_TECH_CONSENSUS
2018-03-23,6.06,21.25054579,3.99013223,,,,,,,,,-0.10089020771513357,600183,GROWTH_TECH_CONSENSUS
2018-03-26,6.41,21.9277461,4.11728749,,,,,,,,,0.057755775577557955,600183,GROWTH_TECH_CONSENSUS
2018-03-27,6.73,22.56431439,4.23681344,,,,,,,,,0.0499219968798752,600183,GROWTH_TECH_CONSENSUS
2018-03-28,6.84,22.78101807,4.27750312,,,,,,,,,0.01634472511144125,600183,GROWTH_TECH_CONSENSUS
2018-03-29,7.07,23.22797027,4.3614256,,,,,,,,,0.033625730994152114,600183,GROWTH_TECH_CONSENSUS
2018-03-30,7.47,24.09387901,4.52401392,,,,,,,,,0.05657708628005653,600183,GROWTH_TECH_CONSENSUS
2018-04-02,7.49,24.12104234,4.34484934,,,,,,,,,0.0026773761713521083,600183,GROWTH_TECH_CONSENSUS
2018-04-03,7.06,23.27897893,4.19317104,,,,,,,,,-0.057409879839786515,600183,GROWTH_TECH_CONSENSUS
2018-04-04,6.72,22.6134772,4.07329626,,,,,,,,,-0.04815864022662886,600183,GROWTH_TECH_CONSENSUS
2018-04-09,6.55,22.2739355,4.01213565,,,,,,,,,-0.02529761904761907,600183,GROWTH_TECH_CONSENSUS
2018-04-10,6.69,22.55915053,4.06351056,,,,,,,,,0.021374045801526798,600183,GROWTH_TECH_CONSENSUS
2018-04-11,6.57,22.3146805,4.01947493,,,,,,,,,-0.017937219730941756,600183,GROWTH_TECH_CONSENSUS
2018-04-12,6.54,22.26035383,4.00968923,,,,,,,,,-0.004566210045662156,600183,GROWTH_TECH_CONSENSUS
2018-04-13,6.32,21.82574045,3.93140366,,,,,,,,,-0.033639143730886834,600183,GROWTH_TECH_CONSENSUS
2018-04-16,6.37,21.92081213,3.94852863,,,,,,,,,0.007911392405063333,600183,GROWTH_TECH_CONSENSUS
2018-04-17,6.46,22.09737381,3.98033214,,,,,,,,,0.014128728414442682,600183,GROWTH_TECH_CONSENSUS
2018-04-18,6.2,21.58127043,3.88736802,,,,,,,,,-0.04024767801857587,600183,GROWTH_TECH_CONSENSUS
2018-04-19,5.82,20.83427869,3.75281469,,,,,,,,,-0.06129032258064515,600183,GROWTH_TECH_CONSENSUS
2018-04-20,5.03,19.28596854,3.47392233,,,,,,,,,-0.13573883161512024,600183,GROWTH_TECH_CONSENSUS
