date,close,pe_ttm,pb,pe_anchor,pb_anchor,pe_rel,pb_rel,ratio_universal,ratio_typed,neutral_universal,neutral_typed,ret,code,valuation_type
2018-01-02,16.65,51.54292358,1.49633559,,,,,,,,,0.0,600362,RESOURCE_ASSET
2018-01-03,16.39,50.89048151,1.47739463,,,,,,,,,-0.01561561561561553,600362,RESOURCE_ASSET
2018-01-04,16.91,52.19536565,1.51527655,,,,,,,,,0.031726662599145694,600362,RESOURCE_ASSET
2018-01-05,16.26,50.56426048,1.46792415,,,,,,,,,-0.038438793613246536,600362,RESOURCE_ASSET
2018-01-08,16.93,52.2455535,1.51673354,,,,,,,,,0.041205412054120316,600362,RESOURCE_ASSET
2018-01-09,17.1,52.67215024,1.52911801,,,,,,,,,0.010041346721795685,600362,RESOURCE_ASSET
2018-01-10,16.77,51.84405069,1.50507757,,,,,,,,,-0.019298245614035148,600362,RESOURCE_ASSET
2018-01-11,16.48,51.11632684,1.48395112,,,,,,,,,-0.017292784734645128,600362,RESOURCE_ASSET
2018-01-12,16.21,50.43879085,1.46428166,,,,,,,,,-0.01638349514563109,600362,RESOURCE_ASSET
2018-01-15,16.44,51.01595114,1.48103712,,,,,,,,,0.014188772362738966,600362,RESOURCE_ASSET
2018-01-16,15.87,49.58559737,1.43951272,,,,,,,,,-0.034671532846715425,600362,RESOURCE_ASSET
2018-01-17,15.28,48.10505575,1.39653132,,,,,,,,,-0.037177063642091945,600362,RESOURCE_ASSET
2018-01-18,15.38,48.35599501,1.4038163,,,,,,,,,0.00654450261780104,600362,RESOURCE_ASSET
2018-01-19,15.63,48.98334315,1.42202876,,,,,,,,,0.016254876462938883,600362,RESOURCE_ASSET
2018-01-22,15.9,49.66087915,1.44169821,,,,,,,,,0.017274472168905985,600362,RESOURCE_ASSET
2018-01-23,15.94,49.76125485,1.44461221,,,,,,,,,0.002515723270440251,600362,RESOURCE_ASSET
2018-01-24,15.2,47.90430434,1.39070333,,,,,,,,,-0.046424090338770374,600362,RESOURCE_ASSET
2018-01-25,16.38,50.86538759,1.47666613,,,,,,,,,0.0776315789473685,600362,RESOURCE_ASSET
2018-01-26,16.24,50.51407263,1.46646716,,,,,,,,,-0.008547008547008628,600362,RESOURCE_ASSET
2018-01-29,16.49,51.14142077,1.48467962,,,,,,,,,0.015394088669950845,600362,RESOURCE_ASSET
2018-01-30,16.5,51.1665147,1.48540811,,,,,,,,,0.0006064281382656134,600362,RESOURCE_ASSET
2018-01-31,16.85,52.0448021,1.51090556,,,,,,,,,0.021212121212121238,600362,RESOURCE_ASSET
2018-02-01,15.67,49.08371885,1.42494275,,,,,,,,,-0.0700296735905045,600362,RESOURCE_ASSET
2018-02-02,17.63,54.00212831,1.56772843,,,,,,,,,0.1250797702616464,600362,RESOURCE_ASSET
2018-02-05,18.25,55.55795171,1.61289532,,,,,,,,,0.03516732841747028,600362,RESOURCE_ASSET
2018-02-06,17.74,54.27816149,1.57574191,,,,,,,,,-0.027945205479452118,600362,RESOURCE_ASSET
2018-02-07,16.82,51.96952032,1.50872006,,,,,,,,,-0.05186020293122873,600362,RESOURCE_ASSET
2018-02-08,15.55,48.78259175,1.41620077,,,,,,,,,-0.07550535077288945,600362,RESOURCE_ASSET
2018-02-09,13.61,43.91437014,1.27487209,,,,,,,,,-0.12475884244373003,600362,RESOURCE_ASSET
2018-02-12,13.84,44.49153043,1.29162756,,,,,,,,,0.01689933872152838,600362,RESOURCE_ASSET
2018-02-13,14.2,45.39491176,1.3178535,,,,,,,,,0.026011560693641522,600362,RESOURCE_ASSET
2018-02-14,14.31,45.67094495,1.32586698,,,,,,,,,0.007746478873239537,600362,RESOURCE_ASSET
2018-02-22,14.78,46.85035946,1.3601064,,,,,,,,,0.03284416491963649,600362,RESOURCE_ASSET
2018-02-23,14.92,47.20167442,1.37030538,,,,,,,,,0.009472259810554773,600362,RESOURCE_ASSET
2018-02-26,15.32,48.20543145,1.39944531,,,,,,,,,0.02680965147453085,600362,RESOURCE_ASSET
2018-02-27,14.68,46.5994202,1.35282142,,,,,,,,,-0.04177545691906004,600362,RESOURCE_ASSET
2018-02-28,14.54,46.24810524,1.34262244,,,,,,,,,-0.0095367847411445,600362,RESOURCE_ASSET
2018-03-01,14.43,45.97207206,1.33460896,,,,,,,,,-0.007565337001375516,600362,RESOURCE_ASSET
2018-03-02,14.29,45.6207571,1.32440998,,,,,,,,,-0.00970200970200974,600362,RESOURCE_ASSET
2018-03-05,14.09,45.11887858,1.30984001,,,,,,,,,-0.013995801259622076,600362,RESOURCE_ASSET
2018-03-06,14.73,46.72488983,1.35646391,,,,,,,,,0.045422285308729604,600362,RESOURCE_ASSET
2018-03-07,14.29,45.6207571,1.32440998,,,,,,,,,-0.029871011541072745,600362,RESOURCE_ASSET
2018-03-08,14.45,46.02225991,1.33606595,,,,,,,,,0.011196641007697794,600362,RESOURCE_ASSET
2018-03-09,14.35,45.77132065,1.32878097,,,,,,,,,-0.00692041522491349,600362,RESOURCE_ASSET
2018-03-12,14.65,46.52413842,1.35063592,,,,,,,,,0.020905923344947785,600362,RESOURCE_ASSET
2018-03-13,14.35,45.77132065,1.32878097,,,,,,,,,-0.020477815699658786,600362,RESOURCE_ASSET
2018-03-14,14.62,46.44885665,1.34845043,,,,,,,,,0.01881533101045285,600362,RESOURCE_ASSET
2018-03-15,14.51,46.17282346,1.34043694,,,,,,,,,-0.007523939808481539,600362,RESOURCE_ASSET
2018-03-16,14.09,45.11887858,1.30984001,,,,,,,,,-0.0289455547898001,600362,RESOURCE_ASSET
2018-03-19,13.81,44.41624866,1.28944206,,,,,,,,,-0.019872249822569188,600362,RESOURCE_ASSET
2018-03-20,13.88,44.59190614,1.29454155,,,,,,,,,0.005068790731354023,600362,RESOURCE_ASSET
2018-03-21,13.78,44.34096688,1.28725657,,,,,,,,,-0.007204610951008772,600362,RESOURCE_ASSET
2018-03-22,13.79,44.36606081,1.28798506,,,,,,,,,0.0007256894049347817,600362,RESOURCE_ASSET
2018-03-23,13.59,43.86418229,1.2734151,,,,,,,,,-0.014503263234227681,600362,RESOURCE_ASSET
2018-03-26,13.37,43.31211592,1.25738813,,,,,,,,,-0.016188373804267853,600362,RESOURCE_ASSET
2018-03-27,13.58,43.83908836,1.2726866,,,,,,,,,0.015706806282722585,600362,RESOURCE_ASSET
2018-03-28,13.24,42.98589489,1.24791766,,,,,,,,,-0.025036818851251863,600362,RESOURCE_ASSET
2018-03-29,13.45,37.431231,1.26321612,,,,,,,,,0.015861027190332333,600362,RESOURCE_ASSET
2018-03-30,13.4,37.3232978,1.25957363,,,,,,,,,-0.0037174721189590088,600362,RESOURCE_ASSET
2018-04-02,13.57,37.69027066,1.25203909,,,,,,,,,0.012686567164179152,600362,RESOURCE_ASSET
2018-04-03,13.25,36.99949823,1.22909221,,,,,,,,,-0.02358142962417098,600362,RESOURCE_ASSET
2018-04-04,13.03,36.52459218,1.21331623,,,,,,,,,-0.016603773584905723,600362,RESOURCE_ASSET
2018-04-09,12.98,36.41665899,1.20973078,,,,,,,,,-0.0038372985418264616,600362,RESOURCE_ASSET
2018-04-10,13.41,37.34488444,1.24056565,,,,,,,,,0.03312788906009234,600362,RESOURCE_ASSET
2018-04-11,13.46,37.45281763,1.2441511,,,,,,,,,0.0037285607755406236,600362,RESOURCE_ASSET
2018-04-12,13.12,36.71887193,1.21977004,,,,,,,,,-0.025260029717682153,600362,RESOURCE_ASSET
2018-04-13,13.15,36.78363184,1.22192131,,,,,,,,,0.0022865853658537993,600362,RESOURCE_ASSET
2018-04-16,13.16,36.80521848,1.2226384,,,,,,,,,0.0007604562737641984,600362,RESOURCE_ASSET
2018-04-17,12.99,36.43824563,1.21044787,,,,,,,,,-0.01291793313069911,600362,RESOURCE_ASSET
2018-04-18,13.04,36.54617882,1.21403332,,,,,,,,,0.0038491147036181506,600362,RESOURCE_ASSET
2018-04-19,13.54,37.62551074,1.24988782,,,,,,,,,0.0383435582822087,600362,RESOURCE_ASSET
2018-04-20,13.36,37.23695125,1.2369802,,,,,,,,,-0.013293943870014702,600362,RESOURCE_ASSET
2018-04-23,13.49,37.51757755,1.24630237,,,,,,,,,0.009730538922155807,600362,RESOURCE_ASSET
2018-04-24,13.59,37.73344393,1.25347327,,,,,,,,,0.007412898443291294,600362,RESOURCE_ASSET
2018-04-25,13.27,37.0426715,1.23052639,,,,,,,,,-0.023546725533480473,600362,RESOURCE_ASSET
2018-04-26,13.16,36.80521848,1.2226384,,,,,,,,,-0.008289374529012794,600362,RESOURCE_ASSET
