label,start,end,final_multiple,final_capital_rmb,total_return,cagr,max_drawdown,sharpe,worst_calendar_year,best_calendar_year,trades,avg_cash_weight,total_turnover,group,variant
TYPED_resource_asset,2018-01-02,2026-08-24,4.1937745302963565,4193774.5302963564,3.1937745302963565,0.18047091987418717,-0.23077921205243868,1.064628234660941,0.02688452997920776,0.8068453370026158,42.0,0.5825688359376503,2.341265771516313,resource_asset,typed_router
UNIVERSAL_resource_asset,2018-01-02,2026-08-24,4.276203542274808,4276203.542274808,3.276203542274808,0.18313311134640675,-0.31620205806334944,0.8770904160067616,-0.02934618252494814,0.8722240006631323,46.0,0.48059129489243996,2.678327320203182,resource_asset,universal_geomean
TRUE_BUYHOLD_resource_asset,2018-01-02,2026-08-24,3.949901774586147,3949901.774586147,2.949901774586147,0.1723143710169257,-0.4651553707282454,0.6307446755813592,-0.035503834598233586,1.222102749623657,,,,resource_asset,true_buyhold
TYPED_stable_cashflow,2018-01-02,2026-08-24,2.208873312498244,2208873.312498244,1.2088733124982438,0.09605299979281501,-0.11854699410082103,1.0183900190381434,-0.02083909720564847,0.23539233784157965,27.0,0.6263737092077095,1.3125349089633038,stable_cashflow,typed_router
UNIVERSAL_stable_cashflow,2018-01-02,2026-08-24,2.208873312498244,2208873.312498244,1.2088733124982438,0.09605299979281501,-0.11854699410082103,1.0183900190381434,-0.02083909720564847,0.23539233784157965,27.0,0.6263737092077095,1.3125349089633038,stable_cashflow,universal_geomean
TRUE_BUYHOLD_stable_cashflow,2018-01-02,2026-08-24,2.38799032975915,2387990.32975915,1.38799032975915,0.10598806821157458,-0.2608735617089062,0.6570799244264388,-0.07739238761489331,0.3526029277419518,,,,stable_cashflow,true_buyhold
TYPED_growth_tech,2018-01-02,2026-08-24,2.1076127192218586,2107612.719221859,1.1076127192218586,0.09011656337345242,-0.4757375963701067,0.4875943626641956,-0.4004052856173079,0.5036163273946197,51.0,0.5456811030289066,2.444890526412675,growth_tech,typed_router
UNIVERSAL_growth_tech,2018-01-02,2026-08-24,2.1316865749467895,2131686.5749467895,1.1316865749467895,0.09155039403972776,-0.4753028048109269,0.5022017975518405,-0.40165804474482436,0.5613161942092908,73.0,0.5236936080032302,3.014431113612232,growth_tech,universal_geomean
TRUE_BUYHOLD_growth_tech,2018-01-04,2026-08-24,17.57627986590759,17576279.865907595,16.57627986590759,0.39369959252174813,-0.7051685647662729,0.9269297913600657,-0.37128751393796744,2.2573704322366273,,,,growth_tech,true_buyhold
TYPED_combined,2018-01-02,2026-08-24,2.88891593366428,2888915.93366428,1.88891593366428,0.13063322587407944,-0.23123428233601784,1.0560516795831694,-0.16811826302484512,0.3792512552579612,129.0,0.5759068896270693,2.4406776759110533,combined,typed_router
UNIVERSAL_combined,2018-01-02,2026-08-24,2.845093765476762,2845093.765476762,1.8450937654767618,0.1286349070145365,-0.27817131252132254,0.9638230476190639,-0.19527088010408156,0.4075908696245154,163.0,0.5379326330507362,2.7776823612302515,combined,universal_geomean
TRUE_BUYHOLD_combined,2018-01-04,2026-08-24,7.9620564184189755,7962056.418418975,6.9620564184189755,0.27157951655695123,-0.38717348814108954,0.9492285689667647,-0.19204035551070797,1.1657970606170704,,,,combined,true_buyhold
CSI300,2018-01-02,2026-08-24,1.1163883846972686,1116388.3846972687,0.11638838469726864,0.012823474284703762,-0.45602619548225387,0.1653438258133533,-0.21632759307849825,0.360695051639943,,,,benchmark,csi300
