code,name,report_date,profit_notice_date,cash_notice_date,available_date,p_PARENT_NETPROFIT,p_DEDUCT_PARENT_NETPROFIT,p_BASIC_EPS,p_TOTAL_OPERATE_INCOME,p_RESEARCH_EXPENSE,c_NETCASH_OPERATE,ttm_parent_netprofit,ttm_deduct_netprofit,ttm_basic_eps_approx,ttm_revenue,ttm_research_expense,ttm_operating_cashflow,cash_conversion,deduct_quality,rd_intensity,normalized_eps_4q_median,normalized_deduct_np_4q_median,normalized_cfo_4q_median,deduct_factor_round6,clean_eps_round6,normalized_eps_round6,eps_growth_3y_round6,revenue_growth_3y_round6,realistic_growth_round6,neutral_value_round6,quality_factor_round5,quality_adjusted_eps_round5,normalized_owner_eps_round5,historical_growth_round5,assumed_growth_round5,neutral_value_round5
600519,贵州茅台,1998-12-31,2001-07-26,,2001-07-26,146891419.61,,,628184433.19,,,146891419.61,,,628184433.19,,,,,,,,,,,,,,,,,,,,0.0,
600519,贵州茅台,1999-12-31,2001-07-26,,2001-07-26,215690128.65,,1.17,890858185.64,,,215690128.65,,1.17,890858185.64,,,,,,,,,,,,,,,,,,,,0.0,
600519,贵州茅台,2000-12-31,2002-04-17,2001-07-26,2002-04-17,249558877.77,,1.36,1114000813.26,,443124645.68,249558877.77,,1.36,1114000813.26,,443124645.68,1.7756316651191038,,,1.2650000000000001,,,,,,,,,,,,,,0.0,
600519,贵州茅台,2001-06-30,2002-08-14,2001-08-22,2002-08-14,223407942.67,,1.21,873863478.94,,-86280877.69,,,,,,,,,,1.2650000000000001,,,,,,,,,,,,,,0.0,
600519,贵州茅台,2001-12-31,2003-03-26,2002-04-17,2003-03-26,328290723.14,334872479.88,1.59,1618046660.31,,42283037.35,328290723.14,334872479.88,1.59,1618046660.31,,42283037.35,0.1287975394052434,1.0200485614611572,,1.36,,242703841.51500002,1.0,1.59,,,,,,0.1287975394052434,0.20478808765433704,,,0.0,
600519,贵州茅台,2002-03-31,2002-04-29,,2002-04-29,206448262.49,,,718014858.53,,,,,,,,,,,,1.475,,242703841.51500002,,,,,,,,,,,,0.0,
600519,贵州茅台,2002-06-30,2003-07-30,2002-08-14,2003-07-30,238275978.99,238253299.62,0.95,955654212.62,,-180120845.05,343158759.46000004,,1.33,1699837393.9899998,,-51556930.01000002,-0.15024220885729628,,,1.46,,-4636946.330000009,,,,,,,,,,,,0.0,
600519,贵州茅台,2002-09-30,2003-10-30,,2003-10-30,309250570.0,309407926.51,,1363886224.32,,,,,,,,,,,,1.46,,-4636946.330000009,,,,,,,,,,,,0.0,
600519,贵州茅台,2002-12-31,2004-03-26,2003-03-26,2004-03-26,376183499.47,378188507.17,1.37,1838129976.34,,434582378.66,376183499.47,378188507.17,1.37,1838129976.34,,434582378.66,1.155240406004722,1.0053298661499637,,1.35,,191512724.325,1.0,1.37,,,,,,1.0,1.37,,,0.0,
600519,贵州茅台,2003-03-31,2004-04-29,2003-04-25,2004-04-29,217609019.5,,,735224645.92,,9112186.67,387344256.48,,,1855339763.7299998,,,,,,1.35,,191512724.325,,,,,,,,,,,,0.0,
