date,close,pe_ttm,pb,pe_anchor,pb_anchor,ratio_universal,neutral_universal,report_date,fund_available_date,normalized_eps_round6,eps_growth_3y_round6,revenue_growth_3y_round6,realistic_growth_round6,neutral_value_round6,deduct_factor_round6,cash_conversion,normalized_owner_eps_round5,assumed_growth_round5,neutral_value_round5,quality_factor_round5,ratio_expectation,ratio_round5,market_implied_growth_round6,implied_growth_status,expectation_gap_round6,ret,code,confidence_report_date,normalized_earnings_observation_count,realistic_growth_four_report_range,valuation_confidence
2018-01-02,21.55,22.26756627,2.86226208,,,,,2017-09-30,2017-10-28,1.013777926599074,-0.11027817297280906,0.19915201753496214,0.0,12.981270320179757,0.8614877573071184,1.8444399924469965,1.013777926599074,0.0,13.285160923351057,0.8614877573071184,1.6600840648468669,1.622110573167541,0.1249591972293157,SOLVED,-0.1249591972293157,0.0,601877,2017-09-30,4.0,0.0,MEDIUM
2018-01-03,22.29,22.88727289,2.94191887,,,,,2017-09-30,2017-10-28,1.013777926599074,-0.11027817297280906,0.19915201753496214,0.0,12.981270320179757,0.8614877573071184,1.8444399924469965,1.013777926599074,0.0,13.285160923351057,0.8614877573071184,1.7170892717139983,1.6778118179074006,0.1334911303246918,SOLVED,-0.1334911303246918,0.03433874709976781,601877,2017-09-30,4.0,0.0,MEDIUM
2018-01-04,22.32,22.91239613,2.9451482,,,,,2017-09-30,2017-10-28,1.013777926599074,-0.11027817297280906,0.19915201753496214,0.0,12.981270320179757,0.8614877573071184,1.8444399924469965,1.013777926599074,0.0,13.285160923351057,0.8614877573071184,1.7194002936140171,1.6800699764779357,0.133831586409065,SOLVED,-0.133831586409065,0.0013458950201885589,601877,2017-09-30,4.0,0.0,MEDIUM
2018-01-05,21.69,22.38480806,2.87733228,,,,,2017-09-30,2017-10-28,1.013777926599074,-0.11027817297280906,0.19915201753496214,0.0,12.981270320179757,0.8614877573071184,1.8444399924469965,1.013777926599074,0.0,13.285160923351057,0.8614877573071184,1.6708688337136215,1.6326486464967036,0.12659347004643268,SOLVED,-0.12659347004643268,-0.028225806451612878,601877,2017-09-30,4.0,0.0,MEDIUM
2018-01-08,21.26,22.02470827,2.83104523,,,,,2017-09-30,2017-10-28,1.013777926599074,-0.11027817297280906,0.19915201753496214,0.0,12.981270320179757,0.8614877573071184,1.8444399924469965,1.013777926599074,0.0,13.285160923351057,0.8614877573071184,1.6377441864800182,1.600281706985704,0.12154312212506146,SOLVED,-0.12154312212506146,-0.019824804057169243,601877,2017-09-30,4.0,0.0,MEDIUM
2018-01-09,21.22,21.99121062,2.82673946,,,,,2017-09-30,2017-10-28,1.013777926599074,-0.11027817297280906,0.19915201753496214,0.0,12.981270320179757,0.8614877573071184,1.8444399924469965,1.013777926599074,0.0,13.285160923351057,0.8614877573071184,1.6346628239466596,1.5972708288916573,0.12106863331676274,SOLVED,-0.12106863331676274,-0.0018814675446849893,601877,2017-09-30,4.0,0.0,MEDIUM
2018-01-10,20.15,21.09514834,2.71156005,,,,,2017-09-30,2017-10-28,1.013777926599074,-0.11027817297280906,0.19915201753496214,0.0,12.981270320179757,0.8614877573071184,1.8444399924469965,1.013777926599074,0.0,13.285160923351057,0.8614877573071184,1.552236376179321,1.516729839875914,0.10806552444703466,SOLVED,-0.10806552444703466,-0.050424128180961425,601877,2017-09-30,4.0,0.0,MEDIUM
2018-01-11,19.95,20.92766006,2.69003119,,,,,2017-09-30,2017-10-28,1.013777926599074,-0.11027817297280906,0.19915201753496214,0.0,12.981270320179757,0.8614877573071184,1.8444399924469965,1.013777926599074,0.0,13.285160923351057,0.8614877573071184,1.5368295635125286,1.5016754494056817,0.1055658595972962,SOLVED,-0.1055658595972962,-0.00992555831265507,601877,2017-09-30,4.0,0.0,MEDIUM
2018-01-12,20.13,21.07839951,2.70940717,,,,,2017-09-30,2017-10-28,1.013777926599074,-0.11027817297280906,0.19915201753496214,0.0,12.981270320179757,0.8614877573071184,1.8444399924469965,1.013777926599074,0.0,13.285160923351057,0.8614877573071184,1.5506956949126418,1.5152244008288909,0.10781657239771006,SOLVED,-0.10781657239771006,0.009022556390977376,601877,2017-09-30,4.0,0.0,MEDIUM
2018-01-15,19.34,20.41682082,2.62436817,,,,,2017-09-30,2017-10-28,1.013777926599074,-0.11027817297280906,0.19915201753496214,0.0,12.981270320179757,0.8614877573071184,1.8444399924469965,1.013777926599074,0.0,13.285160923351057,0.8614877573071184,1.4898387848788124,1.4557595584714729,0.09779903215827568,SOLVED,-0.09779903215827568,-0.039244908097367026,601877,2017-09-30,4.0,0.0,MEDIUM
