code,name,report_date,profit_notice_date,cash_notice_date,available_date,p_PARENT_NETPROFIT,p_DEDUCT_PARENT_NETPROFIT,p_BASIC_EPS,p_TOTAL_OPERATE_INCOME,p_RESEARCH_EXPENSE,c_NETCASH_OPERATE,ttm_parent_netprofit,ttm_deduct_netprofit,ttm_basic_eps_approx,ttm_revenue,ttm_research_expense,ttm_operating_cashflow,cash_conversion,deduct_quality,rd_intensity,normalized_eps_4q_median,normalized_deduct_np_4q_median,normalized_cfo_4q_median,deduct_factor_round6,clean_eps_round6,normalized_eps_round6,eps_growth_3y_round6,revenue_growth_3y_round6,realistic_growth_round6,neutral_value_round6,quality_factor_round5,quality_adjusted_eps_round5,normalized_owner_eps_round5,historical_growth_round5,assumed_growth_round5,neutral_value_round5
600588,用友网络,1998-12-31,2001-05-12,,2001-05-12,21915806,,,128739615,,,21915806.0,,,128739615.0,,,,,,,,,,,,,,,,,,,,0.0,
600588,用友网络,1999-12-31,2001-05-12,,2001-05-12,35065566,,,185143567,,,35065566.0,,,185143567.0,,,,,,,,,,,,,,,,,,,,0.0,
600588,用友网络,2000-06-30,2001-08-15,,2001-08-15,20094815,,,102427051,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
600588,用友网络,2000-12-31,2002-03-28,2002-03-28,2002-03-28,40042866,,0.534,212885320,,47646367.0,40042866.0,,0.534,212885320.0,,47646367.0,1.1898840357730638,,,,,,,,,,,,,,,,,0.0,
600588,用友网络,2001-06-30,2002-08-10,2001-08-15,2002-08-10,29136417,29628263.0,0.35,133353322,,33187491.0,49084468.0,,,243811591.0,,,,,,,,,,,,,,,,,,,,0.0,
600588,用友网络,2001-09-30,2002-10-31,,2002-10-31,53712608,,,222543197,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
600588,用友网络,2001-12-31,2003-04-19,2003-04-19,2003-04-19,70400601,71240027.0,0.7,333495710,,103293352.0,70400601.0,71240027.0,0.7,333495710.0,,103293352.0,1.4672225880571672,1.011923562982083,,0.617,,75469859.5,1.0,0.7,,,,,,1.0,0.7,,,0.0,
600588,用友网络,2002-03-31,2002-04-25,,2002-04-25,19297090,,,90838857,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
600588,用友网络,2002-06-30,2003-08-20,2002-08-10,2003-08-20,40118813,40047744.0,,204904407,,15437928.0,81382997.0,81659508.0,,405046795.0,,85543789.0,1.0511260601523436,1.00339765074024,,,76449767.5,94418570.5,,,,,,,,,,,,0.0,
600588,用友网络,2002-09-30,2003-10-28,,2003-10-28,63499698,63540439.0,,325636722,,,80187691.0,,,436589235.0,,,,,,,76449767.5,94418570.5,,,,,,,,,,,,0.0,
600588,用友网络,2002-12-31,2003-04-19,2003-04-19,2003-04-19,91605983,91814082.0,,488215150,,83797297.0,91605983.0,91814082.0,,488215150.0,,83797297.0,0.91475790396791,1.0022716747660467,,,86736795.0,84670543.0,,,,,,,,,,,,0.0,
600588,用友网络,2003-03-31,2004-04-28,2003-04-30,2004-04-28,19753530,19847205.0,,106794585,,240957.0,92062423.0,,,504170878.0,,,,,,,86736795.0,84670543.0,,,,,,,,,,,,0.0,
600588,用友网络,2003-06-30,2004-07-31,2004-07-31,2004-07-31,41388500,41485958.0,0.414,254606070,,30527218.0,92875670.0,93252296.0,,537916813.0,,98886587.0,1.0647200391663392,1.0040551632090513,,,92533189.0,91341942.0,,,,,,,,,,,,0.0,
600588,用友网络,2003-09-30,2004-10-28,2003-10-28,2004-10-28,63796702,63638023.0,,395842548,,47361322.0,91902987.0,91911666.0,,558420976.0,,,,1.0000944365388253,,,91911666.0,91341942.0,,,,,,,,,,,,0.0,
600588,用友网络,2003-12-31,2005-03-29,2004-03-27,2005-03-29,74911911,77505983.0,,601572932,,104531526.0,74911911.0,77505983.0,,601572932.0,,104531526.0,1.3953925965124558,1.0346282982955808,,,91911666.0,101709056.5,,,,,,,,,,,,0.0,
600588,用友网络,2004-03-31,2005-04-30,2004-04-28,2005-04-30,20478908,20506390.0,,136440102,,6410779.0,75637289.0,78165168.0,,631218449.0,,110701348.0,1.4635816468779044,1.0334210682775793,,,85038417.0,104531526.0,,,,,,,,,,,,0.0,
600588,用友网络,2004-06-30,2005-08-09,2005-08-09,2005-08-09,45610311,45812553.0,0.3167,311350999,,22492917.0,79133722.0,81832578.0,,658317861.0,,96497225.0,1.2194197689829376,1.0341050051961413,,,79998873.0,104531526.0,,,,,,,,,,,,0.0,
600588,用友网络,2004-09-30,2005-10-31,2004-10-28,2005-10-31,64263416,64571850.0,,486530124,,25044893.0,75378625.0,78439810.0,,692260508.0,,82215097.0,1.0906951008989618,1.0406107832293305,,,78302489.0,100514375.5,,,,,,,,,,,,0.0,
600588,用友网络,2004-12-31,2006-03-28,2006-03-28,2006-03-28,69441387,70008890.0,0.53,725871735,,106587042.0,69441387.0,70008890.0,0.53,725871735.0,,106587042.0,1.5349209830731059,1.0081724030080217,,,78302489.0,101542133.5,1.0,0.53,,,,,,1.0,0.53,,,0.0,
600588,用友网络,2005-03-31,2006-04-29,2005-04-30,2006-04-29,21232784,21268492.0,,170022318,,-1118936.0,70195263.0,70770992.0,,759453951.0,,99057327.0,1.411168257892274,1.0082018212539499,,,74605401.0,97777276.0,,,,,,,,,,,,0.0,
