strategy,date,code,name,action,valuation_confidence,sell_confirmation_count,price_to_neutral,neutral_value,close_qfq,weight_before,weight_after,weight_change,cost_fraction
v32_candidate,2018-01-31,601088,中国神华,BUY_A_LEVEL,MEDIUM,0,0.6749101632822907,21.736226238845457,14.67,0.0,0.09375,0.09375,9.375e-05
v32_candidate,2018-02-28,601088,中国神华,BUY_FULL_MARGIN,MEDIUM,0,0.6178625421186887,21.736226238845457,13.43,0.08651120845143002,0.125,0.038488791548569976,3.848879154856998e-05
v32_candidate,2018-03-30,601088,中国神华,BUY_FULL_MARGIN,MEDIUM,0,0.46098036687993066,25.142068584059224,11.59,0.10975378787878792,0.125,0.015246212121212077,1.5246212121212078e-05
v32_candidate,2018-04-27,002008,大族激光,BUY_A_LEVEL,MEDIUM,0,0.7017861729401181,63.49512389695117,44.56,0.0,0.09375,0.09375,9.375e-05
v32_candidate,2018-05-31,601088,中国神华,BUY_FULL_MARGIN,HIGH,0,0.36143518944351755,31.374919573989438,11.34,0.12047293768200192,0.125,0.0045270623179980846,4.527062317998085e-06
v32_candidate,2018-06-29,601088,中国神华,BUY_FULL_MARGIN,HIGH,0,0.35314831561147925,31.374919573989438,11.08,0.12294783649880811,0.125,0.0020521635011918893,2.0521635011918895e-06
v32_candidate,2018-07-31,601088,中国神华,BUY_FULL_MARGIN,HIGH,0,0.34199290852988923,31.374919573989438,10.73,0.12281821872351462,0.125,0.002181781276485384,2.181781276485384e-06
v32_candidate,2018-08-31,002008,大族激光,BUY_A_LEVEL,HIGH,0,0.6788021702726269,61.49066963536076,41.74,0.08919740635163734,0.09375,0.004552593648362663,4.552593648362663e-06
v32_candidate,2018-09-28,002008,大族激光,BUY_A_LEVEL,HIGH,0,0.657498125158656,61.49066963536076,40.43,0.08989918082668667,0.09375,0.0038508191733133273,3.850819173313327e-06
v32_candidate,2018-10-31,002008,大族激光,BUY_FULL_MARGIN,MEDIUM,0,0.4771317037001161,61.66012396965112,29.42,0.07017466871448286,0.125,0.05482533128551714,5.4825331285517144e-05
v32_candidate,2018-10-31,600519,贵州茅台,BUY_FULL_MARGIN,MEDIUM,0,0.5387270286504152,849.7810127456414,457.8,0.0,0.125,0.125,0.000125
