variant,date,code,name,action,underlying_v31_action,valuation_confidence,sell_confirmation_count,price_to_neutral,neutral_value,normalized_earnings,realistic_growth,market_implied_growth,expectation_gap
current_v31_baseline,2023-06-30,002920,德赛西威,CORE_ONLY,CORE_ONLY,MEDIUM,0,1.985777681245224,76.050809426612,1.8288187416134623,0.3,0.49218139218612256,-0.19218139218612257
current_v31_baseline,2023-06-30,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,53.294881598144705,0.3846523227985489,0.030039589705025932,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2023-06-30,600519,贵州茅台,REDUCE_25,REDUCE_25,MEDIUM,0,1.3719253036246442,1107.3051834428688,48.679554058021715,0.14210368087109893,0.22366030930743175,-0.08155662843633282
current_v31_baseline,2023-06-30,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,MEDIUM,0,0.27812732106835275,86.86669079181338,3.4521376814769376,0.16786586602553455,0.0,0.16786586602553455
current_v31_baseline,2023-06-30,601877,正泰电器,REDUCE_25,REDUCE_25,MEDIUM,0,1.2886379978474276,19.796094824622998,1.5459845971212356,0.0,0.06180551106595929,-0.06180551106595929
current_v31_baseline,2023-06-30,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,6.899188052193369,6.85587921972391,0.5354128562888703,0.0,0.5118853772045859,-0.5118853772045859
current_v31_baseline,2023-07-31,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,3.521948804917215,4.7360143272701745,0.36986108960228314,0.0,0.3219848557351529,-0.3219848557351529
current_v31_baseline,2023-07-31,002008,大族激光,BUY_A_LEVEL,BUY_A_LEVEL,LOW,0,0.7494603286785668,31.70281213135477,1.0668343839721612,0.2108718844093646,0.13674651079423777,0.07412537361512683
current_v31_baseline,2023-07-31,002920,德赛西威,CORE_ONLY,CORE_ONLY,MEDIUM,0,1.9824904052532275,76.050809426612,1.8288187416134623,0.3,0.4916995324376153,-0.19169953243761534
current_v31_baseline,2023-07-31,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,49.05728857351174,0.3846523227985489,0.030039589705025932,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2023-07-31,600519,贵州茅台,REDUCE_50,REDUCE_50,MEDIUM,0,1.5257311401244487,1107.3051834428688,48.679554058021715,0.14210368087109893,0.25165181475876475,-0.10954813388766582
current_v31_baseline,2023-07-31,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,MEDIUM,0,0.2796238670840351,86.86669079181338,3.4521376814769376,0.16786586602553455,0.0,0.16786586602553455
current_v31_baseline,2023-07-31,601877,正泰电器,REDUCE_25,REDUCE_25,MEDIUM,0,1.3421839123012993,19.796094824622998,1.5459845971212356,0.0,0.07185781160752797,-0.07185781160752797
current_v31_baseline,2023-07-31,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,6.414932146627153,6.85587921972391,0.5354128562888703,0.0,0.4906431881120432,-0.4906431881120432
current_v31_baseline,2023-08-31,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.8851881786202767,4.997940899264247,0.3903163586574674,0.0,0.2682632499792107,-0.2682632499792107
