strategy,date,code,name,action,valuation_confidence,tradable_today,sell_confirmation_count,price_to_neutral,neutral_value,close_qfq,weight_before,weight_after,weight_change,cost_fraction
v31_1_confidence_gate_only,2018-01-31,601088,中国神华,BUY_A_LEVEL,MEDIUM,True,0,0.6749101632822907,21.736226238845457,14.67,0.0,0.09375,0.09375,9.375e-05
v31_1_confidence_gate_only,2018-02-28,601088,中国神华,BUY_FULL_MARGIN,MEDIUM,True,0,0.6178625421186887,21.736226238845457,13.43,0.08651120845143007,0.125,0.038488791548569934,3.8488791548569936e-05
v31_1_confidence_gate_only,2018-03-30,601088,中国神华,BUY_FULL_MARGIN,MEDIUM,True,0,0.4609803668799306,25.142068584059224,11.59,0.10975378787878798,0.125,0.015246212121212022,1.5246212121212022e-05
v31_1_confidence_gate_only,2018-04-27,002008,大族激光,BUY_A_LEVEL,MEDIUM,True,0,0.7017861729401181,63.49512389695117,44.56,0.0,0.09375,0.09375,9.375e-05
v31_1_confidence_gate_only,2018-05-31,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.3614351894435175,31.37491957398944,11.34,0.12047293768200198,0.125,0.004527062317998015,4.5270623179980155e-06
v31_1_confidence_gate_only,2018-06-29,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.3531483156114792,31.37491957398944,11.08,0.12294783649880815,0.125,0.0020521635011918476,2.0521635011918475e-06
v31_1_confidence_gate_only,2018-07-31,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.3419929085298892,31.37491957398944,10.73,0.12281821872351469,0.125,0.0021817812764853145,2.1817812764853146e-06
v31_1_confidence_gate_only,2018-08-31,002008,大族激光,BUY_A_LEVEL,HIGH,True,0,0.6788021702726269,61.49066963536076,41.74,0.08919740635163746,0.09375,0.004552593648362538,4.552593648362538e-06
v31_1_confidence_gate_only,2018-09-28,002008,大族激光,BUY_A_LEVEL,HIGH,True,0,0.657498125158656,61.49066963536076,40.43,0.08989918082668671,0.09375,0.0038508191733132857,3.850819173313286e-06
v31_1_confidence_gate_only,2018-10-31,002008,大族激光,BUY_FULL_MARGIN,MEDIUM,True,0,0.4771317037001161,61.66012396965112,29.42,0.0701746687144829,0.125,0.0548253312855171,5.48253312855171e-05
v31_1_confidence_gate_only,2018-10-31,600519,贵州茅台,BUY_FULL_MARGIN,MEDIUM,True,0,0.5387270286504152,849.7810127456414,457.8,0.0,0.125,0.125,0.000125
v31_1_confidence_gate_only,2018-12-28,002008,大族激光,BUY_FULL_MARGIN,MEDIUM,True,0,0.4609137667966451,61.66012396965112,28.42,0.1218937731962442,0.125,0.0031062268037558016,3.1062268037558015e-06
v31_1_confidence_gate_only,2019-04-30,600031,三一重工,BUY_FULL_MARGIN,MEDIUM,True,0,0.3079646639658444,30.165798505475063,9.29,0.0,0.125,0.125,0.000125
v31_1_confidence_gate_only,2019-04-30,601088,中国神华,BUY_FULL_MARGIN,MEDIUM,True,0,0.1895433475465942,60.56662050446242,11.48,0.12181801627082302,0.125,0.003181983729176982,3.181983729176982e-06
v31_1_confidence_gate_only,2019-04-30,601877,正泰电器,BUY_FULL_MARGIN,MEDIUM,True,0,0.5936187255184667,35.73000494799955,21.21,0.0,0.125,0.125,0.000125
v31_1_confidence_gate_only,2019-05-31,601088,中国神华,BUY_FULL_MARGIN,MEDIUM,True,0,0.1771602891267383,60.56662050446242,10.73,0.12428674306736065,0.125,0.0007132569326393501,7.132569326393501e-07
v31_1_confidence_gate_only,2019-05-31,601877,正泰电器,BUY_FULL_MARGIN,MEDIUM,True,0,0.5454799132652011,35.73000494799955,19.49,0.12219069758174352,0.125,0.0028093024182564846,2.8093024182564846e-06
v31_1_confidence_gate_only,2019-06-28,601877,正泰电器,BUY_FULL_MARGIN,MEDIUM,True,0,0.5303665652321992,35.73000494799955,18.95,0.1154238721849822,0.125,0.009576127815017793,9.576127815017794e-06
v31_1_confidence_gate_only,2019-07-31,002008,大族激光,BUY_FULL_MARGIN,MEDIUM,True,0,0.5086896560143982,54.08012463933677,27.51,0.1070058699603926,0.125,0.017994130039607398,1.79941300396074e-05
v31_1_confidence_gate_only,2019-08-30,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1766103158218776,64.49226902174567,11.39,0.12313754147771461,0.125,0.0018624585222853929,1.862458522285393e-06
v31_1_confidence_gate_only,2019-08-30,601877,正泰电器,BUY_FULL_MARGIN,MEDIUM,True,0,0.4423646678398097,42.6345080679672,18.86,0.12156560024954317,0.125,0.0034343997504568263,3.4343997504568263e-06
v31_1_confidence_gate_only,2019-09-30,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1773856025462932,64.49226902174567,11.44,0.1219610771512713,0.125,0.003038922848728698,3.038922848728698e-06
v31_1_confidence_gate_only,2019-09-30,601877,正泰电器,BUY_FULL_MARGIN,MEDIUM,True,0,0.4289952160546192,42.6345080679672,18.29,0.11775814833393279,0.125,0.007241851666067209,7.241851666067209e-06
v31_1_confidence_gate_only,2019-10-31,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1806680088342572,62.15820981512158,11.23,0.12142880195673245,0.125,0.003571198043267554,3.571198043267554e-06
v31_1_confidence_gate_only,2019-11-29,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1687629040669063,62.15820981512158,10.49,0.11805880455163575,0.125,0.006941195448364246,6.9411954483642455e-06
v31_1_confidence_gate_only,2019-12-31,002008,大族激光,REDUCE_25,MEDIUM,True,0,1.2344779978804783,30.99285695305224,38.26,0.15154941697965357,0.09375,-0.05779941697965357,5.779941697965357e-05
v31_1_confidence_gate_only,2019-12-31,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1788983310985699,62.15820981512158,11.12,0.12123669343812953,0.125,0.0037633065618704747,3.763306561870475e-06
v31_1_confidence_gate_only,2020-01-23,002008,大族激光,REDUCE_25,MEDIUM,True,0,1.346116624975786,30.99285695305224,41.72,0.10588063660309671,0.09375,-0.012130636603096712,1.2130636603096712e-05
v31_1_confidence_gate_only,2020-01-23,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1694064232435199,62.15820981512158,10.53,0.12259691174363015,0.125,0.0024030882563698536,2.4030882563698536e-06
