label,start,end,final_multiple,final_capital_rmb,total_return,cagr,max_drawdown,sharpe,worst_calendar_year,best_calendar_year,trades,avg_cash_weight,total_turnover,low_invalid_decisions,mechanical_low_invalid_actions,blocked_nontradable_rebalance_decisions,variant
current_v31_baseline,2018-01-01,2026-08-24,2.4970022759006603,2497002.27590066,1.4970022759006603,0.1116792398379991,-0.23900362167821032,0.7874595258982128,-0.08878184927911958,0.5116075168930654,103.0,0.434459944711406,2.247209151239269,148.0,115.0,0.0,current_v31_baseline
v31_1_confidence_gate_only,2018-01-01,2026-08-24,2.33753169933687,2337531.69933687,1.33753169933687,0.10322349776143103,-0.18246406682298255,0.8284797414859687,-0.06606198974003186,0.4302505197844446,94.0,0.4783775039586263,2.118801864142609,148.0,0.0,0.0,v31_1_confidence_gate_only
v32_candidate,2018-01-01,2026-08-24,2.3046584894723874,2304658.4894723874,1.3046584894723874,0.10141723962631866,-0.18214860351392215,0.8031658091022547,-0.06606198974003186,0.4413484517461579,95.0,0.4678605990056427,2.0877149097352454,148.0,0.0,0.0,v32_candidate
true_buyhold,2018-01-01,2026-08-24,2.0747697572708983,2074769.7572708982,1.0747697572708983,0.08810779738391439,-0.5092263024511492,0.4766713001527773,-0.26716955477316673,0.818853796781551,,,,,,,true_buyhold
