strategy,date,code,name,action,valuation_confidence,tradable_today,sell_confirmation_count,price_to_neutral,neutral_value,close_qfq,weight_before,weight_after,weight_change,cost_fraction
current_v31_baseline,2018-01-31,601088,中国神华,BUY_A_LEVEL,MEDIUM,True,0,0.6749101632822907,21.736226238845457,14.67,0.0,0.09375,0.09375,9.375e-05
current_v31_baseline,2018-02-28,601088,中国神华,BUY_FULL_MARGIN,MEDIUM,True,0,0.6178625421186887,21.736226238845457,13.43,0.08651120845143007,0.125,0.038488791548569934,3.8488791548569936e-05
current_v31_baseline,2018-03-30,601088,中国神华,BUY_FULL_MARGIN,MEDIUM,True,0,0.4609803668799306,25.142068584059224,11.59,0.10975378787878798,0.125,0.015246212121212022,1.5246212121212022e-05
current_v31_baseline,2018-04-27,002008,大族激光,BUY_A_LEVEL,MEDIUM,True,0,0.7017861729401181,63.49512389695117,44.56,0.0,0.09375,0.09375,9.375e-05
current_v31_baseline,2018-05-31,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.3614351894435175,31.37491957398944,11.34,0.12047293768200198,0.125,0.004527062317998015,4.5270623179980155e-06
current_v31_baseline,2018-06-29,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.3531483156114792,31.37491957398944,11.08,0.12294783649880815,0.125,0.0020521635011918476,2.0521635011918475e-06
current_v31_baseline,2018-07-31,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.3419929085298892,31.37491957398944,10.73,0.12281821872351469,0.125,0.0021817812764853145,2.1817812764853146e-06
current_v31_baseline,2018-08-31,600031,三一重工,BUY_FULL_MARGIN,LOW,True,0,0.5473380381387446,11.035227919731977,6.04,0.0,0.125,0.125,0.000125
current_v31_baseline,2018-08-31,002008,大族激光,BUY_A_LEVEL,HIGH,True,0,0.6788021702726269,61.49066963536076,41.74,0.08919740635163746,0.09375,0.004552593648362538,4.552593648362538e-06
current_v31_baseline,2018-08-31,600519,贵州茅台,BUY_STAGED,LOW,True,0,0.7738462151754555,710.4512359414298,549.78,0.0,0.0625,0.0625,6.25e-05
current_v31_baseline,2018-09-28,600031,三一重工,BUY_FULL_MARGIN,LOW,True,0,0.5364637724803589,11.035227919731977,5.92,0.12078494174841976,0.125,0.0042150582515802365,4.215058251580237e-06
current_v31_baseline,2018-09-28,002008,大族激光,BUY_A_LEVEL,HIGH,True,0,0.657498125158656,61.49066963536076,40.43,0.08952422830215616,0.09375,0.0042257716978438414,4.225771697843842e-06
current_v31_baseline,2018-10-31,600031,三一重工,BUY_FULL_MARGIN,LOW,True,0,0.274188407632547,17.907394562720267,4.91,0.1110120905969041,0.125,0.013987909403095897,1.3987909403095897e-05
current_v31_baseline,2018-10-31,002008,大族激光,BUY_FULL_MARGIN,MEDIUM,True,0,0.4771317037001161,61.66012396965112,29.42,0.07304839639759787,0.125,0.05195160360240213,5.195160360240213e-05
current_v31_baseline,2018-10-31,600519,贵州茅台,BUY_FULL_MARGIN,MEDIUM,True,0,0.5387270286504152,849.7810127456414,457.8,0.05493958377236597,0.125,0.07006041622763404,7.006041622763404e-05
current_v31_baseline,2018-12-28,002008,大族激光,BUY_FULL_MARGIN,MEDIUM,True,0,0.4609137667966451,61.66012396965112,28.42,0.12050277360450415,0.125,0.004497226395495851,4.4972263954958514e-06
current_v31_baseline,2019-01-31,002008,大族激光,BUY_FULL_MARGIN,MEDIUM,True,0,0.4805374704498449,61.66012396965112,29.63,0.12279790130575191,0.125,0.002202098694248089,2.2020986942480894e-06
current_v31_baseline,2019-03-29,601088,中国神华,BUY_FULL_MARGIN,LOW,True,0,0.1861462503235893,61.45705315102053,11.44,0.11447054112052857,0.125,0.010529458879471432,1.0529458879471432e-05
current_v31_baseline,2019-04-30,601877,正泰电器,BUY_FULL_MARGIN,MEDIUM,True,0,0.5936187255184667,35.73000494799955,21.21,0.0,0.125,0.125,0.000125
current_v31_baseline,2019-05-31,002008,大族激光,BUY_FULL_MARGIN,MEDIUM,True,0,0.5804350527914197,54.08012463933677,31.39,0.12054331536522149,0.125,0.00445668463477851,4.45668463477851e-06
current_v31_baseline,2019-05-31,601088,中国神华,BUY_FULL_MARGIN,MEDIUM,True,0,0.1771602891267383,60.56662050446242,10.73,0.12445430172616083,0.125,0.0005456982738391708,5.456982738391708e-07
current_v31_baseline,2019-05-31,601877,正泰电器,BUY_FULL_MARGIN,MEDIUM,True,0,0.5454799132652011,35.73000494799955,19.49,0.12197534790271183,0.125,0.0030246520972881663,3.0246520972881663e-06
current_v31_baseline,2019-06-28,002008,大族激光,BUY_FULL_MARGIN,MEDIUM,True,0,0.6035489048458726,54.08012463933677,32.64,0.1228287898132475,0.125,0.0021712101867524952,2.171210186752495e-06
current_v31_baseline,2019-06-28,601877,正泰电器,BUY_FULL_MARGIN,MEDIUM,True,0,0.5303665652321992,35.73000494799955,18.95,0.11485204005275931,0.125,0.010147959947240687,1.0147959947240687e-05
current_v31_baseline,2019-07-31,002008,大族激光,BUY_FULL_MARGIN,MEDIUM,True,0,0.5086896560143982,54.08012463933677,27.51,0.10401603243727563,0.125,0.020983967562724373,2.0983967562724374e-05
current_v31_baseline,2019-08-30,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1766103158218776,64.49226902174567,11.39,0.12230514294893413,0.125,0.0026948570510658687,2.6948570510658686e-06
current_v31_baseline,2019-08-30,601877,正泰电器,BUY_FULL_MARGIN,MEDIUM,True,0,0.4423646678398097,42.6345080679672,18.86,0.12134499441397306,0.125,0.003655005586026938,3.655005586026938e-06
current_v31_baseline,2019-09-30,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1773856025462932,64.49226902174567,11.44,0.12131179265068667,0.125,0.003688207349313327,3.688207349313327e-06
current_v31_baseline,2019-09-30,601877,正泰电器,BUY_FULL_MARGIN,MEDIUM,True,0,0.4289952160546192,42.6345080679672,18.29,0.11713123897631926,0.125,0.00786876102368074,7.86876102368074e-06
current_v31_baseline,2019-10-31,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1806680088342572,62.15820981512158,11.23,0.12213592119916829,0.125,0.0028640788008317125,2.8640788008317127e-06
current_v31_baseline,2019-11-29,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1687629040669063,62.15820981512158,10.49,0.11716789971338229,0.125,0.00783210028661771,7.83210028661771e-06
current_v31_baseline,2019-12-31,002008,大族激光,REDUCE_25,MEDIUM,True,0,1.2344779978804783,30.99285695305224,38.26,0.14953548344052553,0.09375,-0.05578548344052553,5.578548344052553e-05
current_v31_baseline,2019-12-31,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1788983310985699,62.15820981512158,11.12,0.11954085562415469,0.125,0.005459144375845312,5.459144375845312e-06
current_v31_baseline,2020-01-23,002008,大族激光,REDUCE_25,MEDIUM,True,0,1.346116624975786,30.99285695305224,41.72,0.10621368190455462,0.09375,-0.012463681904554616,1.2463681904554616e-05
current_v31_baseline,2020-01-23,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1694064232435199,62.15820981512158,10.53,0.12298253773474059,0.125,0.0020174622652594093,2.0174622652594093e-06
current_v31_baseline,2020-02-28,601088,中国神华,BUY_FULL_MARGIN,HIGH,True,0,0.1568577992995554,62.15820981512158,9.75,0.11496052751723451,0.125,0.010039472482765488,1.0039472482765487e-05
current_v31_baseline,2020-04-30,002008,大族激光,CORE_ONLY,LOW,True,0,4.520605998291366,6.317737049146663,28.56,0.061105421319659965,0.03125,-0.029855421319659965,2.9855421319659964e-05
