code,name,report_date,profit_notice_date,cash_notice_date,available_date,p_PARENT_NETPROFIT,p_DEDUCT_PARENT_NETPROFIT,p_BASIC_EPS,p_TOTAL_OPERATE_INCOME,p_RESEARCH_EXPENSE,c_NETCASH_OPERATE,ttm_parent_netprofit,ttm_deduct_netprofit,ttm_basic_eps_approx,ttm_revenue,ttm_research_expense,ttm_operating_cashflow,cash_conversion,deduct_quality,rd_intensity,normalized_eps_4q_median,normalized_deduct_np_4q_median,normalized_cfo_4q_median,deduct_factor_round6,clean_eps_round6,normalized_eps_round6,eps_growth_3y_round6,revenue_growth_3y_round6,realistic_growth_round6,neutral_value_round6,quality_factor_round5,quality_adjusted_eps_round5,normalized_owner_eps_round5,historical_growth_round5,assumed_growth_round5,neutral_value_round5
600570,恒生电子,2000-12-31,2003-11-26,,2003-11-26,22736543.77,,,346307385.91,,,22736543.77,,,346307385.91,,,,,,,,,,,,,,,,,,,,0.0,
600570,恒生电子,2001-12-31,2003-11-26,,2003-11-26,27912020.86,,,315270857.34,,,27912020.86,,,315270857.34,,,,,,,,,,,,,,,,,,,,0.0,
600570,恒生电子,2002-12-31,2004-04-20,2003-11-26,2004-04-20,39602254.36,,0.777,214775572.34,,38019284.26,39602254.36,,0.777,214775572.34,,38019284.26,0.9600282830969625,,,,,,,,,,,,,,,,,0.0,
600570,恒生电子,2003-03-31,2004-04-27,,2004-04-27,2986509.57,,,36617047.93,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
600570,恒生电子,2003-06-30,2004-07-24,2003-11-26,2004-07-24,12226485.93,,0.24,89515147.81,,-16831339.95,,,,,,,,,,,,,,,,,,,,,,,,0.0,
600570,恒生电子,2003-09-30,2004-10-28,,2004-10-28,18732731.18,,,137477460.95,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
600570,恒生电子,2003-12-31,2005-04-16,2004-04-20,2005-04-16,36324964.3,35655522.39,,215381090.15,,23986960.24,36324964.3,35655522.39,,215381090.15,,23986960.24,0.6603436700418175,0.9815707483021533,,,,,,,,,,,,,,,,0.0,
600570,恒生电子,2004-03-31,2005-04-27,2004-04-27,2005-04-27,75210.97,129823.61,,40103096.48,,-56127635.69,33413665.699999996,,,218867138.7,,,,,,,,,,,,,,,,,,,,0.0,
600570,恒生电子,2004-06-30,2005-08-13,2004-07-24,2005-08-13,2398352.41,2808502.5,,93774973.3,,-54607596.51,26496830.779999994,,,219640915.64,,-13789296.32,-0.5204130423932912,,,,,5098831.959999999,,,,,,,,,,,,0.0,
600570,恒生电子,2004-09-30,2005-10-29,2004-10-28,2005-10-29,6438802.81,4025033.05,,165401604.72,,-62224859.24,24031035.93,,,243305233.92000002,,,,,,,,5098831.959999999,,,,,,,,,,,,0.0,
600570,恒生电子,2004-12-31,2006-04-15,2005-04-16,2006-04-15,22394113.84,16982250.78,0.3293,266943384.18,,-6565558.61,22394113.84,16982250.78,0.3293,266943384.18,,-6565558.61,-0.29318233607764854,0.7583354671380915,,,,-10177427.465,0.7583354671380915,0.2497198693285735,,,,,,,,,,0.0,
600570,恒生电子,2005-03-31,2006-04-25,2005-04-27,2006-04-25,120751.32,-76829.31,,38615452.69,,-26745646.16,22439654.19,16775597.860000003,,265455740.39000002,,22816430.919999998,1.0167906656140853,0.7475871828486499,,,16878924.32,-6565558.61,,,,,,,,,,,,0.0,
600570,恒生电子,2005-06-30,2006-07-29,2005-08-13,2006-07-29,2575299.03,2072070.3,0.0252,88243597.0,,-20004008.18,22571060.46,16245818.580000002,,261412007.88,,28038029.72,1.2422114490228962,0.7197631945025591,,,16775597.860000003,22816430.919999998,,,,,,,,,,,,0.0,
