code,name,report_date,profit_notice_date,cash_notice_date,available_date,p_PARENT_NETPROFIT,p_DEDUCT_PARENT_NETPROFIT,p_BASIC_EPS,p_TOTAL_OPERATE_INCOME,p_RESEARCH_EXPENSE,c_NETCASH_OPERATE,ttm_parent_netprofit,ttm_deduct_netprofit,ttm_basic_eps_approx,ttm_revenue,ttm_research_expense,ttm_operating_cashflow,cash_conversion,deduct_quality,rd_intensity,normalized_eps_4q_median,normalized_deduct_np_4q_median,normalized_cfo_4q_median,deduct_factor_round6,clean_eps_round6,normalized_eps_round6,eps_growth_3y_round6,revenue_growth_3y_round6,realistic_growth_round6,neutral_value_round6,quality_factor_round5,quality_adjusted_eps_round5,normalized_owner_eps_round5,historical_growth_round5,assumed_growth_round5,neutral_value_round5
002179,中航光电,2004-12-31,2007-10-12,2007-10-12,2007-10-12,34158555.35,33007382.8,0.49,232384537.22,,24892693.18,34158555.35,33007382.8,0.49,232384537.22,,24892693.18,0.728739635647384,0.9662991441469143,,,,,0.9662991441469143,0.473486580631988,,,,,,0.728739635647384,0.35708242146721814,,,0.0,
002179,中航光电,2005-12-31,2007-10-12,2007-10-12,2007-10-12,62261844.46,60432956.17,0.89,418348477.54,,71163258.63,62261844.46,60432956.17,0.89,418348477.54,,71163258.63,1.1429674023826695,0.9706258575237846,,0.69,46720169.485,48027975.905,0.9706258575237846,0.8638570131961684,0.6686717969140782,,,,,0.9706258575237846,0.8638570131961684,0.6104697173316933,,0.0,7.999965496182648
002179,中航光电,2006-09-30,2007-10-31,2007-10-31,2007-10-31,53552730.16,,0.77,396033302.92,,-177040.27,,,,,,,,,,0.69,46720169.485,48027975.905,,,0.6686717969140782,,,,,,,0.6104697173316933,,0.0,7.999965496182648
002179,中航光电,2006-12-31,2008-03-29,2008-03-29,2008-03-29,66264928.29,64221847.43,0.95,521999423.99,,42546565.46,66264928.29,64221847.43,0.95,521999423.99,,42546565.46,0.6420676300108616,0.9691679910818176,,0.89,60432956.17,42546565.46,0.9691679910818176,0.9207095915277267,0.8638570131961684,,,,,0.6420676300108616,0.6099642485103185,0.6099642485103185,,0.0,7.993341526122235
002179,中航光电,2007-03-31,2008-04-24,2008-04-24,2008-04-24,16619932.67,,0.19,188043394.48,,-48387343.8,,,,,,,,,,0.9199999999999999,62327401.8,56854912.045,,,0.8922833023619475,,,,,,,0.7369106308532434,,0.0,9.656923927961193
002179,中航光电,2007-06-30,2008-08-18,2008-08-18,2008-08-18,41404401.33,39579319.69,0.31,402240540.55,,-44334699.19,,,,,,,,,,,,,,,,,,,,,,,,0.0,
002179,中航光电,2007-09-30,2008-10-28,2008-10-28,2008-10-28,65667992.34,,0.49,629362288.93,,-3006189.73,78380190.47,,0.6699999999999999,755328410.0,,39717416.00000001,0.5067277300787096,,,0.8099999999999999,,41131990.730000004,,,,,,,,,,,,0.0,
002179,中航光电,2007-12-31,2009-03-20,2009-03-20,2009-03-20,99237910.07,84785045.19,0.7,831508040.52,,42872811.31,99237910.07,84785045.19,0.7,831508040.52,,42872811.31,0.43202049780934093,0.8543614545106271,,0.6849999999999999,,41295113.655,0.8543614545106271,0.5980530181574389,,,,,,0.43202049780934093,0.30241434846653864,,,0.0,
002179,中航光电,2008-03-31,2009-04-25,2009-04-25,2009-04-25,16871419.6,15845088.89,0.09,224069388.57,,-31654552.26,99489396.99999999,,0.5999999999999999,867534034.6099999,,59605602.849999994,0.5991151283186489,,,0.6699999999999999,,42872811.31,,,,,,,,,,,,0.0,
002179,中航光电,2008-06-30,2009-08-18,2009-08-18,2009-08-18,43684763.54,42950680.52,0.16,504376888.28,,-57927130.62,101518272.27999999,88156406.02000001,0.55,933644388.25,,29280379.880000003,0.28842472613443504,0.8683796920504488,,0.6349999999999999,86470725.605,41295113.655,0.8683796920504488,0.4776088306277469,0.537830924392593,,,,,0.28842472613443504,0.15863359937393928,0.23052397392023896,,0.0,3.0209259936194335
002179,中航光电,2008-09-30,2009-10-21,2009-10-21,2009-10-21,75807975.98,75577862.68,0.28,773600780.83,,-80440650.65,109377893.71000001,,0.49,975746532.42,,-34561649.61000001,-0.3159838650910149,,,0.575,86470725.605,36076595.595,,,0.537830924392593,,,,,,,0.23052397392023896,,0.0,3.0209259936194335
