label,start,end,final_multiple,final_capital_rmb,total_return,cagr,max_drawdown,sharpe,worst_calendar_year,best_calendar_year,trades,avg_cash_weight,total_turnover,group,variant
UNIVERSAL_GEOMEAN_single_002138,2018-01-02,2026-08-24,3.129031353082207,3129031.353082207,2.129031353082207,0.1411290202381527,-0.3784144884353402,0.6497036416101195,-0.0859626343252089,0.5183726149815289,10.0,0.4086766748252966,2.2666078033195696,single_002138,universal_geomean
TRUE_BUYHOLD_single_002138,2018-01-02,2026-08-24,3.218095881161377,3218095.8811613773,2.218095881161377,0.1448416323135262,-0.5491447536379882,0.5410658665722937,-0.30536723163841806,0.6858513189448441,,,,single_002138,true_buyhold
EXPECTATION_GAP_10Y_single_002241,2018-01-02,2026-08-24,1.007131786523854,1007131.786523854,0.007131786523854,0.0008227845039405,-0.6404539383934809,0.1166067310316706,-0.5626163118816738,0.6318777396493314,30.0,0.6672201161532665,2.9653785232893783,single_002241,expectation_gap_10y
ROUND5_5Y_15X_single_002241,2018-01-02,2026-08-24,1.67805870658361,1678058.7065836098,0.6780587065836099,0.0617380153159603,-0.3579815270024447,0.4608293215649686,-0.2684368370241086,0.6318777396493294,33.0,0.7352658121747642,2.618835584198767,single_002241,round5_5y_15x
UNIVERSAL_GEOMEAN_single_002241,2018-01-02,2026-08-24,1.6239045645881656,1623904.5645881656,0.6239045645881656,0.0577147854883215,-0.682624642969013,0.3431050424519856,-0.5660473731536384,0.7729112298582432,25.0,0.4838084183386684,4.424700456369392,single_002241,universal_geomean
TRUE_BUYHOLD_single_002241,2018-01-02,2026-08-24,1.4832596336070751,1483259.6336070749,0.4832596336070751,0.0466833024340473,-0.7572746628814762,0.3491827397089573,-0.6986430456087449,2.393442622950819,,,,single_002241,true_buyhold
EXPECTATION_GAP_10Y_single_002815,2018-01-02,2026-08-24,1.2254734626472863,1225473.4626472862,0.2254734626472863,0.0238105084767172,-0.3853264067905019,0.2229469925803845,-0.09478630639844043,0.2958401394422332,22.0,0.6851857273812496,3.639782445716296,single_002815,expectation_gap_10y
ROUND5_5Y_15X_single_002815,2018-01-02,2026-08-24,1.4680791382691576,1468079.1382691576,0.4680791382691576,0.045437897079634,-0.2935460614803928,0.3469521327547287,-0.0874206578188117,0.29584013944223075,17.0,0.708232212056425,3.067347274568,single_002815,round5_5y_15x
UNIVERSAL_GEOMEAN_single_002815,2018-01-02,2026-08-24,1.0756230275946252,1075623.0275946253,0.0756230275946252,0.0084725552880338,-0.6654691703726321,0.1930311978006533,-0.3955613577023499,0.2590549999999998,10.0,0.3044022260881863,1.8844442029730757,single_002815,universal_geomean
TRUE_BUYHOLD_single_002815,2018-01-02,2026-08-24,1.0052671181339352,1005267.1181339351,0.0052671181339352,0.0006081589154032,-0.7089971883786317,0.2269949088996157,-0.39556135770235,0.35464535464535474,,,,single_002815,true_buyhold
EXPECTATION_GAP_10Y_single_603019,2018-01-02,2026-08-24,1.0,1000000.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,single_603019,expectation_gap_10y
ROUND5_5Y_15X_single_603019,2018-01-02,2026-08-24,1.0,1000000.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,single_603019,round5_5y_15x
UNIVERSAL_GEOMEAN_single_603019,2018-01-02,2026-08-24,3.5654634826245095,3565463.4826245094,2.5654634826245095,0.1585037782126961,-0.5726962926489697,0.5940954603279807,-0.1918777943368114,0.7957584140156759,6.0,0.3262885497745962,1.828761772722296,single_603019,universal_geomean
TRUE_BUYHOLD_single_603019,2018-01-02,2026-08-24,4.098753117206983,4098753.1172069833,3.098753117206983,0.1773440035983065,-0.60625,0.5907338107356181,-0.19187779433681074,0.8392811296534015,,,,single_603019,true_buyhold
EXPECTATION_GAP_10Y_single_600570,2018-01-02,2026-08-24,1.0,1000000.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,single_600570,expectation_gap_10y
ROUND5_5Y_15X_single_600570,2018-01-02,2026-08-24,1.0,1000000.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,single_600570,round5_5y_15x
UNIVERSAL_GEOMEAN_single_600570,2018-01-02,2026-08-24,0.6016389719823764,601638.9719823764,-0.3983610280176236,-0.057107626920021,-0.730905861456483,-0.04636836495365,-0.29250334672021394,0.12648675719279368,4.0,0.4557379801122683,1.0483918583756109,single_600570,universal_geomean
TRUE_BUYHOLD_single_600570,2018-01-02,2026-08-24,1.4216543375924682,1421654.337592468,0.4216543375924682,0.0415572531484516,-0.7652254765225477,0.3143803837850137,-0.2925033467202143,0.9510104102878143,,,,single_600570,true_buyhold
CSI300,2018-01-02,2026-08-24,1.1163883846972686,1116388.3846972687,0.1163883846972686,0.0128234742847037,-0.4560261954822538,0.1653438258133533,-0.26343072284808855,0.360695051639943,,,,benchmark,csi300
