code,name,days,realistic_growth_ready_days,realistic_growth_zero_fraction,realistic_growth_cap_fraction,median_eps_growth_3y,median_revenue_growth_3y,median_realistic_growth,solved_implied_days,below_zero_growth_value_days,above_search_range_days,buy_staged_or_better_days
002179,中航光电,2097,2097,0.1072961373390558,0.0,0.0665848970485232,0.1769778202684884,0.0665848970485232,2097,0,0,286
002138,顺络电子,2097,2097,0.08202193609918931,0.0,0.0678899948579168,0.1787364773701389,0.0678899948579168,2097,0,0,119
002241,歌尔股份,2097,2097,0.7181688125894135,0.16452074391988555,-0.1663437891013327,0.23651899170345,0.0,1974,123,0,393
002815,崇达技术,2097,2097,0.6661897949451597,0.0,-0.0685402480410986,0.1524749514684733,0.0,1930,167,0,289
603019,中科曙光,2084,2084,0.07677543186180422,0.0,0.1045832456935715,0.1292898159539899,0.0902449527739414,2084,0,0,0
600570,恒生电子,2097,2097,0.5584167858845971,0.0,-0.0141402437310337,0.1696281579742538,0.0,2097,0,0,0
