date,TRUE_BUYHOLD_single_600570
2018-01-02,0.999
2018-01-03,1.009077336919973
2018-01-04,1.0030309347679893
2018-01-05,1.0097491593813046
2018-01-08,1.0057182246133154
2018-01-09,0.9922817753866846
2018-01-10,1.063494956287828
2018-01-11,1.1239589778076666
2018-01-12,1.074915938130464
2018-01-15,1.0359502353732346
2018-01-16,1.0547612642905178
2018-01-17,1.009077336919973
2018-01-18,0.999
2018-01-19,1.0184828513786148
2018-01-22,1.0641667787491593
2018-01-23,1.0587921990585072
2018-01-24,1.1051479488903833
2018-01-25,1.0695413584398117
2018-01-26,1.078946872898453
2018-01-29,1.0594640215198385
2018-01-30,1.0964142568930733
2018-01-31,1.0816341627437795
2018-02-01,1.0245292535305985
2018-02-02,1.0305756556825825
2018-02-05,1.0097491593813046
2018-02-06,0.9096476126429052
2018-02-07,0.9190531271015467
2018-02-08,0.9371923335574984
2018-02-09,0.9123349024882313
2018-02-12,0.9398796234028245
2018-02-13,0.9358486886348353
2018-02-14,0.9338332212508407
2018-02-22,0.9660806993947547
2018-02-23,0.9620497646267654
2018-02-26,0.9869071956960324
2018-02-27,0.9916099529253531
2018-02-28,1.0023591123066578
2018-03-01,1.0587921990585072
2018-03-02,1.034606590450572
2018-03-05,1.064838601210491
2018-03-06,1.078275050437122
2018-03-07,1.0426684599865501
2018-03-08,1.0500585070611972
2018-03-09,1.0930551445864156
2018-03-12,1.0977579018157364
2018-03-13,1.1199280430396774
2018-03-14,1.0796186953597848
2018-03-15,1.1004451916610625
2018-03-16,1.1091788836583727
2018-03-19,1.1038043039677201
2018-03-20,1.104476126429052
2018-03-21,1.064838601210491
2018-03-22,1.083649630127774
2018-03-23,1.0332629455279088
2018-03-26,1.0796186953597848
2018-03-27,1.1871102891728316
2018-03-28,1.2240605245460658
2018-03-29,1.210624075319435
2018-03-30,1.2556361802286484
2018-04-02,1.320131136516476
2018-04-03,1.3644714189643576
2018-04-04,1.2979609952925353
2018-04-09,1.311397444519166
2018-04-10,1.2811654337592469
2018-04-11,1.2892273032952253
2018-04-12,1.2831809011432416
2018-04-13,1.3443167451244118
2018-04-16,1.4141862811028918
2018-04-17,1.3322239408204437
2018-04-18,1.3637995965030263
2018-04-19,1.2952737054472094
2018-04-20,1.2421997310020174
2018-04-23,1.2314505716207127
2018-04-24,1.2744472091459313
2018-04-25,1.276462676529926
2018-04-26,1.2421997310020174
2018-04-27,1.2784781439139208
2018-05-02,1.3006482851378613
2018-05-03,1.3181156691324816
2018-05-04,1.2959455279085408
2018-05-07,1.35237861466039
2018-05-08,1.3517067921990586
2018-05-09,1.31744384667115
2018-05-10,1.2731035642232684
2018-05-11,1.2596671149966374
2018-05-14,1.2421997310020174
2018-05-15,1.2737753866846
2018-05-16,1.2462306657700069
2018-05-17,1.2388406186953598
2018-05-18,1.2455588433086753
2018-05-21,1.2838527236045731
2018-05-22,1.276462676529926
2018-05-23,1.2919145931405516
2018-05-24,1.340957632817754
2018-05-25,1.3268493611297916
2018-05-28,1.271088096839274
2018-05-29,1.2529488903833221
2018-05-30,1.20390585070612
2018-05-31,1.2173422999327506
2018-06-01,1.2173422999327506
2018-06-04,1.1649401479488906
2018-06-05,1.1924848688634835
