date,TRUE_BUYHOLD_growth6
2018-01-02,0.999
2018-01-03,1.0089985612225856
2018-01-04,1.009218738804846
2018-01-05,1.006066103999434
2018-01-08,0.9919105130069887
2018-01-09,0.989106245818291
2018-01-10,0.980964300677065
2018-01-11,1.006995749924934
2018-01-12,0.9803422929288702
2018-01-15,0.9429367527225699
2018-01-16,0.9398730117909665
2018-01-17,0.9404665838156283
2018-01-18,0.9275439336895319
2018-01-19,0.9340654645387954
2018-01-22,0.9461934756704387
2018-01-23,0.942133705649407
2018-01-24,0.9719087645665253
2018-01-25,0.9636063669263565
2018-01-26,0.9607514444036686
2018-01-29,0.937921755284032
2018-01-30,0.9449141894775763
2018-01-31,0.9069307716875284
2018-02-01,0.8796567024720032
2018-02-02,0.8943658955415918
2018-02-05,0.8775751913654994
2018-02-06,0.8262159019883722
2018-02-07,0.8305922091538074
2018-02-08,0.8475233221325529
2018-02-09,0.827768689468205
2018-02-12,0.8674179083111924
2018-02-13,0.8708649267868006
2018-02-14,0.8683397663683069
2018-02-22,0.8927723780940657
2018-02-23,0.8892599662103534
2018-02-26,0.9424779638415962
2018-02-27,0.9468081722051964
2018-02-28,0.9686732850629858
2018-03-01,0.9940255752848648
2018-03-02,0.9793665389321402
2018-03-05,1.0129894982864487
2018-03-06,1.0193415490265003
2018-03-07,1.0057037131561937
2018-03-08,1.0034329292530502
2018-03-09,1.0403366790424413
2018-03-12,1.0502776677362415
2018-03-13,1.0499847968710765
2018-03-14,1.0189665093166758
2018-03-15,1.018771623134549
2018-03-16,1.0083323030066635
2018-03-19,1.0235254991197469
2018-03-20,1.0224261522154285
2018-03-21,1.0096037567850007
2018-03-22,1.0146022714500078
2018-03-23,0.9577063965929737
2018-03-26,0.9999054148123031
2018-03-27,1.0533285775230772
2018-03-28,1.051680151138386
2018-03-29,1.0439628479572303
2018-03-30,1.0832818792575736
2018-04-02,1.1336012895525538
2018-04-03,1.1378353218774249
2018-04-04,1.1005898386522064
2018-04-09,1.0969178952658107
2018-04-10,1.086369456728233
2018-04-11,1.089475055495061
2018-04-12,1.084698867198948
2018-04-13,1.0939619797806452
2018-04-16,1.1349242008347387
2018-04-17,1.0897894608714145
2018-04-18,1.12816592348295
2018-04-19,1.1094296804789219
2018-04-20,1.0990575974573613
2018-04-23,1.0403178128351915
2018-04-24,1.084082864872114
2018-04-25,1.0685930610396217
2018-04-26,1.0459308695055867
2018-04-27,1.0378454844967209
2018-05-02,1.0440052038909957
2018-05-03,1.0622094843341146
2018-05-04,1.0653559963890382
2018-05-07,1.0822101098050216
2018-05-08,1.080779220474014
2018-05-09,1.075405040796533
2018-05-10,1.0631443862746925
2018-05-11,1.0476536015234563
2018-05-14,1.032506167031708
2018-05-15,1.0505827879686802
2018-05-16,1.0447445691211954
2018-05-17,1.0336394656343635
2018-05-18,1.0317721380391625
2018-05-21,1.0682866699068572
2018-05-22,1.0718156002518706
2018-05-23,1.0716806643446644
2018-05-24,1.0725742424889462
2018-05-25,1.0493382828875693
2018-05-28,1.0214919656614883
2018-05-29,1.0129167257085616
2018-05-30,0.9886749853936252
2018-05-31,0.9977900084815471
2018-06-01,0.9862721768877862
2018-06-04,0.9858118559018262
2018-06-05,1.0139708925548294
2018-06-06,1.0120769730876424
2018-06-07,1.0050912778644612
2018-06-08,1.0165142209897553
2018-06-11,1.0168909077592174
2018-06-12,1.01161062495108
2018-06-13,1.0048908687246196
2018-06-14,0.99773409436353
2018-06-15,0.9648974330890164
2018-06-19,0.9019424663054484
2018-06-20,0.9097559339386249
2018-06-21,0.8703851233768477
2018-06-22,0.8923372983851805
2018-06-25,0.8944067808761307
2018-06-26,0.9203905042945503
2018-06-27,0.9087020137377939
2018-06-28,0.9154124347787359
2018-06-29,0.9600606013978729
2018-07-02,0.9634736786315228
2018-07-03,0.9880512202617865
2018-07-04,0.9704734616404784
2018-07-05,0.9522083417250748
2018-07-06,0.9444517340869962
