date,close,pe_ttm,pb,pe_anchor,pb_anchor,ratio_universal,neutral_universal,report_date,fund_available_date,normalized_eps_round6,eps_growth_3y_round6,revenue_growth_3y_round6,realistic_growth_round6,neutral_value_round6,deduct_factor_round6,cash_conversion,normalized_owner_eps_round5,assumed_growth_round5,neutral_value_round5,quality_factor_round5,ratio_expectation,ratio_round5,market_implied_growth_round6,implied_growth_status,expectation_gap_round6,ret,code,confidence_report_date,normalized_earnings_observation_count,realistic_growth_four_report_range,valuation_confidence
2018-01-02,14.35,21.15127435,6.19185624,,,,,2017-09-30,2017-10-31,1.208982284741026,-0.0854585259815428,0.03674453490737495,0.0,15.480832082407792,0.951437145430145,1.417680493243534,1.208982284741026,0.0,15.843237246392647,0.951437145430145,0.9269527583279678,0.9057492339999742,0.0,BELOW_ZERO_GROWTH_VALUE,0.0,0.0,000895,2017-09-30,4.0,0.0,MEDIUM
2018-01-03,14.47,21.24380635,6.2189442,,,,,2017-09-30,2017-10-31,1.208982284741026,-0.0854585259815428,0.03674453490737495,0.0,15.480832082407792,0.951437145430145,1.417680493243534,1.208982284741026,0.0,15.843237246392647,0.951437145430145,0.9347042796519648,0.9133234436222737,0.0,BELOW_ZERO_GROWTH_VALUE,0.0,0.00836236933797907,000895,2017-09-30,4.0,0.0,MEDIUM
2018-01-04,15.05,21.69104438,6.34986934,,,,,2017-09-30,2017-10-31,1.208982284741026,-0.0854585259815428,0.03674453490737495,0.0,15.480832082407792,0.951437145430145,1.417680493243534,1.208982284741026,0.0,15.843237246392647,0.951437145430145,0.9721699660512834,0.9499321234633876,0.0,BELOW_ZERO_GROWTH_VALUE,0.0,0.040082930200414646,000895,2017-09-30,4.0,0.0,MEDIUM
2018-01-05,14.91,21.58309037,6.31826672,,,,,2017-09-30,2017-10-31,1.208982284741026,-0.0854585259815428,0.03674453490737495,0.0,15.480832082407792,0.951437145430145,1.417680493243534,1.208982284741026,0.0,15.843237246392647,0.951437145430145,0.9631265245066202,0.9410955455707049,0.0,BELOW_ZERO_GROWTH_VALUE,0.0,-0.009302325581395432,000895,2017-09-30,4.0,0.0,MEDIUM
2018-01-08,14.52,21.28236135,6.23023085,,,,,2017-09-30,2017-10-31,1.208982284741026,-0.0854585259815428,0.03674453490737495,0.0,15.480832082407792,0.951437145430145,1.417680493243534,1.208982284741026,0.0,15.843237246392647,0.951437145430145,0.9379340802036301,0.9164793642982316,0.0,BELOW_ZERO_GROWTH_VALUE,0.0,-0.026156941649899457,000895,2017-09-30,4.0,0.0,MEDIUM
2018-01-09,14.25,21.07416434,6.16928294,,,,,2017-09-30,2017-10-31,1.208982284741026,-0.0854585259815428,0.03674453490737495,0.0,15.480832082407792,0.951437145430145,1.417680493243534,1.208982284741026,0.0,15.843237246392647,0.951437145430145,0.920493157224637,0.899437392648058,0.0,BELOW_ZERO_GROWTH_VALUE,0.0,-0.018595041322314043,000895,2017-09-30,4.0,0.0,MEDIUM
2018-01-10,15.48,22.0226174,6.44693453,,,,,2017-09-30,2017-10-31,1.208982284741026,-0.0854585259815428,0.03674453490737495,0.0,15.480832082407792,0.951437145430145,1.417680493243534,1.208982284741026,0.0,15.843237246392647,0.951437145430145,0.9999462507956056,0.9770730412766272,0.0,BELOW_ZERO_GROWTH_VALUE,0.0,0.08631578947368435,000895,2017-09-30,4.0,0.0,MEDIUM
2018-01-11,14.86,21.54453537,6.30698007,,,,,2017-09-30,2017-10-31,1.208982284741026,-0.0854585259815428,0.03674453490737495,0.0,15.480832082407792,0.951437145430145,1.417680493243534,1.208982284741026,0.0,15.843237246392647,0.951437145430145,0.9598967239549547,0.9379396248947467,0.0,BELOW_ZERO_GROWTH_VALUE,0.0,-0.040051679586563416,000895,2017-09-30,4.0,0.0,MEDIUM
2018-01-12,15.09,21.72188838,6.35889866,,,,,2017-09-30,2017-10-31,1.208982284741026,-0.0854585259815428,0.03674453490737495,0.0,15.480832082407792,0.951437145430145,1.417680493243534,1.208982284741026,0.0,15.843237246392647,0.951437145430145,0.9747538064926156,0.952456860004154,0.0,BELOW_ZERO_GROWTH_VALUE,0.0,0.015477792732166984,000895,2017-09-30,4.0,0.0,MEDIUM
2018-01-15,16.15,22.53925443,6.59817565,,,,,2017-09-30,2017-10-31,1.208982284741026,-0.0854585259815428,0.03674453490737495,0.0,15.480832082407792,0.951437145430145,1.417680493243534,1.208982284741026,0.0,15.843237246392647,0.951437145430145,1.0432255781879218,1.0193623783344656,0.010219860175225998,SOLVED,-0.010219860175225998,0.07024519549370445,000895,2017-09-30,4.0,0.0,MEDIUM
