,0
2018-04-19,0.9325835659383555
2018-04-20,0.9201088907107475
2018-04-23,0.9214476387318005
2018-04-24,0.9403258941317478
2018-04-25,0.9367081918314353
2018-04-26,0.9187975439649793
2018-04-27,0.9191359007838967
2018-05-02,0.9207919653589164
2018-05-03,0.9279735460259466
2018-05-04,0.9234714186349713
2018-05-07,0.9380503650118989
2018-05-08,0.9489347876560191
2018-05-09,0.9472070393876206
2018-05-10,0.952452915679181
2018-05-11,0.9475062515275601
2018-05-14,0.9564251219784896
2018-05-15,0.9600472280551872
2018-05-16,0.9524008043252914
2018-05-17,0.9453564746889282
2018-05-18,0.9549011706950211
2018-05-21,0.9593484955354271
2018-05-22,0.955670363636942
2018-05-23,0.9430400883103959
2018-05-24,0.9363448802796692
2018-05-25,0.9337224314423763
2018-05-28,0.9378233258738256
2018-05-29,0.9306669445938874
2018-05-30,0.9109387603516269
2018-05-31,0.9302674242140667
2018-06-01,0.9224905997723248
2018-06-04,0.931540115589344
2018-06-05,0.9407728774348296
2018-06-06,0.9388242063844483
2018-06-07,0.937273587788426
2018-06-08,0.9246990936294237
2018-06-11,0.9247886370825863
2018-06-12,0.9360356373157418
2018-06-13,0.9268332125964641
2018-06-14,0.9231700046068394
2018-06-15,0.9182935562231355
2018-06-19,0.88592164067093
2018-06-20,0.8894268020191805
2018-06-21,0.8790341344047232
2018-06-22,0.8829339230479222
2018-06-25,0.8710860519924519
2018-06-26,0.8639012908202547
2018-06-27,0.8463231280708695
2018-06-28,0.837580164021098
2018-06-29,0.8589773795132898
2018-07-02,0.833772854681985
2018-07-03,0.8340948196665804
2018-07-04,0.8229549779921275
2018-07-05,0.8177416407149678
2018-07-06,0.8232916222313397
2018-07-09,0.8463040450398677
2018-07-10,0.8483425041976552
2018-07-11,0.8336666747402568
2018-07-12,0.8516551226561818
2018-07-13,0.8545014301263811
2018-07-16,0.8494605740909688
2018-07-17,0.8439047208727503
2018-07-18,0.8394877331585523
2018-07-19,0.8387586635125841
2018-07-20,0.8545513395920782
2018-07-23,0.8625896994202429
2018-07-24,0.876279572275879
2018-07-25,0.8753122093966312
2018-07-26,0.86515759036121
2018-07-27,0.8614831282763791
2018-07-30,0.8599789939866435
2018-07-31,0.860609712626679
2018-08-01,0.843418103582203
2018-08-02,0.8247191797428244
2018-08-03,0.8110982993838872
2018-08-06,0.8008201299554412
2018-08-07,0.8242083416821594
2018-08-08,0.8109084476908431
2018-08-09,0.831220132304122
2018-08-10,0.8330523479345432
2018-08-13,0.8294620469095154
2018-08-14,0.8251977234433324
2018-08-15,0.8053958982737441
2018-08-16,0.8016654103671258
2018-08-17,0.7901402382589817
2018-08-20,0.7993465774461571
2018-08-21,0.8138787948625544
2018-08-22,0.809305228432444
2018-08-23,0.8122584498071024
2018-08-24,0.8135573191864464
2018-08-27,0.8334327852833623
2018-08-28,0.8318662641615051
2018-08-29,0.8285397004110926
2018-08-30,0.8198593678476861
2018-08-31,0.8158005539461384
2018-09-03,0.812698582791363
2018-09-04,0.8229919207829132
2018-09-05,0.8069041916856213
2018-09-06,0.7982776830558098
2018-09-07,0.8018895136542756
2018-09-10,0.7902498433601206
2018-09-11,0.78881714810952
2018-09-12,0.7833890044064676
2018-09-13,0.791839606635121
2018-09-14,0.7931910766768419
2018-09-17,0.7840977677502159
2018-09-18,0.7998804130057217
2018-09-19,0.8104127781932823
2018-09-20,0.8098363727953289
2018-09-21,0.8343898726843781
2018-09-25,0.8268833911818293
2018-09-26,0.8360425120999873
2018-09-27,0.8327027370204196
2018-09-28,0.8413329154638852
2018-10-08,0.8051324056533724
2018-10-09,0.8045922090834738
2018-10-10,0.8028568765335234
2018-10-11,0.7643277476322974
2018-10-12,0.7757315712356092
2018-10-15,0.7648997492538658
2018-10-16,0.7586664484350815
2018-10-17,0.7628921165307735
2018-10-18,0.7448234220229432
2018-10-19,0.7669778423991187
2018-10-22,0.8000861672246007
2018-10-23,0.7788386801295004
2018-10-24,0.7800071487969985
2018-10-25,0.7815010076085024
2018-10-26,0.7764432704302808
2018-10-29,0.7527739509776507
2018-10-30,0.7609385523955198
2018-10-31,0.7715961805558104
2018-11-01,0.7772748502043231
2018-11-02,0.8049726464322928
2018-11-05,0.7982664289606036
2018-11-06,0.7934504101750722
2018-11-07,0.7882539540407217
2018-11-08,0.7860187928710689
2018-11-09,0.7749286160080697
2018-11-12,0.7841513470295672
2018-11-13,0.7920392444979096
2018-11-14,0.7841029054893318
2018-11-15,0.7932600691735409
2018-11-16,0.7970037684093144
2018-11-19,0.8060386049717168
2018-11-20,0.7873971748795873
2018-11-21,0.7893749597849588
2018-11-22,0.7864232063357621
2018-11-23,0.769064498442898
2018-11-26,0.7685184301711527
2018-11-27,0.7675393238882117
2018-11-28,0.777739448612945
2018-11-29,0.767640366090824
2018-11-30,0.776212072170066
2018-12-03,0.7978052557113922
2018-12-04,0.7994591183982194
2018-12-05,0.795616578848026
2018-12-06,0.7784098012404459
2018-12-07,0.7783833785821357
2018-12-10,0.7693796131086722
2018-12-11,0.773062393437786
2018-12-12,0.7757029466891063
2018-12-13,0.7877113109283871
2018-12-14,0.7745535610526102
2018-12-17,0.7734002609482163
2018-12-18,0.7653829413850024
2018-12-19,0.7562570934439758
2018-12-20,0.7504565859821437
2018-12-21,0.7411543423314718
2018-12-24,0.7433080336380012
2018-12-25,0.7381908454785817
2018-12-26,0.7344601129177196
2018-12-27,0.731639983451587
2018-12-28,0.7365692771519115
2019-01-02,0.7265093393087686
2019-01-03,0.7253611769434906
2019-01-04,0.7427394571758436
2019-01-07,0.7472481902313964
2019-01-08,0.7456337168777911
2019-01-09,0.7531622172622653
2019-01-10,0.7517456691917431
2019-01-11,0.7571505707416522
2019-01-14,0.7505466187437935
2019-01-15,0.7652760274805432
2019-01-16,0.7654379885898154
2019-01-17,0.761221372701137
2019-01-18,0.7751072136059075
2019-01-21,0.7793793660078862
2019-01-22,0.7690258430724072
2019-01-23,0.7684719458648662
2019-01-24,0.7728094209498897
2019-01-25,0.7790940991598329
2019-01-28,0.7789247984232524
2019-01-29,0.781418314474161
2019-01-30,0.7751828117671842
2019-01-31,0.783293099942971
2019-02-01,0.7944894567476987
2019-02-11,0.8089426508434088
2019-02-12,0.8147805904045138
2019-02-13,0.8310973158738278
2019-02-14,0.83234798836718
2019-02-15,0.8168283464235586
2019-02-18,0.843016136659946
2019-02-19,0.8415146935668901
2019-02-20,0.8445285891939647
2019-02-21,0.8422726324136047
2019-02-22,0.8612118067202117
2019-02-25,0.912433842434349
2019-02-26,0.9014760235171445
2019-02-27,0.8999342124738924
2019-02-28,0.8977269418880115
2019-03-01,0.9173834424368933
2019-03-04,0.9282436443108958
2019-03-05,0.9336037741342237
2019-03-06,0.9414515483066135
2019-03-07,0.9318513157872204
2019-03-08,0.894842223701565
2019-03-11,0.9125493192373344
2019-03-12,0.9187628030623861
2019-03-13,0.9111398661398772
2019-03-14,0.9048502948450617
2019-03-15,0.9162313656037174
2019-03-18,0.9423464935297516
2019-03-19,0.9379953178070858
2019-03-20,0.9383566721249029
2019-03-21,0.938711665432386
2019-03-22,0.9379556838196204
2019-03-25,0.91569801935264
2019-03-26,0.9053281045828389
2019-03-27,0.9158357596917944
2019-03-28,0.9121676586172974
2019-03-29,0.9473846583684841
2019-04-01,0.9722383490144471
2019-04-02,0.9715917278485766
2019-04-03,0.9840377785296819
2019-04-04,0.9938420526882487
2019-04-08,0.992618292161694
2019-04-09,0.9970712440497029
2019-04-10,0.9996198073054248
2019-04-11,0.978024421875906
2019-04-12,0.9758320751988856
2019-04-15,0.9726288171872542
2019-04-16,0.9996056173592952
2019-04-17,0.9999606106667782
2019-04-18,0.9962504290623797
2019-04-19,1.008124233467673
2019-04-22,0.9848828142871228
2019-04-23,0.9832666283538122
2019-04-24,0.985978375990024
2019-04-25,0.9643820119435309
2019-04-26,0.9515276333298348
2019-04-29,0.9542332646099563
2019-04-30,0.9573836773049671
2019-05-06,0.9014571851403863
2019-05-07,0.9102772152768961
2019-05-08,0.8972589183199788
2019-05-09,0.88068188073546
2019-05-10,0.9126706677421668
2019-05-13,0.8975693845551245
2019-05-14,0.8918014161076929
2019-05-15,0.9118488741378691
2019-05-16,0.9159766805361158
2019-05-17,0.8926848625813812
2019-05-20,0.8851081653109152
2019-05-21,0.8970923087800781
2019-05-22,0.892836303558178
2019-05-23,0.8768322462122019
2019-05-24,0.8792663112819125
2019-05-27,0.8898556809082349
2019-05-28,0.8984342373062981
2019-05-29,0.8963908850636383
2019-05-30,0.8908308727232782
2019-05-31,0.8880432822715463
2019-06-03,0.8885873933093426
2019-06-04,0.8803802220530846
2019-06-05,0.8800470029732831
2019-06-06,0.8721135998156285
2019-06-10,0.8833838422019274
2019-06-11,0.9099366565697861
2019-06-12,0.903042299984758
2019-06-13,0.9016470368334304
2019-06-14,0.8941819018980521
2019-06-17,0.8941684459146534
2019-06-18,0.8972985523074444
2019-06-19,0.9091200007046043
2019-06-20,0.9366631754506104
2019-06-21,0.9379892014509954
2019-06-24,0.9397820277481951
2019-06-25,0.9300066227903746
2019-06-26,0.9282991808241962
2019-06-27,0.9382042525311317
2019-06-28,0.9359460938625792
2019-07-01,0.9629131078648755
2019-07-02,0.9632451036734591
2019-07-03,0.9525696157533847
2019-07-04,0.9475708402478739
2019-07-05,0.9524886351987486
2019-07-08,0.9303687110709226
2019-07-09,0.9280053510776164
2019-07-10,0.9264417658066826
2019-07-11,0.9260703806648773
2019-07-12,0.9318222019322304
2019-07-15,0.935603822575764
2019-07-16,0.9313607840287752
2019-07-17,0.9308208321131203
2019-07-18,0.9219555409415421
2019-07-19,0.9316323502391862
2019-07-22,0.9252047939509728
2019-07-23,0.9272185430301554
2019-07-24,0.9345383533448273
2019-07-25,0.9421798839898508
2019-07-26,0.9440152801254391
2019-07-29,0.9429635115321447
2019-07-30,0.946889722833654
2019-07-31,0.9383368551311702
2019-08-01,0.9305348313023362
2019-08-02,0.9168266093784291
2019-08-05,0.8992726673991616
2019-08-06,0.8896433210247784
2019-08-07,0.8859984621034247
2019-08-08,0.8977083481654968
2019-08-09,0.8889585337969043
2019-08-12,0.9050017358218585
2019-08-13,0.8968417828346179
2019-08-14,0.9009152759907825
2019-08-15,0.9037530205624553
2019-08-16,0.9077991124433351
2019-08-19,0.9275074796918629
2019-08-20,0.9266847074705907
2019-08-21,0.9252231430192438
2019-08-22,0.928097341073215
2019-08-23,0.9347905918699927
2019-08-26,0.921346107220701
2019-08-27,0.9338320365435151
2019-08-28,0.9303183122967382
2019-08-29,0.9272853336386618
2019-08-30,0.9295848388743849
2019-09-02,0.9415078187826446
2019-09-03,0.9428022843856034
2019-09-04,0.9507266353362444
2019-09-05,0.9603469295036137
2019-09-06,0.9660192381417922
2019-09-09,0.9719985878557059
2019-09-10,0.9686509838403425
2019-09-11,0.9615156428253553
2019-09-12,0.9718596242453335
2019-09-16,0.9682717697627418
2019-09-17,0.9520037304879067
2019-09-18,0.9566186434851878
2019-09-19,0.9601167098603735
2019-09-20,0.9628737185316537
2019-09-23,0.9518669687657266
2019-09-24,0.9544147980587175
2019-09-25,0.9470526625599005
2019-09-26,0.9397509566592561
2019-09-27,0.9425679056202217
2019-09-30,0.9332404625824576
2019-10-08,0.9389044529763535
2019-10-09,0.9402647305708445
2019-10-10,0.9479468738203078
2019-10-11,0.9570201210989575
2019-10-14,0.967177186676815
2019-10-15,0.9630202664235783
2019-10-16,0.9597015316089613
2019-10-17,0.9603222194250088
2019-10-18,0.9466597478446573
2019-10-21,0.9494639747849551
2019-10-22,0.9531438192631455
2019-10-23,0.9470773726385056
2019-10-24,0.9469753518189188
2019-10-25,0.9533666992790774
2019-10-28,0.9606556831590539
2019-10-29,0.9566533843877809
2019-10-30,0.9520049537591248
2019-10-31,0.950910370673198
2019-11-01,0.9669682519527691
2019-11-04,0.973264428912162
2019-11-05,0.9793051868412226
2019-11-06,0.9749182915989892
2019-11-07,0.9766291587245783
2019-11-08,0.9720140010730536
2019-11-11,0.9548801304300704
2019-11-12,0.9550540795972795
2019-11-13,0.9541471463162043
2019-11-14,0.9555844899974336
2019-11-15,0.9485462767171609
2019-11-18,0.9560914135902008
2019-11-19,0.9656598410579242
2019-11-20,0.9560755110643658
2019-11-21,0.9516066566505219
2019-11-22,0.9419176146406971
2019-11-25,0.9488195555072771
2019-11-26,0.9521094211211476
2019-11-27,0.9481866349790491
2019-11-28,0.9449288190710918
2019-11-29,0.9367006075498832
2019-12-02,0.9385081131016997
2019-12-03,0.942184777074723
2019-12-04,0.9418745554938212
2019-12-05,0.9491028651213815
2019-12-06,0.9547350504636076
2019-12-09,0.9530376393214173
2019-12-10,0.954245497322137
2019-12-11,0.9548241046082828
2019-12-12,0.9519555336019148
2019-12-13,0.970842107246145
2019-12-16,0.9755700505039755
2019-12-17,0.9888435218369815
2019-12-18,0.9866374745223188
2019-12-19,0.985259337168044
2019-12-20,0.9828379941190014
2019-12-23,0.9705668712220797
2019-12-24,0.9768941192704117
2019-12-25,0.976382547247016
2019-12-26,0.9849750489369651
2019-12-27,0.9840062181322556
2019-12-30,0.9985888343228374
2019-12-31,1.0022461706106156
2020-01-02,1.0158633811558984
2020-01-03,1.0140832768793666
2020-01-06,1.0102495448819433
2020-01-07,1.0178171899453956
2020-01-08,1.0060958051338735
2020-01-09,1.0188307924766864
2020-01-10,1.0185408771980045
2020-01-13,1.0285235043001655
2020-01-14,1.0250733901567282
2020-01-15,1.0194091551085886
2020-01-16,1.0150809768848224
2020-01-17,1.016502418040217
2020-01-20,1.0240810725446317
2020-01-21,1.0065831563871517
2020-01-22,1.0108944534681084
2020-01-23,0.979571370658274
2020-02-03,0.9023724366657444
2020-02-04,0.9261724014844641
2020-02-05,0.9366653773388028
2020-02-06,0.9540965028877765
2020-02-07,0.9541195003866761
2020-02-10,0.9580672412616232
2020-02-11,0.9669870903295272
2020-02-12,0.9748084418436068
2020-02-13,0.9688109877156658
2020-02-14,0.9756160455017748
2020-02-17,0.9975590846114682
2020-02-18,0.992687284658393
2020-02-19,0.9911704283479894
2020-02-20,1.01400767871809
2020-02-21,1.0151903373317177
2020-02-24,1.0111165995213096
2020-02-25,1.0089183811424425
2020-02-26,0.9964804040513764
2020-02-27,0.9993822480348761
2020-02-28,0.9639497078950658
2020-03-02,0.9956610569895149
2020-03-03,1.000969075458953
2020-03-04,1.0067649344901564
2020-03-05,1.0291931229649356
2020-03-06,1.0125032997741106
2020-03-09,0.977915550737498
2020-03-10,0.9988577093365687
2020-03-11,0.9855722499456256
2020-03-12,0.9666071422891955
2020-03-13,0.953004855652773
2020-03-16,0.912031875512092
2020-03-17,0.9075894437565583
2020-03-18,0.8896257059192382
2020-03-19,0.8780868331734518
2020-03-20,0.8937767544706282
2020-03-23,0.8637043441541459
2020-03-24,0.8868997683368967
2020-03-25,0.910729825627581
2020-03-26,0.9047428916321154
2020-03-27,0.9076821677148879
2020-03-30,0.898886847656983
2020-03-31,0.9018334633670639
2020-04-01,0.8991229390020701
2020-04-02,0.9136688570561098
2020-04-03,0.9084545411619755
2020-04-07,0.92920195498313
2020-04-08,0.9248774465730178
2020-04-09,0.9279273063739036
2020-04-10,0.9221453926345862
2020-04-13,0.9182502524220159
2020-04-14,0.935973495137864
2020-04-15,0.9290407278365886
2020-04-16,0.9302686474852847
2020-04-17,0.9393467878488067
2020-04-20,0.9427641183235997
2020-04-21,0.9316548584295987
2020-04-22,0.9393213438074708
2020-04-23,0.936965323441473
2020-04-24,0.9289453126815794
2020-04-27,0.9352566582040763
2020-04-28,0.9417101478421129
2020-04-29,0.9460857889891401
2020-04-30,0.9572285665145163
2020-05-06,0.9630212450405526
2020-05-07,0.9602422174873472
2020-05-08,0.9697169423797665
2020-05-11,0.9688748424732488
2020-05-12,0.9688890324193785
2020-05-13,0.9708499361819406
2020-05-14,0.9603212408080343
2020-05-15,0.9572870388787398
2020-05-18,0.9597570681222616
2020-05-19,0.967913351295848
2020-05-20,0.9627687618611437
2020-05-21,0.9575265553832375
2020-05-22,0.9355734854495559
2020-05-25,0.9368606114252064
2020-05-26,0.9474896150389942
2020-05-27,0.9408457843994265
2020-05-28,0.9435413848555598
2020-05-29,0.9460835871009476
2020-06-01,0.9716051838319755
2020-06-02,0.9745968159228812
2020-06-03,0.9746163882623702
2020-06-04,0.9742584591039637
2020-06-05,0.9789230369126984
2020-06-08,0.9839883583724719
2020-06-09,0.9901228188768364
2020-06-10,0.9883309711966113
2020-06-11,0.9776102222414684
2020-06-12,0.9793712434869982
2020-06-15,0.9676045976404076
2020-06-16,0.9821815867833864
2020-06-17,0.9829214212160735
2020-06-18,0.9894757084024788
2020-06-19,1.002766794841025
2020-06-22,1.0035829613977196
2020-06-23,1.0084143934005987
2020-06-24,1.012621467773776
2020-06-29,1.005459459446235
2020-06-30,1.0187314628537791
2020-07-01,1.0392383815534614
2020-07-02,1.0607828789003086
2020-07-03,1.0812729164571815
2020-07-06,1.1425585598281158
2020-07-07,1.1494164629308454
2020-07-08,1.1679803376277493
2020-07-09,1.1843151675110908
2020-07-10,1.1628741589092921
2020-07-13,1.1872975027407393
2020-07-14,1.1759771062344995
2020-07-15,1.160754474542625
2020-07-16,1.10492046168213
2020-07-17,1.1118803856044466
2020-07-20,1.1450564796554095
2020-07-21,1.147683576923331
2020-07-22,1.1534089755323738
2020-07-23,1.1529174651569543
2020-07-24,1.1023119581367231
2020-07-27,1.1079045094914837
2020-07-28,1.1176437056212494
2020-07-29,1.1447391631014427
2020-07-30,1.1391471010551693
2020-07-31,1.1486629278605158
2020-08-03,1.1673214837496981
2020-08-04,1.1684202259577663
2020-08-05,1.1687399890541692
2020-08-06,1.1652304239295337
2020-08-07,1.1518140745182577
2020-08-10,1.1559594960220443
2020-08-11,1.1454183232817137
2020-08-12,1.1370660720589931
2020-08-13,1.1341468576241969
2020-08-14,1.151007449477064
2020-08-17,1.1780654748579842
2020-08-18,1.1774611788762592
2020-08-19,1.1598269903050864
2020-08-20,1.1447748826210105
2020-08-21,1.1544849648957858
2020-08-24,1.1635386398349465
2020-08-25,1.165031520029476
2020-08-26,1.1513746754967278
2020-08-27,1.1575436322494417
2020-08-28,1.1851699894382763
2020-08-31,1.178307437904918
2020-09-01,1.1846456953942128
2020-09-02,1.1850775101341904
2020-09-03,1.178522733639298
2020-09-04,1.1670543213156723
2020-09-07,1.1423806961930087
2020-09-08,1.1485021900224617
2020-09-09,1.1216391540737012
2020-09-10,1.1210003618436264
2020-09-11,1.1320844223505353
2020-09-14,1.1378993644127406
2020-09-15,1.1470572620596806
2020-09-16,1.1394423987272109
2020-09-17,1.1334131395476001
2020-09-18,1.1589489262247574
2020-09-21,1.1477777688071222
2020-09-22,1.1341586010278906
2020-09-23,1.1382115432275914
2020-09-24,1.1163734607884082
2020-09-25,1.1180752757069836
2020-09-28,1.120983480700817
2020-09-29,1.1234031111701543
2020-09-30,1.1223256538812807
2020-10-09,1.1452610106030703
2020-10-12,1.1800060723183265
2020-10-13,1.1839310603486177
2020-10-14,1.1760779037828684
2020-10-15,1.174031126380798
2020-10-16,1.172303867420887
2020-10-19,1.1634503196530022
2020-10-20,1.1727420431711986
2020-10-21,1.1725857091095298
2020-10-22,1.1689543061715746
2020-10-23,1.1543981126393033
2020-10-26,1.1477307951923483
2020-10-27,1.1496985492737317
2020-10-28,1.1589936979513389
2020-10-29,1.1677151324276722
2020-10-30,1.1487333882826765
2020-11-02,1.1549713375320896
2020-11-03,1.1688505727722824
2020-11-04,1.1776813676955111
2020-11-05,1.1951633813271563
2020-11-06,1.1953116417987861
2020-11-09,1.218708416424031
2020-11-10,1.211986785734994
2020-11-11,1.2000041101912928
2020-11-12,1.2008763025697748
2020-11-13,1.1882492077483955
2020-11-16,1.1998264912104293
2020-11-17,1.1975301664798732
2020-11-18,1.1967683131652607
2020-11-19,1.2056534213305716
2020-11-20,1.2093963866036144
2020-11-23,1.2245010949500674
2020-11-24,1.2169801788471453
2020-11-25,1.2014235941127382
2020-11-26,1.2035988149927057
2020-11-27,1.218565293691517
2020-11-30,1.2135467011922736
2020-12-01,1.2396870285054
2020-12-02,1.23969852725485
2020-12-03,1.237231189208008
2020-12-04,1.239397847189449
2020-12-07,1.2287111051741682
2020-12-08,1.22568815734008
2020-12-09,1.209252285254126
2020-12-10,1.2087204069285102
2020-12-11,1.1962684845455585
2020-12-14,1.2073283242823496
2020-12-15,1.209839700093042
2020-12-16,1.2119845838468015
2020-12-17,1.2275472849372988
2020-12-18,1.2232633891316267
2020-12-21,1.234730822838278
2020-12-22,1.2146527830276501
2020-12-23,1.2250141348989247
2020-12-24,1.2232748878810766
2020-12-25,1.2335501214585993
2020-12-28,1.239030621169785
2020-12-29,1.233775692671211
2020-12-30,1.2510910967629554
2020-12-31,1.274963968546272
2021-01-04,1.2887695628591371
2021-01-05,1.3134275301102094
2021-01-06,1.325455466688979
2021-01-07,1.348939582879194
2021-01-08,1.3444805146350944
2021-01-11,1.33120239487146
2021-01-12,1.3691715102090547
2021-01-13,1.3646742759029515
2021-01-14,1.338370274900848
2021-01-15,1.3353426786361309
2021-01-18,1.35012958112013
2021-01-19,1.330313076695925
2021-01-20,1.3398328179691692
2021-01-21,1.3614932814274892
2021-01-22,1.362669334376539
2021-01-25,1.3764059361927052
2021-01-26,1.3487710161053441
2021-01-27,1.352449392658073
2021-01-28,1.3155408534665427
2021-01-29,1.3093809489208426
2021-02-01,1.325450573604107
2021-02-02,1.3458655023081905
2021-02-03,1.3419777017229286
2021-02-04,1.3392246075195462
2021-02-05,1.3415405045895912
2021-02-08,1.3613937071503384
2021-02-09,1.391165192747176
2021-02-10,1.4208830990646624
2021-02-18,1.4112588904293952
2021-02-19,1.4138182184718358
2021-02-22,1.3694112713677957
2021-02-23,1.3650894541543637
2021-02-24,1.3303240861368877
2021-02-25,1.3381505753900829
2021-02-26,1.305661225800943
2021-03-01,1.3257285008248518
2021-03-02,1.308809681262005
2021-03-03,1.3339070475346069
2021-03-04,1.2919471321751892
2021-03-05,1.2875653746720717
2021-03-08,1.2428496739125914
2021-03-09,1.2161760003483877
2021-03-10,1.2241549091953543
2021-03-11,1.254639806566569
2021-03-12,1.2590834615933206
2021-03-15,1.23196720850242
2021-03-16,1.2426874681490758
2021-03-17,1.2479465557697913
2021-03-18,1.2579553608760188
2021-03-19,1.2250060613088856
2021-03-22,1.2372536973984203
2021-03-23,1.2255332912038726
2021-03-24,1.2058237006841268
2021-03-25,1.2052516990625584
2021-03-26,1.2325656327822985
2021-03-29,1.2347398750452918
2021-03-30,1.2464470699106842
2021-03-31,1.2351029419428141
2021-04-01,1.2503732812121933
2021-04-02,1.262796823702886
2021-04-06,1.257606483924626
2021-04-07,1.2486523832626162
2021-04-08,1.2507236260890477
2021-04-09,1.231916565073992
2021-04-12,1.2104870552216433
2021-04-13,1.208504866539887
2021-04-14,1.218531776060142
2021-04-15,1.2107874906328007
2021-04-16,1.2149972562026579
2021-04-19,1.2445602963839368
2021-04-20,1.2436668190862605
2021-04-21,1.247429601353036
2021-04-22,1.245105141384464
2021-04-23,1.2564103693275999
2021-04-26,1.242167577881397
2021-04-27,1.245417320199315
2021-04-28,1.2524442793843815
2021-04-29,1.2634358605872045
2021-04-30,1.2534833259570077
2021-05-06,1.2382254640540529
2021-05-07,1.2223055677678798
2021-05-10,1.2214172282093192
2021-05-11,1.2289129449251495
2021-05-12,1.2341700753119158
2021-05-13,1.221552277351794
2021-05-14,1.2503275308686377
2021-05-17,1.2685285833222626
2021-05-18,1.2691685988235555
2021-05-19,1.2654182939232046
2021-05-20,1.2688777049278992
2021-05-21,1.256091095539684
2021-05-24,1.261336482522757
2021-05-25,1.3011882122649576
2021-05-26,1.3017056559902
2021-05-27,1.306021356847542
2021-05-28,1.3018270044950324
2021-05-31,1.3043912256223453
2021-06-01,1.306864680025278
2021-06-02,1.2942145877049989
2021-06-03,1.2857280213025344
2021-06-04,1.292331483991906
2021-06-07,1.2911938417591033
2021-06-08,1.2800596271322535
2021-06-09,1.281119469315587
2021-06-10,1.2896865269642006
2021-06-11,1.2782457605701032
2021-06-15,1.2640208288836845
2021-06-16,1.2429636827901154
2021-06-17,1.2481995282576874
2021-06-18,1.2483399597935216
2021-06-21,1.2453842918764273
2021-06-22,1.2531576911587585
2021-06-23,1.2593317856505883
2021-06-24,1.261430919060792
2021-06-25,1.281980407598863
2021-06-28,1.2848653704395532
2021-06-29,1.2698888609167538
2021-06-30,1.2780837994608312
2021-07-01,1.2794594902726697
2021-07-02,1.2431168363466174
2021-07-05,1.2442605949355106
2021-07-06,1.2436029643286775
2021-07-07,1.2576426927526807
2021-07-08,1.2448636676460176
2021-07-09,1.2402590301269683
2021-07-12,1.2557390380831241
2021-07-13,1.258036341430655
2021-07-14,1.2435983158980488
2021-07-15,1.2603272837678514
2021-07-16,1.2464578346974031
2021-07-19,1.2510382514463347
2021-07-20,1.2499370626958304
2021-07-21,1.2585119492802395
2021-07-22,1.260397988844256
2021-07-23,1.2451012269165664
2021-07-26,1.2049953014152515
2021-07-27,1.1624288881859157
2021-07-28,1.1646723675998514
2021-07-29,1.1866403614423933
2021-07-30,1.1770731572458881
2021-08-02,1.2070594492686184
2021-08-03,1.2072360896325072
2021-08-04,1.2180962915065099
2021-08-05,1.2107131157427422
2021-08-06,1.2040817624695985
2021-08-09,1.2197391447523744
2021-08-10,1.233827559370857
2021-08-11,1.227024458818697
2021-08-12,1.2167514271293665
2021-08-13,1.2100557297901529
2021-08-16,1.2088532541827925
2021-08-17,1.1834911720186008
