date,nav,cash_weight,turnover,w_601766,w_002444,w_002415,w_600536,w_000895,w_600188,w_600580,w_600809
2018-08-31,0.43882303179822,1.2553611217021459,0.031903715243186054,0.0,0.1103084718161305,0.0,0.0,0.125,-0.663225192874462,0.0,0.17255559935618558
2018-09-03,0.4187247925852147,1.3156168041204295,0.0,0.0,0.11823993951578421,0.0,0.0,0.13192562945381583,-0.7364864950059659,0.0,0.17070412191593626
2018-09-04,0.4373116656304004,1.259699698687056,0.0,0.0,0.11613781478888162,0.0,0.0,0.12997503685257625,-0.6831469230144003,0.0,0.1773343726858865
2018-09-05,0.40450222464001334,1.3618747682221197,0.0,0.0,0.12196635810254898,0.0,0.0,0.14375181321576747,-0.8005009438316779,0.0,0.17290800429124173
2018-09-06,0.37438218270683676,1.4714412140129072,0.0,0.0,0.13162365929293604,0.0,0.0,0.14897491676025312,-0.9163857166085911,0.0,0.16434592654249477
2018-09-07,0.40824673884562096,1.3493834022646447,0.0,0.0,0.1202782955118849,0.0,0.0,0.142670683960014,-0.778995055421422,0.0,0.16666267368487842
2018-09-10,0.3842625351699837,1.4336067740334353,0.0,0.0,0.12612212724749589,0.0,0.0,0.15056682165231286,-0.8827914233154244,0.0,0.17249570038218023
2018-09-11,0.3634445249991839,1.5157234062837701,0.0,0.0,0.1323870442858785,0.0,0.0,0.15932457699728103,-0.9863891677258236,0.0,0.17895414015889408
2018-09-12,0.3566290292656833,1.5446902193050343,0.0,0.0,0.13622062427370382,0.0,0.0,0.15788556892511202,-0.9998354201416335,0.0,0.16103900763778342
2018-09-13,0.36847237660539545,1.4950411710696563,0.0,0.0,0.13830820280970832,0.0,0.0,0.15544098541618526,-0.9363141280266492,0.0,0.1475237687310994
2018-09-14,0.3628539432870209,1.5181904003484878,0.0,0.0,0.13884828843034017,0.0,0.0,0.16252184012211618,-0.9667474204060003,0.0,0.14718689150505618
2018-09-17,0.3390978611374142,1.6245498322494978,0.0,0.0,0.14891827819191528,0.0,0.0,0.16862033842578328,-1.0969977569483207,0.0,0.15490930808112444
2018-09-18,0.3766038685449911,1.462760793072253,0.0,0.0,0.13393319482417354,0.0,0.0,0.1542721052213635,-0.9007439877346285,0.0,0.14977789461683857
2018-09-19,0.40031348971965564,1.3761249310202825,0.0,0.0,0.12498451421163517,0.0,0.0,0.14888737946252745,-0.8040623502691937,0.0,0.1540655255747484
2018-09-20,0.4025880433329821,1.3683500604396086,0.0,0.0,0.12283495410806837,0.0,0.0,0.15671230973490527,-0.7947319933342446,0.0,0.14683466905166245
2018-09-21,0.4683309306663748,1.1762651948764442,0.0,0.0,0.1079492654243046,0.0,0.0,0.14568096617773355,-0.5720519097600295,0.0,0.14215648328154726
2018-09-25,0.44403458766269305,1.24062716899302,0.0,0.0,0.1107150964909811,0.0,0.0,0.15157879320659548,-0.6467596972074106,0.0,0.1438386385168139
2018-09-26,0.45942822742760625,1.1990586135976031,0.0,0.0,0.1064995313964101,0.0,0.0,0.14903129894325975,-0.6166988533049944,0.0,0.1621094093677214
2018-09-27,0.46331502103181055,1.1889995972937109,0.0,0.0,0.09895868209786265,0.0,0.0,0.14349300498628906,-0.5948851637599889,0.0,0.16343387938212642
2018-09-28,0.4821449094406786,1.1425639110573838,0.0,0.0,0.09364761326335808,0.0,0.0,0.1424115667048358,-0.5356741555096605,0.0,0.15705106448408282
2018-10-08,0.42025032417212965,1.310841043399922,0.0,0.0,0.1024621420989045,0.0,0.0,0.1511637420609379,-0.6971223584351838,0.0,0.1326554308754193
2018-10-09,0.46286301919405265,1.1901606967568001,0.0,0.0,0.09353132119930736,0.0,0.0,0.1372471097708244,-0.5330046118614562,0.0,0.11206548413452434
2018-10-10,0.4682761048098237,1.1764029122320343,0.0,0.0,0.08984415931154935,0.0,0.0,0.13835103418113778,-0.485683658370662,0.0,0.08108555264594061
2018-10-11,0.4254810049816675,1.2947261263770997,0.0,0.0,0.08658892775837984,0.0,0.0,0.1438388406484697,-0.579833461428384,0.0,0.05467956664443472
2018-10-12,0.4467547742383486,1.2330732768689978,0.0,0.0,0.07856353501677392,0.0,0.0,0.1410026093980221,-0.5133945335458838,0.0,0.060755112262089926
2018-10-15,0.37457577800661856,1.4706807160852136,0.0,0.0,0.0949434507303523,0.0,0.0,0.14566382168097464,-0.7718360333463077,0.0,0.06054804484976712
2018-10-16,0.34499109834549546,1.5967988045745547,0.0,0.0,0.10106403681112834,0.0,0.0,0.15843612432157833,-0.9218272369282177,0.0,0.06552827122095642
2018-10-17,0.3750257058973229,1.4689163029741055,0.0,0.0,0.09622409678171577,0.0,0.0,0.14613510889014644,-0.760631241439607,0.0,0.04935573279363947
2018-10-18,0.3040480525663472,1.8118233903397236,0.0,0.0,0.1150555427373095,0.0,0.0,0.18024921358754728,-1.1600650551701865,0.0,0.052936908505606076
2018-10-19,0.33153830415468216,1.661591938317725,0.0,0.0,0.11042314645717467,0.0,0.0,0.17363438323113736,-1.0173674019103371,0.0,0.07171793390430019
2018-10-22,0.40552265949334654,1.3584478216709568,0.0,0.0,0.0951494392551659,0.0,0.0,0.1530689147572886,-0.698675781482932,0.0,0.09200960579952071
2018-10-23,0.3328925804330479,1.6548322366041566,0.0,0.0,0.11241778705896617,0.0,0.0,0.17176350410113744,-1.0016487849085023,0.0,0.06263525714424219
2018-10-24,0.35094757106523716,1.5696970682966978,0.0,0.0,0.10746220216032627,0.0,0.0,0.15201907225038663,-0.8842134485763286,0.0,0.0550351058689179
2018-10-25,0.36652541997554516,1.5029827220816088,0.0,0.0,0.10479743176695577,0.0,0.0,0.14648348377453183,-0.8045643992648469,0.0,0.05030076164175056
2018-10-26,0.37058415570383285,1.486521657626422,0.0,0.0,0.10349285520890432,0.0,0.0,0.1391258339413353,-0.7593456155139808,0.0,0.03020526873731923
2018-10-29,0.23522778929798285,2.3419060097916486,0.0,0.0,0.16378652985374426,0.0,0.0,0.19569871681467974,-1.671533255590274,0.0,-0.02985800086979858
2018-10-30,0.2283199492215898,2.4127605813905757,0.0,0.0,0.17103251977480854,0.0,0.0,0.210321076060504,-1.764314112338387,0.0,-0.02980006488750116
2018-10-31,0.25781618695880293,2.136721436792393,0.0,0.0,0.1543951560326608,0.0,0.0,0.1984754233486999,-1.480227574710706,0.0,-0.009364441463047673
2018-11-01,0.25448091132539025,2.1647257177673693,0.0,0.0,0.15893052151569215,0.0,0.0,0.18508194438067366,-1.5147754759730783,0.0,0.006037292309342968
2018-11-02,0.3011646525624034,1.8291700859974038,0.0,0.0,0.1510814152978876,0.0,0.0,0.17489546405116524,-1.1903712453577828,0.0,0.035224280011326076
2018-11-05,0.2880466496484092,1.9124727682108347,0.0,0.0,0.1557427189731224,0.0,0.0,0.17764545053814887,-1.2646561403396923,0.0,0.018795202617586236
2018-11-06,0.2823635059578265,1.9509651984177752,0.0,0.0,0.15723096255860794,0.0,0.0,0.18001965385821062,-1.3037618914992182,0.0,0.015546076664624332
2018-11-07,0.261094137246614,2.1098956079071964,0.0,0.0,0.16803630062283503,0.0,0.0,0.19950985086306025,-1.4911719662514933,0.0,0.01373020685840141
2018-11-08,0.26652133796856964,2.066931592141092,0.0,0.0,0.1617801376912321,0.0,0.0,0.20308328888149962,-1.4463436455674703,0.0,0.014548626853646617
2018-11-09,0.2539161407930832,2.1695405881104026,0.0,0.0,0.17072683881336048,0.0,0.0,0.21621837591799598,-1.56368904176873,0.0,0.007203238926970529
2018-11-12,0.2669354335166035,2.0637251719250846,0.0,0.0,0.16675383215449338,0.0,0.0,0.20567271590128094,-1.444099940201471,0.0,0.0079482202206115
2018-11-13,0.2817830958871238,1.9549837497974707,0.0,0.0,0.16064817698600753,0.0,0.0,0.19896258847599593,-1.333807502917284,0.0,0.01921298765780972
2018-11-14,0.2810856054708103,1.959834878432281,0.0,0.0,0.156912105657067,0.0,0.0,0.19962868841811676,-1.3234032117391588,0.0,0.0070275392316941215
2018-11-15,0.2902083524798039,1.8982271485976143,0.0,0.0,0.15678522536663006,0.0,0.0,0.19602487653142192,-1.2618774348526605,0.0,0.010840184356994131
2018-11-16,0.2880992408710753,1.9121236548952572,0.0,0.0,0.158336420646038,0.0,0.0,0.19981464992876005,-1.2844955256283535,0.0,0.014220800158298203
2018-11-19,0.29805931262085256,1.848227349727872,0.0,0.0,0.15557989571149453,0.0,0.0,0.18891064562189266,-1.2221727312560786,0.0,0.029454840194819493
2018-11-20,0.2611521974385007,2.1094265291666856,0.0,0.0,0.1731167908269858,0.0,0.0,0.20503197413051052,-1.4982208423683852,0.0,0.01064554824420319
2018-11-21,0.2558280490305248,2.153326718921347,0.0,0.0,0.17626530736293824,0.0,0.0,0.21536013043880312,-1.559536945288749,0.0,0.014584788565660398
2018-11-22,0.2586093300348354,2.13016820913903,0.0,0.0,0.17594253827074005,0.0,0.0,0.20873438728555893,-1.5278585641718017,0.0,0.01301342947647289
2018-11-23,0.2227658322740546,2.472916819439506,0.0,0.0,0.19486116842936585,0.0,0.0,0.23427185876882767,-1.894824607571319,0.0,-0.007225239066380393
2018-11-26,0.18911367589289177,2.912964230778064,0.0,0.0,0.23168701263189545,0.0,0.0,0.2580236616197534,-2.3848792894430733,0.0,-0.017795615586639484
2018-11-27,0.1800930419212696,3.0588709455403373,0.0,0.0,0.24393726037571298,0.0,0.0,0.2803649925504323,-2.5685486088740714,0.0,-0.014624589592411271
2018-11-28,0.1970971336904322,2.794974047122286,0.0,0.0,0.23232673503817253,0.0,0.0,0.2598649330949172,-2.288279289214753,0.0,0.001113573959377564
2018-11-29,0.18195568518953367,3.027557907042725,0.0,0.0,0.24750806398681094,0.0,0.0,0.2732339942825284,-2.574033086466057,0.0,0.025733121153992407
2018-11-30,0.21299136396685198,2.536150172078737,0.05012258363246759,0.0,0.21688856017136418,0.0,0.0,0.2484230416547987,-2.1264617739049,0.0,0.125
2018-12-03,0.2826489808834621,1.9111269486534441,0.0,0.0,0.1714549936262569,0.0,0.0,0.2069145722064908,-1.4523921470242112,0.0,0.16289563253801925
2018-12-04,0.288758307974273,1.8706927886000217,0.0,0.0,0.16903487214982915,0.0,0.0,0.20119441738969981,-1.4016401162795304,0.0,0.1607180381399799
2018-12-05,0.2929476352109523,1.843940757490099,0.0,0.0,0.16562580063168816,0.0,0.0,0.19897882503723135,-1.4144909588489336,0.0,0.20594557568991526
2018-12-06,0.2595972230203052,2.080831520811626,0.0,0.0,0.18556069903111255,0.0,0.0,0.21483573029693154,-1.677876955224277,0.0,0.19664900508460678
2018-12-07,0.27080241824096,1.9947313908222415,0.0,0.0,0.17981378884527124,0.0,0.0,0.20594631079327308,-1.5586309258566573,0.0,0.17813943539587151
2018-12-10,0.2514079991452177,2.148611365638371,0.0,0.0,0.1865202353493928,0.0,0.0,0.22106274449178948,-1.7325311828856846,0.0,0.17633683740613165
2018-12-11,0.25032254007622756,2.1579282641160598,0.0,0.0,0.19290015582992473,0.0,0.0,0.21873068735198423,-1.7554424752749194,0.0,0.1858833679769505
2018-12-12,0.2514367130992674,2.1483659952337737,0.0,0.0,0.19227647308009388,0.0,0.0,0.22681877645549317,-1.7476637120810279,0.0,0.1802024673116668
2018-12-13,0.2659389976700074,2.031210499808309,0.0,0.0,0.1804801866717775,0.0,0.0,0.22028022153031004,-1.616123509818969,0.0,0.18415260180857215
2018-12-14,0.2479795932263923,2.1783166806095307,0.0,0.0,0.19027056057741282,0.0,0.0,0.22314203627725288,-1.8108884145756063,0.0,0.21915913711141002
