code,name,report_date,profit_notice_date,cash_notice_date,available_date,p_PARENT_NETPROFIT,p_DEDUCT_PARENT_NETPROFIT,p_BASIC_EPS,p_TOTAL_OPERATE_INCOME,p_RESEARCH_EXPENSE,c_NETCASH_OPERATE,ttm_parent_netprofit,ttm_deduct_netprofit,ttm_basic_eps_approx,ttm_revenue,ttm_research_expense,ttm_operating_cashflow,cash_conversion,deduct_quality,rd_intensity,normalized_eps_4q_median,normalized_deduct_np_4q_median,normalized_cfo_4q_median,deduct_factor_round6,clean_eps_round6,normalized_eps_round6,eps_growth_3y_round6,revenue_growth_3y_round6,realistic_growth_round6,neutral_value_round6,quality_factor_round5,quality_adjusted_eps_round5,normalized_owner_eps_round5,historical_growth_round5,assumed_growth_round5,neutral_value_round5
002415,海康威视,2006-12-31,2010-01-25,2010-01-25,2010-01-25,206793182.7,,,701792701.26,,154006071.03,206793182.7,,,701792701.26,,154006071.03,0.7447347587537275,,,,,,,,,,,,,,,,,0.0,
002415,海康威视,2007-12-31,2010-05-07,2010-05-07,2010-05-07,364516727.69,359578050.43,,1184513897.96,,356650987.49,364516727.69,359578050.43,,1184513897.96,,356650987.49,0.978421456129472,0.9864514386176536,,,,255328529.26,,,,,,,,,,,,0.0,
002415,海康威视,2008-12-31,2010-05-07,2010-05-07,2010-05-07,548845783.69,544703188.79,1.22,1742471409.91,,647042066.62,548845783.69,544703188.79,1.22,1742471409.91,,647042066.62,1.178914161041389,0.9924521695836878,,,452140619.61,356650987.49,0.9924521695836878,1.210791646892099,,,,,,0.9924521695836878,1.210791646892099,,,0.0,
002415,海康威视,2009-03-31,2010-05-27,2010-05-27,2010-05-27,135712078.41,133730114.9,0.3,403065660.05,,-136892888.84,,,,,,,,,,,452140619.61,356650987.49,,,,,,,,,,,,0.0,
002415,海康威视,2009-06-30,2010-08-13,2010-08-13,2010-08-13,247270095.31,240876869.63,0.55,836803532.28,,168225609.65,,,,,,,,,,,452140619.61,501846527.055,,,,,,,,,,,,0.0,
002415,海康威视,2009-09-30,2010-10-27,2010-10-27,2010-10-27,474875754.4,,1.06,1436572728.36,,242866241.2,,,,,,,,,,,,,,,,,,,,,,,,0.0,
002415,海康威视,2009-12-31,2011-03-19,2011-03-19,2011-03-19,705577126.21,690957246.3,1.57,2101513184.72,,654000395.27,705577126.21,690957246.3,1.57,2101513184.72,,654000395.27,0.9269013563165747,0.9792795438416058,,,,,0.9792795438416058,1.537468883831321,,,,,,0.9269013563165747,1.4552351294170223,,,0.0,
002415,海康威视,2010-03-31,2011-04-29,2011-04-29,2011-04-29,204976023.76,202922660.15,0.46,687305082.02,,-319923618.54,774841071.5600001,760149791.55,1.7300000000000002,2385752606.6899996,,470969665.56999993,0.6078274408218824,0.9810396214795094,,1.6500000000000001,725553518.925,562485030.42,0.9810396214795094,1.6971985451595515,1.6173337144954363,,,,,0.6078274408218824,1.0515414726218568,1.2533883010194395,,0.0,16.425160621073676
002415,海康威视,2010-06-30,2010-08-13,2010-08-13,2010-08-13,373814840.43,369811021.17,0.82,1402304573.37,,-205173007.93,832121871.3300002,819891397.84,1.84,2667014225.8100004,,280601777.68999994,0.3372123571773296,0.9853020646237168,,1.7300000000000002,760149791.55,470969665.56999993,0.9853020646237168,1.812955798907639,1.6971985451595515,,,,,0.3372123571773296,0.6204707372062865,1.0515414726218568,,0.0,13.780037338378243
002415,海康威视,2010-09-30,2010-10-27,2010-10-27,2010-10-27,655445907.43,648158568.01,0.69,2393076338.48,,-219647789.26,886147279.2399999,,1.1999999999999997,3058016794.84,,191486364.81,0.21608864496455646,,,1.6500000000000001,760149791.55,375785721.62999994,,,1.6971985451595515,,,,,,,1.0515414726218568,,0.0,13.780037338378243
002415,海康威视,2010-12-31,2011-03-19,2011-03-19,2011-03-19,1051804319.23,1030635202.54,1.1,3605477285.21,,663926032.74,1051804319.23,1030635202.54,1.1,3605477285.21,,663926032.74,0.6312258094034486,0.9798735218110747,,1.4649999999999999,819891397.84,375785721.62999994,0.9798735218110747,1.0778608739921822,1.6971985451595515,,,,,0.6312258094034486,0.6943483903437936,0.6943483903437936,,0.0,9.099162509419248
002415,海康威视,2011-03-31,2011-04-29,2011-04-29,2011-04-29,260754875.01,256316267.5,0.26,929912689.31,,-189966007.61,1107583170.48,1084028809.8899999,0.9000000000000001,3848084892.5000005,,793883643.6700001,0.71677113270505,0.9787335513776431,,1.15,1030635202.54,472263905.215,0.9787335513776431,0.8808601962398789,1.0778608739921822,,,,,0.71677113270505,0.6450940194345451,0.6450940194345451,,0.0,8.45370335456968
002415,海康威视,2011-06-30,2011-07-30,2011-07-30,2011-07-30,527197860.66,519391287.78,0.26,2081678941.63,,-23340255.57,1205187339.46,1180215469.1499999,0.5400000000000001,4284851653.4700003,,845758785.0999999,0.7017654080891301,0.979279677530309,,1.0,1084028809.8899999,728904838.205,0.979279677530309,0.528811025866367,0.8808601962398789,,,,,0.7017654080891301,0.3789533203681304,0.6450940194345451,,0.0,8.45370335456968
002415,海康威视,2011-09-30,2011-10-13,2011-10-13,2011-10-13,868986552.68,859416990.73,0.43,3453156822.06,,-25313659.2,1265344964.48,1241893625.26,0.8400000000000001,4665557768.790001,,858260162.8,0.6782815650218408,0.9814664460061786,,0.8700000000000001,1132122139.52,819821214.385,0.9814664460061786,0.8244318146451901,0.8526460054425344,,,,,0.6782815650218408,0.5697565146183463,0.6074252670264457,,0.0,7.960069172572561
002415,海康威视,2011-12-31,2012-04-24,2012-04-24,2012-04-24,1481012967.98,1438035174.24,0.74,5231639749.77,,1170461433.24,1481012967.98,1438035174.24,0.74,5231639749.77,,1170461433.24,0.7903114007410948,0.9709808120055702,,0.79,1211054547.205,852009473.9499999,0.9709808120055702,0.7185258008841219,0.7714788077646559,,,,,0.7903114007410948,0.5848304365484102,0.5772934755833783,,0.0,7.565203899097027
002415,海康威视,2012-03-31,2012-04-24,2012-04-24,2012-04-24,347519303.17,339648191.89,0.17,1292678630.79,,-520821438.01,1567777396.14,1521367098.63,0.65,5594405691.25,,839606002.84,0.5355390407510535,0.9703973933899889,,0.6950000000000001,1339964399.75,852009473.9499999,0.9703973933899889,0.6307583057034928,0.6746420532938073,,,,,0.5355390407510535,0.3481003764881848,0.4743549174932383,,0.0,6.216234589779971
002415,海康威视,2012-06-30,2012-08-17,2012-08-17,2012-08-17,729888601.71,711480401.31,0.18,2818679482.49,,-166218584.12,1683703709.03,1630124287.7700002,0.6599999999999999,5968640290.63,,1027583104.69,0.6103111249199551,0.9681776425551337,,0.7,1479701136.435,942921633.745,0.9681776425551337,0.6389972440863881,0.678761522485255,,,,,0.6103111249199551,0.4028053424471703,0.4862809285327583,,0.0,6.372520272942555
002415,海康威视,2012-09-30,2012-10-29,2012-10-29,2012-10-29,1238179827.72,1215880253.17,0.31,4797847375.28,,116950668.23,1850206243.02,1794498436.6799998,0.6200000000000001,6576330302.99,,1312725760.67,0.709502395001815,0.9698910288784502,,0.655,1575745693.2000003,1099022268.9650002,0.9698910288784502,0.6013324379046393,0.6348777748949405,,,,,0.709502395001815,0.4398914849011254,0.4213484136741479,,0.0,5.5216052091786185
002415,海康威视,2012-12-31,2013-04-09,2013-04-09,2013-04-09,2136873134.55,2109396676.12,0.53,7213789489.18,,1436789861.42,2136873134.55,2109396676.12,0.53,7213789489.18,,1436789861.42,0.6723795803266397,0.9871417455787396,,0.635,1712311362.225,1170154432.68,0.9871417455787396,0.523185125156732,0.616045371804066,,,,,0.6723795803266397,0.3563611775731191,0.3795832600101447,,0.0,4.974289300184477
002415,海康威视,2013-03-31,2013-04-09,2013-04-09,2013-04-09,450431943.01,442648838.35,0.112,1697327735.97,,-668663665.37,2239785774.39,2212397322.58,0.472,7618438594.36,,1288947634.06,0.5754780875912303,0.9877718431275155,,0.5750000000000001,1951947556.3999999,1300836697.365,0.9877718431275155,0.4662283099561873,0.5622587815306856,-0.2967974693140588,0.4724543815137314,0.0,7.1996371606059295,0.5754780875912303,0.2716256573430607,0.3795832600101447,-0.3283960376709757,0.0,4.974289300184477
002415,海康威视,2013-06-30,2013-08-26,2013-08-26,2013-08-26,985692975.54,962050594.48,0.245,3908594584.9,,-202269204.16,2392677508.38,2359966869.29,0.595,8303704591.59,,1400739241.38,0.5854275122636116,0.9863288558631759,,0.5625,2160896999.35,1356732501.025,0.9863288558631759,0.5868656692385896,0.5550253971976609,-0.31098240830532886,0.46008458508045313,0.0,7.107014787507168,0.5854275122636116,0.34832936979684886,0.352345273684984,-0.30537546319702225,0.0,4.617346204400441
002415,海康威视,2013-09-30,2013-10-12,2013-10-12,2013-10-12,1760161935.59,1725206836.83,0.438,6860396812.7,,100634494.68,2658855242.42,2618723259.7799997,0.6579999999999999,9276338926.600002,,1420473687.8700001,0.5342425812460302,0.9849062927534658,,0.5625,2286182095.935,1410606464.625,0.9849062927534658,0.6480683406317804,0.5550253971976609,-0.31098240830532886,0.44746788547960525,0.0,7.107014787507168,0.5342425812460302,0.35153161845988784,0.34993049412836835,-0.30696559724588934,0.0,4.585701468248335
002415,海康威视,2013-12-31,2014-04-22,2014-04-22,2014-04-22,3066648532.9,2977541251.73,0.77,10745907038.84,,1863365811.63,3066648532.9,2977541251.73,0.77,10745907038.84,,1863365811.63,0.607622879387451,0.9709431060605648,,0.6265,2489345064.535,1410606464.625,0.9709431060605648,0.7476261916666349,0.617467004935185,-0.2860621239455754,0.43898867834345756,0.0,7.906569964237695,0.607622879387451,0.46786961712833725,0.34993049412836835,-0.2041630856462907,0.0,4.585701468248335
002415,海康威视,2014-03-31,2014-04-22,2014-04-22,2014-04-22,686633248.08,681954167.66,0.17,2594659242.42,,-971831568.3,3302849837.9700003,3216846581.04,0.8280000000000001,11643238545.29,,1560197908.7000003,0.47237930430979874,0.9739608940311801,,0.714,2798132255.755,1490335798.2850003,0.9739608940311801,0.8064396202578172,0.6978472661492077,-0.13487224204760495,0.4462381857288251,0.0,8.93582683780794,0.47237930430979874,0.3911300639685134,0.3713308412142006,-0.1681131876436064,0.0,4.866144598238957
002415,海康威视,2014-06-30,2014-07-19,2014-07-19,2014-07-19,1519601397.82,1455469561.87,0.38,6016055310.85,,-242521748.16,3600556955.1800003,3470960219.1200004,0.9049999999999999,12853367764.79,,1823113267.63,0.506342016061473,0.9640064752000232,,0.799,3097193916.385,1691655588.1650002,0.9640064752000232,0.872425860056021,0.7770329059622261,-0.04093446809647783,0.4420847137333257,0.0,9.949786768201754,0.506342016061473,0.45823952453563305,0.4246847942520732,-0.1300485097625662,0.0,5.565327164171243
002415,海康威视,2014-09-30,2014-10-16,2014-10-16,2014-10-16,2709720516.36,2607930667.61,0.68,10669807845.58,,332060450.82,4016207113.67,3860265082.51,1.0120000000000002,14555318071.719997,,2094791767.7700002,0.5215845967305667,0.9611718154103113,,0.8665,3343903400.08,1843239539.63,0.9611718154103113,0.9727058771952353,0.839432740156919,-0.005191326571203025,0.46106142024979446,0.0,10.748807041145666,0.5215845967305667,0.5278436118913336,0.46305457083198515,-0.08647156743840834,0.0,6.068147992167777
002415,海康威视,2014-12-31,2015-03-12,2015-03-12,2015-03-12,4665368689.94,4474975306.54,1.17,17233114021.7,,3706420782.04,4665368689.94,4474975306.54,1.17,17233114021.7,,3706420782.04,0.7944539924641342,0.9591900670550331,,0.9585000000000001,3665612650.8150005,1958952517.7000003,0.9591900670550331,1.1222523784543885,0.9225658686256282,0.06141500225291141,0.487770507811889,0.06141500225291141,15.198981889482504,0.7944539924641342,0.9295111711830369,0.4930415682134833,-0.05121566647244746,0.0,6.461115796426215
