strategy,date,code,name,action,valuation_confidence,sell_confirmation_count,price_to_neutral,neutral_value,close_qfq,weight_before,weight_after,weight_change,cost_fraction
v32_candidate,2018-01-31,002444,巨星科技,BUY_STAGED,HIGH,0,0.8226467495766419,13.067577311321372,10.75,0.0,0.0625,0.0625,6.25e-05
v32_candidate,2018-02-28,002444,巨星科技,BUY_STAGED,HIGH,0,0.7981586602869185,13.067577311321372,10.43,0.060752562907735314,0.0625,0.0017474370922646865,1.7474370922646864e-06
v32_candidate,2018-03-30,002444,巨星科技,BUY_STAGED,HIGH,0,0.7637222847232452,13.067577311321372,9.98,0.05996515051372954,0.0625,0.00253484948627046,2.53484948627046e-06
v32_candidate,2018-03-30,000895,双汇发展,BUY_STAGED,MEDIUM,0,0.8197305666741742,15.273311145144156,12.52,0.0,0.0625,0.0625,6.25e-05
v32_candidate,2018-08-31,000895,双汇发展,BUY_FULL_MARGIN,HIGH,0,0.607320664900647,18.63924719546941,11.32,0.05744733086146995,0.125,0.06755266913853006,6.755266913853006e-05
v32_candidate,2018-08-31,600809,山西汾酒,BUY_FULL_MARGIN,MEDIUM,0,0.20109414213611865,51.46843110424463,10.35,0.0,0.125,0.125,0.000125
v32_candidate,2018-09-28,600809,山西汾酒,BUY_FULL_MARGIN,MEDIUM,0,0.20109414213611865,51.46843110424463,10.35,0.12160649333825051,0.125,0.003393506661749493,3.393506661749493e-06
v32_candidate,2018-10-31,002444,巨星科技,BUY_A_LEVEL,MEDIUM,0,0.7385863807705773,9.274473749236076,6.85,0.05133020844182872,0.09375,0.04241979155817128,4.241979155817128e-05
v32_candidate,2018-11-30,600809,山西汾酒,BUY_FULL_MARGIN,MEDIUM,0,0.036722027277431055,59.36491423881175,2.18,0.030153120080511065,0.125,0.09484687991948894,9.484687991948894e-05
v32_candidate,2018-12-28,600809,山西汾酒,BUY_FULL_MARGIN,MEDIUM,0,0.02695194662563747,59.36491423881175,1.6,0.09332343005822841,0.125,0.03167656994177159,3.167656994177159e-05
v32_candidate,2019-01-31,002444,巨星科技,BUY_A_LEVEL,MEDIUM,0,0.7472122071153431,9.274473749236076,6.93,0.07129699068195947,0.09375,0.022453009318040534,2.2453009318040534e-05
v32_candidate,2019-02-28,000895,双汇发展,BUY_FULL_MARGIN,HIGH,0,0.6369668621112023,20.519120816866334,13.07,0.08853367251935111,0.125,0.03646632748064889,3.646632748064889e-05
v32_candidate,2019-04-30,002444,巨星科技,BUY_A_LEVEL,MEDIUM,0,0.700288410220128,14.037073663563913,9.83,0.07184118384052823,0.09375,0.021908816159471767,2.1908816159471767e-05
v32_candidate,2019-05-31,002444,巨星科技,BUY_FULL_MARGIN,MEDIUM,0,0.5471225829593676,14.037073663563913,7.68,0.07812735399990717,0.125,0.04687264600009283,4.6872646000092836e-05
v32_candidate,2019-06-28,002444,巨星科技,BUY_FULL_MARGIN,MEDIUM,0,0.5841673411805747,14.037073663563913,8.2,0.10098755192482815,0.125,0.024012448075171847,2.401244807517185e-05
v32_candidate,2019-06-28,000895,双汇发展,BUY_A_LEVEL,MEDIUM,0,0.6583490030030407,21.812139054661372,14.36,0.086372067750571,0.09375,0.007377932249428995,7.377932249428996e-06
v32_candidate,2019-07-31,000895,双汇发展,BUY_FULL_MARGIN,MEDIUM,0,0.618004495855222,21.812139054661372,13.48,0.08815880061966316,0.125,0.036841199380336836,3.6841199380336834e-05
v32_candidate,2019-08-30,002444,巨星科技,BUY_FULL_MARGIN,HIGH,0,0.5876848492567575,15.1101394075932,8.88,0.11765452892696374,0.11988089473373509,0.002226365806771352,2.226365806771352e-06
v32_candidate,2019-08-30,000895,双汇发展,BUY_FULL_MARGIN,HIGH,0,0.5466562672279132,21.640655580498102,11.83,0.09516170801476186,0.10420550552589061,0.009043797511128757,9.043797511128757e-06
v32_candidate,2019-08-30,600580,卧龙电驱,BUY_FULL_MARGIN,MEDIUM,0,0.6370131333950315,10.09398340930682,6.43,0.0,0.03788670911359047,0.03788670911359047,3.788670911359047e-05
v32_candidate,2020-07-31,000895,双汇发展,CORE_ONLY,HIGH,2,1.7495678638132113,25.777794010061335,45.1,0.12640734674306592,0.03125,-0.09515734674306592,9.515734674306592e-05
v32_candidate,2020-07-31,600580,卧龙电驱,BUY_STAGED,MEDIUM,0,0.7691580844779391,12.104143722703117,9.31,0.017454822840619163,0.0625,0.045045177159380834,4.5045177159380834e-05
v32_candidate,2020-08-31,000895,双汇发展,CORE_ONLY,MEDIUM,2,1.8223430612441989,29.615718987155006,53.97,0.03359978761693521,0.03125,-0.0023497876169352103,2.3497876169352102e-06
v32_candidate,2020-09-30,600580,卧龙电驱,BUY_STAGED,HIGH,0,0.8373397529150162,11.19020083231494,9.37,0.057224816439740624,0.0625,0.005275183560259376,5.275183560259376e-06
v32_candidate,2020-09-30,600809,山西汾酒,REDUCE_25,MEDIUM,2,1.2972313371564643,91.97280129042207,119.31,0.7982785279778425,0.09375,-0.7045285279778425,0.0007045285279778425
v32_candidate,2020-10-30,600580,卧龙电驱,BUY_STAGED,HIGH,0,0.8427015869785062,11.19020083231494,9.43,0.060614043308501175,0.0625,0.0018859566914988246,1.8859566914988246e-06
v32_candidate,2020-10-30,600809,山西汾酒,REDUCE_50,MEDIUM,2,1.470956179673815,94.19043334841118,138.55,0.10491125844320763,0.0625,-0.04241125844320763,4.241125844320763e-05
v32_candidate,2020-11-30,600809,山西汾酒,REDUCE_50,MEDIUM,2,1.5889087105736783,94.19043334841118,149.66,0.0664192006118666,0.0625,-0.003919200611866597,3.919200611866597e-06
v32_candidate,2020-12-31,002444,巨星科技,REDUCE_25,MEDIUM,2,1.3814262595503453,21.369218802608234,29.52,0.1026698801280974,0.09375,-0.008919880128097399,8.919880128097398e-06
v32_candidate,2020-12-31,600809,山西汾酒,CORE_ONLY,MEDIUM,2,2.609713017146304,94.19043334841118,245.81,0.09636595475317501,0.03125,-0.06511595475317501,6.511595475317501e-05
v32_candidate,2021-01-29,002444,巨星科技,REDUCE_50,MEDIUM,2,1.516199553165013,21.369218802608234,32.4,0.10369892287186197,0.0625,-0.04119892287186197,4.119892287186197e-05
v32_candidate,2021-01-29,600809,山西汾酒,CORE_ONLY,MEDIUM,2,2.603130607681145,94.19043334841118,245.19,0.031414311109213396,0.03125,-0.0001643111092133956,1.643111092133956e-07
v32_candidate,2021-03-31,002444,巨星科技,REDUCE_50,MEDIUM,2,1.5681434267456662,21.369218802608234,33.51,0.06543142378417068,0.0625,-0.0029314237841706753,2.9314237841706753e-06
v32_candidate,2021-03-31,600580,卧龙电驱,BUY_STAGED,MEDIUM,0,0.8266289749448263,10.064975039805883,8.32,0.051952580025460215,0.0625,0.010547419974539785,1.0547419974539785e-05
v32_candidate,2021-04-30,000895,双汇发展,BUY_STAGED,HIGH,0,0.7603270038494467,36.49745419997579,27.75,0.014632152918257561,0.0625,0.04786784708174244,4.786784708174244e-05
v32_candidate,2021-04-30,600580,卧龙电驱,BUY_STAGED,MEDIUM,0,0.788122035007431,10.30297293987401,8.12,0.06042545217099915,0.0625,0.00207454782900085,2.07454782900085e-06
v32_candidate,2021-04-30,600809,山西汾酒,CORE_ONLY,MEDIUM,2,2.731097646305743,99.14694934700496,270.78,0.03460572691284268,0.03125,-0.0033557269128426798,3.3557269128426797e-06
v32_candidate,2021-05-31,600809,山西汾酒,CORE_ONLY,MEDIUM,2,3.110231853132809,99.14694934700496,308.37,0.03549868969920702,0.03125,-0.004248689699207019,4.248689699207019e-06
v32_candidate,2021-06-30,000895,双汇发展,BUY_A_LEVEL,HIGH,0,0.6737456225101944,36.49745419997579,24.59,0.05509797915315911,0.09375,0.03865202084684089,3.865202084684089e-05
