,true_buyhold
2020-05-18,1.4121707459938895
2020-05-19,1.4530583166103062
2020-05-20,1.4370121433302796
2020-05-21,1.4202155355595274
2020-05-22,1.347853512135358
2020-05-25,1.3642028337405399
2020-05-26,1.4072160081197074
2020-05-27,1.3945210898233855
2020-05-28,1.4111064414125696
2020-05-29,1.4228422801239056
2020-06-01,1.48990320017159
2020-06-02,1.4831275783276203
2020-06-03,1.4636528327362541
2020-06-04,1.4876280978324312
2020-06-05,1.4811594582994148
2020-06-08,1.491841090996959
2020-06-09,1.5126868091427246
2020-06-10,1.5032173737193177
2020-06-11,1.5002006956370322
2020-06-12,1.500459488921919
2020-06-15,1.4593723834836756
2020-06-16,1.491134193891188
2020-06-17,1.482250948142776
2020-06-18,1.5288387007397404
2020-06-19,1.5739390647993294
2020-06-22,1.5704825660419819
2020-06-23,1.5761704357726802
2020-06-24,1.5810541894365744
2020-06-29,1.5896775058815231
2020-06-30,1.634208263855213
2020-07-01,1.7153658264884306
2020-07-02,1.766713508605798
2020-07-03,1.8034641968204244
2020-07-06,1.960258374912676
2020-07-07,2.0097472779812993
2020-07-08,2.0871348509680994
2020-07-09,2.2281997726762794
2020-07-10,2.2044306106339513
2020-07-13,2.3276247841036133
2020-07-14,2.2695964798998873
2020-07-15,2.296022602604375
2020-07-16,2.0771881702679433
2020-07-17,2.05274723916872
2020-07-20,2.1324422102521794
2020-07-21,2.140731708258716
2020-07-22,2.214472389294851
2020-07-23,2.194220574961351
2020-07-24,2.0225943895255205
2020-07-27,2.0543821052637212
2020-07-28,2.145280086258737
2020-07-29,2.1993399710289716
2020-07-30,2.188634346983995
2020-07-31,2.218342033104257
2020-08-03,2.324794298608596
2020-08-04,2.288836004799099
2020-08-05,2.3259953341764494
2020-08-06,2.3090573239390673
2020-08-07,2.330333024912728
2020-08-10,2.330781034262723
2020-08-11,2.266709204538585
2020-08-12,2.20957908891464
2020-08-13,2.2182159568054014
2020-08-14,2.256501618530016
2020-08-17,2.3379596260500293
2020-08-18,2.4022526061514493
2020-08-19,2.369120230621389
2020-08-20,2.309512354321015
2020-08-21,2.3391587481356466
2020-08-24,2.357364797686189
2020-08-25,2.3884577245643155
2020-08-26,2.3411954278775062
2020-08-27,2.402066020579942
2020-08-28,2.4787519912957987
2020-08-31,2.474522914934831
2020-09-01,2.4642293161216564
2020-09-02,2.4439011312233934
2020-09-03,2.4078000331167138
2020-09-04,2.367857926314042
2020-09-07,2.2858073682075073
2020-09-08,2.290296529185717
2020-09-09,2.211621005351172
2020-09-10,2.2524497028796584
2020-09-11,2.3198649076799787
2020-09-14,2.320274400364377
2020-09-15,2.328437307138404
2020-09-16,2.3061173216706417
2020-09-17,2.2644754281601407
2020-09-18,2.374279162953849
2020-09-21,2.367552281190155
2020-09-22,2.303294070106547
2020-09-23,2.3077341657185433
2020-09-24,2.2521531055225075
2020-09-25,2.2192398716629174
2020-09-28,2.246624747293028
2020-09-29,2.245209462119837
2020-09-30,2.2341553304137025
2020-10-09,2.3309172615396063
2020-10-12,2.479797283496623
2020-10-13,2.4929661775564242
2020-10-14,2.459761987243398
2020-10-15,2.4625339679363463
2020-10-16,2.415361028674646
2020-10-19,2.300935069619725
2020-10-20,2.3377397710430685
2020-10-21,2.2780071256866576
2020-10-22,2.2759026601761896
2020-10-23,2.202153704160637
2020-10-26,2.2293159324159677
2020-10-27,2.279461390704274
2020-10-28,2.3702707616630248
2020-10-29,2.394265254831474
2020-10-30,2.321027725587276
2020-11-02,2.341693929385057
2020-11-03,2.3631509691211012
2020-11-04,2.4141954738859233
2020-11-05,2.467694278318664
2020-11-06,2.466517648865419
2020-11-09,2.526969060546069
2020-11-10,2.5535124159676448
2020-11-11,2.551054281243471
2020-11-12,2.5737429630931126
2020-11-13,2.5305552193415095
2020-11-16,2.69429182775076
2020-11-17,2.6634095502420942
2020-11-18,2.627951762382786
2020-11-19,2.6718855388235916
2020-11-20,2.741955820548278
2020-11-23,2.8000650833864835
2020-11-24,2.8286101049091124
2020-11-25,2.7410057889980592
2020-11-26,2.7412949540084526
2020-11-27,2.759668357261268
2020-11-30,2.657350946957695
2020-12-01,2.7663669413963423
2020-12-02,2.773133354532385
2020-12-03,2.796046309048188
2020-12-04,2.836829029961054
2020-12-07,2.794129352656705
2020-12-08,2.800457628400275
2020-12-09,2.810427943161432
2020-12-10,2.843162899444486
2020-12-11,2.84591482847776
2020-12-14,2.8501083418173287
2020-12-15,2.8655863987812547
2020-12-16,2.8751506863923586
2020-12-17,3.022418338459988
2020-12-18,3.0900223406208696
2020-12-21,3.0504295527691654
2020-12-22,3.011864617152712
2020-12-23,3.0470656116321315
2020-12-24,3.007692576038024
2020-12-25,3.1146858206718613
2020-12-28,3.261647065901959
2020-12-29,3.233398539409085
2020-12-30,3.311188544860362
2020-12-31,3.40471812502928
2021-01-04,3.4639878325872915
2021-01-05,3.5738243703839503
2021-01-06,3.599705901385854
2021-01-07,3.7780000178239153
2021-01-08,3.690444625646056
2021-01-11,3.531588169015354
2021-01-12,3.598419271382969
2021-01-13,3.639937454639609
2021-01-14,3.5759147303098917
2021-01-15,3.455068537552796
2021-01-18,3.4857460559063562
2021-01-19,3.359499021092552
2021-01-20,3.350234152473339
2021-01-21,3.4915824968469424
2021-01-22,3.4237749224606295
2021-01-25,3.4817069498163913
2021-01-26,3.320232123956881
2021-01-27,3.2931503057117757
2021-01-28,3.177929720406507
2021-01-29,3.1825084717759236
2021-02-01,3.22117871112228
2021-02-02,3.3675526804812566
2021-02-03,3.3092200795952
2021-02-04,3.20055769261165
2021-02-05,3.194435843247286
2021-02-08,3.2318465172492314
2021-02-09,3.3573806991488864
2021-02-10,3.6037476020798946
2021-02-18,3.725512135419186
2021-02-19,3.5758668894472385
2021-02-22,3.347735322327042
2021-02-23,3.237281397961394
2021-02-24,3.067057223760953
2021-02-25,3.03651171885834
2021-02-26,2.846960910773098
2021-03-01,2.950043795934252
2021-03-02,3.020501373859528
2021-03-03,3.1807002474364348
2021-03-04,3.090826478395879
2021-03-05,3.0671187377992846
2021-03-08,2.8306364622363223
2021-03-09,2.6257524020953844
2021-03-10,2.7735307794476336
2021-03-11,2.948780415203131
2021-03-12,3.1067211192528372
2021-03-15,2.9339383773006076
2021-03-16,2.955957242271162
2021-03-17,3.008047474870956
2021-03-18,3.078736284809098
2021-03-19,3.017642428047109
2021-03-22,3.0432414667642718
2021-03-23,3.013855620560337
2021-03-24,2.957926830410046
2021-03-25,3.052984702381512
2021-03-26,3.21018545038395
2021-03-29,3.373881230495709
2021-03-30,3.3297766387188683
2021-03-31,3.2133698308769505
2021-04-01,3.2924160865767
2021-04-02,3.4208894396096645
2021-04-06,3.414301651941629
2021-04-07,3.323966966119965
2021-04-08,3.4234991493744116
2021-04-09,3.3052288477208176
2021-04-12,3.2553696014704654
2021-04-13,3.222500538310316
2021-04-14,3.3053390817392545
2021-04-15,3.332509758519764
2021-04-16,3.4503710243367163
2021-04-19,3.439723386242669
2021-04-20,3.4374457981693527
2021-04-21,3.5614104118498227
2021-04-22,3.587259154903021
2021-04-23,3.593434495811554
2021-04-26,3.605548874944466
2021-04-27,3.637333313541353
2021-04-28,3.799180554983002
2021-04-29,3.757295342259699
2021-04-30,3.5685069592455445
2021-05-06,3.600848945044332
2021-05-07,3.6313587630947666
2021-05-10,3.645423403315137
2021-05-11,3.6802995812372212
2021-05-12,3.822573492307908
2021-05-13,3.7376008367083067
2021-05-14,3.7451869105051205
2021-05-17,3.8020872464866726
2021-05-18,3.8662864925301195
2021-05-19,3.7949734592636104
2021-05-20,3.7783550529763352
2021-05-21,3.811722769982761
2021-05-24,3.84017701734052
2021-05-25,3.9423698267071514
2021-05-26,3.8830063712956733
2021-05-27,3.8710063949798155
2021-05-28,3.9049805902618493
2021-05-31,3.9682699107027823
2021-06-01,4.0035051769919034
2021-06-02,3.9480988295254127
2021-06-03,4.06884281215471
2021-06-04,4.108781379731974
2021-06-07,4.26486793332705
2021-06-08,4.052361648078569
2021-06-09,4.159561002886175
2021-06-10,4.293345081917079
2021-06-11,4.173786595444347
2021-06-15,4.230501043578555
2021-06-16,4.213998722610858
2021-06-17,4.311016768648502
2021-06-18,4.216822753761388
2021-06-21,4.139320083606332
2021-06-22,4.140017002198368
2021-06-23,4.0340937280419125
2021-06-24,4.0898747105521815
2021-06-25,4.152457687628476
2021-06-28,4.0374999617329115
2021-06-29,4.0129050341723325
2021-06-30,4.058973063184582
2021-07-01,4.055230103995447
2021-07-02,3.8675095122369294
2021-07-05,4.0255621918646245
2021-07-06,3.953659641510932
2021-07-07,3.9964514023483337
2021-07-08,4.007744464580852
2021-07-09,3.913920751972594
2021-07-12,3.8784138804169084
2021-07-13,4.2209178463407895
2021-07-14,4.476818962874001
2021-07-15,4.613326886447241
2021-07-16,4.646512476963185
2021-07-19,4.703240752531293
2021-07-20,4.6322862413723636
2021-07-21,4.574282947873654
2021-07-22,4.572656804594358
2021-07-23,4.515580081928777
2021-07-26,4.228818508627321
2021-07-27,4.291474322362811
2021-07-28,4.2862619042701
2021-07-29,4.285956185135599
2021-07-30,4.0905048811150495
2021-08-02,4.155695077906647
2021-08-03,4.113701925034991
2021-08-04,4.176890450004843
2021-08-05,4.126828340231339
2021-08-06,4.199405035302321
2021-08-09,4.196566653795251
2021-08-10,4.317262077080046
2021-08-11,4.3130890915092035
2021-08-12,4.408252577284361
2021-08-13,4.393728966604425
2021-08-16,4.291285026200476
2021-08-17,4.026794156054598
2021-08-18,3.9983996845518
2021-08-19,3.975936343621531
2021-08-20,3.7720153226800215
2021-08-23,3.822413846047271
2021-08-24,3.907601966141804
2021-08-25,4.00819888766888
2021-08-26,4.068422889554862
2021-08-27,4.274898043889497
2021-08-30,4.437025543052902
2021-08-31,4.623706193276615
2021-09-01,4.610169731667634
2021-09-02,4.6841819117986585
