code,name,report_date,profit_notice_date,cash_notice_date,available_date,p_PARENT_NETPROFIT,p_DEDUCT_PARENT_NETPROFIT,p_BASIC_EPS,p_TOTAL_OPERATE_INCOME,p_RESEARCH_EXPENSE,c_NETCASH_OPERATE,ttm_parent_netprofit,ttm_deduct_netprofit,ttm_basic_eps_approx,ttm_revenue,ttm_research_expense,ttm_operating_cashflow,cash_conversion,deduct_quality,rd_intensity,normalized_eps_4q_median,normalized_deduct_np_4q_median,normalized_cfo_4q_median
600183,生益科技,1995-12-31,1998-10-27,,1998-10-27,44493134.0,,,374899551.0,,,44493134.0,,,374899551.0,,,,,,,,
600183,生益科技,1996-12-31,1998-10-27,,1998-10-27,43438404.0,,,471206979.0,,,43438404.0,,,471206979.0,,,,,,,,
600183,生益科技,1997-12-31,1998-10-27,,1998-10-27,75714668.0,,,564933174.0,,,75714668.0,,,564933174.0,,,,,,,,
600183,生益科技,1998-03-31,1998-09-14,1998-09-14,1998-09-14,11325538.0,,,133866359.0,,14649262.0,,,,,,,,,,,,
600183,生益科技,1998-12-31,2000-03-04,1999-04-09,2000-03-04,72827397.64,,0.277,566206988.86,,16022189.58,72827397.64,,0.277,566206988.86,,16022189.58,0.2200022257997025,,,,,
600183,生益科技,1999-06-30,2000-08-18,,2000-08-18,42755094.98,,,304306374.33,,,,,,,,,,,,,,
600183,生益科技,1999-12-31,2001-03-01,2000-03-04,2001-03-01,126559447.6,131920533.42,0.387,773799948.26,,-65474966.16,126559447.6,131920533.42,0.387,773799948.26,,-65474966.16,-0.5173455431548517,1.0423602182347074,,0.332,,-24726388.29
600183,生益科技,2000-06-30,2001-08-20,2000-08-18,2001-08-20,85313156.22,84170000.0,,441667531.98,,54448164.29,169117508.84,,,911161105.9100001,,,,,,0.332,,-24726388.29
600183,生益科技,2000-12-31,2002-04-13,2001-03-01,2002-04-13,214499246.07,212038009.31,0.4371,988693270.77,,130496177.09,214499246.07,212038009.31,0.4371,988693270.77,,130496177.09,0.6083759243023805,0.9885256624202922,,0.41205,171979271.365,32510605.465000004
600183,生益科技,2001-06-30,2002-08-15,2001-08-20,2002-08-15,56202754.72,55615400.0,0.115,377420481.99,,98565410.51,185388844.56999996,183483409.31,,924446220.78,,174613423.31000003,0.9418766469741318,0.9897219529879507,,0.41205,183483409.31,130496177.09
600183,生益科技,2001-12-31,2003-03-19,2002-04-13,2003-03-19,63341324.67,61667926.15,0.1291,720009440.22,,202719995.8,63341324.67,61667926.15,0.1291,720009440.22,,202719995.8,3.200438210854361,0.9735812515965179,,0.2831,183483409.31,174613423.31000003
600183,生益科技,2002-03-31,2002-04-30,,2002-04-30,14928339.29,,,179217107.53,,,,,,,,,,,,0.2831,183483409.31,174613423.31000003
600183,生益科技,2002-06-30,2003-08-12,2002-08-15,2003-08-12,36848829.65,35249327.9,0.0578,397740052.11,,57873216.87,43987399.599999994,41301854.05,0.07189999999999998,740329010.3399999,,162027802.16000003,3.683504904436316,0.9389473900612212,,0.10049999999999998,61667926.15,174613423.31000003
600183,生益科技,2002-09-30,2003-10-31,,2003-10-31,64652533.23,63170400.0,,646610278.06,,,,,,,,,,,,0.10049999999999998,51484890.099999994,182373898.98000002
600183,生益科技,2002-12-31,2004-03-18,2003-03-19,2004-03-18,95641176.96,89710648.19,0.14,886082337.06,,102481244.98,95641176.96,89710648.19,0.14,886082337.06,,102481244.98,1.0715180243218958,0.9379918884469571,,0.10594999999999999,65506251.12,132254523.57000002
600183,生益科技,2003-03-31,2004-04-26,2003-04-30,2004-04-26,36146480.42,35978811.56,,273593047.39,,-5051272.51,116859318.09,,,980458276.9199998,,,,,,0.10594999999999999,65506251.12,132254523.57000002
600183,生益科技,2003-06-30,2004-08-26,2003-08-12,2004-08-26,67268993.6,62665222.02,0.105,555914768.43,,13335912.97,126061340.91,117126542.31,0.1872,1044257053.3799998,,57943941.080000006,0.4596487762363911,0.9291234050383544,,0.16360000000000002,103418595.25,80212593.03
600183,生益科技,2003-09-30,2004-10-30,2003-10-31,2004-10-30,99263039.11,94634454.26,,888564129.91,,18033547.3,130251682.84,121174702.44999999,,1128036188.9099998,,,,0.9303119914300831,,0.16360000000000002,117126542.31,80212593.03
600183,生益科技,2003-12-31,2005-04-02,2004-03-18,2005-04-02,130519556.53,130043073.4,0.2,1217436805.89,,41179051.27,130519556.53,130043073.4,0.2,1217436805.89,,41179051.27,0.31550100509677237,0.9963493353588704,,0.1936,121174702.44999999,49561496.175000004
600183,生益科技,2004-03-31,2005-04-25,2004-04-26,2005-04-25,33022237.17,32960899.52,,359026591.54,,-35021517.91,127395313.27999999,127025161.36000001,,1302870350.04,,11208805.870000007,0.08798444449337287,0.9970944620294907,,0.1936,124099931.905,41179051.27
600183,生益科技,2004-06-30,2005-08-30,2004-08-26,2005-08-30,108922934.17,109042250.91,0.17,812625220.62,,-16213598.6,172173497.1,176420102.29,0.265,1474147258.0800004,,11629539.700000001,0.06754546951698062,1.0246646856893051,,0.2325,128534117.38000001,11629539.700000001
600183,生益科技,2004-09-30,2005-10-31,2004-10-30,2005-10-31,209485401.23,209649824.02,,1373902170.1,,6968279.65,240741918.64999998,245058443.16000003,,1702774846.08,,30113783.62,0.12508741223326628,1.0179300910045317,,0.2325,153231587.845,20871661.66
600183,生益科技,2004-12-31,2006-04-12,2005-04-02,2006-04-12,212170901.4,212100925.63,0.33,1842531049.9,,53433071.57,212170901.4,212100925.63,0.33,1842531049.9,,53433071.57,0.2518397726428286,0.9996701914846085,,0.2975,194260513.95999998,20871661.66
600183,生益科技,2005-03-31,2006-04-26,2005-04-25,2006-04-26,13234613.12,13100785.57,,499885323.46,,84629726.84,192383277.35000002,192240811.67999998,,1983389781.8200002,,173084316.32,0.8996848307408252,0.9992594695757216,,0.2975,202170868.65499997,41773427.595
