code,stock_name,exchange,board,security_type,listing_status,listing_date,is_st,is_suspended,latest_trade_date,latest_close,avg_turnover_20d,industry,industry_source,industry_update_date,universe_source,exclusion_reason
000001,平安银行,SZSE,主板,A_SHARE,listed,1991-04-03,False,False,2026-07-10,10.45,1181144218.1,J66货币金融服务,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000002,万  科Ａ,SZSE,主板,A_SHARE,listed,1991-01-29,False,False,2026-07-10,3.11,430852926.5,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000004,国华退,SZSE,主板,A_SHARE,delisting_risk,1990-12-01,False,,,,,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,st_or_delisting_risk
000006,深振业Ａ,SZSE,主板,A_SHARE,listed,1992-04-27,False,False,2026-07-10,7.08,185547147.85,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000007,全新好,SZSE,主板,A_SHARE,listed,1992-04-13,False,False,2026-07-10,11.1,114891146.35,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000008,神州高铁,SZSE,主板,A_SHARE,listed,1992-05-07,False,True,2026-07-06,2.36,71891443.4,C37铁路、船舶、航空航天和其他运输设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,suspended_or_no_latest_trade
000009,中国宝安,SZSE,主板,A_SHARE,listed,1991-06-25,False,False,2026-07-10,6.17,167345531.25,J69其他金融业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000010,*ST美丽,SZSE,主板,A_SHARE,listed,1995-10-27,True,,,,,E48土木工程建筑业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,st_or_delisting_risk
000011,深物业A,SZSE,主板,A_SHARE,listed,1992-03-30,False,False,2026-07-10,6.43,34280757.25,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000012,南  玻Ａ,SZSE,主板,A_SHARE,listed,1992-02-28,False,False,2026-07-10,4.17,493382521.0,C30非金属矿物制品业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000014,沙河股份,SZSE,主板,A_SHARE,listed,1992-06-02,False,False,2026-07-10,9.2,53232147.8,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000016,*ST康佳A,SZSE,主板,A_SHARE,listed,1992-03-27,True,,,,,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,st_or_delisting_risk
000017,深中华A,SZSE,主板,A_SHARE,listed,1992-03-31,False,False,2026-07-10,5.99,93341569.35,C24文教、工美、体育和娱乐用品制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000019,深粮控股,SZSE,主板,A_SHARE,listed,1992-10-12,False,False,2026-07-10,5.9,42710088.3,F51批发业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000020,深华发Ａ,SZSE,主板,A_SHARE,listed,1992-04-28,False,False,2026-07-10,10.6,45737690.65,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000021,深科技,SZSE,主板,A_SHARE,listed,1994-02-02,False,False,2026-07-10,57.91,10547289251.1,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000025,特  力Ａ,SZSE,主板,A_SHARE,listed,1993-06-21,False,False,2026-07-10,13.34,111939898.4,F51批发业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000026,飞亚达,SZSE,主板,A_SHARE,listed,1993-06-03,False,False,2026-07-10,19.54,284115904.5,F52零售业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000027,深圳能源,SZSE,主板,A_SHARE,listed,1993-09-03,False,False,2026-07-10,6.02,277870699.5,D44电力、热力生产和供应业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000028,国药一致,SZSE,主板,A_SHARE,listed,1993-08-09,False,False,2026-07-10,20.22,58329499.8,F51批发业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000029,深深房Ａ,SZSE,主板,A_SHARE,listed,1993-09-15,False,False,2026-07-10,22.62,231296548.95,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000030,富奥股份,SZSE,主板,A_SHARE,listed,1993-09-29,False,False,2026-07-10,3.98,42496089.4,C36汽车制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000031,大悦城,SZSE,主板,A_SHARE,listed,1993-10-08,False,False,2026-07-10,2.18,84026479.5,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000032,深桑达Ａ,SZSE,主板,A_SHARE,listed,1993-10-28,False,False,2026-07-10,21.68,2016606295.95,E49建筑安装业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000034,神州数码,SZSE,主板,A_SHARE,listed,1994-05-09,False,False,2026-07-10,29.62,1624179184.65,F51批发业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000035,中国天楹,SZSE,主板,A_SHARE,listed,1994-04-08,False,False,2026-07-10,4.58,168794970.85,N77生态保护和环境治理业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000036,华联控股,SZSE,主板,A_SHARE,listed,1994-06-17,False,False,2026-07-10,4.1,117567550.2,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000037,深南电A,SZSE,主板,A_SHARE,listed,1994-07-01,False,False,2026-07-10,8.4,256517992.4,D44电力、热力生产和供应业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000039,中集集团,SZSE,主板,A_SHARE,listed,1994-04-08,False,False,2026-07-10,8.2,371480128.95,C33金属制品业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000042,中洲控股,SZSE,主板,A_SHARE,listed,1994-09-21,False,False,2026-07-10,7.78,71219842.1,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000045,深纺织Ａ,SZSE,主板,A_SHARE,listed,1994-08-15,False,False,2026-07-10,9.62,64308732.9,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000048,京基智农,SZSE,主板,A_SHARE,listed,1994-11-01,False,False,2026-07-10,24.1,662540487.65,A03畜牧业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000049,德赛电池,SZSE,主板,A_SHARE,listed,1995-03-20,False,False,2026-07-10,23.88,194678156.4,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000050,深天马Ａ,SZSE,主板,A_SHARE,listed,1995-03-15,False,False,2026-07-10,7.75,913701902.55,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000055,方大集团,SZSE,主板,A_SHARE,listed,1996-04-15,False,False,2026-07-10,3.26,60218040.95,C33金属制品业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000056,*ST皇庭,SZSE,主板,A_SHARE,listed,1996-07-08,True,,,,,L72商务服务业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,st_or_delisting_risk
000058,深 赛 格,SZSE,主板,A_SHARE,listed,1996-12-26,False,False,2026-07-10,6.12,44840329.8,L72商务服务业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000059,华锦股份,SZSE,主板,A_SHARE,listed,1997-01-30,False,False,2026-07-10,4.06,128937095.65,C25石油、煤炭及其他燃料加工业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000060,中金岭南,SZSE,主板,A_SHARE,listed,1997-01-23,False,False,2026-07-10,6.49,2112163886.2,C32有色金属冶炼和压延加工业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000061,农 产 品,SZSE,主板,A_SHARE,listed,1997-01-10,False,False,2026-07-10,5.65,115861722.2,L72商务服务业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000062,深圳华强,SZSE,主板,A_SHARE,listed,1997-01-30,False,False,2026-07-10,31.51,1833960813.9,F51批发业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000063,中兴通讯,SZSE,主板,A_SHARE,listed,1997-11-18,False,False,2026-07-10,40.53,8291637212.0,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000065,北方国际,SZSE,主板,A_SHARE,listed,1998-06-05,False,False,2026-07-10,8.92,274601787.4,F51批发业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000066,中国长城,SZSE,主板,A_SHARE,listed,1997-06-26,False,False,2026-07-10,19.45,4762316416.9,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000068,华控赛格,SZSE,主板,A_SHARE,listed,1997-06-11,False,False,2026-07-10,2.72,83640048.2,F51批发业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000069,华侨城Ａ,SZSE,主板,A_SHARE,listed,1997-09-10,False,False,2026-07-10,1.69,87969911.75,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000070,特发信息,SZSE,主板,A_SHARE,listed,2000-05-11,False,False,2026-07-10,18.0,2161632157.75,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000078,ST海王,SZSE,主板,A_SHARE,listed,1998-12-18,True,,,,,F51批发业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,st_or_delisting_risk
000088,盐 田 港,SZSE,主板,A_SHARE,listed,1997-07-28,False,False,2026-07-10,4.22,72947442.25,G55水上运输业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000089,深圳机场,SZSE,主板,A_SHARE,listed,1998-04-20,False,False,2026-07-10,6.23,71995316.7,G56航空运输业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000090,天健集团,SZSE,主板,A_SHARE,listed,1999-07-21,False,False,2026-07-10,3.25,76187820.9,E48土木工程建筑业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000096,广聚能源,SZSE,主板,A_SHARE,listed,2000-07-24,False,False,2026-07-10,7.26,46586961.7,F51批发业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000099,中信海直,SZSE,主板,A_SHARE,listed,2000-07-31,False,False,2026-07-10,13.93,233305360.35,G56航空运输业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000100,TCL科技,SZSE,主板,A_SHARE,listed,2004-01-30,False,False,2026-07-10,5.12,8461805242.4,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000151,中成股份,SZSE,主板,A_SHARE,listed,2000-09-06,False,False,2026-07-10,9.34,186444467.65,F51批发业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000153,丰原药业,SZSE,主板,A_SHARE,listed,2000-09-20,False,False,2026-07-10,5.49,41637289.8,C27医药制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000155,川能动力,SZSE,主板,A_SHARE,listed,2000-09-26,False,False,2026-07-10,10.9,400899675.1,D44电力、热力生产和供应业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000156,华数传媒,SZSE,主板,A_SHARE,listed,2000-09-06,False,False,2026-07-10,6.54,67104954.8,I63电信、广播电视和卫星传输服务,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000157,中联重科,SZSE,主板,A_SHARE,listed,2000-10-12,False,False,2026-07-10,7.26,583276454.2,C35专用设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000158,常山北明,SZSE,主板,A_SHARE,listed,2000-07-24,False,False,2026-07-10,13.38,467614366.55,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000159,国际实业,SZSE,主板,A_SHARE,listed,2000-09-26,False,False,2026-07-10,5.54,79708199.8,F51批发业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000166,申万宏源,SZSE,主板,A_SHARE,listed,2015-01-26,False,False,2026-07-10,4.51,654024758.3,J67资本市场服务,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000301,东方盛虹,SZSE,主板,A_SHARE,listed,2000-05-29,False,False,2026-07-10,12.55,478469362.45,C26化学原料和化学制品制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000333,美的集团,SZSE,主板,A_SHARE,listed,2013-09-18,False,False,2026-07-10,78.99,3359154989.4,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000338,潍柴动力,SZSE,主板,A_SHARE,listed,2007-04-30,False,False,2026-07-10,27.57,3260481527.4,C36汽车制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000400,许继电气,SZSE,主板,A_SHARE,listed,1997-04-18,False,False,2026-07-10,20.29,396278332.55,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000401,金隅冀东,SZSE,主板,A_SHARE,listed,1996-06-14,False,False,2026-07-10,3.49,29128132.1,C30非金属矿物制品业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000402,金 融 街,SZSE,主板,A_SHARE,listed,1996-06-26,False,False,2026-07-10,2.48,116580983.05,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000403,派林生物,SZSE,主板,A_SHARE,listed,1996-06-28,False,False,2026-07-10,9.22,161729917.0,C27医药制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000404,长虹华意,SZSE,主板,A_SHARE,listed,1996-06-19,False,False,2026-07-10,7.55,187741632.15,C34通用设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000407,胜利股份,SZSE,主板,A_SHARE,listed,1996-07-03,False,False,2026-07-10,3.77,57010025.15,D45燃气生产和供应业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000408,藏格矿业,SZSE,主板,A_SHARE,listed,1996-06-28,False,False,2026-07-10,69.3,1256678624.0,C26化学原料和化学制品制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000409,云鼎科技,SZSE,主板,A_SHARE,listed,1996-06-27,False,False,2026-07-10,8.3,47855770.95,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000410,沈阳机床,SZSE,主板,A_SHARE,listed,1996-07-18,False,False,2026-07-10,4.6,111571942.1,C34通用设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000411,英特集团,SZSE,主板,A_SHARE,listed,1996-07-16,False,False,2026-07-10,9.31,55565666.6,F51批发业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000415,渤海租赁,SZSE,主板,A_SHARE,listed,1996-07-16,False,False,2026-07-10,4.19,394072143.9,L71租赁业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000417,合百集团,SZSE,主板,A_SHARE,listed,1996-08-12,False,False,2026-07-10,7.78,561884702.25,F52零售业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000419,通程控股,SZSE,主板,A_SHARE,listed,1996-08-16,False,False,2026-07-10,4.68,31277320.05,F52零售业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000420,吉林化纤,SZSE,主板,A_SHARE,listed,1996-08-02,False,False,2026-07-10,3.78,318647214.55,C28化学纤维制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000421,南京公用,SZSE,主板,A_SHARE,listed,1996-08-06,False,False,2026-07-10,5.18,32886875.5,D45燃气生产和供应业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000422,湖北宜化,SZSE,主板,A_SHARE,listed,1996-08-15,False,False,2026-07-10,13.22,590916222.95,C26化学原料和化学制品制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000423,东阿阿胶,SZSE,主板,A_SHARE,listed,1996-07-29,False,False,2026-07-10,46.79,238842969.1,C27医药制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000425,徐工机械,SZSE,主板,A_SHARE,listed,1996-08-28,False,False,2026-07-10,8.43,1224689785.7,C35专用设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000426,兴业银锡,SZSE,主板,A_SHARE,listed,1996-08-28,False,False,2026-07-10,33.0,2782880130.5,B09有色金属矿采选业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000428,华天酒店,SZSE,主板,A_SHARE,listed,1996-08-08,False,False,2026-07-10,3.11,37286564.25,H61住宿业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000429,粤高速Ａ,SZSE,主板,A_SHARE,listed,1998-02-20,False,False,2026-07-10,13.5,95850255.05,G54道路运输业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000430,张家界,SZSE,主板,A_SHARE,listed,1996-08-29,False,False,2026-07-10,6.88,89187049.35,N78公共设施管理业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000488,ST晨鸣,SZSE,主板,A_SHARE,listed,2000-11-20,True,,,,,C22造纸和纸制品业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,st_or_delisting_risk
000498,山东路桥,SZSE,主板,A_SHARE,listed,1997-06-09,False,False,2026-07-10,4.87,35959914.75,E48土木工程建筑业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000501,武商集团,SZSE,主板,A_SHARE,listed,1992-11-20,False,False,2026-07-10,6.87,53449613.15,F52零售业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000503,国新健康,SZSE,主板,A_SHARE,listed,1992-11-30,False,False,2026-07-10,6.4,85806232.1,I64互联网和相关服务,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000504,南华生物,SZSE,主板,A_SHARE,listed,1992-12-08,False,False,2026-07-10,8.06,60737127.9,M75科技推广和应用服务业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000505,京粮控股,SZSE,主板,A_SHARE,listed,1992-12-21,False,False,2026-07-10,5.34,38032225.4,C13农副食品加工业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000506,招金黄金,SZSE,主板,A_SHARE,listed,1993-03-12,False,False,2026-07-10,13.74,744354399.2,B09有色金属矿采选业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000507,珠海港,SZSE,主板,A_SHARE,listed,1993-03-26,False,False,2026-07-10,4.65,39923218.8,G55水上运输业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000509,华塑控股,SZSE,主板,A_SHARE,listed,1993-05-07,False,False,2026-07-10,3.21,206866869.7,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000510,新金路,SZSE,主板,A_SHARE,listed,1993-05-07,False,False,2026-07-10,18.9,1457440573.95,C26化学原料和化学制品制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000513,丽珠集团,SZSE,主板,A_SHARE,listed,1993-10-28,False,False,2026-07-10,30.24,183540709.65,C27医药制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000514,渝 开 发,SZSE,主板,A_SHARE,listed,1993-07-12,False,False,2026-07-10,3.78,43375192.2,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000516,国际医学,SZSE,主板,A_SHARE,listed,1993-08-09,False,False,2026-07-10,4.1,105945691.85,Q84卫生,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000517,荣安地产,SZSE,主板,A_SHARE,listed,1993-08-06,False,False,2026-07-10,1.76,67291792.45,K70房地产业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000518,四环生物,SZSE,主板,A_SHARE,listed,1993-09-08,False,False,2026-07-10,4.06,211409937.25,C27医药制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000519,中兵红箭,SZSE,主板,A_SHARE,listed,1993-10-08,False,False,2026-07-10,17.52,2028959649.95,C35专用设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000520,凤凰航运,SZSE,主板,A_SHARE,listed,1993-10-25,False,False,2026-07-10,4.34,190450626.05,G55水上运输业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000521,长虹美菱,SZSE,主板,A_SHARE,listed,1993-10-18,False,False,2026-07-10,5.48,155188968.3,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000523,红棉股份,SZSE,主板,A_SHARE,listed,1993-11-08,False,False,2026-07-10,2.69,57322635.9,C13农副食品加工业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000524,岭南控股,SZSE,主板,A_SHARE,listed,1993-11-18,False,False,2026-07-10,9.87,106187860.65,L72商务服务业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000525,红太阳,SZSE,主板,A_SHARE,listed,1993-10-28,False,False,2026-07-10,4.06,84407057.75,C26化学原料和化学制品制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000526,学大教育,SZSE,主板,A_SHARE,listed,1993-11-01,False,False,2026-07-10,28.06,85262913.4,P83教育,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000528,柳    工,SZSE,主板,A_SHARE,listed,1993-11-18,False,False,2026-07-10,7.9,289149015.4,C35专用设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000529,广弘控股,SZSE,主板,A_SHARE,listed,1993-11-18,False,False,2026-07-10,4.6,23190681.45,C13农副食品加工业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000530,冰山冷热,SZSE,主板,A_SHARE,listed,1993-12-08,False,False,2026-07-10,5.05,152539408.75,C34通用设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000531,穗恒运Ａ,SZSE,主板,A_SHARE,listed,1994-01-06,False,False,2026-07-10,5.66,90833450.2,D44电力、热力生产和供应业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000532,华金资本,SZSE,主板,A_SHARE,listed,1994-01-03,False,False,2026-07-10,10.53,77319657.2,S91综合,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000533,顺钠股份,SZSE,主板,A_SHARE,listed,1994-01-03,False,False,2026-07-10,8.9,242319306.45,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000534,万泽股份,SZSE,主板,A_SHARE,listed,1994-01-10,False,False,2026-07-10,29.11,684200719.1,C27医药制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000536,华映科技,SZSE,主板,A_SHARE,listed,1993-11-26,False,False,2026-07-10,3.4,348420313.85,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000537,绿发电力,SZSE,主板,A_SHARE,listed,1993-12-10,False,False,2026-07-10,7.13,234237988.35,D44电力、热力生产和供应业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000538,云南白药,SZSE,主板,A_SHARE,listed,1993-12-15,False,False,2026-07-10,48.82,459284720.25,C27医药制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000539,粤电力Ａ,SZSE,主板,A_SHARE,listed,1993-11-26,False,False,2026-07-10,6.04,990968666.4,D44电力、热力生产和供应业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000541,佛山照明,SZSE,主板,A_SHARE,listed,1993-11-23,False,False,2026-07-10,4.98,86986732.05,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
