date,BUYHOLD_semiconductor
2018-05-31,0.9302930911347985
2018-06-01,0.9028837728531597
2018-06-04,0.909608936826826
2018-06-05,0.9325300098889289
2018-06-06,0.9268206567868368
2018-06-07,0.9145067261877847
2018-06-08,0.9079058891501666
2018-06-11,0.8882220519622012
2018-06-12,0.8884031799513858
2018-06-13,0.9106367983592637
2018-06-14,0.9137477754882629
2018-06-15,0.9169835013854406
2018-06-19,0.8894233731752524
2018-06-20,0.8919955567079225
2018-06-21,0.8421520646090332
2018-06-22,0.847591008706841
2018-06-25,0.8346820951483397
2018-06-26,0.86205634597846
2018-06-27,0.8707570541838348
2018-06-28,0.8558215387318305
2018-06-29,0.9042607480461162
2018-07-02,0.9022775481845754
2018-07-03,0.9362565573755198
2018-07-04,0.9155361920225201
2018-07-05,0.8915441123115395
2018-07-06,0.8991274766593237
2018-07-09,0.907716132291139
2018-07-10,0.899892675062104
2018-07-11,0.8793296386191365
2018-07-12,0.9137966638341817
2018-07-13,0.9331816603125016
2018-07-16,0.9402665745774356
2018-07-17,0.9493710305088607
2018-07-18,0.9333635407334397
2018-07-19,0.9259933443563979
2018-07-20,0.9399407148875281
2018-07-23,0.9702775817816225
2018-07-24,0.9767835612046786
2018-07-25,0.9917956422018271
2018-07-26,0.9623064943085008
2018-07-27,0.9618180732766917
2018-07-30,0.9384454632338113
2018-07-31,0.9338785719164843
2018-08-01,0.9407251501996903
2018-08-02,0.9385711656540031
2018-08-03,0.9000719485675165
2018-08-06,0.8800084833750194
2018-08-07,0.8965278719712715
2018-08-08,0.8641946782746958
2018-08-09,0.9001195204021706
2018-08-10,0.9152275156398869
2018-08-13,0.9311698821400027
2018-08-14,0.9093912704119217
2018-08-15,0.8945335330332863
2018-08-16,0.8854713928613089
2018-08-17,0.8824537747960968
2018-08-20,0.8955492443886636
2018-08-21,0.9012697107096885
2018-08-22,0.8870998188785196
2018-08-23,0.9045742560274606
2018-08-24,0.9122599283115898
2018-08-27,0.9244207140212263
2018-08-28,0.9267435611624452
2018-08-29,0.923094458001759
2018-08-30,0.9104190151163571
2018-08-31,0.8970976449842194
2018-09-03,0.8947592639909514
2018-09-04,0.90340898046098
2018-09-05,0.8822691202992301
2018-09-06,0.8838830227722063
2018-09-07,0.8535669834456574
2018-09-10,0.8127298041255824
2018-09-11,0.8101240502248371
2018-09-12,0.8384044324852472
2018-09-13,0.8556562898664034
2018-09-14,0.8339791551263632
2018-09-17,0.7961108478315897
2018-09-18,0.792824918988239
2018-09-19,0.8375989579133973
2018-09-20,0.816628874593784
2018-09-21,0.8141802383492946
2018-09-25,0.8079939703440384
2018-09-26,0.8190466951278511
2018-09-27,0.7824279671432
2018-09-28,0.7901065250236711
2018-10-08,0.7229676415761851
2018-10-09,0.7126846709674255
2018-10-10,0.725910843005934
2018-10-11,0.6703928920908487
2018-10-12,0.6761270747969336
2018-10-15,0.6785254832663492
2018-10-16,0.6486768161871419
2018-10-17,0.6654487578409312
2018-10-18,0.6360056654086701
2018-10-19,0.6536917805424497
2018-10-22,0.7004121306497079
2018-10-23,0.6690800878183967
2018-10-24,0.6566225280984564
2018-10-25,0.6384952564179532
2018-10-26,0.6398087820532933
2018-10-29,0.6382604822530886
2018-10-30,0.6380269705238983
2018-10-31,0.6527653347133954
2018-11-01,0.651755184463864
2018-11-02,0.6918132347575788
2018-11-05,0.6837872752761539
2018-11-06,0.6704988467492055
2018-11-07,0.6734164548326829
2018-11-08,0.6613929117169283
2018-11-09,0.6562987974285007
2018-11-12,0.6748258536699403
2018-11-13,0.6704059215127736
2018-11-14,0.71522740657065
2018-11-15,0.7228852384439314
2018-11-16,0.7605111056039143
2018-11-19,0.757480703840985
2018-11-20,0.7332175542630138
2018-11-21,0.7322374867848589
2018-11-22,0.7269293868137661
2018-11-23,0.7087744856226713
2018-11-26,0.6981382847203159
2018-11-27,0.7133113239768692
2018-11-28,0.7292164984290064
2018-11-29,0.7163711879718672
2018-11-30,0.7132153720006922
2018-12-03,0.7522099769196281
2018-12-04,0.7484611492714722
2018-12-05,0.7418731637142397
2018-12-06,0.7156039686934942
2018-12-07,0.7285624153388682
2018-12-10,0.7362573150613605
2018-12-11,0.737195828287461
2018-12-12,0.7110218726806253
2018-12-13,0.7145205294763116
2018-12-14,0.6917840768314172
2018-12-17,0.6797335060250457
2018-12-18,0.676357661294825
2018-12-19,0.6597644830537608
2018-12-20,0.6617942519256759
2018-12-21,0.6569553496266232
2018-12-24,0.662567478268613
2018-12-25,0.6542589938736895
2018-12-26,0.6356920867642414
2018-12-27,0.6161244491331772
2018-12-28,0.616845880689982
2019-01-02,0.605859609869832
2019-01-03,0.6003385930863716
2019-01-04,0.6168294688751239
2019-01-07,0.6384287271100948
2019-01-08,0.6244374072889467
2019-01-09,0.6489705647066256
2019-01-10,0.6387869328755577
2019-01-11,0.6377332281511008
2019-01-14,0.61353340325879
2019-01-15,0.6330388679593519
2019-01-16,0.6327561473879899
2019-01-17,0.6273143523908996
2019-01-18,0.6370890934169985
2019-01-21,0.6692989320272767
2019-01-22,0.652785538804591
2019-01-23,0.6449414889254638
2019-01-24,0.6872658801669472
2019-01-25,0.6956559077165027
2019-01-28,0.703929146496885
2019-01-29,0.6884426720831112
2019-01-30,0.6719042167475459
2019-01-31,0.6695987245183318
2019-02-01,0.7021964802611564
2019-02-11,0.7363581251529715
2019-02-12,0.7329569096989116
2019-02-13,0.7622687616717858
2019-02-14,0.7672574732246312
2019-02-15,0.7580154925767099
2019-02-18,0.7928598082341204
2019-02-19,0.7873718717077062
2019-02-20,0.7708221186404414
2019-02-21,0.7734087087972787
2019-02-22,0.81623946701247
2019-02-25,0.8797078409754023
2019-02-26,0.8866403148822327
2019-02-27,0.8682570000670542
2019-02-28,0.8673781229314119
2019-03-01,0.8815381821281356
2019-03-04,0.9105707257201745
2019-03-05,1.0014428935346529
2019-03-06,1.0037627427767388
2019-03-07,1.007914742909559
2019-03-08,1.0624686304652813
2019-03-11,1.0981444141855408
2019-03-12,1.1671898513573127
2019-03-13,1.1200567591972836
2019-03-14,1.0651924096123226
2019-03-15,1.035673210405414
2019-03-18,1.086431080474924
2019-03-19,1.0994305811683573
2019-03-20,1.0639479186879925
2019-03-21,1.091683340852385
2019-03-22,1.1012973191503845
2019-03-25,1.1335540643443627
2019-03-26,1.1255914681070356
2019-03-27,1.1666379238349773
2019-03-28,1.1021437773045841
2019-03-29,1.1054844098650387
2019-04-01,1.1775001805070457
2019-04-02,1.2039095129383974
2019-04-03,1.2137794263763355
2019-04-04,1.2480031463553283
2019-04-08,1.2023302911194338
2019-04-09,1.1895833205395039
2019-04-10,1.1748382631952643
2019-04-11,1.1202499182269239
2019-04-12,1.1100409305577512
2019-04-15,1.121959464129545
2019-04-16,1.2102901603782945
2019-04-17,1.188955992847438
2019-04-18,1.1709827031559021
2019-04-19,1.1616687464129238
2019-04-22,1.1790321578126106
2019-04-23,1.1613795857760203
2019-04-24,1.2062636761357317
2019-04-25,1.1269973698387223
2019-04-26,1.1151521527243209
2019-04-29,1.0368070723035512
2019-04-30,1.0331580547445176
2019-05-06,0.9642162678094747
2019-05-07,0.9594580800824848
2019-05-08,0.9767361876698561
2019-05-09,0.9748031844913234
2019-05-10,1.0555463572944277
2019-05-13,1.044273519767351
2019-05-14,1.0428598816255745
2019-05-15,1.0551445825879247
2019-05-16,1.0404112225495812
2019-05-17,1.0395741097364966
2019-05-20,1.0812740538031091
2019-05-21,1.053727854236219
2019-05-22,1.0934944478405928
2019-05-23,1.045302813977636
2019-05-24,0.9847410053673569
2019-05-27,1.04398239993146
2019-05-28,1.0300606724293224
2019-05-29,1.0453957009621655
2019-05-30,0.9995441601084839
2019-05-31,0.9792683477814325
2019-06-03,0.973495712502342
2019-06-04,0.9547129664462399
2019-06-05,0.9475814864046094
2019-06-06,0.915913636796855
2019-06-10,0.9458365475725445
2019-06-11,0.9898456422636266
2019-06-12,0.9997980546607083
2019-06-13,1.002456334280944
2019-06-14,0.9881086309420751
2019-06-17,0.9825404539299085
2019-06-18,0.9764702437531059
2019-06-19,1.0402024538228456
2019-06-20,1.069048032146903
2019-06-21,1.0832854421192832
2019-06-24,1.0714547070509806
2019-06-25,1.0442060549589596
2019-06-26,1.0851300748213375
2019-06-27,1.1234820734934803
2019-06-28,1.1069320066751251
2019-07-01,1.1498431963874003
2019-07-02,1.1295592546448834
2019-07-03,1.1246365458799263
2019-07-04,1.1157726434343682
2019-07-05,1.1244210627053854
2019-07-08,1.0623331040540265
2019-07-09,1.0758626952286268
2019-07-10,1.105343290619074
2019-07-11,1.0930727651457484
2019-07-12,1.090440901226461
2019-07-15,1.1551639422338036
2019-07-16,1.1694974281275636
2019-07-17,1.1890854669232456
2019-07-18,1.1507751227186875
2019-07-19,1.1559084991204562
2019-07-22,1.147823354340508
2019-07-23,1.188224492515147
2019-07-24,1.2091257326600222
2019-07-25,1.2393383148165475
2019-07-26,1.2255226496754015
2019-07-29,1.2321017897490354
2019-07-30,1.2072170203145198
2019-07-31,1.1971078060512914
2019-08-01,1.1875791576656116
2019-08-02,1.1692894913767036
2019-08-05,1.145553459271134
2019-08-06,1.1215183127937807
2019-08-07,1.1007645421168217
2019-08-08,1.1187367875356973
2019-08-09,1.0952973372870283
2019-08-12,1.144229569736696
2019-08-13,1.1299435216829368
2019-08-14,1.1667281209306326
2019-08-15,1.176757219431279
2019-08-16,1.2007238009988512
2019-08-19,1.2843062743195162
2019-08-20,1.3119846304450076
2019-08-21,1.3490013415435904
2019-08-22,1.3493384270824165
2019-08-23,1.3451099082919598
2019-08-26,1.346273347804206
2019-08-27,1.3956374749233347
2019-08-28,1.376816968551786
2019-08-29,1.4232804356738642
2019-08-30,1.4627561770297504
2019-09-02,1.5420813215560587
2019-09-03,1.5868411282697075
2019-09-04,1.5789509607307637
2019-09-05,1.5768801516835087
2019-09-06,1.575804343443538
2019-09-09,1.6884629792646009
2019-09-10,1.6697659944345837
2019-09-11,1.6820552572704737
2019-09-12,1.687435348891036
2019-09-16,1.719580676621032
2019-09-17,1.677812344453066
2019-09-18,1.6679828217547479
2019-09-19,1.695165097751123
2019-09-20,1.7768337967044534
2019-09-23,1.8485618418700172
2019-09-24,1.8189590364532535
2019-09-25,1.6982848917887665
2019-09-26,1.59070826950369
2019-09-27,1.621407532667147
2019-09-30,1.5731985929759305
2019-10-08,1.5435079847778155
2019-10-09,1.5855281817556546
2019-10-10,1.6094139719473697
2019-10-11,1.570897489201647
2019-10-14,1.628042595106138
2019-10-15,1.5611864036808352
2019-10-16,1.5518437188210843
2019-10-17,1.5538948881415189
2019-10-18,1.501265606339031
2019-10-21,1.5146804158904534
2019-10-22,1.5659237324203095
2019-10-23,1.5602371266489388
2019-10-24,1.5472706954925124
2019-10-25,1.586691420433065
2019-10-28,1.62809863919165
2019-10-29,1.5784860639440776
2019-10-30,1.665651390701982
2019-10-31,1.6508173789160743
2019-11-01,1.6632807417021012
2019-11-04,1.702513176664405
2019-11-05,1.773944539179061
2019-11-06,1.753945973654469
2019-11-07,1.7250892262896345
2019-11-08,1.7404201873169074
2019-11-11,1.7181066091561403
2019-11-12,1.700722870071008
2019-11-13,1.8062843685062828
2019-11-14,1.8578976480587686
2019-11-15,1.8336751786766734
2019-11-18,1.8144011563949107
2019-11-19,1.8631188390105036
2019-11-20,1.8225574521061383
2019-11-21,1.8212175070837724
2019-11-22,1.7498842324120487
2019-11-25,1.6794616997275664
2019-11-26,1.7307584311598498
2019-11-27,1.7898113070554977
2019-11-28,1.7679967524886513
2019-11-29,1.7699574049526507
2019-12-02,1.869800470194026
2019-12-03,1.9584624393870702
2019-12-04,1.9471761769215636
2019-12-05,1.970489960055185
2019-12-06,2.0280361586181757
2019-12-09,2.0351041409606787
2019-12-10,2.1096332035402723
2019-12-11,2.0882503094477696
2019-12-12,2.1271305149467032
2019-12-13,2.0844758386204467
2019-12-16,2.1043949985227264
2019-12-17,2.1085334811113707
2019-12-18,2.113903335424628
2019-12-19,2.050475318111291
2019-12-20,2.0505961728895232
2019-12-23,2.0001219714345986
2019-12-24,2.0608164482312388
2019-12-25,2.208877156602728
2019-12-26,2.1504760541969365
2019-12-27,2.0533743585910904
2019-12-30,2.047120044014862
2019-12-31,2.0342465884599354
2020-01-02,2.1274447517110295
2020-01-03,2.112531376587236
2020-01-06,2.1344021970948996
2020-01-07,2.0786006873716185
2020-01-08,2.062019010538834
2020-01-09,2.172432685535395
2020-01-10,2.280686987592292
2020-01-13,2.4119485181908087
2020-01-14,2.3570453828331583
2020-01-15,2.4300530961889435
2020-01-16,2.3944535454648115
2020-01-17,2.390887639508726
2020-01-20,2.5467163107714437
2020-01-21,2.470034512436254
2020-01-22,2.5684916342158517
2020-01-23,2.552641771058697
2020-02-03,2.2973332045124764
2020-02-04,2.4193584262488934
2020-02-05,2.456568100945801
2020-02-06,2.5040909315108535
2020-02-07,2.555677675019223
2020-02-10,2.463378015214071
2020-02-11,2.4800331394705406
2020-02-12,2.5498507228729634
2020-02-13,2.7343867085366034
2020-02-14,2.718786018445863
2020-02-17,2.7780817430099045
2020-02-18,2.8790622193017548
2020-02-19,2.9475092153704483
2020-02-20,3.104265425486566
2020-02-21,3.158382943147851
2020-02-24,3.27615346710019
2020-02-25,3.261370466778394
2020-02-26,3.003228362196576
2020-02-27,2.8476583430264935
2020-02-28,2.752342092028679
2020-03-02,2.7274366341617085
2020-03-03,2.745171728776376
2020-03-04,2.642766365160587
2020-03-05,2.68205295048699
2020-03-06,2.637824263476224
2020-03-09,2.4181382498080506
2020-03-10,2.5604876472042717
2020-03-11,2.4563867489849183
2020-03-12,2.50993668606216
2020-03-13,2.5407768077440447
2020-03-16,2.314974411651064
2020-03-17,2.3351667507378355
2020-03-18,2.296268587823695
2020-03-19,2.362345731381994
2020-03-20,2.328130449522714
2020-03-23,2.1518293870701637
2020-03-24,2.1559031912261823
2020-03-25,2.2440549632395714
2020-03-26,2.1946603030894845
2020-03-27,2.215870118063161
2020-03-30,2.241085419905517
2020-03-31,2.1947073072145846
2020-04-01,2.200030792058964
2020-04-02,2.359944984187968
2020-04-03,2.3017877091039027
2020-04-07,2.3516464436409645
2020-04-08,2.3725466887393827
2020-04-09,2.329492859206849
2020-04-10,2.216471207790721
2020-04-13,2.1340960150031134
2020-04-14,2.2251499460020034
2020-04-15,2.2954118910575594
2020-04-16,2.3267423763590016
2020-04-17,2.3844091282818125
2020-04-20,2.397646926465457
2020-04-21,2.3221112641919697
2020-04-22,2.318790873048577
2020-04-23,2.279494997612542
2020-04-24,2.244327118023719
2020-04-27,2.2326747154615054
2020-04-28,2.3057976027513707
2020-04-29,2.2756407643379553
2020-04-30,2.462852449725908
2020-05-06,2.642473082739447
2020-05-07,2.66479128840162
2020-05-08,2.6540224591551143
2020-05-11,2.6460992458425214
2020-05-12,2.675389560505185
2020-05-13,2.6657460836828415
2020-05-14,2.6291760069068326
2020-05-15,2.7509419680076928
2020-05-18,2.6058079646058308
2020-05-19,2.68041106259508
2020-05-20,2.5856826883503063
2020-05-21,2.5266232517901357
2020-05-22,2.4665806054722994
2020-05-25,2.413689803140729
2020-05-26,2.4929651963563897
2020-05-27,2.4101868331107794
2020-05-28,2.424720277247902
2020-05-29,2.4040159435892976
2020-06-01,2.520187957991609
2020-06-02,2.5181707846150356
2020-06-03,2.495559069281218
2020-06-04,2.465883813127756
2020-06-05,2.583950585233592
2020-06-08,2.5506637002155252
2020-06-09,2.598870244696933
2020-06-10,2.6249340360867226
2020-06-11,2.579397872913943
2020-06-12,2.578773859411574
2020-06-15,2.462361061844935
2020-06-16,2.4805950092775926
2020-06-17,2.4792417797819724
2020-06-18,2.523173478474101
2020-06-19,2.6138396684228864
2020-06-22,2.7077497874652705
2020-06-23,2.712388528763517
2020-06-24,2.7463599721391727
2020-06-29,2.6555431245089425
2020-06-30,2.68781432093266
2020-07-01,2.7326448370253607
2020-07-02,2.7855352550666743
2020-07-03,2.7477109420903987
2020-07-06,2.9870792769707135
2020-07-07,3.012845124294843
2020-07-08,3.055178093168978
2020-07-09,3.182961829200571
2020-07-10,3.1640338561758226
2020-07-13,3.171324247487028
2020-07-14,3.2468264675180984
2020-07-15,3.093158698492788
2020-07-16,2.8898375731635717
2020-07-17,2.8973247231989236
2020-07-20,2.924266347819689
2020-07-21,2.9198243567980007
2020-07-22,2.9447049703057218
2020-07-23,2.906794338597131
2020-07-24,2.7829671028557983
2020-07-27,2.774893257983701
2020-07-28,2.7428358456637096
2020-07-29,2.903931609367852
2020-07-30,2.9650500535355113
2020-07-31,3.0066239783309214
2020-08-03,2.9835359706964435
2020-08-04,2.894130052967388
2020-08-05,2.9739961618468067
2020-08-06,2.903543394031169
2020-08-07,2.782220551634341
2020-08-10,2.7996389561948405
2020-08-11,2.741993383571194
2020-08-12,2.7682127922669464
2020-08-13,2.7244994234489566
2020-08-14,2.7398588491978604
2020-08-17,2.76886822880629
2020-08-18,2.747501173818541
2020-08-19,2.687162676401754
2020-08-20,2.6558056729826967
2020-08-21,2.667277118236046
2020-08-24,2.680091641186064
2020-08-25,2.62811700765226
2020-08-26,2.4890923606829345
2020-08-27,2.5165532192016986
2020-08-28,2.5582063625729816
2020-08-31,2.523935084470861
2020-09-01,2.5305406264788317
2020-09-02,2.5186960341628835
2020-09-03,2.6101349585271274
2020-09-04,2.6653061542909606
2020-09-07,2.5587919139443245
2020-09-08,2.571764250973738
2020-09-09,2.482901343059008
2020-09-10,2.4457721198847477
2020-09-11,2.546327127021527
2020-09-14,2.5786273013786394
2020-09-15,2.579518847048594
2020-09-16,2.6107578975231585
2020-09-17,2.6246023048043234
2020-09-18,2.6378853172454493
2020-09-21,2.5835739104779365
2020-09-22,2.5493035566424935
2020-09-23,2.57806243196705
2020-09-24,2.5643037206287946
2020-09-25,2.496423736572713
2020-09-28,2.435440424527756
2020-09-29,2.4410025528905237
2020-09-30,2.4284498179796095
2020-10-09,2.511214027433039
2020-10-12,2.6171351177277575
2020-10-13,2.6098250992248575
2020-10-14,2.562731006565431
2020-10-15,2.543612873620855
2020-10-16,2.526496016933171
2020-10-19,2.484762465482132
2020-10-20,2.5016988981743307
2020-10-21,2.461255806380774
2020-10-22,2.4678529735168993
2020-10-23,2.4289463599646632
2020-10-26,2.4319725166231287
2020-10-27,2.4191717402658015
2020-10-28,2.4300055385819257
2020-10-29,2.4435646881248427
2020-10-30,2.572288903753572
2020-11-02,2.711802040183965
2020-11-03,2.7158246054822084
2020-11-04,2.6929795595247654
2020-11-05,2.7271642116176964
2020-11-06,2.7709046770591694
2020-11-09,2.96467522312188
2020-11-10,2.849755576861521
2020-11-11,2.66537289296963
2020-11-12,2.6780314505655523
2020-11-13,2.6909654280298017
2020-11-16,2.636171265040416
2020-11-17,2.7297624752311105
2020-11-18,2.7086844601410975
2020-11-19,2.7331707565173997
2020-11-20,2.6900676277175926
2020-11-23,2.7092582101308786
2020-11-24,2.72980579795545
2020-11-25,2.7293395415281823
2020-11-26,2.6920627916079085
2020-11-27,2.712484207066215
2020-11-30,2.7641947284752524
2020-12-01,2.7788757759801324
2020-12-02,2.915151287690207
2020-12-03,2.938363351803631
2020-12-04,3.0550526349551643
2020-12-07,3.0880487714037157
2020-12-08,3.069173900764547
2020-12-09,3.006514019899422
2020-12-10,3.0779072347639524
2020-12-11,3.0221309672438985
2020-12-14,3.1237874005876978
2020-12-15,3.048290422031081
2020-12-16,3.023456309594957
2020-12-17,3.0384712914609793
2020-12-18,3.0203730294866142
2020-12-21,3.087246471434258
2020-12-22,2.9878408028373844
2020-12-23,3.1213563716094583
2020-12-24,3.123883693418573
2020-12-25,3.0601476175957436
2020-12-28,3.056959055312263
2020-12-29,3.2019331115798053
2020-12-30,3.210627335642656
2020-12-31,3.25546035140131
2021-01-04,3.311969557400674
2021-01-05,3.590148703230972
2021-01-06,3.602559336219446
2021-01-07,3.625234721202921
2021-01-08,3.6247361588233633
2021-01-11,3.6018671293296194
2021-01-12,3.684811305042391
2021-01-13,3.7794322100716653
2021-01-14,3.6575289881021935
2021-01-15,3.686593634140185
2021-01-18,3.8871698046422876
2021-01-19,3.818138389804604
2021-01-20,3.8556594797989474
2021-01-21,3.876944075094517
2021-01-22,3.803659228099597
2021-01-25,3.693191877133118
2021-01-26,3.503081627515343
2021-01-27,3.51203262697847
2021-01-28,3.33326639506469
2021-01-29,3.31672805246053
2021-02-01,3.3352390880391263
2021-02-02,3.4058570400086805
2021-02-03,3.2919713659666807
2021-02-04,3.394436363885463
2021-02-05,3.3129869355859967
2021-02-08,3.431686733002819
2021-02-09,3.46173338658997
2021-02-10,3.4909289837098463
2021-02-18,3.644055204268497
2021-02-19,3.75377686927582
2021-02-22,3.6041822876369545
2021-02-23,3.618471150677608
2021-02-24,3.6684272012718346
2021-02-25,3.630924399701801
2021-02-26,3.5813593497914247
2021-03-01,3.795974892586507
2021-03-02,3.8445333899744143
2021-03-03,3.7976604697875187
2021-03-04,3.5852529230150063
2021-03-05,3.534143578198169
2021-03-08,3.36345332319763
2021-03-09,3.219065032766891
2021-03-10,3.217060291669823
2021-03-11,3.3516913786420908
2021-03-12,3.3041081743050458
2021-03-15,3.0266984470140206
2021-03-16,3.05331803252585
2021-03-17,3.1866781214219966
2021-03-18,3.177066778918277
2021-03-19,3.2183624362576877
2021-03-22,3.19311287245172
2021-03-23,3.1845853961179307
2021-03-24,3.110952703906596
2021-03-25,3.1621726703182675
2021-03-26,3.21103596828771
2021-03-29,3.2457263745958382
2021-03-30,3.2085905734078106
2021-03-31,3.2222944669881355
2021-04-01,3.4251487339072915
2021-04-02,3.6450231906022963
2021-04-06,3.6620566994065453
2021-04-07,3.6855845807555636
2021-04-08,3.699912282805005
2021-04-09,3.6451963487641867
2021-04-12,3.573000777557466
2021-04-13,3.5430631979429292
2021-04-14,3.5451170778694925
2021-04-15,3.5479152642548137
2021-04-16,3.4711078634853583
2021-04-19,3.537358302159877
2021-04-20,3.4996948512269386
2021-04-21,3.4930562889037797
2021-04-22,3.6251289155736024
2021-04-23,3.6350895794694553
2021-04-26,3.756550080435829
2021-04-27,3.756517647921112
2021-04-28,3.867715387166592
2021-04-29,4.009184265819048
2021-04-30,4.073270437985522
2021-05-06,4.016450573589431
2021-05-07,3.683074687577897
2021-05-10,3.6296090434252406
2021-05-11,3.6578346696078414
2021-05-12,3.6778039631097093
2021-05-13,3.7424270991656168
2021-05-14,3.8136555770223826
2021-05-17,3.8285093878959278
2021-05-18,3.8280891892534856
2021-05-19,3.915957966221405
2021-05-20,3.877110945988016
2021-05-21,3.851337275625084
2021-05-24,3.860158336080108
2021-05-25,4.066160955121485
2021-05-26,3.994136377575185
2021-05-27,4.114212111504871
2021-05-28,4.092184987096218
2021-05-31,4.193095062782792
2021-06-01,4.204355158752989
2021-06-02,4.164382803759973
2021-06-03,4.082585984872533
2021-06-04,4.173626624074552
2021-06-07,4.324010950689102
2021-06-08,4.2761794489019
2021-06-09,4.291424852492195
2021-06-10,4.331641688378581
2021-06-11,4.313961808891728
2021-06-15,4.32197574296651
2021-06-16,4.1958499126928
2021-06-17,4.557808948322085
2021-06-18,4.6846494502181075
2021-06-21,4.6780093028843055
2021-06-22,4.776457840654581
2021-06-23,5.1060074232944705
2021-06-24,5.090432072127844
2021-06-25,5.1192265724858395
2021-06-28,5.217476324401054
2021-06-29,5.175416877747824
2021-06-30,5.42306874366259
2021-07-01,5.363118567922305
2021-07-02,5.322461865278932
2021-07-05,5.711929942350843
2021-07-06,5.435650989695273
2021-07-07,5.514124375591126
2021-07-08,5.748575176212092
2021-07-09,5.670429678259551
2021-07-12,5.829808282645702
2021-07-13,5.506332390802278
2021-07-14,5.410572193282561
2021-07-15,5.393582310315952
2021-07-16,5.281519711883893
2021-07-19,5.201072751332664
2021-07-20,5.303969703577956
2021-07-21,5.538912976363701
2021-07-22,5.62258822087326
2021-07-23,5.630554558901449
2021-07-26,5.737581522932059
2021-07-27,5.81245654746348
2021-07-28,5.734013186153799
2021-07-29,6.076657250677422
2021-07-30,6.140585649840125
2021-08-02,5.985765513194973
2021-08-03,5.588434717900461
2021-08-04,5.810913863253404
2021-08-05,5.887914257227918
2021-08-06,5.752574607321061
2021-08-09,5.478952467440753
2021-08-10,5.277610706054696
2021-08-11,5.3860285001959705
2021-08-12,5.4010798979526236
2021-08-13,5.141619605022162
2021-08-16,5.214363783597434
2021-08-17,4.920152430736445
2021-08-18,4.9327690603075
2021-08-19,4.987233944671543
2021-08-20,5.003213171058084
2021-08-23,5.063207253113503
2021-08-24,5.217326148927571
2021-08-25,5.046071830228998
2021-08-26,5.001013879898545
2021-08-27,5.127566031518955
2021-08-30,5.041673878572151
