date,close,pe_ttm,pb,pe_anchor,pb_anchor,price_to_neutral,neutral_value,ret,code
2018-01-02,12.28,14.43477454,1.76356229,,,,,0.0,000400
2018-01-03,12.52,14.71802294,1.79816804,,,,,0.019543973941368087,000400
2018-01-04,12.39,14.56550457,1.77953417,,,,,-0.010383386581469534,000400
2018-01-05,12.43,14.60908125,1.78485813,,,,,0.0032284100080710587,000400
2018-01-08,12.41,14.58729291,1.78219615,,,,,-0.0016090104585679832,000400
2018-01-09,12.32,14.47835121,1.76888625,,,,,-0.00725221595487513,000400
2018-01-10,12.04,14.15152613,1.72895654,,,,,-0.022727272727272818,000400
2018-01-11,12.12,14.24957366,1.74093545,,,,,0.006644518272425293,000400
2018-01-12,12.09,14.20599698,1.73561149,,,,,-0.0024752475247524774,000400
2018-01-15,11.66,13.70486518,1.67438593,,,,,-0.03556658395368073,000400
2018-01-16,11.41,13.41072261,1.63844919,,,,,-0.021440823327615766,000400
2018-01-17,11.29,13.2690984,1.62114631,,,,,-0.010517090271691565,000400
2018-01-18,11.46,13.46519345,1.64510414,,,,,0.015057573073516517,000400
2018-01-19,11.42,13.42161678,1.63978018,,,,,-0.003490401396160636,000400
2018-01-22,11.65,13.69397101,1.67305494,,,,,0.020140105078809034,000400
2018-01-23,11.56,13.58502932,1.65974504,,,,,-0.007725321888412018,000400
2018-01-24,11.65,13.69397101,1.67305494,,,,,0.007785467128027745,000400
2018-01-25,11.7,13.74844186,1.67970989,,,,,0.0042918454935620964,000400
2018-01-26,11.59,13.61771183,1.66373801,,,,,-0.009401709401709368,000400
2018-01-29,11.4,13.39982844,1.6371182,,,,,-0.016393442622950727,000400
2018-01-30,11.45,13.45429929,1.64377315,,,,,0.004385964912280604,000400
2018-01-31,11.1,13.05121501,1.59452651,,,,,-0.03056768558951961,000400
2018-02-01,10.64,12.50650654,1.52797699,,,,,-0.04144144144144135,000400
2018-02-02,10.63,12.49561237,1.526646,,,,,-0.0009398496240601295,000400
2018-02-05,10.53,12.37577651,1.5120051,,,,,-0.009407337723424392,000400
2018-02-06,9.96,11.71123217,1.43081469,,,,,-0.05413105413105401,000400
2018-02-07,9.96,11.700338,1.4294837,,,,,0.0,000400
2018-02-08,10.13,11.90732722,1.45477251,,,,,0.017068273092369468,000400
2018-02-09,10.05,11.8092797,1.4427936,,,,,-0.007897334649555776,000400
2018-02-12,10.22,12.01626892,1.46808242,,,,,0.01691542288557213,000400
2018-02-13,10.11,11.88553888,1.45211053,,,,,-0.010763209393346518,000400
2018-02-14,10.32,12.12521061,1.48139232,,,,,0.02077151335311589,000400
2018-02-22,10.36,12.17968146,1.48804727,,,,,0.003875968992248069,000400
2018-02-23,10.33,12.13610478,1.48272331,,,,,-0.0028957528957528345,000400
2018-02-26,10.54,12.38667068,1.51333609,,,,,0.020329138431752103,000400
2018-02-27,10.58,12.43024736,1.51866005,,,,,0.00379506641366234,000400
2018-02-28,10.54,12.38667068,1.51333609,,,,,-0.003780718336483968,000400
2018-03-01,10.85,12.74617827,1.55725877,,,,,0.02941176470588247,000400
2018-03-02,10.72,12.60455407,1.5399559,,,,,-0.011981566820276401,000400
2018-03-05,10.75,12.63723658,1.54394887,,,,,0.002798507462686617,000400
2018-03-06,10.83,12.72438993,1.55459679,,,,,0.007441860465116301,000400
2018-03-07,10.69,12.56097739,1.53463194,,,,,-0.012927054478301114,000400
2018-03-08,10.73,12.61544824,1.54128689,,,,,0.00374181478016844,000400
2018-03-09,11.16,13.11658003,1.60251245,,,,,0.040074557315936676,000400
2018-03-12,11.26,13.2364159,1.61715334,,,,,0.008960573476702427,000400
2018-03-13,11.17,13.1274742,1.60384344,,,,,-0.007992895204262829,000400
2018-03-14,11.12,13.07300335,1.59718849,,,,,-0.004476275738585556,000400
2018-03-15,10.94,12.85511996,1.57056868,,,,,-0.01618705035971224,000400
2018-03-16,11.0,12.93137915,1.57988561,,,,,0.005484460694698434,000400
2018-03-19,10.96,12.8769083,1.57323066,,,,,-0.0036363636363635488,000400
2018-03-20,11.18,13.13836837,1.60517443,,,,,0.02007299270072993,000400
2018-03-21,11.33,13.31267508,1.62647028,,,,,0.013416815742397059,000400
2018-03-22,11.77,13.83559522,1.69035782,,,,,0.03883495145631066,000400
2018-03-23,11.2,13.16015671,1.60783641,,,,,-0.048428207306712046,000400
2018-03-26,10.63,18.84317668,1.526646,,,,,-0.05089285714285696,000400
2018-03-27,10.81,19.155313,1.55193481,,,,,0.016933207902163572,000400
2018-03-28,10.41,18.44889922,1.49470223,,,,,-0.03700277520814066,000400
2018-03-29,10.49,18.59675327,1.50668114,,,,,0.007684918347742542,000400
2018-03-30,10.5,18.6131815,1.50801213,,,,,0.0009532888465204614,000400
2018-04-02,10.38,18.39961454,1.48528099,,,,,-0.011428571428571344,000400
2018-04-03,10.2,18.07105,1.45875811,,,,,-0.017341040462427904,000400
2018-04-04,10.16,18.00533709,1.45345354,,,,,-0.0039215686274508554,000400
2018-04-09,10.35,18.35032986,1.48130255,,,,,0.01870078740157477,000400
2018-04-10,10.4,18.432471,1.48793327,,,,,0.004830917874396157,000400
2018-04-11,10.37,18.38318631,1.48395484,,,,,-0.0028846153846154854,000400
2018-04-12,10.23,18.1367629,1.46406269,,,,,-0.013500482160077043,000400
2018-04-13,10.24,18.15319113,1.46538883,,,,,0.0009775171065493637,000400
2018-04-16,10.15,17.98890886,1.45212739,,,,,-0.0087890625,000400
2018-04-17,9.94,17.61105963,1.42162609,,,,,-0.020689655172413834,000400
2018-04-18,10.01,17.74248545,1.43223524,,,,,0.007042253521126751,000400
2018-04-19,10.11,17.92319595,1.44682282,,,,,0.009990009990009874,000400
2018-04-20,9.83,17.43034913,1.4070385,,,,,-0.027695351137487556,000400
2018-04-23,9.75,17.28249509,1.39510321,,,,,-0.008138351983723258,000400
2018-04-24,9.88,17.51249027,1.41366922,,,,,0.01333333333333342,000400
2018-04-25,9.86,17.47963381,1.41101694,,,,,-0.002024291497975894,000400
2018-04-26,9.2,16.91929364,1.31686073,,,,,-0.06693711967545646,000400
2018-04-27,9.16,16.83410083,1.31023001,,,,,-0.004347826086956386,000400
2018-05-02,9.07,16.68075375,1.29829472,,,,,-0.009825327510917026,000400
2018-05-03,9.2,16.91929364,1.31686073,,,,,0.014332965821389099,000400
2018-05-04,9.14,16.8000237,1.30757772,,,,,-0.006521739130434634,000400
2018-05-07,9.21,16.93633221,1.31818687,,,,,0.007658643326039494,000400
2018-05-08,9.23,16.97040934,1.32083916,,,,,0.0021715526601520097,000400
2018-05-09,9.2,16.91929364,1.31686073,,,,,-0.003250270855904791,000400
2018-05-10,9.22,16.95337077,1.31951302,,,,,0.0021739130434783593,000400
2018-05-11,9.16,16.83410083,1.31023001,,,,,-0.006507592190889477,000400
2018-05-14,9.03,16.59556094,1.291664,,,,,-0.014192139737991383,000400
2018-05-15,9.11,16.74890801,1.30359929,,,,,0.008859357696566983,000400
2018-05-16,9.07,16.66371519,1.29696857,,,,,-0.004390779363336872,000400
2018-05-17,9.01,16.56148381,1.28901171,,,,,-0.006615214994487362,000400
2018-05-18,9.02,16.57852237,1.29033786,,,,,0.0011098779134295356,000400
2018-05-21,9.19,16.88521652,1.31420844,,,,,0.018847006651884657,000400
2018-05-22,9.14,16.8000237,1.30757772,,,,,-0.005440696409140244,000400
2018-05-23,9.0,16.54444525,1.28768557,,,,,-0.015317286652078876,000400
2018-05-24,9.05,16.62963806,1.29431629,,,,,0.005555555555555536,000400
2018-05-25,8.94,16.4251753,1.27840256,,,,,-0.012154696132596787,000400
2018-05-28,8.69,15.96513408,1.24259668,,,,,-0.027964205816554788,000400
2018-05-29,8.55,15.70955563,1.22270453,,,,,-0.016110471806674243,000400
2018-05-30,8.11,14.90874314,1.16037577,,,,,-0.051461988304093764,000400
2018-05-31,8.2,15.07912878,1.17363721,,,,,0.011097410604192337,000400
2018-06-01,8.21,15.09616734,1.17496335,,,,,0.0012195121951221743,000400
2018-06-04,8.15,14.9768974,1.16568034,,,,,-0.0073081607795372205,000400
2018-06-05,8.31,15.26655298,1.18822479,,,,,0.019631901840490906,000400
2018-06-06,8.31,15.26655298,1.18822479,,,,,0.0,000400
2018-06-07,8.17,15.01097452,1.16833263,,,,,-0.016847172081829176,000400
2018-06-08,7.82,14.38054767,1.11926531,,,,,-0.04283965728274175,000400
