date,close,pe_ttm,pb,pe_anchor,pb_anchor,price_to_neutral,neutral_value,ret,code
2018-01-02,6.56,67.64949713,2.54885861,,,,,0.0,000657
2018-01-03,6.56,67.59559315,2.54682765,,,,,0.0,000657
2018-01-04,6.62,68.24244093,2.57119921,,,,,0.009146341463414753,000657
2018-01-05,6.59,67.91901704,2.55901343,,,,,-0.004531722054380682,000657
2018-01-08,6.65,68.6197688,2.58541595,,,,,0.009104704097116834,000657
2018-01-09,6.7,69.05100065,2.60166365,,,,,0.007518796992481258,000657
2018-01-10,6.57,67.70340111,2.55088958,,,,,-0.0194029850746269,000657
2018-01-11,6.64,68.45805686,2.57932306,,,,,0.010654490106544845,000657
2018-01-12,6.55,67.54168917,2.54479669,,,,,-0.013554216867469826,000657
2018-01-15,6.38,65.81676175,2.47980587,,,,,-0.025954198473282397,000657
2018-01-16,6.4,66.03237768,2.48792972,,,,,0.0031347962382446415,000657
2018-01-17,6.3,65.00820202,2.44934142,,,,,-0.01562500000000011,000657
2018-01-18,6.33,65.22381795,2.45746528,,,,,0.004761904761904745,000657
2018-01-19,6.26,64.57697017,2.43309372,,,,,-0.011058451816745696,000657
2018-01-22,6.35,65.43943388,2.46558913,,,,,0.01437699680511173,000657
2018-01-23,6.53,67.37997722,2.5387038,,,,,0.02834645669291347,000657
2018-01-24,6.52,67.27216926,2.53464187,,,,,-0.0015313935681471325,000657
2018-01-25,6.73,69.42832853,2.61588039,,,,,0.03220858895705536,000657
2018-01-26,6.76,69.75175242,2.62806617,,,,,0.004457652303120341,000657
2018-01-29,6.73,69.37442455,2.61384943,,,,,-0.004437869822485063,000657
2018-01-30,6.66,68.72757676,2.58947787,,,,,-0.010401188707280906,000657
2018-01-31,6.53,67.32607324,2.53667284,,,,,-0.019519519519519468,000657
2018-02-01,6.26,64.57697017,2.43309372,,,,,-0.04134762633996947,000657
2018-02-02,6.37,65.70895378,2.47574394,,,,,0.01757188498402562,000657
2018-02-05,6.27,64.68477813,2.43715565,,,,,-0.01569858712715866,000657
2018-02-06,5.7,58.75534014,2.21374971,,,,,-0.09090909090909083,000657
2018-02-07,5.8,59.77951579,2.25233801,,,,,0.01754385964912264,000657
2018-02-08,5.83,60.15684366,2.26655475,,,,,0.005172413793103514,000657
2018-02-09,5.46,56.32966096,2.12235638,,,,,-0.0634648370497427,000657
2018-02-12,5.56,57.29993263,2.15891371,,,,,0.01831501831501825,000657
2018-02-13,5.61,57.83897245,2.17922334,,,,,0.00899280575539585,000657
2018-02-14,5.74,59.18657199,2.22999742,,,,,0.02317290552584672,000657
2018-02-22,5.91,60.91149941,2.29498823,,,,,0.029616724738676048,000657
2018-02-23,5.9,60.85759543,2.29295727,,,,,-0.0016920473773265332,000657
2018-02-26,5.97,61.61225117,2.32139075,,,,,0.011864406779660941,000657
2018-02-27,5.88,60.6419795,2.28483342,,,,,-0.015075376884422065,000657
2018-02-28,5.95,61.39663524,2.3132669,,,,,0.011904761904761862,000657
