,TRUE_BUYHOLD_single_002050
2018-01-01,1.0
2018-01-02,0.999
2018-01-03,1.0173746369796708
2018-01-04,1.0231771539206196
2018-01-05,1.0106050338818973
2018-01-08,1.0086708615682478
2018-01-09,1.0599264278799612
2018-01-10,1.0328480154888673
2018-01-11,1.0415517909002903
2018-01-12,1.026078412391094
2018-01-15,0.9806253630203292
2018-01-16,0.9912633107454017
2018-01-17,0.9815924491771539
2018-01-18,0.9699874152952564
2018-01-19,1.0067366892545984
2018-01-22,1.0318809293320426
2018-01-23,1.0367163601161666
2018-01-24,1.0618606001936108
2018-01-25,1.0463872216844143
2018-01-26,1.035749273959342
2018-01-29,1.002868344627299
2018-01-30,1.0154404646660213
2018-01-31,1.026078412391094
2018-02-01,1.003835430784124
2018-02-02,1.042518877057115
2018-02-05,1.0309138431752178
2018-02-06,0.9274356243949661
2018-02-07,0.9158305905130687
2018-02-08,0.9390406582768636
2018-02-09,0.9022913843175218
2018-02-12,0.9699874152952564
2018-02-13,0.9429090029041626
2018-02-14,0.9583823814133592
2018-02-22,1.002868344627299
2018-02-23,0.9980329138431752
2018-02-26,1.0309138431752178
2018-02-27,0.999
2018-02-28,1.026078412391094
2018-03-01,1.042518877057115
2018-03-02,1.016407550822846
2018-03-05,1.0096379477250725
2018-03-06,1.0463872216844143
2018-03-07,1.0241442400774443
2018-03-08,1.0299467570183929
2018-03-09,1.047354307841239
2018-03-12,1.0734656340755082
2018-03-13,1.0367163601161666
2018-03-14,1.0231771539206196
2018-03-15,1.0309138431752178
2018-03-16,1.0173746369796708
2018-03-19,0.9999670861568247
2018-03-20,0.9864278799612777
2018-03-21,0.9806253630203292
2018-03-22,0.9690203291384317
2018-03-23,0.9264685382381413
2018-03-26,0.936139399806389
2018-03-27,0.9438760890609874
2018-03-28,0.9080939012584706
2018-03-29,0.8984230396902226
2018-03-30,0.9061597289448208
2018-04-02,0.8684433688286545
2018-04-03,0.9032584704743466
2018-04-04,0.8945546950629235
2018-04-09,0.874245885769603
2018-04-10,0.9061597289448208
2018-04-11,0.9109951597289447
2018-04-12,0.905192642787996
2018-04-13,0.9119622458857696
2018-04-16,0.8771471442400774
2018-04-17,0.856838334946757
2018-04-18,0.8752129719264279
2018-04-19,0.8897192642787995
2018-04-20,0.8539370764762827
2018-04-23,0.856838334946757
2018-04-24,0.88778509196515
2018-04-25,0.8636079380445305
2018-04-26,0.8200890609874153
2018-04-27,0.79881316553727
2018-05-02,0.8152536302032913
2018-05-03,0.848134559535334
2018-05-04,0.8597395934172314
2018-05-07,0.8887521781219748
2018-05-08,0.9148635043562441
2018-05-09,0.9061597289448208
2018-05-10,0.9022913843175218
2018-05-11,0.9216331074540173
2018-05-14,0.9264685382381413
2018-05-15,0.9148635043562441
2018-05-16,0.9138964181994191
2018-05-17,0.8974559535333978
2018-05-18,0.905192642787996
2018-05-21,0.9167976766698935
2018-05-22,0.9274356243949661
2018-05-23,0.9061597289448208
2018-05-24,0.874245885769603
2018-05-25,0.8684433688286545
2018-05-28,0.8935876089060988
2018-05-29,0.883916747337851
2018-05-30,0.8761800580832527
2018-05-31,0.8761800580832527
2018-06-01,0.8645750242013552
2018-06-04,0.8723117134559535
2018-06-05,0.8887521781219748
2018-06-06,0.9216331074540173
2018-06-07,0.9206660212971925
2018-06-08,0.9206660212971925
2018-06-11,0.936139399806389
2018-06-12,0.95451403678606
2018-06-13,0.9603165537270087
2018-06-14,0.9390406582768636
2018-06-15,0.9313039690222653
2018-06-19,0.8848838334946758
2018-06-20,0.9158305905130687
2018-06-21,0.901324298160697
2018-06-22,0.9206660212971925
2018-06-25,0.93227105517909
2018-06-26,0.9313039690222653
2018-06-27,0.9071268151016457
2018-06-28,0.8984230396902226
2018-06-29,0.9709545014520813
2018-07-02,0.9177647628267183
2018-07-03,0.8752129719264279
2018-07-04,0.8500687318489835
2018-07-05,0.8287928363988384
2018-07-06,0.8278257502420137
2018-07-09,0.8510358180058084
2018-07-10,0.8694104549854792
2018-07-11,0.8665091965150049
2018-07-12,0.8694104549854792
2018-07-13,0.8703775411423039
2018-07-16,0.8491016456921587
2018-07-17,0.8326611810261374
2018-07-18,0.8471674733785092
2018-07-19,0.8336282671829622
2018-07-20,0.8394307841239108
2018-07-23,0.8510358180058084
2018-07-24,0.8607066795740561
2018-07-25,0.8587725072604067
2018-07-26,0.8394307841239108
2018-07-27,0.8384636979670862
2018-07-30,0.8191219748305906
2018-07-31,0.7572284607938045
2018-08-01,0.7668993223620523
2018-08-02,0.741755082284608
2018-08-03,0.7214462729912875
2018-08-06,0.7040387221684414
2018-08-07,0.7456234269119071
2018-08-08,0.7175779283639884
2018-08-09,0.7330513068731849
2018-08-10,0.7427221684414327
2018-08-13,0.7282158760890609
2018-08-14,0.6963020329138432
2018-08-15,0.6585856727976767
2018-08-16,0.647947725072604
2018-08-17,0.6547173281703775
2018-08-20,0.6537502420135527
2018-08-21,0.6624540174249757
2018-08-22,0.6779273959341723
2018-08-23,0.6653552758954502
2018-08-24,0.6624540174249757
2018-08-27,0.6759932236205228
2018-08-28,0.6904995159728945
2018-08-29,0.679861568247822
2018-08-30,0.6585856727976767
2018-08-31,0.6469806389157793
2018-09-03,0.6247376573088093
2018-09-04,0.6315072604065828
2018-09-05,0.6179680542110357
2018-09-06,0.6179680542110357
2018-09-07,0.6160338818973863
2018-09-10,0.5841200387221684
2018-09-11,0.5966921587608905
2018-09-12,0.6111984511132623
2018-09-13,0.6189351403678607
2018-09-14,0.6276389157792837
2018-09-17,0.5860542110358179
2018-09-18,0.630540174249758
2018-09-19,0.6827628267182961
2018-09-20,0.6740590513068732
2018-09-21,0.6895324298160697
2018-09-25,0.6895324298160697
2018-09-26,0.7011374636979671
2018-09-27,0.6904995159728945
2018-09-28,0.6914666021297193
2018-10-08,0.6740590513068732
2018-10-09,0.6692236205227493
2018-10-10,0.6653552758954502
2018-10-11,0.6315072604065828
2018-10-12,0.6344085188770571
2018-10-15,0.6237705711519845
2018-10-16,0.6218363988383349
2018-10-17,0.6266718296224588
2018-10-18,0.6063630203291384
2018-10-19,0.5966921587608905
2018-10-22,0.6179680542110357
2018-10-23,0.5908896418199419
2018-10-24,0.5657454017424975
2018-10-25,0.6015275895450144
2018-10-26,0.6034617618586641
2018-10-29,0.5609099709583736
2018-10-30,0.555107454017425
2018-10-31,0.5870212971926427
2018-11-01,0.5899225556631171
2018-11-02,0.6489148112294288
2018-11-05,0.6518160696999031
2018-11-06,0.6518160696999031
2018-11-07,0.6382768635043562
2018-11-08,0.6286060019361084
2018-11-09,0.630540174249758
2018-11-12,0.6469806389157793
2018-11-13,0.6653552758954502
2018-11-14,0.6547173281703775
2018-11-15,0.6595527589545015
2018-11-16,0.6779273959341723
2018-11-19,0.6817957405614715
2018-11-20,0.6672894482090997
2018-11-21,0.6692236205227493
2018-11-22,0.6982362052274926
2018-11-23,0.6759932236205228
2018-11-26,0.6595527589545015
2018-11-27,0.6547173281703775
2018-11-28,0.6817957405614715
2018-11-29,0.6740590513068732
2018-11-30,0.6904995159728945
2018-12-03,0.7349854791868344
2018-12-04,0.7378867376573087
2018-12-05,0.7456234269119071
2018-12-06,0.7359525653436593
2018-12-07,0.7330513068731849
2018-12-10,0.7214462729912875
2018-12-11,0.7011374636979671
2018-12-12,0.7021045498547919
2018-12-13,0.7040387221684414
2018-12-14,0.6856640851887705
2018-12-17,0.6856640851887705
2018-12-18,0.679861568247822
