,TRUE_BUYHOLD_single_601100
2018-01-01,1.0
2018-01-02,0.999
2018-01-03,0.9935579766536965
2018-01-04,1.0114389105058366
2018-01-05,1.1125050583657587
2018-01-08,1.1599284046692608
2018-01-09,1.1537089494163426
2018-01-10,1.1482669260700389
2018-01-11,1.1078404669260702
2018-01-12,1.1125050583657587
2018-01-15,1.0541976653696499
2018-01-16,1.0946241245136188
2018-01-17,1.0370941634241246
2018-01-18,1.079852918287938
2018-01-19,1.0689688715953307
2018-01-22,1.0876272373540858
2018-01-23,1.1599284046692608
2018-01-24,1.1505992217898835
2018-01-25,1.1505992217898835
2018-01-26,1.1568186770428017
2018-01-29,1.0907369649805447
2018-01-30,1.064304280155642
2018-01-31,1.0534202334630351
2018-02-01,1.0246552529182877
2018-02-02,1.0806303501945527
2018-02-05,1.0954015564202335
2018-02-06,1.0293198443579767
2018-02-07,1.0269875486381324
2018-02-08,1.028542412451362
2018-02-09,0.9865610894941633
2018-02-12,1.0456459143968873
2018-02-13,1.0619719844357978
2018-02-14,1.0899595330739298
2018-02-22,1.1101727626459144
2018-02-23,1.093846692607004
2018-02-26,1.1233891050583658
2018-02-27,1.1171696498054475
2018-02-28,1.0876272373540858
2018-03-01,1.196467704280156
2018-03-02,1.152154085603113
2018-03-05,1.1529315175097277
2018-03-06,1.1529315175097277
2018-03-07,1.121834241245136
2018-03-08,1.1171696498054475
2018-03-09,1.1389377431906615
2018-03-12,1.129608560311284
2018-03-13,1.1599284046692608
2018-03-14,1.1140599221789884
2018-03-15,1.1039533073929961
2018-03-16,1.064304280155642
2018-03-19,1.0720785992217898
2018-03-20,1.039426459143969
2018-03-21,1.0666365758754863
2018-03-22,1.0487556420233464
2018-03-23,1.0075517509727627
2018-03-26,1.0339844357976655
2018-03-27,1.035539299610895
2018-03-28,1.0246552529182877
2018-03-29,1.0378715953307394
2018-03-30,1.0456459143968873
2018-04-02,1.0565299610894943
2018-04-03,1.067414007782101
2018-04-04,1.0238778210116732
2018-04-09,1.0238778210116732
2018-04-10,1.0106614785992218
2018-04-11,1.0122163424124513
2018-04-12,1.0269875486381324
2018-04-13,1.009884046692607
2018-04-16,0.9811190661478598
2018-04-17,0.9585735408560312
2018-04-18,0.9445797665369651
2018-04-19,0.9259214007782102
2018-04-20,0.9399151750972763
2018-04-23,0.9756770428015565
2018-04-24,0.9997774319066148
2018-04-25,0.9966677042801556
2018-04-26,1.012993774319066
2018-04-27,1.0347618677042802
2018-05-02,1.0588622568093384
2018-05-03,1.057307392996109
2018-05-04,1.0619719844357978
2018-05-07,1.0736334630350197
2018-05-08,1.0658591439688718
2018-05-09,1.0658591439688718
2018-05-10,1.078298054474708
2018-05-11,1.03631673151751
2018-05-14,1.1319408560311284
2018-05-15,1.0884046692607006
2018-05-16,1.0806303501945527
2018-05-17,1.0549750972762646
2018-05-18,1.0985112840466926
2018-05-21,1.1016210116731517
2018-05-22,1.1016210116731517
2018-05-23,1.118724513618677
2018-05-24,1.132718287937743
2018-05-25,1.132718287937743
2018-05-28,1.1039533073929961
2018-05-29,1.0915143968871595
2018-05-30,1.060417120622568
2018-05-31,1.1031758754863814
2018-06-01,1.0308747081712064
2018-06-04,1.0658591439688718
2018-06-05,1.0790754863813232
2018-06-06,1.1078404669260702
2018-06-07,1.0922918287937744
2018-06-08,1.067414007782101
2018-06-11,1.0619719844357978
2018-06-12,1.1047307392996109
2018-06-13,1.0876272373540858
2018-06-14,1.0705237354085604
2018-06-15,1.0479782101167316
2018-06-19,0.9958902723735409
2018-06-20,1.0238778210116732
2018-06-21,0.9834513618677043
2018-06-22,1.0083291828793775
2018-06-25,1.005996887159533
2018-06-26,1.0005548638132296
2018-06-27,0.9632381322957199
2018-06-28,0.9772319066147861
2018-06-29,1.0106614785992218
2018-07-02,1.0106614785992218
2018-07-03,0.9997774319066148
2018-07-04,0.973344747081712
2018-07-05,0.9360280155642023
2018-07-06,0.9259214007782102
2018-07-09,0.9461346303501945
2018-07-10,0.9717898832684825
2018-07-11,0.9539089494163423
2018-07-12,1.0300972762645915
2018-07-13,1.0277649805447473
2018-07-16,1.068191439688716
2018-07-17,1.0946241245136188
2018-07-18,1.0837400778210116
2018-07-19,1.1055081712062258
2018-07-20,1.1109501945525293
2018-07-23,1.118724513618677
2018-07-24,1.184806225680934
2018-07-25,1.1754770428015564
2018-07-26,1.1249439688715954
2018-07-27,1.1723673151750973
2018-07-30,1.1039533073929961
2018-07-31,1.1381603112840468
2018-08-01,1.1249439688715954
2018-08-02,1.1093953307392996
2018-08-03,1.0402038910505838
2018-08-06,1.0409813229571985
2018-08-07,1.0720785992217898
2018-08-08,1.046423346303502
2018-08-09,1.071301167315175
2018-08-10,1.0837400778210116
2018-08-13,1.0821852140077821
2018-08-14,1.071301167315175
2018-08-15,1.0479782101167316
2018-08-16,1.0339844357976655
2018-08-17,1.005996887159533
2018-08-20,1.0254326848249027
2018-08-21,1.1280536964980545
2018-08-22,1.1233891050583658
2018-08-23,1.144379766536965
2018-08-24,1.1350505836575875
2018-08-27,1.1490443579766536
2018-08-28,1.1482669260700389
2018-08-29,1.1482669260700389
2018-08-30,1.1537089494163426
2018-08-31,1.1272762645914396
2018-09-03,1.1171696498054475
2018-09-04,1.1249439688715954
2018-09-05,1.1101727626459144
2018-09-06,1.0316521400778211
2018-09-07,1.0876272373540858
2018-09-10,1.0417587548638132
2018-09-11,1.0433136186770429
2018-09-12,1.0339844357976655
2018-09-13,1.0161035019455253
2018-09-14,1.0378715953307394
2018-09-17,1.038649027237354
2018-09-18,1.060417120622568
2018-09-19,1.0557525291828793
2018-09-20,1.03631673151751
2018-09-21,1.0339844357976655
2018-09-25,1.0472007782101167
2018-09-26,1.0666365758754863
2018-09-27,1.0549750972762646
2018-09-28,1.0814077821011674
2018-10-08,1.0339844357976655
2018-10-09,1.0332070038910504
2018-10-10,1.0479782101167316
2018-10-11,0.988115953307393
2018-10-12,1.0044420233463034
2018-10-15,0.9927805447470818
2018-10-16,0.9492443579766537
2018-10-17,0.9725673151750973
2018-10-18,0.8753883268482491
2018-10-19,0.911927626459144
2018-10-22,0.9741221789883269
2018-10-23,0.9220342412451361
2018-10-24,0.8909369649805448
2018-10-25,0.9313634241245137
2018-10-26,0.9018210116731518
2018-10-29,0.8924918287937743
2018-10-30,0.8901595330739299
2018-10-31,0.9095953307392995
2018-11-01,0.9165922178988326
2018-11-02,0.9632381322957199
2018-11-05,0.9717898832684825
2018-11-06,0.9741221789883269
2018-11-07,1.0091066147859922
2018-11-08,0.999
2018-11-09,0.9818964980544748
2018-11-12,1.0036645914396887
2018-11-13,1.0106614785992218
2018-11-14,0.9834513618677043
2018-11-15,0.9982225680933852
2018-11-16,0.9966677042801556
2018-11-19,1.0013322957198443
2018-11-20,0.9609058365758755
2018-11-21,0.9609058365758755
2018-11-22,0.9609058365758755
2018-11-23,0.9290311284046692
2018-11-26,0.9282536964980544
2018-11-27,0.9220342412451361
2018-11-28,0.9181470817120623
2018-11-29,0.8886046692607004
2018-11-30,0.8979338521400778
2018-12-03,0.9655704280155643
2018-12-04,0.9741221789883269
2018-12-05,0.9616832684824902
2018-12-06,0.9585735408560312
2018-12-07,0.9414700389105058
2018-12-10,0.9298085603112842
2018-12-11,0.9577961089494164
2018-12-12,0.9539089494163423
2018-12-13,1.0106614785992218
2018-12-14,0.9857836575875487
2018-12-17,0.9873385214007782
2018-12-18,0.9756770428015565
