code,name,days,realistic_growth_ready_days,realistic_growth_zero_fraction,realistic_growth_cap_fraction,median_eps_growth_3y,median_revenue_growth_3y,median_realistic_growth,solved_implied_days,below_zero_growth_value_days,above_search_range_days,buy_staged_or_better_days
601100,恒立液压,2097,2097,0.1335240820219361,0.4663805436337625,0.3671223036284654,0.2162304427217767,0.2662304427217767,2097,0,0,575
002747,埃斯顿,2087,1844,0.5927168183996167,0.01772879731672257,-0.081877184151556,0.3205256721182647,0.0,1525,0,319,0
002050,三花智控,2097,2097,0.2541726275631855,0.0,0.1533874200078424,0.1643235045831228,0.1533874200078424,1925,172,0,518
600845,宝信软件,2096,2096,0.31059160305343514,0.0,0.0385286685865453,0.184581242093754,0.0385286685865453,1825,271,0,394
002027,分众传媒,2097,2097,0.5817835002384358,0.03528850739151168,-0.0403209577395727,0.014442752895744,0.0,1841,256,0,160
600489,中金黄金,2086,2086,0.17497603068072867,0.0,0.3191667912653482,0.1006818401809379,0.105819059967288,2086,0,0,408
600089,特变电工,2097,2097,0.40486409155937053,0.2732474964234621,0.0230360841603687,0.0663430348677562,0.0230360841603687,862,1235,0,1218
600887,伊利股份,2097,2097,0.11540295660467334,0.0,0.1018841879873955,0.1097387560338754,0.1018841879873955,2096,1,0,109
