code,name,report_date,profit_notice_date,cash_notice_date,available_date,p_PARENT_NETPROFIT,p_DEDUCT_PARENT_NETPROFIT,p_BASIC_EPS,p_TOTAL_OPERATE_INCOME,p_RESEARCH_EXPENSE,c_NETCASH_OPERATE,ttm_parent_netprofit,ttm_deduct_netprofit,ttm_basic_eps_approx,ttm_revenue,ttm_research_expense,ttm_operating_cashflow,cash_conversion,deduct_quality,rd_intensity,normalized_eps_4q_median,normalized_deduct_np_4q_median,normalized_cfo_4q_median,deduct_factor_round6,clean_eps_round6,normalized_eps_round6,eps_growth_3y_round6,revenue_growth_3y_round6,realistic_growth_round6,neutral_value_round6,quality_factor_round5,quality_adjusted_eps_round5,normalized_owner_eps_round5,historical_growth_round5,assumed_growth_round5,neutral_value_round5
600845,宝信软件,1991-12-31,1994-03-04,,1994-03-04,36083000.0,,,418410000.0,,,36083000.0,,,418410000.0,,,,,,,,,,,,,,,,,,,,0.0,
600845,宝信软件,1992-12-31,1994-03-04,,1994-03-04,38411000.0,,,626983000.0,,,38411000.0,,,626983000.0,,,,,,,,,,,,,,,,,,,,0.0,
600845,宝信软件,1993-12-31,1994-03-05,,1994-03-05,53027000.0,,,875717251.01,,,53027000.0,,,875717251.01,,,,,,,,,,,,,,,,,,,,0.0,
600845,宝信软件,1994-06-30,1994-08-18,,1994-08-18,29184036.46,,0.1471,362993528.05,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
600845,宝信软件,1994-12-31,1995-04-04,,1995-04-04,19118010.0,,,581888250.0,,,19118010.0,,,581888250.0,,,,,,,,,,,,,,,,,,,,0.0,
600845,宝信软件,1995-06-30,1995-08-29,,1995-08-29,497900.0,,0.002,221816900.0,,,-9568126.46,,,440711621.95,,,,,,,,,,,,,,,,,,,,0.0,
600845,宝信软件,1995-12-31,1996-04-24,,1996-04-24,-9043134.53,,,511989923.97,,,-9043134.53,,,511989923.97,,,,,,,,,,,,,,,,,,,,0.0,
600845,宝信软件,1996-06-30,1996-08-23,,1996-08-23,2365820.75,,,315463661.95,,,-7175213.779999999,,,605636685.9200001,,,,,,,,,,,,,,,,,,,,0.0,
600845,宝信软件,1996-12-31,1997-04-29,,1997-04-29,5424660.49,,,529468249.06,,,5424660.49,,,529468249.06,,,,,,,,,,,,,,,,,,,,0.0,
600845,宝信软件,1997-06-30,1997-08-26,,1997-08-26,2866980.13,,,233182353.6,,,5925819.87,,,447186940.71,,,,,,,,,,,,,,,,,,,,0.0,
