,TRUE_BUYHOLD_single_002747
2018-01-01,1.0
2018-01-02,0.999
2018-01-03,1.0062325791855202
2018-01-04,0.9917674208144797
2018-01-05,0.9872470588235294
2018-01-08,0.9646452488687782
2018-01-09,0.9610289592760182
2018-01-10,0.9402352941176471
2018-01-11,0.9574126696832579
2018-01-12,0.9474678733031674
2018-01-15,0.9357149321266968
2018-01-16,0.919441628959276
2018-01-17,0.939331221719457
2018-01-18,0.9284823529411764
2018-01-19,0.9158253393665158
2018-01-22,0.9492760180995474
2018-01-23,0.9872470588235294
2018-01-24,0.9890552036199094
2018-01-25,0.9872470588235294
2018-01-26,0.9944796380090497
2018-01-29,0.9836307692307693
2018-01-30,0.9935755656108597
2018-01-31,0.9971918552036199
2018-02-01,0.9357149321266968
2018-02-02,0.9176334841628959
2018-02-05,0.9167294117647058
2018-02-06,0.878758371040724
2018-02-07,0.8082407239819004
2018-02-08,0.8073366515837103
2018-02-09,0.7883511312217194
2018-02-12,0.8073366515837103
2018-02-13,0.8136651583710407
2018-02-14,0.8227058823529412
2018-02-22,0.8389791855203619
2018-02-23,0.8299384615384615
2018-02-26,0.8552524886877829
2018-02-27,0.8877990950226244
2018-02-28,0.8896072398190045
2018-03-01,0.9248660633484163
2018-03-02,0.9456597285067873
2018-03-05,0.9782063348416289
2018-03-06,0.9637411764705881
2018-03-07,0.9682615384615385
2018-03-08,0.9519882352941175
2018-03-09,0.9754941176470587
2018-03-12,0.9836307692307693
2018-03-13,0.9673574660633483
2018-03-14,0.9565085972850678
2018-03-15,0.9429475113122171
2018-03-16,0.9284823529411764
2018-03-19,0.9348108597285066
2018-03-20,0.9583167420814479
2018-03-21,0.9646452488687782
2018-03-22,0.9628371040723982
2018-03-23,0.8823746606334841
2018-03-26,0.9076886877828053
2018-03-27,0.9863429864253394
2018-03-28,0.9854389140271492
2018-03-29,1.0170814479638008
2018-03-30,1.0622850678733031
2018-04-02,1.0622850678733031
2018-04-03,1.0442036199095024
2018-04-04,1.0279303167420812
2018-04-09,1.0713257918552035
2018-04-10,1.0668054298642533
2018-04-11,1.079462443438914
2018-04-12,1.064997285067873
2018-04-13,1.0866950226244343
2018-04-16,1.0939276018099546
2018-04-17,1.0351628959276016
2018-04-18,1.138227149321267
2018-04-19,1.1490760180995474
2018-04-20,1.1282823529411765
2018-04-23,1.159924886877828
2018-04-24,1.2078407239819005
2018-04-25,1.1942796380090497
2018-04-26,1.1563085972850677
2018-04-27,1.1481719457013573
2018-05-02,1.1834307692307693
2018-05-03,1.1752941176470586
2018-05-04,1.141843438914027
2018-05-07,1.2340588235294119
2018-05-08,1.2322506787330316
2018-05-09,1.2259221719457012
2018-05-10,1.2367710407239818
2018-05-11,1.240387330316742
2018-05-14,1.2204977375565609
2018-05-15,1.2204977375565609
2018-05-16,1.2259221719457012
2018-05-17,1.2186895927601809
2018-05-18,1.2186895927601809
2018-05-21,1.221401809954751
2018-05-22,1.1942796380090497
2018-05-23,1.1897592760180995
2018-05-24,1.2376751131221717
2018-05-25,1.2747420814479637
2018-05-28,1.2873990950226244
2018-05-29,1.280166515837104
2018-05-30,1.2033203619909503
2018-05-31,1.2322506787330316
2018-06-01,1.2494280542986425
2018-06-04,1.20151221719457
2018-06-05,1.2521402714932126
2018-06-06,1.246715837104072
2018-06-07,1.2684135746606333
2018-06-08,1.2675095022624434
2018-06-11,1.2331547511312217
2018-06-12,1.2331547511312217
2018-06-13,1.19608778280543
2018-06-14,1.185238914027149
2018-06-15,1.0731339366515837
2018-06-19,1.0767502262443438
2018-06-20,1.1472678733031674
2018-06-21,1.1102009049773753
2018-06-22,1.1581167420814478
2018-06-25,1.1734859728506788
2018-06-26,1.1915674208144795
2018-06-27,1.159020814479638
2018-06-28,1.159020814479638
2018-06-29,1.2430995475113122
2018-07-02,1.2385791855203618
2018-07-03,1.2693176470588234
2018-07-04,1.2521402714932126
2018-07-05,1.2693176470588234
2018-07-06,1.2711257918552035
2018-07-09,1.2964398190045248
2018-07-10,1.2756461538461537
2018-07-11,1.2322506787330316
2018-07-12,1.2756461538461537
2018-07-13,1.257564705882353
2018-07-16,1.3072886877828054
2018-07-17,1.379614479638009
2018-07-18,1.3949837104072398
2018-07-19,1.3741900452488685
2018-07-20,1.3479719457013573
2018-07-23,1.3561085972850677
2018-07-24,1.4537484162895924
2018-07-25,1.4139692307692306
2018-07-26,1.2937276018099548
2018-07-27,1.258468778280543
2018-07-30,1.1771022624434386
2018-07-31,1.1834307692307693
2018-08-01,1.1698696832579183
2018-08-02,1.1897592760180995
2018-08-03,1.1255701357466061
2018-08-06,1.1318986425339366
2018-08-07,1.1915674208144795
2018-08-08,1.1752941176470586
2018-08-09,1.20151221719457
2018-08-10,1.2259221719457012
2018-08-13,1.2268262443438913
2018-08-14,1.1752941176470586
2018-08-15,1.1463638009049772
2018-08-16,1.101160180995475
2018-08-17,1.0957357466063347
2018-08-20,1.102064253393665
2018-08-21,1.121953846153846
2018-08-22,1.1138171945701358
2018-08-23,1.1282823529411765
2018-08-24,1.1074886877828052
2018-08-27,1.140939366515837
2018-08-28,1.143651583710407
2018-08-29,1.1102009049773753
2018-08-30,1.0984479638009048
2018-08-31,1.0613809954751132
2018-09-03,1.0405873303167419
2018-09-04,1.0668054298642533
2018-09-05,1.0460117647058824
2018-09-06,1.0405873303167419
2018-09-07,1.0143692307692307
2018-09-10,0.9736859728506786
2018-09-11,0.980014479638009
2018-09-12,0.981822624434389
2018-09-13,0.9899592760180995
2018-09-14,0.9899592760180995
2018-09-17,0.9384271493212669
2018-09-18,0.9673574660633483
2018-09-19,1.0035203619909503
2018-09-20,0.9971918552036199
2018-09-21,1.0071366515837104
2018-09-25,1.0026162895927602
2018-09-26,1.0071366515837104
2018-09-27,0.9727819004524886
2018-09-28,1.0387791855203619
2018-10-08,0.9574126696832579
2018-10-09,0.9601248868778279
2018-10-10,0.9664533936651583
2018-10-11,0.8887031674208145
2018-10-12,0.8850868778280542
2018-10-15,0.8688135746606334
2018-10-16,0.8525402714932127
2018-10-17,0.8642932126696833
2018-10-18,0.8308425339366515
2018-10-19,0.8407873303167421
2018-10-22,0.9022642533936651
2018-10-23,0.883278733031674
2018-10-24,0.8941276018099548
2018-10-25,0.8055285067873302
2018-10-26,0.7982959276018099
2018-10-29,0.7729819004524887
2018-10-30,0.7756941176470588
2018-10-31,0.7820226244343891
2018-11-01,0.7982959276018099
2018-11-02,0.8335547511312218
2018-11-05,0.8245140271493211
2018-11-06,0.8145692307692306
2018-11-07,0.8136651583710407
2018-11-08,0.8064325791855202
2018-11-09,0.8055285067873302
2018-11-12,0.8254180995475113
2018-11-13,0.8661013574660633
2018-11-14,0.8579647058823529
2018-11-15,0.8724298642533936
2018-11-16,0.8751420814479637
2018-11-19,0.8679095022624433
2018-11-20,0.80100814479638
2018-11-21,0.8019122171945701
2018-11-22,0.8055285067873302
2018-11-23,0.7865429864253393
2018-11-26,0.7874470588235294
2018-11-27,0.7991999999999999
2018-11-28,0.8127610859728507
2018-11-29,0.7991999999999999
2018-11-30,0.8109529411764705
2018-12-03,0.8380751131221719
2018-12-04,0.8407873303167421
2018-12-05,0.8507321266968325
2018-12-06,0.8651972850678732
2018-12-07,0.8534443438914026
2018-12-10,0.8389791855203619
2018-12-11,0.8444036199095022
2018-12-12,0.8416914027149321
2018-12-13,0.8489239819004525
2018-12-14,0.8525402714932127
2018-12-17,0.8398832579185519
2018-12-18,0.8299384615384615
