,TRUE_BUYHOLD_single_600887
2018-01-01,1.0
2018-01-02,0.999
2018-01-03,1.0194987437185932
2018-01-04,1.0450175879396986
2018-01-05,1.0454359296482412
2018-01-08,1.0492010050251257
2018-01-09,1.0814133165829145
2018-01-10,1.0822500000000002
2018-01-11,1.0701180904522614
2018-01-12,1.0885251256281407
2018-01-15,1.0751381909547737
2018-01-16,1.0801582914572865
2018-01-17,1.0814133165829145
2018-01-18,1.0709547738693468
2018-01-19,1.0508743718592966
2018-01-22,1.093963567839196
2018-01-23,1.108605527638191
2018-01-24,1.0960552763819096
2018-01-25,1.0755565326633165
2018-01-26,1.0830866834170856
2018-01-29,1.0466909547738694
2018-01-30,1.0420891959798995
2018-01-31,1.066353015075377
2018-02-01,1.0822500000000002
2018-02-02,1.0843417085427136
2018-02-05,1.0324673366834172
2018-02-06,1.0320489949748746
2018-02-07,0.9856130653266332
2018-02-08,0.9851947236180905
2018-02-09,0.9772462311557789
2018-02-12,0.9897964824120604
2018-02-13,1.0098768844221107
2018-02-14,1.0082035175879398
2018-02-22,1.0709547738693468
2018-02-23,1.0625879396984923
2018-02-26,1.068863065326633
2018-02-27,1.0533844221105528
2018-02-28,1.0144786432160804
2018-03-01,1.0132236180904524
2018-03-02,1.0090402010050252
2018-03-05,1.0123869346733667
2018-03-06,1.0002550251256281
2018-03-07,0.9672060301507538
2018-03-08,0.9847763819095477
2018-03-09,0.9722261306532662
2018-03-12,0.9659510050251257
2018-03-13,0.9797562814070353
2018-03-14,0.9814296482412062
2018-03-15,1.001928391959799
2018-03-16,0.9684610552763819
2018-03-19,0.9584208542713569
2018-03-20,0.9651143216080402
2018-03-21,0.9525640703517588
2018-03-22,0.898179648241206
2018-03-23,0.8847927135678392
2018-03-26,0.8534170854271356
2018-03-27,0.8873027638190956
2018-03-28,0.8421218592964824
2018-03-29,0.874752512562814
2018-03-30,0.8906494974874372
2018-04-02,0.8743341708542712
2018-04-03,0.8914861809045226
2018-04-04,0.9303919597989949
2018-04-09,0.8944145728643216
2018-04-10,0.8965062814070351
2018-04-11,0.9203517587939699
2018-04-12,0.904036432160804
2018-04-13,0.8868844221105529
2018-04-16,0.8755891959798995
2018-04-17,0.8697324120603015
2018-04-18,0.8780992462311558
2018-04-19,0.9052914572864322
2018-04-20,0.8697324120603015
2018-04-23,0.8835376884422111
2018-04-24,0.9103115577889448
2018-04-25,0.9303919597989949
2018-04-26,0.9128216080402011
2018-04-27,0.8216231155778895
2018-05-02,0.7889924623115577
2018-05-03,0.7860640703517587
2018-05-04,0.7764422110552763
2018-05-07,0.8120012562814071
2018-05-08,0.8224597989949749
2018-05-09,0.8199497487437187
2018-05-10,0.8249698492462311
2018-05-11,0.8103278894472362
2018-05-14,0.8454685929648242
2018-05-15,0.8463052763819096
2018-05-16,0.8622022613065327
2018-05-17,0.8521620603015075
2018-05-18,0.8592738693467337
2018-05-21,0.8534170854271356
2018-05-22,0.8529987437185931
2018-05-23,0.8220414572864321
2018-05-24,0.8111645728643216
2018-05-25,0.8128379396984925
2018-05-28,0.8387751256281407
2018-05-29,0.8622022613065327
2018-05-30,0.882282663316583
2018-05-31,0.9701344221105528
2018-06-01,0.9446155778894473
2018-06-04,0.9692977386934675
2018-06-05,0.988959798994975
2018-06-06,0.9772462311557789
2018-06-07,0.9621859296482412
2018-06-08,0.9600942211055277
2018-06-11,0.9651143216080402
2018-06-12,0.9952349246231156
2018-06-13,0.9797562814070353
2018-06-14,0.953819095477387
2018-06-15,0.9483806532663318
2018-06-19,0.9027814070351758
2018-06-20,0.9283002512562815
2018-06-21,0.9387587939698493
2018-06-22,0.9492173366834171
2018-06-25,0.9211884422110553
2018-06-26,0.9274635678391961
2018-06-27,0.8801909547738693
2018-06-28,0.8642939698492462
2018-06-29,0.8927412060301508
2018-07-02,0.8638756281407034
2018-07-03,0.8479786432160804
2018-07-04,0.841285175879397
2018-07-05,0.8421218592964824
2018-07-06,0.8797726130653267
2018-07-09,0.8973429648241207
2018-07-10,0.8935778894472362
2018-07-11,0.8868844221105529
2018-07-12,0.8994346733668342
2018-07-13,0.9119849246231156
2018-07-16,0.9090565326633165
2018-07-17,0.8843743718592966
2018-07-18,0.8843743718592966
2018-07-19,0.8684773869346735
2018-07-20,0.8814459798994976
2018-07-23,0.8827010050251257
2018-07-24,0.8965062814070351
2018-07-25,0.8814459798994976
2018-07-26,0.8630389447236181
2018-07-27,0.8613655778894473
2018-07-30,0.8542537688442212
2018-07-31,0.8463052763819096
2018-08-01,0.8278982412060302
2018-08-02,0.8023793969849247
2018-08-03,0.7977776381909548
2018-08-06,0.8099095477386935
2018-08-07,0.83710175879397
2018-08-08,0.8337550251256282
2018-08-09,0.8663856783919599
2018-08-10,0.8772625628140703
2018-08-13,0.8722424623115579
2018-08-14,0.8630389447236181
2018-08-15,0.8316633165829146
2018-08-16,0.8316633165829146
2018-08-17,0.8161846733668343
2018-08-20,0.8149296482412061
2018-08-21,0.8542537688442212
2018-08-22,0.8517437185929648
2018-08-23,0.8475603015075378
2018-08-24,0.8433768844221106
2018-08-27,0.8701507537688442
2018-08-28,0.8605288944723619
2018-08-29,0.850070351758794
2018-08-30,0.8345917085427136
2018-08-31,0.7743505025125629
2018-09-03,0.7597085427135678
2018-09-04,0.7684937185929649
2018-09-05,0.7488316582914573
2018-09-06,0.7166193467336683
2018-09-07,0.7195477386934673
2018-09-10,0.72456783919598
2018-09-11,0.7350263819095478
2018-09-12,0.7195477386934673
2018-09-13,0.7320979899497488
2018-09-14,0.7433932160804021
2018-09-17,0.7433932160804021
2018-09-18,0.756361809045226
2018-09-19,0.7689120603015076
2018-09-20,0.7756055276381909
2018-09-21,0.7973592964824121
2018-09-25,0.7881557788944723
2018-09-26,0.8094912060301508
2018-09-27,0.8057261306532665
2018-09-28,0.8216231155778895
2018-10-08,0.7751871859296484
2018-10-09,0.7956859296482413
2018-10-10,0.7986143216080401
2018-10-11,0.7739321608040202
2018-10-12,0.8094912060301508
2018-10-15,0.8044711055276382
2018-10-16,0.8002876884422111
2018-10-17,0.7781155778894473
2018-10-18,0.7668203517587939
2018-10-19,0.8023793969849247
2018-10-22,0.8475603015075378
2018-10-23,0.8203680904522613
2018-10-24,0.7618002512562815
2018-10-25,0.7500866834170854
2018-10-26,0.7300062814070353
2018-10-29,0.6731118090452262
2018-10-30,0.6839886934673367
2018-10-31,0.7065791457286433
2018-11-01,0.7141092964824122
2018-11-02,0.7555251256281407
2018-11-05,0.7429748743718594
2018-11-06,0.7329346733668343
2018-11-07,0.7329346733668343
2018-11-08,0.7320979899497488
2018-11-09,0.731679648241206
2018-11-12,0.7425565326633167
2018-11-13,0.763891959798995
2018-11-14,0.7534334170854272
2018-11-15,0.7534334170854272
2018-11-16,0.7601268844221106
2018-11-19,0.7647286432160806
2018-11-20,0.7525967336683417
2018-11-21,0.7680753768844221
2018-11-22,0.7659836683417085
2018-11-23,0.7505050251256282
2018-11-26,0.7471582914572864
2018-11-27,0.7433932160804021
2018-11-28,0.7513417085427136
2018-11-29,0.7505050251256282
2018-11-30,0.7626369346733669
2018-12-03,0.7756055276381909
2018-12-04,0.7743505025125629
2018-12-05,0.7618002512562815
2018-12-06,0.7358630653266331
2018-12-07,0.7366997487437186
2018-12-10,0.7224761306532663
2018-12-11,0.7312613065326633
2018-12-12,0.7358630653266331
2018-12-13,0.7484133165829147
2018-12-14,0.7454849246231157
2018-12-17,0.734608040201005
