code,stock_name,raw_industry,normalized_industry,as_of_date,latest_price_date,close,tier,research_label,quant_score,opportunity_quality_score,opportunity_quality_rank,opportunity_proximity_rank,a_condition_pass_count,a_condition_fail_count,a_condition_failed,hard_blockers,soft_blockers,opportunity_logic,top_risks,upgrade_conditions,downgrade_conditions,improvement_flags,deterioration_flags,price_percentile_5y,distance_from_5y_low_pct,trend_confirmation_level,industry_cycle_phase,industry_evidence_status,industry_evidence_score,industry_evidence_confidence,industry_evidence_quality,company_evidence_status,company_evidence_score,company_evidence_confidence,hard_logic_level,balanced_exit_historical_profile,next_review_trigger,evidence_items,missing_evidence,disclaimer
601668,中国建筑,建筑,UNRESOLVED,2026-07-07,2026-07-07,4.48,TIER_C,证据不完整研究对象,56.1815,30.8998,30,24,6,6,trend_medium;industry_evidence_medium;company_evidence_medium;hard_logic_medium;financial_passed;exit_profile_passed,,balanced_exit_profile_not_available;company_evidence_missing;industry_evidence_missing;trend_not_stabilized,TIER_C：5年价格分位约 0.2709，趋势 NONE，硬逻辑 NONE，行业证据 MISSING，公司证据 MISSING。仅作为人工复核研究对象。,trend_not_stabilized;balanced_exit_profile_not_available;industry_evidence_missing,趋势企稳达到 MEDIUM 且不再持续创新低；补齐非过期且无冲突的行业证据；补齐公司公告/财报/经营层面的可核验证据；历史退出画像达到 PASSED；hard_logic_level 升至 MEDIUM 及以上,行业或公司证据出现冲突/过期；趋势重新转弱或跌破关键平台；财务、估值陷阱或执行风险恶化,,,0.2708505367464905,32.3877,NONE,,MISSING,50.0,LOW,MISSING,MISSING,50.0,LOW,NONE,NOT_AVAILABLE,补充历史退出画像验证，未通过前不得进入 A 类。,"{""industry"": [], ""company"": []}",industry:MISSING;company:MISSING,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
601186,中国铁建,建筑,UNRESOLVED,2026-07-07,2026-07-07,6.08,TIER_C,证据不完整研究对象,61.4518,33.7985,24,19,6,6,trend_medium;industry_evidence_medium;company_evidence_medium;hard_logic_medium;financial_passed;exit_profile_passed,,balanced_exit_profile_not_available;company_evidence_missing;industry_evidence_missing;trend_not_stabilized,TIER_C：5年价格分位约 0.033，趋势 NONE，硬逻辑 NONE，行业证据 MISSING，公司证据 MISSING。仅作为人工复核研究对象。,trend_not_stabilized;balanced_exit_profile_not_available;industry_evidence_missing,趋势企稳达到 MEDIUM 且不再持续创新低；补齐非过期且无冲突的行业证据；补齐公司公告/财报/经营层面的可核验证据；历史退出画像达到 PASSED；hard_logic_level 升至 MEDIUM 及以上,行业或公司证据出现冲突/过期；趋势重新转弱或跌破关键平台；财务、估值陷阱或执行风险恶化,,,0.03303055326176713,4.3956,NONE,,MISSING,50.0,LOW,MISSING,MISSING,50.0,LOW,NONE,NOT_AVAILABLE,补充历史退出画像验证，未通过前不得进入 A 类。,"{""industry"": [], ""company"": []}",industry:MISSING;company:MISSING,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
601390,中国中铁,建筑,UNRESOLVED,2026-07-07,2026-07-07,4.22,TIER_C,证据不完整研究对象,63.7911,35.0851,21,27,5,7,no_falling_knife;trend_medium;industry_evidence_medium;company_evidence_medium;hard_logic_medium;financial_passed;exit_profile_passed,,balanced_exit_profile_not_available;company_evidence_missing;falling_knife_not_cleared;industry_evidence_missing;trend_not_stabilized,TIER_C：5年价格分位约 0.0149，趋势 NONE，硬逻辑 NONE，行业证据 MISSING，公司证据 MISSING。仅作为人工复核研究对象。,falling_knife_not_cleared;trend_not_stabilized;balanced_exit_profile_not_available,趋势企稳达到 MEDIUM 且不再持续创新低；补齐非过期且无冲突的行业证据；补齐公司公告/财报/经营层面的可核验证据；历史退出画像达到 PASSED；hard_logic_level 升至 MEDIUM 及以上,行业或公司证据出现冲突/过期；趋势重新转弱或跌破关键平台；财务、估值陷阱或执行风险恶化,,,0.01486374896779521,3.0777,NONE,,MISSING,50.0,LOW,MISSING,MISSING,50.0,LOW,NONE,NOT_AVAILABLE,补充历史退出画像验证，未通过前不得进入 A 类。,"{""industry"": [], ""company"": []}",industry:MISSING;company:MISSING,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
600048,保利发展,地产,地产,2026-07-07,2026-07-07,4.58,TIER_C,证据不完整研究对象,64.7095,35.5902,17,25,5,7,no_falling_knife;trend_medium;industry_evidence_medium;company_evidence_medium;hard_logic_medium;financial_passed;exit_profile_passed,,balanced_exit_profile_not_available;company_evidence_missing;falling_knife_not_cleared;industry_evidence_missing;trend_not_stabilized,TIER_C：5年价格分位约 0.0008，趋势 NONE，硬逻辑 NONE，行业证据 MISSING，公司证据 MISSING。仅作为人工复核研究对象。,falling_knife_not_cleared;trend_not_stabilized;balanced_exit_profile_not_available,趋势企稳达到 MEDIUM 且不再持续创新低；补齐非过期且无冲突的行业证据；补齐公司公告/财报/经营层面的可核验证据；历史退出画像达到 PASSED；hard_logic_level 升至 MEDIUM 及以上,行业或公司证据出现冲突/过期；趋势重新转弱或跌破关键平台；财务、估值陷阱或执行风险恶化,,,0.0008257638315441783,0.0,NONE,,MISSING,50.0,LOW,MISSING,MISSING,50.0,LOW,NONE,NOT_AVAILABLE,补充历史退出画像验证，未通过前不得进入 A 类。,"{""industry"": [], ""company"": []}",industry:MISSING;company:MISSING,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
000002,万科A,地产,地产,2026-07-07,2026-07-07,2.99,TIER_C,证据不完整研究对象,64.3728,35.405,19,26,5,7,no_falling_knife;trend_medium;industry_evidence_medium;company_evidence_medium;hard_logic_medium;financial_passed;exit_profile_passed,,balanced_exit_profile_not_available;company_evidence_missing;falling_knife_not_cleared;industry_evidence_missing;trend_not_stabilized,TIER_C：5年价格分位约 0.0033，趋势 NONE，硬逻辑 NONE，行业证据 MISSING，公司证据 MISSING。仅作为人工复核研究对象。,falling_knife_not_cleared;trend_not_stabilized;balanced_exit_profile_not_available,趋势企稳达到 MEDIUM 且不再持续创新低；补齐非过期且无冲突的行业证据；补齐公司公告/财报/经营层面的可核验证据；历史退出画像达到 PASSED；hard_logic_level 升至 MEDIUM 及以上,行业或公司证据出现冲突/过期；趋势重新转弱或跌破关键平台；财务、估值陷阱或执行风险恶化,,,0.0033030553261767133,1.3559,NONE,,MISSING,50.0,LOW,MISSING,MISSING,50.0,LOW,NONE,NOT_AVAILABLE,补充历史退出画像验证，未通过前不得进入 A 类。,"{""industry"": [], ""company"": []}",industry:MISSING;company:MISSING,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
001979,招商蛇口,地产,地产,2026-07-07,2026-07-07,6.45,TIER_C,证据不完整研究对象,62.5646,34.4105,22,18,6,6,no_falling_knife;trend_medium;industry_evidence_medium;company_evidence_medium;hard_logic_medium;exit_profile_passed,,balanced_exit_profile_degraded;company_evidence_missing;falling_knife_not_cleared;industry_evidence_missing;trend_not_stabilized,TIER_C：5年价格分位约 0.0017，趋势 NONE，硬逻辑 NONE，行业证据 MISSING，公司证据 MISSING。仅作为人工复核研究对象。,falling_knife_not_cleared;trend_not_stabilized;balanced_exit_profile_degraded,趋势企稳达到 MEDIUM 且不再持续创新低；补齐非过期且无冲突的行业证据；补齐公司公告/财报/经营层面的可核验证据；历史退出画像达到 PASSED；hard_logic_level 升至 MEDIUM 及以上,行业或公司证据出现冲突/过期；趋势重新转弱或跌破关键平台；财务、估值陷阱或执行风险恶化,,,0.0016652789342214821,0.311,NONE,,MISSING,50.0,LOW,MISSING,MISSING,50.0,LOW,NONE,DEGRADED,补充历史退出画像验证，未通过前不得进入 A 类。,"{""industry"": [], ""company"": []}",industry:MISSING;company:MISSING,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
600018,上港集团,港口,航运,2026-07-07,2026-07-07,5.01,TIER_C,证据不完整研究对象,79.7381,47.1893,9,13,6,6,price_low_or_reasonable;trend_medium;industry_evidence_medium;company_evidence_medium;hard_logic_medium;exit_profile_passed,,balanced_exit_profile_degraded;company_evidence_missing;industry_evidence_missing,TIER_C：5年价格分位约 0.4476，趋势 WEAK，硬逻辑 NONE，行业证据 MISSING，公司证据 MISSING。仅作为人工复核研究对象。,balanced_exit_profile_degraded;industry_evidence_missing;company_evidence_missing,趋势企稳达到 MEDIUM 且不再持续创新低；补齐非过期且无冲突的行业证据；补齐公司公告/财报/经营层面的可核验证据；历史退出画像达到 PASSED；hard_logic_level 升至 MEDIUM 及以上,行业或公司证据出现冲突/过期；趋势重新转弱或跌破关键平台；财务、估值陷阱或执行风险恶化,,,0.4475639966969447,29.3571,WEAK,,MISSING,50.0,LOW,MISSING,MISSING,50.0,LOW,NONE,DEGRADED,补充历史退出画像验证，未通过前不得进入 A 类。,"{""industry"": [], ""company"": []}",industry:MISSING;company:MISSING,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
600029,南方航空,航空,机场航空,2026-07-07,2026-07-07,5.12,TIER_C,证据不完整研究对象,60.5047,33.2776,25,20,6,6,trend_medium;industry_evidence_medium;company_evidence_medium;hard_logic_medium;financial_passed;exit_profile_passed,,balanced_exit_profile_not_available;company_evidence_missing;industry_evidence_missing;trend_not_stabilized,TIER_C：5年价格分位约 0.0041，趋势 NONE，硬逻辑 NONE，行业证据 MISSING，公司证据 MISSING。仅作为人工复核研究对象。,trend_not_stabilized;balanced_exit_profile_not_available;industry_evidence_missing,趋势企稳达到 MEDIUM 且不再持续创新低；补齐非过期且无冲突的行业证据；补齐公司公告/财报/经营层面的可核验证据；历史退出画像达到 PASSED；hard_logic_level 升至 MEDIUM 及以上,行业或公司证据出现冲突/过期；趋势重新转弱或跌破关键平台；财务、估值陷阱或执行风险恶化,,,0.004128819157720892,1.992,NONE,,MISSING,50.0,LOW,MISSING,MISSING,50.0,LOW,NONE,NOT_AVAILABLE,补充历史退出画像验证，未通过前不得进入 A 类。,"{""industry"": [], ""company"": []}",industry:MISSING;company:MISSING,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
601888,中国中免,旅游零售,UNRESOLVED,2026-07-07,2026-07-07,50.97,TIER_C,证据不完整研究对象,64.5479,35.5013,18,16,6,6,no_falling_knife;trend_medium;industry_evidence_medium;company_evidence_medium;hard_logic_medium;exit_profile_passed,,balanced_exit_profile_degraded;company_evidence_missing;falling_knife_not_cleared;industry_evidence_missing;trend_not_stabilized,TIER_C：5年价格分位约 0.0008，趋势 NONE，硬逻辑 NONE，行业证据 MISSING，公司证据 MISSING。仅作为人工复核研究对象。,falling_knife_not_cleared;trend_not_stabilized;balanced_exit_profile_degraded,趋势企稳达到 MEDIUM 且不再持续创新低；补齐非过期且无冲突的行业证据；补齐公司公告/财报/经营层面的可核验证据；历史退出画像达到 PASSED；hard_logic_level 升至 MEDIUM 及以上,行业或公司证据出现冲突/过期；趋势重新转弱或跌破关键平台；财务、估值陷阱或执行风险恶化,,,0.0008257638315441783,0.0,NONE,,MISSING,50.0,LOW,MISSING,MISSING,50.0,LOW,NONE,DEGRADED,补充历史退出画像验证，未通过前不得进入 A 类。,"{""industry"": [], ""company"": []}",industry:MISSING;company:MISSING,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
300124,汇川技术,电力设备,电力设备,2026-07-07,2026-07-07,66.05,TIER_C,证据不完整研究对象,57.2577,31.4917,29,23,6,6,price_low_or_reasonable;no_falling_knife;trend_medium;industry_evidence_medium;company_evidence_medium;hard_logic_medium,,company_evidence_missing;falling_knife_not_cleared;industry_evidence_missing;price_not_low_enough;trend_not_stabilized,TIER_C：5年价格分位约 0.6028，趋势 NONE，硬逻辑 NONE，行业证据 MISSING，公司证据 MISSING。仅作为人工复核研究对象。,falling_knife_not_cleared;price_not_low_enough;trend_not_stabilized,趋势企稳达到 MEDIUM 且不再持续创新低；补齐非过期且无冲突的行业证据；补齐公司公告/财报/经营层面的可核验证据；hard_logic_level 升至 MEDIUM 及以上,行业或公司证据出现冲突/过期；趋势重新转弱或跌破关键平台；财务、估值陷阱或执行风险恶化,,,0.6028075970272502,69.3981,NONE,,MISSING,50.0,LOW,MISSING,MISSING,50.0,LOW,NONE,PASSED,补齐行业周期证据并检查是否过期或冲突。,"{""industry"": [], ""company"": []}",industry:MISSING;company:MISSING,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
601877,正泰电器,电力设备,电力设备,2026-07-07,2026-07-07,24.5,TIER_C,证据不完整研究对象,57.8787,31.8333,28,29,5,7,price_low_or_reasonable;no_falling_knife;trend_medium;industry_evidence_medium;company_evidence_medium;hard_logic_medium;exit_profile_passed,,balanced_exit_profile_degraded;company_evidence_missing;falling_knife_not_cleared;industry_evidence_missing;trend_not_stabilized,TIER_C：5年价格分位约 0.4302，趋势 NONE，硬逻辑 NONE，行业证据 MISSING，公司证据 MISSING。仅作为人工复核研究对象。,falling_knife_not_cleared;trend_not_stabilized;balanced_exit_profile_degraded,趋势企稳达到 MEDIUM 且不再持续创新低；补齐非过期且无冲突的行业证据；补齐公司公告/财报/经营层面的可核验证据；历史退出画像达到 PASSED；hard_logic_level 升至 MEDIUM 及以上,行业或公司证据出现冲突/过期；趋势重新转弱或跌破关键平台；财务、估值陷阱或执行风险恶化,,,0.43022295623451695,54.6034,NONE,,MISSING,50.0,LOW,MISSING,MISSING,50.0,LOW,NONE,DEGRADED,补充历史退出画像验证，未通过前不得进入 A 类。,"{""industry"": [], ""company"": []}",industry:MISSING;company:MISSING,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
