code,stock_name,raw_industry,normalized_industry,as_of_date,latest_price_date,close,quant_score,quant_screen_status,quant_reason,price_position_score,price_percentile_5y,distance_from_5y_low_pct,trend_confirmation_level,trend_stabilization_score,relative_strength_20d,relative_strength_60d,valuation_score,financial_safety_score,execution_risk_score,execution_risk_quality,value_trap_score,hard_reject_blockers,soft_blockers,next_evidence_needed,missing_fields,risk_flags,disclaimer
000661,长春高新,医药,医药,2026-07-07,2026-07-07,66.06,73.0216,SECONDARY_RESEARCH,5年价格分位 0.0091；趋势确认 NONE；估值 PASSED；财务 PASSED；待确认：falling_knife_not_cleared;trend_not_stabilized,90.0,0.009083402146985962,5.1911,NONE,33.0,9.4344,9.6063,84.0,78.0,0.0,good,33.0,,falling_knife_not_cleared;trend_not_stabilized,industry_cycle_evidence;company_cycle_evidence;trend_confirmation,company_evidence;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;pe;ps;roe,below_ma250_deep_risk;deep_below_5y_high_risk;falling_knife_risk;missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence;missing_second_low_confirmation,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
603259,药明康德,医药,医药,2026-07-07,2026-07-07,118.3,66.42,HARD_REJECT,量化层硬拒绝：price_position_overheated,15.0,0.9050371593724195,251.9681,STRONG,100.0,32.7694,49.1592,62.0,78.0,0.0,good,33.0,price_position_overheated,price_not_low_enough,industry_cycle_evidence;company_cycle_evidence,company_evidence;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;ps;roe,extended_from_5y_low_risk;missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
600196,复星医药,医药,医药,2026-07-07,2026-07-07,23.19,83.6418,PRIORITY_RESEARCH,5年价格分位 0.1272；趋势确认 WEAK；估值 PASSED；财务 PASSED,90.0,0.12716763005780346,12.5564,WEAK,82.0,16.6534,19.8914,87.0,70.0,0.0,good,33.0,,,industry_cycle_evidence;company_cycle_evidence;trend_confirmation,company_evidence;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;ps;roe,missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence;missing_second_low_confirmation,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
300015,爱尔眼科,医疗服务,医药,2026-07-07,2026-07-07,8.24,71.5533,PRIORITY_RESEARCH,5年价格分位 0.0017；趋势确认 NONE；估值 PASSED；财务 PASSED；待确认：trend_not_stabilized,90.0,0.0016515276630883566,3.0,NONE,23.0,8.6979,18.1352,87.0,78.0,0.0,good,33.0,,trend_not_stabilized,industry_cycle_evidence;company_cycle_evidence;trend_confirmation,company_evidence;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;ps;roe,below_ma250_deep_risk;deep_below_5y_high_risk;missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence;missing_second_low_confirmation,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
600900,长江电力,公用事业,公用事业,2026-07-07,2026-07-07,27.41,65.6564,HARD_REJECT,量化层硬拒绝：price_position_overheated,15.0,0.77,86.1966,WEAK,92.0,9.1767,36.4842,79.5,70.0,0.0,good,33.0,price_position_overheated,price_not_low_enough,industry_cycle_evidence;company_cycle_evidence;trend_confirmation,company_evidence;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;ps;roe,missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
600905,三峡能源,公用事业,公用事业,2026-07-07,2026-07-07,3.74,58.1994,SECONDARY_RESEARCH,5年价格分位 0.0025；趋势确认 NONE；估值 DEGRADED；财务 DEGRADED；待确认：falling_knife_not_cleared;trend_not_stabilized,90.0,0.002477291494632535,0.8086,NONE,15.0,0.3169,23.9185,49.5,50.0,0.0,good,55.0,,falling_knife_not_cleared;trend_not_stabilized,industry_cycle_evidence;company_cycle_evidence;financial_safety_review;trend_confirmation,company_evidence;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;ps;roe,debt_ratio_high;falling_knife_risk;missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence;missing_second_low_confirmation,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
601985,中国核电,公用事业,公用事业,2026-07-07,2026-07-07,8.8,52.445,SECONDARY_RESEARCH,5年价格分位 0.6317；趋势确认 NONE；估值 DEGRADED；财务 PASSED；待确认：falling_knife_not_cleared;price_not_low_enough;trend_not_stabilized,35.0,0.6317093311312965,124.2038,NONE,33.0,7.5358,33.5893,42.0,70.0,0.0,good,33.0,,falling_knife_not_cleared;price_not_low_enough;trend_not_stabilized,industry_cycle_evidence;company_cycle_evidence;trend_confirmation,company_evidence;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;ps;roe,falling_knife_risk;missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence;missing_second_low_confirmation,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
600011,华能国际,电力,公用事业,2026-07-07,2026-07-07,6.8,59.6624,SECONDARY_RESEARCH,5年价格分位 0.46；趋势确认 NONE；估值 PASSED；财务 PASSED；待确认：falling_knife_not_cleared;trend_not_stabilized,55.0,0.4599504541701073,134.4828,NONE,15.0,-5.5659,38.6247,87.0,70.0,0.0,good,33.0,,falling_knife_not_cleared;trend_not_stabilized,industry_cycle_evidence;company_cycle_evidence;trend_confirmation,company_evidence;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;ps;roe,falling_knife_risk;missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence;missing_second_low_confirmation,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
600027,华电国际,电力,公用事业,2026-07-07,2026-07-07,4.45,66.5316,SECONDARY_RESEARCH,5年价格分位 0.265；趋势确认 NONE；估值 PASSED；财务 PASSED；待确认：falling_knife_not_cleared;trend_not_stabilized,75.0,0.265,111.9048,NONE,23.0,-1.4598,32.2504,87.0,70.0,0.0,good,33.0,,falling_knife_not_cleared;trend_not_stabilized,industry_cycle_evidence;company_cycle_evidence;trend_confirmation,company_evidence;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;ps;roe,falling_knife_risk;missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence;missing_second_low_confirmation,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
601857,中国石油,石油石化,石油石化,2026-07-07,2026-07-07,9.13,43.5225,HARD_REJECT,量化层硬拒绝：price_position_overheated,15.0,0.8497109826589595,285.0696,NONE,23.0,-5.1327,11.1962,32.0,78.0,0.0,good,33.0,price_position_overheated,price_not_low_enough;trend_not_stabilized;valuation_failed,industry_cycle_evidence;company_cycle_evidence;valuation_review;trend_confirmation,company_evidence;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;ps;roe,extended_from_5y_low_risk;missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence;missing_second_low_confirmation,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
600028,中国石化,石油石化,石油石化,2026-07-07,2026-07-07,4.8,66.679,PRIORITY_RESEARCH,5年价格分位 0.4121；趋势确认 WEAK；估值 DEGRADED；财务 PASSED,55.0,0.412056151940545,109.2415,WEAK,72.0,9.7909,16.4353,49.5,70.0,0.0,good,33.0,,,industry_cycle_evidence;company_cycle_evidence;trend_confirmation,company_evidence;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;ps;roe,missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
601088,中国神华,煤炭,煤炭,2026-07-07,2026-07-07,41.76,44.6279,HARD_REJECT,量化层硬拒绝：price_position_overheated,15.0,0.9125728559533722,563.911,NONE,23.0,-8.1903,22.6687,28.92,78.0,0.0,good,18.0,price_position_overheated,price_not_low_enough;trend_not_stabilized;valuation_failed,industry_cycle_evidence;company_cycle_evidence;valuation_review;trend_confirmation,company_evidence;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;ps;roe,extended_from_5y_low_risk;missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence;missing_second_low_confirmation,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
601225,陕西煤业,煤炭,煤炭,2026-07-07,2026-07-07,22.87,57.1906,HARD_REJECT,量化层硬拒绝：price_position_overheated,15.0,0.8852188274153592,649.0992,NONE,68.0,-5.4127,27.2026,45.85,78.0,0.0,good,18.0,price_position_overheated,falling_knife_not_cleared;price_not_low_enough;trend_not_stabilized,industry_cycle_evidence;company_cycle_evidence;trend_confirmation,company_evidence;distance_from_10y_low_pct;industry_cycle;industry_evidence;industry_evidence:industry_evidence;net_profit;operating_cash_flow;ps;roe,extended_from_5y_low_risk;falling_knife_risk;missing_company_evidence;missing_evidence_blocks_hard_logic;missing_industry_evidence;missing_second_low_confirmation,仅用于公开数据研究观察和人工复核，不构成买入建议，不应自动交易。
