label,start,end,final_multiple,final_capital_rmb,total_return,cagr,max_drawdown,sharpe,worst_calendar_year,best_calendar_year,trades,avg_cash_weight,total_turnover,group,variant
LEGACY_strategic_resources,2018-01-02,2026-08-24,5.532913185034388,5532913.185034388,4.532913185034388,0.2189432603593875,-0.23255699048468315,1.0600593598445978,0.051177830872149555,1.0941739787781724,72.0,0.41705521977061677,3.2993820848442637,strategic_resources,legacy_engine_geomean_756
CORRECTED_strategic_resources,2018-01-02,2026-08-24,5.504393165465079,5504393.165465079,4.504393165465079,0.21821443321926814,-0.23255699048468315,1.0580670932053355,0.048783965440720944,1.089738965560168,56.0,0.41671249556961293,3.2315825252994412,strategic_resources,corrected_engine_geomean_756
NOSELL_strategic_resources,2018-01-02,2026-08-24,7.5618985486803,7561898.5486803,6.5618985486803,0.2638212451174873,-0.3711516778393458,0.937159511687262,0.00038848759100562624,1.5926379434332962,9.0,0.23308144761847915,0.8472867636982386,strategic_resources,corrected_same_buy_no_valuation_sell
DIAG_strategic_resources_pb_only_756,2018-01-02,2026-08-24,5.807719647379404,5807719.647379404,4.807719647379404,0.22580067081953326,-0.23819469434336382,1.1477003298051673,0.04605389901069712,1.0050325267124318,59.0,0.4711988181025442,3.160304571330522,strategic_resources,corrected_pb_only_756
DIAG_strategic_resources_pe_only_756,2018-01-02,2026-08-24,4.328730610695571,4328730.610695571,3.3287306106955707,0.1848059909772406,-0.34452214324381747,0.8874939328862986,-0.034726341885129464,1.1328690210873558,73.0,0.41183922876726475,3.541358597413865,strategic_resources,corrected_pe_only_756
DIAG_strategic_resources_geomean_504,2018-01-02,2026-08-24,4.5895742224791345,4589574.222479135,3.5895742224791345,0.19285650397300969,-0.2460793631267243,0.9620317129702963,0.012006176750207764,0.9887895723972226,61.0,0.4190017097903518,3.059805663194534,strategic_resources,corrected_geomean_504
DIAG_strategic_resources_geomean_1260,2018-01-02,2026-08-24,6.116394334270937,6116394.334270936,5.116394334270937,0.2331691364355406,-0.2627736662348975,1.0691373289820942,0.05038652035627145,1.328034306488148,60.0,0.38264837685172753,3.055449556340897,strategic_resources,corrected_geomean_1260
TRUE_BUYHOLD_strategic_resources,2018-01-01,2026-08-24,6.3632522121371435,6363252.212137143,5.3632522121371435,0.2387449102457473,-0.4478311614231981,0.7966735254746069,-0.030766362893994148,1.5600974845254183,,0.0,,strategic_resources,true_buyhold
LEGACY_DAILY_EQ_strategic_resources,2018-01-01,2026-08-24,7.285511890283708,7285511.8902837075,6.285511890283708,0.25829525740767334,-0.43048667266063134,0.8420777242011082,-0.03358946708988653,1.723885195050547,,0.0,,strategic_resources,legacy_daily_equal_weight_benchmark
LEGACY_grid_equipment,2018-01-02,2026-08-24,1.6439165049491122,1643916.5049491122,0.6439165049491122,0.05921514729991095,-0.24029455791468313,0.47097459849136575,-0.054352532876407844,0.26574544356253127,16.0,0.658052571853066,1.254583864567914,grid_equipment,legacy_engine_geomean_756
